"Status","Year","Profession_of_post","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Operational Delivery","Na h-Eileanan Siar","Outside London","SEO/HEO","20","20","34780","32950"
"In post","2023","Operational Delivery","Newry, Mourne and Down","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Newry, Mourne and Down","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Newry, Mourne and Down","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","North Hampshire","Outside London","AA/AO","160","145","21990","22220"
"In post","2023","Operational Delivery","North Hampshire","Outside London","EO","155","140","27760","28120"
"In post","2023","Operational Delivery","North Hampshire","Outside London","G6/G7","20","20","58440","56280"
"In post","2023","Operational Delivery","North Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","North Hampshire","Outside London","SEO/HEO","140","140","38340","34300"
"In post","2023","Operational Delivery","North Hampshire","Outside London","Unknown","100","90","29480","26840"
"In post","2023","Operational Delivery","North Lanarkshire","Outside London","AA/AO","610","540","22490","21690"
"In post","2023","Operational Delivery","North Lanarkshire","Outside London","EO","465","420","31430","28120"
"In post","2023","Operational Delivery","North Lanarkshire","Outside London","G6/G7","20","20","57440","56870"
"In post","2023","Operational Delivery","North Lanarkshire","Outside London","SEO/HEO","115","105","38150","37940"
"In post","2023","Operational Delivery","North Northamptonshire","Outside London","AA/AO","50","45","23110","21690"
"In post","2023","Operational Delivery","North Northamptonshire","Outside London","EO","140","130","28130","28120"
"In post","2023","Operational Delivery","North Northamptonshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Operational Delivery","North Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","North Northamptonshire","Outside London","SEO/HEO","25","25","35360","34170"
"In post","2023","Operational Delivery","North Northamptonshire","Outside London","Unknown","95","90","29150","28200"
"In post","2023","Operational Delivery","North Nottinghamshire","Outside London","AA/AO","420","395","27590","28880"
"In post","2023","Operational Delivery","North Nottinghamshire","Outside London","EO","260","235","29180","28120"
"In post","2023","Operational Delivery","North Nottinghamshire","Outside London","G6/G7","15","15","65040","58770"
"In post","2023","Operational Delivery","North Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","North Nottinghamshire","Outside London","SEO/HEO","100","100","40200","40660"
"In post","2023","Operational Delivery","North Nottinghamshire","Outside London","Unknown","180","165","29250","29050"
"In post","2023","Operational Delivery","North Yorkshire CC","Outside London","AA/AO","220","200","22150","22220"
"In post","2023","Operational Delivery","North Yorkshire CC","Outside London","EO","270","250","27710","28120"
"In post","2023","Operational Delivery","North Yorkshire CC","Outside London","G6/G7","20","20","57590","54260"
"In post","2023","Operational Delivery","North Yorkshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","North Yorkshire CC","Outside London","SEO/HEO","130","125","35950","34300"
"In post","2023","Operational Delivery","North Yorkshire CC","Outside London","Unknown","130","115","30160","29050"
"In post","2023","Operational Delivery","North and North East Lincolnshire","Outside London","AA/AO","240","205","21750","21690"
"In post","2023","Operational Delivery","North and North East Lincolnshire","Outside London","EO","285","260","27720","28120"
"In post","2023","Operational Delivery","North and North East Lincolnshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Operational Delivery","North and North East Lincolnshire","Outside London","SEO/HEO","65","60","34870","34170"
"In post","2023","Operational Delivery","North and North East Lincolnshire","Outside London","Unknown","150","140","30240","29050"
"In post","2023","Operational Delivery","North and West Norfolk","Outside London","AA/AO","325","295","27220","25340"
"In post","2023","Operational Delivery","North and West Norfolk","Outside London","EO","130","115","29640","28120"
"In post","2023","Operational Delivery","North and West Norfolk","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Operational Delivery","North and West Norfolk","Outside London","SEO/HEO","80","75","38400","38180"
"In post","2023","Operational Delivery","North and West Norfolk","Outside London","Unknown","55","55","30700","29050"
"In post","2023","Operational Delivery","Northumberland","Outside London","AA/AO","60","50","21920","21780"
"In post","2023","Operational Delivery","Northumberland","Outside London","EO","145","125","28030","28120"
"In post","2023","Operational Delivery","Northumberland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Northumberland","Outside London","SEO/HEO","30","30","34790","34170"
"In post","2023","Operational Delivery","Northumberland","Outside London","Unknown","65","65","31400","30810"
"In post","2023","Operational Delivery","Norwich and East Norfolk","Outside London","AA/AO","610","550","25010","23230"
"In post","2023","Operational Delivery","Norwich and East Norfolk","Outside London","EO","465","415","28630","28120"
"In post","2023","Operational Delivery","Norwich and East Norfolk","Outside London","G6/G7","20","20","58930","55250"
"In post","2023","Operational Delivery","Norwich and East Norfolk","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Norwich and East Norfolk","Outside London","SEO/HEO","150","140","38180","34970"
"In post","2023","Operational Delivery","Norwich and East Norfolk","Outside London","Unknown","315","290","26860","24570"
"In post","2023","Operational Delivery","Nottingham","Outside London","AA/AO","2155","1970","23530","22520"
"In post","2023","Operational Delivery","Nottingham","Outside London","EO","1435","1335","27940","28080"
"In post","2023","Operational Delivery","Nottingham","Outside London","G6/G7","185","180","58670","56870"
"In post","2023","Operational Delivery","Nottingham","Outside London","SCS level","15","15","81430","79870"
"In post","2023","Operational Delivery","Nottingham","Outside London","SEO/HEO","1090","1030","36560","35000"
"In post","2023","Operational Delivery","Nottingham","Outside London","Unknown","295","265","29120","29050"
"In post","2023","Operational Delivery","Orkney Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Orkney Islands","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Orkney Islands","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","Overseas","AA/AO","15","15","32030","28070"
"In post","2023","Operational Delivery","Overseas","Overseas","EO","45","45","37740","36080"
"In post","2023","Operational Delivery","Overseas","Overseas","G6/G7","30","30","66880","63900"
"In post","2023","Operational Delivery","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","Overseas","SEO/HEO","180","180","45830","47380"
"In post","2023","Operational Delivery","Overseas","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Oxfordshire CC","Outside London","AA/AO","675","620","27600","25340"
"In post","2023","Operational Delivery","Oxfordshire CC","Outside London","EO","340","315","30780","28120"
"In post","2023","Operational Delivery","Oxfordshire CC","Outside London","G6/G7","50","50","60730","59000"
"In post","2023","Operational Delivery","Oxfordshire CC","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Oxfordshire CC","Outside London","SEO/HEO","275","260","38950","37570"
"In post","2023","Operational Delivery","Oxfordshire CC","Outside London","Unknown","190","170","32150","29600"
"In post","2023","Operational Delivery","Perth and Kinross, and Stirling","Outside London","AA/AO","290","270","25330","24710"
"In post","2023","Operational Delivery","Perth and Kinross, and Stirling","Outside London","EO","415","385","33560","37060"
"In post","2023","Operational Delivery","Perth and Kinross, and Stirling","Outside London","G6/G7","15","15","63030","59260"
"In post","2023","Operational Delivery","Perth and Kinross, and Stirling","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Perth and Kinross, and Stirling","Outside London","SEO/HEO","100","95","40540","42590"
"In post","2023","Operational Delivery","Peterborough","Outside London","AA/AO","630","540","22370","22400"
"In post","2023","Operational Delivery","Peterborough","Outside London","EO","320","290","27520","28080"
"In post","2023","Operational Delivery","Peterborough","Outside London","G6/G7","20","20","61630","59320"
"In post","2023","Operational Delivery","Peterborough","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Peterborough","Outside London","SEO/HEO","200","185","36580","34850"
"In post","2023","Operational Delivery","Peterborough","Outside London","Unknown","140","125","30110","29050"
"In post","2023","Operational Delivery","Plymouth","Outside London","AA/AO","580","530","22600","22520"
"In post","2023","Operational Delivery","Plymouth","Outside London","EO","505","445","27750","28080"
"In post","2023","Operational Delivery","Plymouth","Outside London","G6/G7","50","45","55580","55210"
"In post","2023","Operational Delivery","Plymouth","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Plymouth","Outside London","SEO/HEO","280","265","36950","34850"
"In post","2023","Operational Delivery","Plymouth","Outside London","Unknown","185","170","29940","26840"
"In post","2023","Operational Delivery","Portsmouth","Outside London","AA/AO","645","570","22370","22520"
"In post","2023","Operational Delivery","Portsmouth","Outside London","EO","685","640","28830","28120"
"In post","2023","Operational Delivery","Portsmouth","Outside London","G6/G7","40","40","56810","55110"
"In post","2023","Operational Delivery","Portsmouth","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Portsmouth","Outside London","SEO/HEO","265","250","37520","34700"
"In post","2023","Operational Delivery","Portsmouth","Outside London","Unknown","120","110","29830","29050"
"In post","2023","Operational Delivery","Powys","Outside London","AA/AO","90","80","23620","22330"
"In post","2023","Operational Delivery","Powys","Outside London","EO","110","100","28830","28120"
"In post","2023","Operational Delivery","Powys","Outside London","G6/G7","10","10","64610","63900"
"In post","2023","Operational Delivery","Powys","Outside London","SEO/HEO","55","50","39530","39690"
"In post","2023","Operational Delivery","Powys","Outside London","Unknown","30","25","29080","26840"
"In post","2023","Operational Delivery","Redbridge and Waltham Forest","London","AA/AO","410","345","24790","25610"
"In post","2023","Operational Delivery","Redbridge and Waltham Forest","London","EO","460","415","31900","32520"
"In post","2023","Operational Delivery","Redbridge and Waltham Forest","London","G6/G7","10","5","[c]","[c]"
"In post","2023","Operational Delivery","Redbridge and Waltham Forest","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Redbridge and Waltham Forest","London","SEO/HEO","65","65","38950","39150"
"In post","2023","Operational Delivery","Redbridge and Waltham Forest","London","Unknown","155","145","34240","33050"
"In post","2023","Operational Delivery","Sandwell","Outside London","AA/AO","35","30","21730","21690"
"In post","2023","Operational Delivery","Sandwell","Outside London","EO","210","190","27870","28120"
"In post","2023","Operational Delivery","Sandwell","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Sandwell","Outside London","SEO/HEO","30","30","34600","34170"
"In post","2023","Operational Delivery","Sandwell","Outside London","Unknown","115","105","28020","25300"
"In post","2023","Operational Delivery","Scottish Borders","Outside London","AA/AO","30","30","23400","23700"
"In post","2023","Operational Delivery","Scottish Borders","Outside London","EO","35","35","28290","28120"
"In post","2023","Operational Delivery","Scottish Borders","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Scottish Borders","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Scottish Borders","Outside London","SEO/HEO","10","10","35200","34170"
"In post","2023","Operational Delivery","Sefton","Outside London","AA/AO","1250","1115","21910","22400"
"In post","2023","Operational Delivery","Sefton","Outside London","EO","1310","1210","27130","27350"
"In post","2023","Operational Delivery","Sefton","Outside London","G6/G7","160","155","59410","55320"
"In post","2023","Operational Delivery","Sefton","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Sefton","Outside London","SEO/HEO","670","645","37210","34170"
"In post","2023","Operational Delivery","Sefton","Outside London","Unknown","105","100","29410","26840"
"In post","2023","Operational Delivery","Sheffield","Outside London","AA/AO","1435","1275","22150","22400"
"In post","2023","Operational Delivery","Sheffield","Outside London","EO","1755","1615","26940","26110"
"In post","2023","Operational Delivery","Sheffield","Outside London","G6/G7","185","185","56830","54260"
"In post","2023","Operational Delivery","Sheffield","Outside London","SCS level","20","15","86510","77460"
"In post","2023","Operational Delivery","Sheffield","Outside London","SEO/HEO","860","815","35380","33100"
"In post","2023","Operational Delivery","Sheffield","Outside London","Unknown","245","230","30040","29050"
"In post","2023","Operational Delivery","Shetland Islands","Outside London","AA/AO","10","10","22940","22500"
"In post","2023","Operational Delivery","Shetland Islands","Outside London","EO","10","10","27090","27110"
"In post","2023","Operational Delivery","Shetland Islands","Outside London","SEO/HEO","10","10","33000","31940"
"In post","2023","Operational Delivery","Shropshire","Outside London","AA/AO","360","335","27000","25340"
"In post","2023","Operational Delivery","Shropshire","Outside London","EO","180","165","28980","28120"
"In post","2023","Operational Delivery","Shropshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Shropshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Shropshire","Outside London","SEO/HEO","115","110","38380","37300"
"In post","2023","Operational Delivery","Shropshire","Outside London","Unknown","55","55","31080","31510"
"In post","2023","Operational Delivery","Solihull","Outside London","AA/AO","200","185","22140","22400"
"In post","2023","Operational Delivery","Solihull","Outside London","EO","550","495","26970","26300"
"In post","2023","Operational Delivery","Solihull","Outside London","G6/G7","35","35","56180","54260"
"In post","2023","Operational Delivery","Solihull","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Solihull","Outside London","SEO/HEO","235","225","34860","32790"
"In post","2023","Operational Delivery","Solihull","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Somerset CC","Outside London","AA/AO","170","145","22030","21780"
"In post","2023","Operational Delivery","Somerset CC","Outside London","EO","265","235","27850","28120"
"In post","2023","Operational Delivery","Somerset CC","Outside London","G6/G7","20","20","55170","52330"
"In post","2023","Operational Delivery","Somerset CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Somerset CC","Outside London","SEO/HEO","125","120","35260","34370"
"In post","2023","Operational Delivery","Somerset CC","Outside London","Unknown","150","140","29250","26840"
"In post","2023","Operational Delivery","South Ayrshire","Outside London","AA/AO","40","35","22990","22150"
"In post","2023","Operational Delivery","South Ayrshire","Outside London","EO","70","65","28280","28120"
"In post","2023","Operational Delivery","South Ayrshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","South Ayrshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","South Ayrshire","Outside London","SEO/HEO","15","15","34440","34170"
"In post","2023","Operational Delivery","South Hampshire","Outside London","AA/AO","1280","885","21620","21200"
"In post","2023","Operational Delivery","South Hampshire","Outside London","EO","465","430","27020","27470"
"In post","2023","Operational Delivery","South Hampshire","Outside London","G6/G7","105","105","54790","51460"
"In post","2023","Operational Delivery","South Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","South Hampshire","Outside London","SEO/HEO","415","405","35170","34300"
"In post","2023","Operational Delivery","South Hampshire","Outside London","Unknown","140","130","27510","24570"
"In post","2023","Operational Delivery","South Lanarkshire","Outside London","AA/AO","1325","1150","22800","22520"
"In post","2023","Operational Delivery","South Lanarkshire","Outside London","EO","645","570","28510","28130"
"In post","2023","Operational Delivery","South Lanarkshire","Outside London","G6/G7","35","35","58930","57420"
"In post","2023","Operational Delivery","South Lanarkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","South Lanarkshire","Outside London","SEO/HEO","290","270","36990","35000"
"In post","2023","Operational Delivery","South Nottinghamshire","Outside London","AA/AO","355","330","27150","28590"
"In post","2023","Operational Delivery","South Nottinghamshire","Outside London","EO","150","140","30400","28480"
"In post","2023","Operational Delivery","South Nottinghamshire","Outside London","G6/G7","25","25","64690","60860"
"In post","2023","Operational Delivery","South Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","South Nottinghamshire","Outside London","SEO/HEO","100","95","41560","40660"
"In post","2023","Operational Delivery","South Nottinghamshire","Outside London","Unknown","15","15","34630","34040"
"In post","2023","Operational Delivery","South Teesside","Outside London","AA/AO","480","420","21700","21690"
"In post","2023","Operational Delivery","South Teesside","Outside London","EO","520","470","27710","28120"
"In post","2023","Operational Delivery","South Teesside","Outside London","G6/G7","10","10","55300","51770"
"In post","2023","Operational Delivery","South Teesside","Outside London","SEO/HEO","85","80","35030","34170"
"In post","2023","Operational Delivery","South Teesside","Outside London","Unknown","180","165","29880","29050"
"In post","2023","Operational Delivery","South West Wales","Outside London","AA/AO","375","340","22860","22150"
"In post","2023","Operational Delivery","South West Wales","Outside London","EO","350","315","28060","28120"
"In post","2023","Operational Delivery","South West Wales","Outside London","G6/G7","30","30","61450","63900"
"In post","2023","Operational Delivery","South West Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","South West Wales","Outside London","SEO/HEO","185","175","37960","38200"
"In post","2023","Operational Delivery","South West Wales","Outside London","Unknown","135","125","29160","26840"
"In post","2023","Operational Delivery","South and West Derbyshire","Outside London","AA/AO","310","280","27790","28880"
"In post","2023","Operational Delivery","South and West Derbyshire","Outside London","EO","275","250","28920","28120"
"In post","2023","Operational Delivery","South and West Derbyshire","Outside London","G6/G7","15","15","67370","65540"
"In post","2023","Operational Delivery","South and West Derbyshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","South and West Derbyshire","Outside London","SEO/HEO","110","100","40150","38910"
"In post","2023","Operational Delivery","South and West Derbyshire","Outside London","Unknown","55","50","32030","31510"
"In post","2023","Operational Delivery","Southampton","Outside London","AA/AO","150","130","22270","21780"
"In post","2023","Operational Delivery","Southampton","Outside London","EO","225","210","27450","28120"
"In post","2023","Operational Delivery","Southampton","Outside London","G6/G7","40","40","58220","57570"
"In post","2023","Operational Delivery","Southampton","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Southampton","Outside London","SEO/HEO","95","90","37330","34900"
"In post","2023","Operational Delivery","Southampton","Outside London","Unknown","155","145","29470","26840"
"In post","2023","Operational Delivery","Southend-on-Sea","Outside London","AA/AO","85","65","23300","22520"
"In post","2023","Operational Delivery","Southend-on-Sea","Outside London","EO","115","105","31090","31280"
"In post","2023","Operational Delivery","Southend-on-Sea","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Southend-on-Sea","Outside London","SEO/HEO","20","15","40280","40330"
"In post","2023","Operational Delivery","Southend-on-Sea","Outside London","Unknown","85","75","29130","26840"
"In post","2023","Operational Delivery","Staffordshire CC","Outside London","AA/AO","1505","1415","27340","28880"
"In post","2023","Operational Delivery","Staffordshire CC","Outside London","EO","765","705","30580","28120"
"In post","2023","Operational Delivery","Staffordshire CC","Outside London","G6/G7","65","65","64400","58930"
"In post","2023","Operational Delivery","Staffordshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Staffordshire CC","Outside London","SEO/HEO","440","425","40370","39670"
"In post","2023","Operational Delivery","Staffordshire CC","Outside London","Unknown","260","235","31260","29050"
"In post","2023","Operational Delivery","Stoke-on-Trent","Outside London","AA/AO","475","420","21780","21780"
"In post","2023","Operational Delivery","Stoke-on-Trent","Outside London","EO","280","265","27180","28120"
"In post","2023","Operational Delivery","Stoke-on-Trent","Outside London","G6/G7","20","20","57250","54130"
"In post","2023","Operational Delivery","Stoke-on-Trent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Stoke-on-Trent","Outside London","SEO/HEO","70","65","34910","34170"
"In post","2023","Operational Delivery","Stoke-on-Trent","Outside London","Unknown","175","155","30500","29050"
"In post","2023","Operational Delivery","Suffolk CC","Outside London","AA/AO","1130","1040","26010","23230"
"In post","2023","Operational Delivery","Suffolk CC","Outside London","EO","715","655","28670","28120"
"In post","2023","Operational Delivery","Suffolk CC","Outside London","G6/G7","35","35","60010","56900"
"In post","2023","Operational Delivery","Suffolk CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Suffolk CC","Outside London","SEO/HEO","365","350","37780","35190"
"In post","2023","Operational Delivery","Suffolk CC","Outside London","Unknown","285","255","29640","26840"
"In post","2023","Operational Delivery","Sunderland","Outside London","AA/AO","1570","1235","22360","22520"
"In post","2023","Operational Delivery","Sunderland","Outside London","EO","890","780","28730","28120"
"In post","2023","Operational Delivery","Sunderland","Outside London","G6/G7","35","35","59160","57970"
"In post","2023","Operational Delivery","Sunderland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Sunderland","Outside London","SEO/HEO","290","275","37230","35000"
"In post","2023","Operational Delivery","Sunderland","Outside London","Unknown","80","75","29590","29050"
"In post","2023","Operational Delivery","Swansea","Outside London","AA/AO","4585","3920","22040","22500"
"In post","2023","Operational Delivery","Swansea","Outside London","EO","1150","1055","27900","28080"
"In post","2023","Operational Delivery","Swansea","Outside London","G6/G7","65","65","57890","55470"
"In post","2023","Operational Delivery","Swansea","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Swansea","Outside London","SEO/HEO","580","530","36390","34850"
"In post","2023","Operational Delivery","Swansea","Outside London","Unknown","230","215","29670","29050"
"In post","2023","Operational Delivery","Swindon","Outside London","AA/AO","80","75","22430","21780"
"In post","2023","Operational Delivery","Swindon","Outside London","EO","115","105","28010","28120"
"In post","2023","Operational Delivery","Swindon","Outside London","G6/G7","10","10","56930","56060"
"In post","2023","Operational Delivery","Swindon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Swindon","Outside London","SEO/HEO","30","30","36080","34900"
"In post","2023","Operational Delivery","Swindon","Outside London","Unknown","80","75","29320","29050"
"In post","2023","Operational Delivery","Telford and Wrekin","Outside London","AA/AO","335","295","22540","22520"
"In post","2023","Operational Delivery","Telford and Wrekin","Outside London","EO","410","370","28090","28120"
"In post","2023","Operational Delivery","Telford and Wrekin","Outside London","G6/G7","25","25","59860","57970"
"In post","2023","Operational Delivery","Telford and Wrekin","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Telford and Wrekin","Outside London","SEO/HEO","215","195","36750","34850"
"In post","2023","Operational Delivery","Telford and Wrekin","Outside London","Unknown","70","65","31300","26840"
"In post","2023","Operational Delivery","Thurrock","Outside London","AA/AO","95","90","22730","22400"
"In post","2023","Operational Delivery","Thurrock","Outside London","EO","240","225","28050","27150"
"In post","2023","Operational Delivery","Thurrock","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Thurrock","Outside London","SEO/HEO","45","40","34260","32900"
"In post","2023","Operational Delivery","Torbay","Outside London","AA/AO","120","90","21610","21690"
"In post","2023","Operational Delivery","Torbay","Outside London","EO","100","80","28050","28120"
"In post","2023","Operational Delivery","Torbay","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Torbay","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Torbay","Outside London","SEO/HEO","25","25","35940","34170"
"In post","2023","Operational Delivery","Torbay","Outside London","Unknown","75","65","29550","29050"
"In post","2023","Operational Delivery","Tower Hamlets","London","AA/AO","215","195","25510","25480"
"In post","2023","Operational Delivery","Tower Hamlets","London","EO","340","325","30250","30710"
"In post","2023","Operational Delivery","Tower Hamlets","London","G6/G7","175","170","60900","59500"
"In post","2023","Operational Delivery","Tower Hamlets","London","SCS level","45","40","95850","91680"
"In post","2023","Operational Delivery","Tower Hamlets","London","SEO/HEO","320","310","40530","38920"
"In post","2023","Operational Delivery","Tower Hamlets","London","Unknown","95","90","33600","33050"
"In post","2023","Operational Delivery","Tyneside","Outside London","AA/AO","5415","4650","22090","22400"
"In post","2023","Operational Delivery","Tyneside","Outside London","EO","2835","2595","27670","28120"
"In post","2023","Operational Delivery","Tyneside","Outside London","G6/G7","250","245","57140","56870"
"In post","2023","Operational Delivery","Tyneside","Outside London","SCS level","15","15","85640","78600"
"In post","2023","Operational Delivery","Tyneside","Outside London","SEO/HEO","1655","1585","36240","34970"
"In post","2023","Operational Delivery","Tyneside","Outside London","Unknown","470","435","29610","29050"
"In post","2023","Operational Delivery","Unknown","Unknown","AA/AO","175","170","23650","22220"
"In post","2023","Operational Delivery","Unknown","Unknown","EO","310","280","28580","28120"
"In post","2023","Operational Delivery","Unknown","Unknown","G6/G7","15","15","62930","66490"
"In post","2023","Operational Delivery","Unknown","Unknown","SEO/HEO","125","115","43140","45610"
"In post","2023","Operational Delivery","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Wakefield","Outside London","AA/AO","785","725","28340","28880"
"In post","2023","Operational Delivery","Wakefield","Outside London","EO","395","360","31530","28480"
"In post","2023","Operational Delivery","Wakefield","Outside London","G6/G7","30","30","67760","67840"
"In post","2023","Operational Delivery","Wakefield","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Wakefield","Outside London","SEO/HEO","200","190","41300","40660"
"In post","2023","Operational Delivery","Wakefield","Outside London","Unknown","210","190","30530","29050"
"In post","2023","Operational Delivery","Walsall","Outside London","AA/AO","55","40","21620","21690"
"In post","2023","Operational Delivery","Walsall","Outside London","EO","155","135","27960","28120"
"In post","2023","Operational Delivery","Walsall","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Walsall","Outside London","SEO/HEO","20","20","34380","34170"
"In post","2023","Operational Delivery","Walsall","Outside London","Unknown","80","75","29030","28710"
"In post","2023","Operational Delivery","Wandsworth","London","AA/AO","575","545","31500","33800"
"In post","2023","Operational Delivery","Wandsworth","London","EO","145","140","35030","32520"
"In post","2023","Operational Delivery","Wandsworth","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Wandsworth","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Wandsworth","London","SEO/HEO","85","80","44360","45000"
"In post","2023","Operational Delivery","Wandsworth","London","Unknown","40","40","33990","33750"
"In post","2023","Operational Delivery","Warrington","Outside London","AA/AO","695","625","26380","25340"
"In post","2023","Operational Delivery","Warrington","Outside London","EO","770","735","33390","32600"
"In post","2023","Operational Delivery","Warrington","Outside London","G6/G7","65","60","61890","58860"
"In post","2023","Operational Delivery","Warrington","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Warrington","Outside London","SEO/HEO","565","550","43000","42110"
"In post","2023","Operational Delivery","Warrington","Outside London","Unknown","90","85","29800","27530"
"In post","2023","Operational Delivery","Warwickshire CC","Outside London","AA/AO","195","180","22020","21780"
"In post","2023","Operational Delivery","Warwickshire CC","Outside London","EO","275","255","27730","28120"
"In post","2023","Operational Delivery","Warwickshire CC","Outside London","G6/G7","20","15","59370","55700"
"In post","2023","Operational Delivery","Warwickshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Warwickshire CC","Outside London","SEO/HEO","110","110","38150","37590"
"In post","2023","Operational Delivery","Warwickshire CC","Outside London","Unknown","190","170","30230","26840"
"In post","2023","Operational Delivery","West Cumbria","Outside London","AA/AO","565","495","23260","22150"
"In post","2023","Operational Delivery","West Cumbria","Outside London","EO","240","220","27550","26910"
"In post","2023","Operational Delivery","West Cumbria","Outside London","G6/G7","20","20","56060","51060"
"In post","2023","Operational Delivery","West Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","West Cumbria","Outside London","SEO/HEO","105","100","34960","32420"
"In post","2023","Operational Delivery","West Cumbria","Outside London","Unknown","100","95","30990","29050"
"In post","2023","Operational Delivery","West Essex","Outside London","AA/AO","30","30","23440","22400"
"In post","2023","Operational Delivery","West Essex","Outside London","EO","345","305","28450","27560"
"In post","2023","Operational Delivery","West Essex","Outside London","G6/G7","15","15","57430","54470"
"In post","2023","Operational Delivery","West Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
