"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","G6/G7","Heterosexual / straight","40","40","63780","66750"
"In post","2023","Commercial","Department for Transport (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","SEO/HEO","Heterosexual / straight","55","55","37880","36080"
"In post","2023","Commercial","Department for Transport (excl. agencies)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","SEO/HEO","Heterosexual / straight","35","35","37760","38120"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","SEO/HEO","Undeclared","20","15","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","AA/AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","G6/G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","Heterosexual / straight","60","55","36380","33850"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","Undeclared","20","15","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Education and Skills Funding Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Education and Skills Funding Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","FCDO Services","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","FCDO Services","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Commercial","FCDO Services","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Government Actuary's Department","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Actuary's Department","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Commercial Organisation","G6/G7","Heterosexual / straight","755","750","68830","66790"
"In post","2023","Commercial","Government Commercial Organisation","G6/G7","LGBO","45","45","67080","66790"
"In post","2023","Commercial","Government Commercial Organisation","G6/G7","Undeclared","65","65","65800","65500"
"In post","2023","Commercial","Government Commercial Organisation","G6/G7","Unknown","330","325","65990","65500"
"In post","2023","Commercial","Government Commercial Organisation","SCS level","Heterosexual / straight","165","165","121760","119760"
"In post","2023","Commercial","Government Commercial Organisation","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Government Commercial Organisation","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Government Commercial Organisation","SCS level","Unknown","40","40","123880","121240"
"In post","2023","Commercial","Government Commercial Organisation","SEO/HEO","Heterosexual / straight","35","35","39490","39000"
"In post","2023","Commercial","Government Commercial Organisation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Commercial Organisation","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Commercial Organisation","SEO/HEO","Unknown","40","40","40660","40580"
"In post","2023","Commercial","Government Internal Audit Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Internal Audit Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Internal Audit Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","SEO/HEO","Heterosexual / straight","60","60","39670","41780"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Commercial","HM Treasury (excl. agencies)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Home Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Home Office","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Home Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","SEO/HEO","Heterosexual / straight","55","55","41170","41980"
"In post","2023","Commercial","Home Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Home Office","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Met Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Met Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Met Office","G6/G7","Heterosexual / straight","80","75","51010","47960"
"In post","2023","Commercial","Met Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Met Office","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Met Office","SEO/HEO","Heterosexual / straight","60","55","36550","37420"
"In post","2023","Commercial","Met Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Met Office","SEO/HEO","Undeclared","10","5","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","EO","Heterosexual / straight","150","145","27700","27140"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","EO","Unknown","50","50","28030","27110"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","G6/G7","Heterosexual / straight","80","75","56520","55520"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","Heterosexual / straight","500","480","39300","38540"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","Undeclared","60","60","39490","41200"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","Unknown","65","65","37430","34300"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
