"Status","Year","Age","Disability","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Declared disabled","Yorkshire and The Humber","Undeclared","75","55","28660","28120"
"In post","2023","60-64","Declared disabled","Yorkshire and The Humber","Unknown","35","25","27830","26620"
"In post","2023","60-64","Declared non-disabled","East Midlands (England)","Heterosexual / straight","1025","865","31390","28120"
"In post","2023","60-64","Declared non-disabled","East Midlands (England)","LGBO","20","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","East Midlands (England)","Undeclared","120","95","31790","28120"
"In post","2023","60-64","Declared non-disabled","East Midlands (England)","Unknown","175","135","28550","28120"
"In post","2023","60-64","Declared non-disabled","East of England","Heterosexual / straight","1185","1035","31990","28480"
"In post","2023","60-64","Declared non-disabled","East of England","LGBO","20","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","East of England","Undeclared","140","115","31660","28120"
"In post","2023","60-64","Declared non-disabled","East of England","Unknown","120","100","30160","28120"
"In post","2023","60-64","Declared non-disabled","London","Heterosexual / straight","3400","3030","43050","36180"
"In post","2023","60-64","Declared non-disabled","London","LGBO","125","115","47130","41040"
"In post","2023","60-64","Declared non-disabled","London","Undeclared","430","365","40000","32520"
"In post","2023","60-64","Declared non-disabled","London","Unknown","445","390","38840","32520"
"In post","2023","60-64","Declared non-disabled","North East (England)","Heterosexual / straight","1530","1165","29410","26940"
"In post","2023","60-64","Declared non-disabled","North East (England)","LGBO","35","30","31920","28120"
"In post","2023","60-64","Declared non-disabled","North East (England)","Undeclared","155","115","28860","25850"
"In post","2023","60-64","Declared non-disabled","North East (England)","Unknown","310","220","26930","22520"
"In post","2023","60-64","Declared non-disabled","North West (England)","Heterosexual / straight","2760","2225","30860","28120"
"In post","2023","60-64","Declared non-disabled","North West (England)","LGBO","70","55","31940","28120"
"In post","2023","60-64","Declared non-disabled","North West (England)","Undeclared","290","230","29870","27980"
"In post","2023","60-64","Declared non-disabled","North West (England)","Unknown","450","330","28950","28120"
"In post","2023","60-64","Declared non-disabled","Northern Ireland","Heterosexual / straight","160","140","30380","26670"
"In post","2023","60-64","Declared non-disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Northern Ireland","Undeclared","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Overseas","Heterosexual / straight","90","90","62030","52460"
"In post","2023","60-64","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Scotland","Heterosexual / straight","1985","1635","32790","28120"
"In post","2023","60-64","Declared non-disabled","Scotland","LGBO","30","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Scotland","Undeclared","200","150","33430","28120"
"In post","2023","60-64","Declared non-disabled","Scotland","Unknown","435","345","33940","28120"
"In post","2023","60-64","Declared non-disabled","South East (England)","Heterosexual / straight","2320","1980","32690","28130"
"In post","2023","60-64","Declared non-disabled","South East (England)","LGBO","60","50","31340","27880"
"In post","2023","60-64","Declared non-disabled","South East (England)","Undeclared","260","215","32590","29730"
"In post","2023","60-64","Declared non-disabled","South East (England)","Unknown","235","195","32470","28480"
"In post","2023","60-64","Declared non-disabled","South West (England)","Heterosexual / straight","2280","1975","36720","33500"
"In post","2023","60-64","Declared non-disabled","South West (England)","LGBO","35","30","34720","28320"
"In post","2023","60-64","Declared non-disabled","South West (England)","Undeclared","285","235","37760","34300"
"In post","2023","60-64","Declared non-disabled","South West (England)","Unknown","165","125","31380","28120"
"In post","2023","60-64","Declared non-disabled","Unknown","Heterosexual / straight","40","35","41100","38870"
"In post","2023","60-64","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Wales","Heterosexual / straight","1650","1350","33710","28120"
"In post","2023","60-64","Declared non-disabled","Wales","LGBO","45","35","34020","28120"
"In post","2023","60-64","Declared non-disabled","Wales","Undeclared","310","235","28640","23240"
"In post","2023","60-64","Declared non-disabled","Wales","Unknown","200","145","30700","28120"
"In post","2023","60-64","Declared non-disabled","West Midlands (England)","Heterosexual / straight","1500","1260","32060","28120"
"In post","2023","60-64","Declared non-disabled","West Midlands (England)","LGBO","45","35","30670","25830"
"In post","2023","60-64","Declared non-disabled","West Midlands (England)","Undeclared","155","125","30810","28120"
"In post","2023","60-64","Declared non-disabled","West Midlands (England)","Unknown","280","220","29520","28120"
"In post","2023","60-64","Declared non-disabled","Yorkshire and The Humber","Heterosexual / straight","1635","1315","32620","28120"
"In post","2023","60-64","Declared non-disabled","Yorkshire and The Humber","LGBO","40","30","32430","29240"
"In post","2023","60-64","Declared non-disabled","Yorkshire and The Humber","Undeclared","225","180","30070","28120"
"In post","2023","60-64","Declared non-disabled","Yorkshire and The Humber","Unknown","215","160","30720","28120"
"In post","2023","60-64","Undeclared","East Midlands (England)","Heterosexual / straight","65","55","28770","27470"
"In post","2023","60-64","Undeclared","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","East Midlands (England)","Undeclared","60","55","31950","29650"
"In post","2023","60-64","Undeclared","East Midlands (England)","Unknown","25","20","[c]","[c]"
"In post","2023","60-64","Undeclared","East of England","Heterosexual / straight","85","70","30290","26840"
"In post","2023","60-64","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","East of England","Undeclared","80","65","31620","29050"
"In post","2023","60-64","Undeclared","East of England","Unknown","25","20","[c]","[c]"
"In post","2023","60-64","Undeclared","London","Heterosexual / straight","220","195","40400","33870"
"In post","2023","60-64","Undeclared","London","LGBO","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","London","Undeclared","175","155","43770","38130"
"In post","2023","60-64","Undeclared","London","Unknown","115","95","48550","37170"
"In post","2023","60-64","Undeclared","North East (England)","Heterosexual / straight","110","80","30340","28120"
"In post","2023","60-64","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","North East (England)","Undeclared","60","45","31290","28100"
"In post","2023","60-64","Undeclared","North East (England)","Unknown","40","30","31220","32920"
"In post","2023","60-64","Undeclared","North West (England)","Heterosexual / straight","190","145","29490","27490"
"In post","2023","60-64","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","North West (England)","Undeclared","130","105","31970","28130"
"In post","2023","60-64","Undeclared","North West (England)","Unknown","60","40","30080","28480"
"In post","2023","60-64","Undeclared","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Scotland","Heterosexual / straight","70","60","30640","27790"
"In post","2023","60-64","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Scotland","Undeclared","70","55","32530","27890"
"In post","2023","60-64","Undeclared","Scotland","Unknown","15","15","[c]","[c]"
"In post","2023","60-64","Undeclared","South East (England)","Heterosexual / straight","190","165","31490","28120"
"In post","2023","60-64","Undeclared","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","South East (England)","Undeclared","140","115","35450","34310"
"In post","2023","60-64","Undeclared","South East (England)","Unknown","55","45","38100","32920"
"In post","2023","60-64","Undeclared","South West (England)","Heterosexual / straight","130","115","34140","28480"
"In post","2023","60-64","Undeclared","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","South West (England)","Undeclared","155","135","36780","34700"
"In post","2023","60-64","Undeclared","South West (England)","Unknown","40","35","46310","39690"
"In post","2023","60-64","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Wales","Heterosexual / straight","90","75","27930","25600"
"In post","2023","60-64","Undeclared","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Wales","Undeclared","115","90","31440","29220"
"In post","2023","60-64","Undeclared","Wales","Unknown","20","10","[c]","[c]"
"In post","2023","60-64","Undeclared","West Midlands (England)","Heterosexual / straight","90","80","31300","28120"
"In post","2023","60-64","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","West Midlands (England)","Undeclared","80","65","32340","29320"
"In post","2023","60-64","Undeclared","West Midlands (England)","Unknown","40","35","34560","28130"
"In post","2023","60-64","Undeclared","Yorkshire and The Humber","Heterosexual / straight","100","80","29730","28160"
"In post","2023","60-64","Undeclared","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Yorkshire and The Humber","Undeclared","65","55","32510","28590"
"In post","2023","60-64","Undeclared","Yorkshire and The Humber","Unknown","30","20","32730","32920"
"In post","2023","60-64","Unknown","East Midlands (England)","Heterosexual / straight","40","35","34120","27760"
"In post","2023","60-64","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","East Midlands (England)","Unknown","130","110","29590","26920"
"In post","2023","60-64","Unknown","East of England","Heterosexual / straight","75","70","35360","31470"
"In post","2023","60-64","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","East of England","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","East of England","Unknown","125","110","33330","28880"
"In post","2023","60-64","Unknown","London","Heterosexual / straight","220","200","50420","43140"
"In post","2023","60-64","Unknown","London","LGBO","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","London","Undeclared","60","55","55850","46790"
"In post","2023","60-64","Unknown","London","Unknown","495","450","43330","35750"
"In post","2023","60-64","Unknown","North East (England)","Heterosexual / straight","95","75","28680","22520"
"In post","2023","60-64","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","North East (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","60-64","Unknown","North East (England)","Unknown","335","260","26190","22520"
"In post","2023","60-64","Unknown","North West (England)","Heterosexual / straight","140","125","32620","28130"
"In post","2023","60-64","Unknown","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","North West (England)","Undeclared","20","15","[c]","[c]"
"In post","2023","60-64","Unknown","North West (England)","Unknown","410","345","28610","22520"
"In post","2023","60-64","Unknown","Northern Ireland","Heterosexual / straight","30","25","32300","30740"
"In post","2023","60-64","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Northern Ireland","Unknown","20","15","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","Scotland","Heterosexual / straight","320","245","37760","37060"
"In post","2023","60-64","Unknown","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Scotland","Undeclared","20","15","[c]","[c]"
"In post","2023","60-64","Unknown","Scotland","Unknown","780","630","34050","29730"
"In post","2023","60-64","Unknown","South East (England)","Heterosexual / straight","200","165","30560","25100"
"In post","2023","60-64","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","South East (England)","Undeclared","35","30","35890","34300"
"In post","2023","60-64","Unknown","South East (England)","Unknown","320","270","32000","28880"
"In post","2023","60-64","Unknown","South West (England)","Heterosexual / straight","120","105","35670","31480"
"In post","2023","60-64","Unknown","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","South West (England)","Undeclared","25","25","[c]","[c]"
"In post","2023","60-64","Unknown","South West (England)","Unknown","230","205","35610","29730"
"In post","2023","60-64","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","Unknown","145","145","45570","41200"
"In post","2023","60-64","Unknown","Wales","Heterosexual / straight","75","60","31940","27470"
"In post","2023","60-64","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Wales","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","Wales","Unknown","185","155","29290","23320"
"In post","2023","60-64","Unknown","West Midlands (England)","Heterosexual / straight","60","55","33950","29900"
"In post","2023","60-64","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","West Midlands (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","60-64","Unknown","West Midlands (England)","Unknown","160","140","33650","28130"
"In post","2023","60-64","Unknown","Yorkshire and The Humber","Heterosexual / straight","75","70","35210","29570"
"In post","2023","60-64","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Yorkshire and The Humber","Undeclared","15","15","[c]","[c]"
"In post","2023","60-64","Unknown","Yorkshire and The Humber","Unknown","175","155","28950","26840"
"In post","2023","65+","Declared disabled","East Midlands (England)","Heterosexual / straight","90","65","27490","27470"
"In post","2023","65+","Declared disabled","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Declared disabled","East Midlands (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","Declared disabled","East Midlands (England)","Unknown","10","5","[c]","[c]"
"In post","2023","65+","Declared disabled","East of England","Heterosexual / straight","95","70","30280","28120"
"In post","2023","65+","Declared disabled","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","East of England","Undeclared","20","15","[c]","[c]"
"In post","2023","65+","Declared disabled","East of England","Unknown","10","5","[c]","[c]"
"In post","2023","65+","Declared disabled","London","Heterosexual / straight","315","260","36320","31570"
"In post","2023","65+","Declared disabled","London","LGBO","10","5","[c]","[c]"
"In post","2023","65+","Declared disabled","London","Undeclared","55","45","34940","32520"
"In post","2023","65+","Declared disabled","London","Unknown","40","30","35330","32520"
"In post","2023","65+","Declared disabled","North East (England)","Heterosexual / straight","110","80","27140","23230"
"In post","2023","65+","Declared disabled","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","North East (England)","Undeclared","20","15","[c]","[c]"
"In post","2023","65+","Declared disabled","North East (England)","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Declared disabled","North West (England)","Heterosexual / straight","250","180","27810","26370"
"In post","2023","65+","Declared disabled","North West (England)","LGBO","10","5","[c]","[c]"
"In post","2023","65+","Declared disabled","North West (England)","Undeclared","30","20","[c]","[c]"
"In post","2023","65+","Declared disabled","North West (England)","Unknown","30","20","25400","22520"
"In post","2023","65+","Declared disabled","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Declared disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Scotland","Heterosexual / straight","110","85","29320","26910"
"In post","2023","65+","Declared disabled","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Declared disabled","Scotland","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","Declared disabled","Scotland","Unknown","25","20","[c]","[c]"
"In post","2023","65+","Declared disabled","South East (England)","Heterosexual / straight","190","145","30450","27470"
"In post","2023","65+","Declared disabled","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","South East (England)","Undeclared","35","25","31590","30700"
"In post","2023","65+","Declared disabled","South East (England)","Unknown","20","15","[c]","[c]"
"In post","2023","65+","Declared disabled","South West (England)","Heterosexual / straight","170","135","33630","29570"
"In post","2023","65+","Declared disabled","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","South West (England)","Undeclared","35","25","27710","26840"
"In post","2023","65+","Declared disabled","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Wales","Heterosexual / straight","120","85","30920","28100"
"In post","2023","65+","Declared disabled","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Wales","Undeclared","35","25","24510","21690"
"In post","2023","65+","Declared disabled","Wales","Unknown","10","10","[c]","[c]"
"In post","2023","65+","Declared disabled","West Midlands (England)","Heterosexual / straight","110","85","28100","27000"
"In post","2023","65+","Declared disabled","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","West Midlands (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","Declared disabled","West Midlands (England)","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Declared disabled","Yorkshire and The Humber","Heterosexual / straight","125","85","27880","26650"
"In post","2023","65+","Declared disabled","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Declared disabled","Yorkshire and The Humber","Undeclared","10","5","[c]","[c]"
"In post","2023","65+","Declared disabled","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","65+","Declared non-disabled","East Midlands (England)","Heterosexual / straight","265","205","30400","27810"
"In post","2023","65+","Declared non-disabled","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","East Midlands (England)","Undeclared","45","35","33900","27810"
"In post","2023","65+","Declared non-disabled","East Midlands (England)","Unknown","45","30","31740","28120"
"In post","2023","65+","Declared non-disabled","East of England","Heterosexual / straight","410","320","30310","27420"
"In post","2023","65+","Declared non-disabled","East of England","LGBO","10","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","East of England","Undeclared","50","35","29240","27450"
"In post","2023","65+","Declared non-disabled","East of England","Unknown","70","50","31520","28120"
"In post","2023","65+","Declared non-disabled","London","Heterosexual / straight","1300","1085","38740","32230"
"In post","2023","65+","Declared non-disabled","London","LGBO","45","35","38750","32520"
"In post","2023","65+","Declared non-disabled","London","Undeclared","220","175","37620","31810"
"In post","2023","65+","Declared non-disabled","London","Unknown","210","175","35390","32520"
"In post","2023","65+","Declared non-disabled","North East (England)","Heterosexual / straight","410","300","27180","22520"
"In post","2023","65+","Declared non-disabled","North East (England)","LGBO","10","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","North East (England)","Undeclared","45","30","27280","24260"
"In post","2023","65+","Declared non-disabled","North East (England)","Unknown","75","50","26690","22520"
"In post","2023","65+","Declared non-disabled","North West (England)","Heterosexual / straight","760","565","28930","26990"
"In post","2023","65+","Declared non-disabled","North West (England)","LGBO","15","10","[c]","[c]"
"In post","2023","65+","Declared non-disabled","North West (England)","Undeclared","85","60","29320","27450"
"In post","2023","65+","Declared non-disabled","North West (England)","Unknown","140","100","28080","28090"
"In post","2023","65+","Declared non-disabled","Northern Ireland","Heterosexual / straight","60","50","27840","22520"
"In post","2023","65+","Declared non-disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Scotland","Heterosexual / straight","510","390","31250","28120"
"In post","2023","65+","Declared non-disabled","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Scotland","Undeclared","55","40","28420","27450"
"In post","2023","65+","Declared non-disabled","Scotland","Unknown","140","105","34010","28120"
"In post","2023","65+","Declared non-disabled","South East (England)","Heterosexual / straight","960","755","31060","27450"
"In post","2023","65+","Declared non-disabled","South East (England)","LGBO","25","20","[c]","[c]"
"In post","2023","65+","Declared non-disabled","South East (England)","Undeclared","120","90","32700","29730"
"In post","2023","65+","Declared non-disabled","South East (England)","Unknown","95","70","30600","28120"
"In post","2023","65+","Declared non-disabled","South West (England)","Heterosexual / straight","740","600","34360","29570"
"In post","2023","65+","Declared non-disabled","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","65+","Declared non-disabled","South West (England)","Undeclared","90","70","33190","28120"
"In post","2023","65+","Declared non-disabled","South West (England)","Unknown","65","45","28940","28080"
"In post","2023","65+","Declared non-disabled","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Wales","Heterosexual / straight","495","360","33080","28120"
"In post","2023","65+","Declared non-disabled","Wales","LGBO","10","10","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Wales","Undeclared","115","80","29200","22520"
"In post","2023","65+","Declared non-disabled","Wales","Unknown","95","60","29230","28080"
"In post","2023","65+","Declared non-disabled","West Midlands (England)","Heterosexual / straight","425","330","30730","28120"
"In post","2023","65+","Declared non-disabled","West Midlands (England)","LGBO","15","10","[c]","[c]"
"In post","2023","65+","Declared non-disabled","West Midlands (England)","Undeclared","55","40","31250","27810"
"In post","2023","65+","Declared non-disabled","West Midlands (England)","Unknown","95","70","31110","28120"
"In post","2023","65+","Declared non-disabled","Yorkshire and The Humber","Heterosexual / straight","410","310","30200","27850"
"In post","2023","65+","Declared non-disabled","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Yorkshire and The Humber","Undeclared","60","40","27230","27460"
"In post","2023","65+","Declared non-disabled","Yorkshire and The Humber","Unknown","75","45","30520","28120"
"In post","2023","65+","Undeclared","East Midlands (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","65+","Undeclared","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","East Midlands (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","East of England","Heterosexual / straight","35","30","35320","28300"
"In post","2023","65+","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","East of England","Undeclared","25","20","[c]","[c]"
"In post","2023","65+","Undeclared","East of England","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Undeclared","London","Heterosexual / straight","85","70","36540","30640"
"In post","2023","65+","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","London","Undeclared","70","55","43210","35500"
"In post","2023","65+","Undeclared","London","Unknown","55","45","42870","32690"
"In post","2023","65+","Undeclared","North East (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","65+","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","North East (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","Undeclared","North East (England)","Unknown","10","5","[c]","[c]"
"In post","2023","65+","Undeclared","North West (England)","Heterosexual / straight","40","30","27640","22810"
"In post","2023","65+","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","North West (England)","Undeclared","45","30","31610","28120"
"In post","2023","65+","Undeclared","North West (England)","Unknown","25","15","[c]","[c]"
"In post","2023","65+","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Scotland","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","65+","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","South East (England)","Heterosexual / straight","70","50","29920","27810"
"In post","2023","65+","Undeclared","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","South East (England)","Undeclared","40","35","34900","30880"
"In post","2023","65+","Undeclared","South East (England)","Unknown","30","20","[c]","[c]"
"In post","2023","65+","Undeclared","South West (England)","Heterosexual / straight","45","35","35090","31110"
"In post","2023","65+","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","South West (England)","Undeclared","45","35","37230","34550"
"In post","2023","65+","Undeclared","South West (England)","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Wales","Heterosexual / straight","20","15","[c]","[c]"
