"Status","Year","Age","Disability","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Midlands (England)","Heterosexual / straight","35","35","25150","23230"
"In post","2023","16-19","Declared non-disabled","East Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East of England","Heterosexual / straight","35","30","25370","23230"
"In post","2023","16-19","Declared non-disabled","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","London","Heterosexual / straight","45","45","26410","25610"
"In post","2023","16-19","Declared non-disabled","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North East (England)","Heterosexual / straight","40","40","23300","22520"
"In post","2023","16-19","Declared non-disabled","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North West (England)","Heterosexual / straight","55","55","24230","22520"
"In post","2023","16-19","Declared non-disabled","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Scotland","Heterosexual / straight","35","35","22950","22520"
"In post","2023","16-19","Declared non-disabled","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South East (England)","Heterosexual / straight","50","50","24580","23800"
"In post","2023","16-19","Declared non-disabled","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South West (England)","Heterosexual / straight","55","55","22640","22000"
"In post","2023","16-19","Declared non-disabled","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Wales","Heterosexual / straight","85","80","21660","22150"
"In post","2023","16-19","Declared non-disabled","Wales","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Midlands (England)","Heterosexual / straight","40","40","23190","23050"
"In post","2023","16-19","Declared non-disabled","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Yorkshire and The Humber","Heterosexual / straight","60","60","23760","22520"
"In post","2023","16-19","Declared non-disabled","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Midlands (England)","Unknown","35","30","24270","23230"
"In post","2023","16-19","Unknown","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East of England","Unknown","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","Unknown","45","45","27960","26760"
"In post","2023","16-19","Unknown","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North East (England)","Unknown","30","30","[c]","[c]"
"In post","2023","16-19","Unknown","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North West (England)","Unknown","60","55","23200","22400"
"In post","2023","16-19","Unknown","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","Unknown","75","75","22520","22310"
"In post","2023","16-19","Unknown","South East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South East (England)","Unknown","80","80","23330","22520"
"In post","2023","16-19","Unknown","South West (England)","Heterosexual / straight","45","45","20800","19460"
"In post","2023","16-19","Unknown","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South West (England)","Unknown","75","75","19890","18780"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","35","35","20430","17650"
"In post","2023","16-19","Unknown","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Wales","Unknown","45","40","21340","22150"
"In post","2023","16-19","Unknown","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","West Midlands (England)","Unknown","30","30","24160","22520"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","Unknown","50","45","24100","22520"
"In post","2023","20-29","Declared disabled","East Midlands (England)","Heterosexual / straight","205","200","27150","26870"
"In post","2023","20-29","Declared disabled","East Midlands (England)","LGBO","75","70","26310","23860"
"In post","2023","20-29","Declared disabled","East Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","East of England","Heterosexual / straight","185","180","28100","27910"
"In post","2023","20-29","Declared disabled","East of England","LGBO","65","65","26420","25830"
"In post","2023","20-29","Declared disabled","East of England","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","East of England","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","London","Heterosexual / straight","1060","1045","38070","35040"
"In post","2023","20-29","Declared disabled","London","LGBO","390","385","38790","35620"
"In post","2023","20-29","Declared disabled","London","Undeclared","125","125","38030","35060"
"In post","2023","20-29","Declared disabled","London","Unknown","205","200","33190","30130"
"In post","2023","20-29","Declared disabled","North East (England)","Heterosexual / straight","230","225","27200","26890"
"In post","2023","20-29","Declared disabled","North East (England)","LGBO","65","65","27710","27110"
"In post","2023","20-29","Declared disabled","North East (England)","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","North East (England)","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","North West (England)","Heterosexual / straight","460","450","27950","27890"
"In post","2023","20-29","Declared disabled","North West (England)","LGBO","185","180","28500","26840"
"In post","2023","20-29","Declared disabled","North West (England)","Undeclared","50","50","29260","28120"
"In post","2023","20-29","Declared disabled","North West (England)","Unknown","35","35","28930","28840"
"In post","2023","20-29","Declared disabled","Northern Ireland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scotland","Heterosexual / straight","310","300","29780","28120"
"In post","2023","20-29","Declared disabled","Scotland","LGBO","170","165","28770","27890"
"In post","2023","20-29","Declared disabled","Scotland","Undeclared","40","40","29150","28120"
"In post","2023","20-29","Declared disabled","Scotland","Unknown","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","South East (England)","Heterosexual / straight","355","350","29550","29110"
"In post","2023","20-29","Declared disabled","South East (England)","LGBO","125","125","28560","28120"
"In post","2023","20-29","Declared disabled","South East (England)","Undeclared","45","40","29700","29080"
"In post","2023","20-29","Declared disabled","South East (England)","Unknown","30","30","29810","29480"
"In post","2023","20-29","Declared disabled","South West (England)","Heterosexual / straight","465","460","29660","28850"
"In post","2023","20-29","Declared disabled","South West (England)","LGBO","150","145","29160","28120"
"In post","2023","20-29","Declared disabled","South West (England)","Undeclared","50","50","28120","27720"
"In post","2023","20-29","Declared disabled","South West (England)","Unknown","55","55","29570","28560"
"In post","2023","20-29","Declared disabled","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Wales","Heterosexual / straight","225","220","27570","27570"
"In post","2023","20-29","Declared disabled","Wales","LGBO","100","95","27210","25100"
"In post","2023","20-29","Declared disabled","Wales","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Wales","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","West Midlands (England)","Heterosexual / straight","265","260","27810","27140"
"In post","2023","20-29","Declared disabled","West Midlands (England)","LGBO","85","80","30180","28120"
"In post","2023","20-29","Declared disabled","West Midlands (England)","Undeclared","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","West Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Yorkshire and The Humber","Heterosexual / straight","325","320","29300","28120"
"In post","2023","20-29","Declared disabled","Yorkshire and The Humber","LGBO","115","115","29640","28120"
"In post","2023","20-29","Declared disabled","Yorkshire and The Humber","Undeclared","30","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Yorkshire and The Humber","Unknown","30","30","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","East Midlands (England)","Heterosexual / straight","1835","1800","28190","28120"
"In post","2023","20-29","Declared non-disabled","East Midlands (England)","LGBO","190","185","27120","26170"
"In post","2023","20-29","Declared non-disabled","East Midlands (England)","Undeclared","95","95","27070","27650"
"In post","2023","20-29","Declared non-disabled","East Midlands (England)","Unknown","30","25","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","East of England","Heterosexual / straight","1505","1475","28890","28880"
"In post","2023","20-29","Declared non-disabled","East of England","LGBO","125","125","28940","28880"
"In post","2023","20-29","Declared non-disabled","East of England","Undeclared","75","75","27580","28120"
"In post","2023","20-29","Declared non-disabled","East of England","Unknown","70","70","28730","27140"
"In post","2023","20-29","Declared non-disabled","London","Heterosexual / straight","9230","9175","39080","35760"
"In post","2023","20-29","Declared non-disabled","London","LGBO","1100","1095","41160","38600"
"In post","2023","20-29","Declared non-disabled","London","Undeclared","645","640","40030","37870"
"In post","2023","20-29","Declared non-disabled","London","Unknown","260","260","38820","35980"
"In post","2023","20-29","Declared non-disabled","North East (England)","Heterosexual / straight","2495","2445","28260","28120"
"In post","2023","20-29","Declared non-disabled","North East (England)","LGBO","310","305","27510","27650"
"In post","2023","20-29","Declared non-disabled","North East (England)","Undeclared","105","105","27470","25880"
"In post","2023","20-29","Declared non-disabled","North East (England)","Unknown","65","65","27930","27890"
"In post","2023","20-29","Declared non-disabled","North West (England)","Heterosexual / straight","4845","4775","28570","27890"
"In post","2023","20-29","Declared non-disabled","North West (England)","LGBO","530","525","28620","28120"
"In post","2023","20-29","Declared non-disabled","North West (England)","Undeclared","210","205","27930","25980"
"In post","2023","20-29","Declared non-disabled","North West (England)","Unknown","140","135","28970","28120"
"In post","2023","20-29","Declared non-disabled","Northern Ireland","Heterosexual / straight","225","220","27580","27890"
"In post","2023","20-29","Declared non-disabled","Northern Ireland","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Northern Ireland","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","Heterosexual / straight","155","155","36550","33540"
"In post","2023","20-29","Declared non-disabled","Overseas","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Scotland","Heterosexual / straight","3085","3035","30000","28120"
"In post","2023","20-29","Declared non-disabled","Scotland","LGBO","400","395","29340","28120"
"In post","2023","20-29","Declared non-disabled","Scotland","Undeclared","160","160","30020","28120"
"In post","2023","20-29","Declared non-disabled","Scotland","Unknown","165","165","27310","25750"
"In post","2023","20-29","Declared non-disabled","South East (England)","Heterosexual / straight","2755","2715","29650","29080"
"In post","2023","20-29","Declared non-disabled","South East (England)","LGBO","320","315","29150","29080"
"In post","2023","20-29","Declared non-disabled","South East (England)","Undeclared","145","145","29730","30320"
"In post","2023","20-29","Declared non-disabled","South East (England)","Unknown","40","40","29080","28370"
"In post","2023","20-29","Declared non-disabled","South West (England)","Heterosexual / straight","3580","3535","30330","29890"
"In post","2023","20-29","Declared non-disabled","South West (England)","LGBO","325","325","29550","28370"
"In post","2023","20-29","Declared non-disabled","South West (England)","Undeclared","235","235","29450","28120"
"In post","2023","20-29","Declared non-disabled","South West (England)","Unknown","140","135","30270","28360"
"In post","2023","20-29","Declared non-disabled","Unknown","Heterosexual / straight","70","70","30650","28120"
"In post","2023","20-29","Declared non-disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Wales","Heterosexual / straight","2705","2645","27850","26900"
"In post","2023","20-29","Declared non-disabled","Wales","LGBO","310","305","27840","25830"
"In post","2023","20-29","Declared non-disabled","Wales","Undeclared","130","125","28490","26900"
"In post","2023","20-29","Declared non-disabled","Wales","Unknown","70","70","26870","27280"
"In post","2023","20-29","Declared non-disabled","West Midlands (England)","Heterosexual / straight","2755","2700","28560","28120"
"In post","2023","20-29","Declared non-disabled","West Midlands (England)","LGBO","225","220","28430","28120"
"In post","2023","20-29","Declared non-disabled","West Midlands (England)","Undeclared","115","115","27140","24330"
"In post","2023","20-29","Declared non-disabled","West Midlands (England)","Unknown","65","60","29950","28120"
"In post","2023","20-29","Declared non-disabled","Yorkshire and The Humber","Heterosexual / straight","3295","3235","29240","28120"
"In post","2023","20-29","Declared non-disabled","Yorkshire and The Humber","LGBO","350","350","30000","28120"
"In post","2023","20-29","Declared non-disabled","Yorkshire and The Humber","Undeclared","155","150","29000","28120"
"In post","2023","20-29","Declared non-disabled","Yorkshire and The Humber","Unknown","75","75","29650","28130"
"In post","2023","20-29","Undeclared","East Midlands (England)","Heterosexual / straight","70","70","27920","28090"
"In post","2023","20-29","Undeclared","East Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","East Midlands (England)","Undeclared","30","30","29090","27890"
"In post","2023","20-29","Undeclared","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","East of England","Heterosexual / straight","30","30","30120","30810"
"In post","2023","20-29","Undeclared","East of England","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","East of England","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","East of England","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","London","Heterosexual / straight","375","370","38410","35550"
"In post","2023","20-29","Undeclared","London","LGBO","90","90","41410","38020"
"In post","2023","20-29","Undeclared","London","Undeclared","225","225","39520","36320"
"In post","2023","20-29","Undeclared","London","Unknown","70","70","40200","40500"
"In post","2023","20-29","Undeclared","North East (England)","Heterosexual / straight","65","65","28470","27890"
"In post","2023","20-29","Undeclared","North East (England)","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","North East (England)","Undeclared","35","35","33630","31750"
"In post","2023","20-29","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
