"Status","Year","Function_of_post","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Manchester","25","25","41320","38210"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Nottingham","10","10","42110","37830"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Sheffield","50","45","36250","32000"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Westminster","25","25","56900","56020"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","25","20","46950","41000"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","45","45","41610","38500"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","15","15","39740","37300"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Leeds","20","15","44510","45200"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Manchester","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Mid Lancashire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Peterborough","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Tyneside","15","15","42840","43350"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Warrington","10","10","46030","49400"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","West Sussex (South West)","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","55","55","47660","43620"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Worcestershire CC","20","15","41130","37300"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","York","15","10","50050","49400"
"In post","2023","Human Resources","Department for International Trade","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Darlington","15","15","40770","32650"
"In post","2023","Human Resources","Department for International Trade","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Westminster","105","105","45090","41550"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Westminster","30","30","54070","54630"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Wirral","30","30","36170","31290"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Wolverhampton","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Birmingham","15","15","41490","40440"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","East Sussex CC","10","5","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Leeds","10","10","47590","45080"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Swansea","30","30","41300","39630"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Westminster","65","65","52440","54110"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Angus and Dundee City","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Barking & Dagenham and Havering","15","15","34590","32520"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Birmingham","60","55","35740","33090"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Blackburn with Darwen","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Blackpool","135","125","39820","34970"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Bridgend and Neath Port Talbot","10","10","29720","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Bristol, City of","15","10","28120","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Bromley","10","10","34000","32520"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Cardiff and Vale of Glamorgan","15","15","30890","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Central Valleys","25","25","32920","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","City of Edinburgh","10","10","34020","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Coventry","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Devon CC","15","15","35350","34170"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Dudley","10","10","30770","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Durham","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Ealing","15","15","35560","32520"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","East Kent","10","10","38500","35020"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","East Merseyside","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Essex Thames Gateway","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Falkirk","15","15","29420","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Glasgow City","50","45","34700","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Greater Manchester North East","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Greater Manchester North West","25","25","30450","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Greater Manchester South East","15","15","29520","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Kingston upon Hull, City of","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Leeds","145","140","38480","34170"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Leicester","20","15","29340","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Lincolnshire CC","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Manchester","30","30","39710","34170"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Mid Lancashire","50","45","29370","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","North Lanarkshire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Nottingham","25","20","28810","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Portsmouth","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Sefton","15","15","29040","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Sheffield","125","110","37380","34170"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Somerset CC","10","10","36080","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","South Hampshire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","South Teesside","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","South West Wales","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Sunderland","20","20","32420","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Swansea","10","10","29290","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Swindon","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Telford and Wrekin","10","10","31240","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Tyneside","150","140","37750","34170"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Wakefield","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Warrington","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Warwickshire CC","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Westminster","210","200","43610","39150"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Wirral","15","15","30820","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Wolverhampton","10","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","York","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Leeds","55","50","35720","30370"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Westminster","75","75","46490","41950"
"In post","2023","Human Resources","Driver and Vehicle Licensing Agency","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Licensing Agency","Swansea","155","145","34430","31660"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Bedford","10","10","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Bristol, City of","40","35","41060","40570"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Nottingham","20","20","36970","39820"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Staffordshire CC","5","5","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Swansea","5","5","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Tyneside","10","10","34150","33080"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Education and Skills Funding Agency","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Education and Skills Funding Agency","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Education and Skills Funding Agency","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Education and Skills Funding Agency","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Education and Skills Funding Agency","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Education and Skills Funding Agency","Westminster","[c]","[c]","[c]","[c]"
