"Status","Year","Disability","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South East (England)","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","East Midlands (England)","AA","10","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","East Midlands (England)","AO","80","75","23730","21780"
"In post","2023","Undeclared","Undeclared","East Midlands (England)","EO","70","65","28800","28120"
"In post","2023","Undeclared","Undeclared","East Midlands (England)","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","East Midlands (England)","G7","30","30","56940","57970"
"In post","2023","Undeclared","Undeclared","East Midlands (England)","HEO","75","70","34740","35000"
"In post","2023","Undeclared","Undeclared","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","East Midlands (England)","SEO","45","45","43440","42510"
"In post","2023","Undeclared","Undeclared","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","East of England","AA","15","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","East of England","AO","80","75","27860","25410"
"In post","2023","Undeclared","Undeclared","East of England","EO","115","105","28750","28080"
"In post","2023","Undeclared","Undeclared","East of England","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","East of England","G7","30","30","55910","54260"
"In post","2023","Undeclared","Undeclared","East of England","HEO","85","80","35370","34850"
"In post","2023","Undeclared","Undeclared","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","East of England","SEO","55","50","43790","42190"
"In post","2023","Undeclared","Undeclared","East of England","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","London","AA","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","London","AO","125","115","27520","26400"
"In post","2023","Undeclared","Undeclared","London","EO","275","255","31490","31450"
"In post","2023","Undeclared","Undeclared","London","G6","175","170","72360","71030"
"In post","2023","Undeclared","Undeclared","London","G7","350","340","59800","59290"
"In post","2023","Undeclared","Undeclared","London","HEO","295","285","37770","37720"
"In post","2023","Undeclared","Undeclared","London","SCS level","45","45","90800","81160"
"In post","2023","Undeclared","Undeclared","London","SEO","265","260","45000","44920"
"In post","2023","Undeclared","Undeclared","London","Unknown","35","35","36630","33400"
"In post","2023","Undeclared","Undeclared","North East (England)","AA","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","North East (England)","AO","145","125","22670","22520"
"In post","2023","Undeclared","Undeclared","North East (England)","EO","85","80","28160","28120"
"In post","2023","Undeclared","Undeclared","North East (England)","G6","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","North East (England)","G7","50","45","55140","56870"
"In post","2023","Undeclared","Undeclared","North East (England)","HEO","70","70","34340","34700"
"In post","2023","Undeclared","Undeclared","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","North East (England)","SEO","65","60","42720","42510"
"In post","2023","Undeclared","Undeclared","North East (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","North West (England)","AA","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","North West (England)","AO","180","160","23070","22150"
"In post","2023","Undeclared","Undeclared","North West (England)","EO","200","180","28200","28120"
"In post","2023","Undeclared","Undeclared","North West (England)","G6","35","30","68150","68610"
"In post","2023","Undeclared","Undeclared","North West (England)","G7","90","90","56040","56870"
"In post","2023","Undeclared","Undeclared","North West (England)","HEO","155","150","34450","34850"
"In post","2023","Undeclared","Undeclared","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","North West (England)","SEO","135","130","42200","42190"
"In post","2023","Undeclared","Undeclared","North West (England)","Unknown","30","25","32070","29050"
"In post","2023","Undeclared","Undeclared","Northern Ireland","AA","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Northern Ireland","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Northern Ireland","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Northern Ireland","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Northern Ireland","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Scotland","AA","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Scotland","AO","95","90","23280","22510"
"In post","2023","Undeclared","Undeclared","Scotland","EO","110","100","28920","28120"
"In post","2023","Undeclared","Undeclared","Scotland","G6","20","20","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Scotland","G7","25","25","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Scotland","HEO","75","75","36230","35000"
"In post","2023","Undeclared","Undeclared","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Scotland","SEO","45","40","46630","42860"
"In post","2023","Undeclared","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","South East (England)","AA","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","South East (England)","AO","145","135","28430","25340"
"In post","2023","Undeclared","Undeclared","South East (England)","EO","235","215","29700","28120"
"In post","2023","Undeclared","Undeclared","South East (England)","G6","25","20","[c]","[c]"
"In post","2023","Undeclared","Undeclared","South East (England)","G7","60","55","56490","55770"
"In post","2023","Undeclared","Undeclared","South East (England)","HEO","175","165","35030","34310"
"In post","2023","Undeclared","Undeclared","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","South East (England)","SEO","105","100","43910","42180"
"In post","2023","Undeclared","Undeclared","South East (England)","Unknown","25","25","[c]","[c]"
"In post","2023","Undeclared","Undeclared","South West (England)","AA","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","South West (England)","AO","90","85","24460","22220"
"In post","2023","Undeclared","Undeclared","South West (England)","EO","135","130","28510","28080"
"In post","2023","Undeclared","Undeclared","South West (England)","G6","35","35","69220","70890"
"In post","2023","Undeclared","Undeclared","South West (England)","G7","105","105","54700","55500"
"In post","2023","Undeclared","Undeclared","South West (England)","HEO","170","160","34650","34370"
"In post","2023","Undeclared","Undeclared","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","South West (England)","SEO","170","165","42860","42620"
"In post","2023","Undeclared","Undeclared","South West (England)","Unknown","50","45","45630","42620"
"In post","2023","Undeclared","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","EO","10","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Wales","AA","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Wales","AO","95","85","23590","22500"
"In post","2023","Undeclared","Undeclared","Wales","EO","105","100","28510","28120"
"In post","2023","Undeclared","Undeclared","Wales","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Wales","G7","35","35","60160","59290"
"In post","2023","Undeclared","Undeclared","Wales","HEO","90","85","34910","34610"
"In post","2023","Undeclared","Undeclared","Wales","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Wales","SEO","85","85","45620","45410"
"In post","2023","Undeclared","Undeclared","Wales","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","West Midlands (England)","AA","10","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","West Midlands (England)","AO","105","95","24310","22150"
"In post","2023","Undeclared","Undeclared","West Midlands (England)","EO","115","105","28490","28120"
"In post","2023","Undeclared","Undeclared","West Midlands (England)","G6","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","West Midlands (England)","G7","40","40","56550","57970"
"In post","2023","Undeclared","Undeclared","West Midlands (England)","HEO","70","65","34430","34700"
"In post","2023","Undeclared","Undeclared","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","West Midlands (England)","SEO","55","55","42020","42510"
"In post","2023","Undeclared","Undeclared","West Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Yorkshire and The Humber","AA","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Yorkshire and The Humber","AO","110","100","25160","22400"
"In post","2023","Undeclared","Undeclared","Yorkshire and The Humber","EO","125","115","29110","28120"
"In post","2023","Undeclared","Undeclared","Yorkshire and The Humber","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Yorkshire and The Humber","G7","65","60","54430","54000"
"In post","2023","Undeclared","Undeclared","Yorkshire and The Humber","HEO","115","110","33940","34170"
"In post","2023","Undeclared","Undeclared","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Yorkshire and The Humber","SEO","90","90","41470","40660"
"In post","2023","Undeclared","Undeclared","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","East Midlands (England)","AA","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","East Midlands (England)","AO","20","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","East Midlands (England)","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","East Midlands (England)","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","East of England","AA","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","East of England","AO","15","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","East of England","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","East of England","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","East of England","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","East of England","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","AA","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","AO","35","35","28510","26920"
"In post","2023","Undeclared","Unknown","London","EO","70","65","31630","31310"
"In post","2023","Undeclared","Unknown","London","G6","45","45","71980","67890"
"In post","2023","Undeclared","Unknown","London","G7","70","70","57260","55350"
"In post","2023","Undeclared","Unknown","London","HEO","60","60","36410","35410"
"In post","2023","Undeclared","Unknown","London","SCS level","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","SEO","70","65","44040","42260"
"In post","2023","Undeclared","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","North East (England)","AA","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","North East (England)","AO","30","25","28530","31780"
"In post","2023","Undeclared","Unknown","North East (England)","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","North East (England)","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","North East (England)","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","North West (England)","AA","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","North West (England)","AO","60","50","27230","25340"
"In post","2023","Undeclared","Unknown","North West (England)","EO","30","30","30470","28300"
"In post","2023","Undeclared","Unknown","North West (England)","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","North West (England)","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","North West (England)","HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Unknown","North West (England)","SEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Northern Ireland","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Scotland","AO","15","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Scotland","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Scotland","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Scotland","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Scotland","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","South East (England)","AA","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","South East (England)","AO","35","30","30400","32660"
"In post","2023","Undeclared","Unknown","South East (England)","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","South East (England)","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","South East (England)","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","South East (England)","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","South East (England)","SEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","South West (England)","AA","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","South West (England)","AO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","South West (England)","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","South West (England)","G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","South West (England)","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","South West (England)","SEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Wales","AO","30","25","[c]","[c]"
"In post","2023","Undeclared","Unknown","Wales","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Wales","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Wales","HEO","10","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Wales","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Midlands (England)","AO","30","25","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Midlands (England)","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Yorkshire and The Humber","AA","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Yorkshire and The Humber","AO","25","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Yorkshire and The Humber","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Yorkshire and The Humber","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Yorkshire and The Humber","G7","25","25","[c]","[c]"
"In post","2023","Undeclared","Unknown","Yorkshire and The Humber","HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Yorkshire and The Humber","SEO","30","25","[c]","[c]"
"In post","2023","Undeclared","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","East Midlands (England)","AA","65","60","22450","23230"
"In post","2023","Undeclared","White","East Midlands (England)","AO","275","245","26610","24910"
"In post","2023","Undeclared","White","East Midlands (England)","EO","260","245","29690","28120"
"In post","2023","Undeclared","White","East Midlands (England)","G6","15","15","[c]","[c]"
"In post","2023","Undeclared","White","East Midlands (England)","G7","30","25","[c]","[c]"
"In post","2023","Undeclared","White","East Midlands (England)","HEO","135","135","35440","34700"
"In post","2023","Undeclared","White","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","East Midlands (England)","SEO","75","70","44310","42650"
"In post","2023","Undeclared","White","East Midlands (England)","Unknown","50","45","31520","29050"
"In post","2023","Undeclared","White","East of England","AA","90","75","22290","23230"
"In post","2023","Undeclared","White","East of England","AO","285","255","28500","27520"
"In post","2023","Undeclared","White","East of England","EO","245","225","30630","28950"
"In post","2023","Undeclared","White","East of England","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","White","East of England","G7","35","35","59260","57980"
"In post","2023","Undeclared","White","East of England","HEO","145","140","36300","35010"
"In post","2023","Undeclared","White","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","East of England","SEO","75","70","46420","43240"
"In post","2023","Undeclared","White","East of England","Unknown","40","35","29860","29050"
"In post","2023","Undeclared","White","London","AA","85","75","25540","26010"
"In post","2023","Undeclared","White","London","AO","225","210","29780","27970"
"In post","2023","Undeclared","White","London","EO","340","325","32630","31950"
"In post","2023","Undeclared","White","London","G6","275","265","71810","70230"
"In post","2023","Undeclared","White","London","G7","535","520","58490","56430"
"In post","2023","Undeclared","White","London","HEO","365","355","37320","36660"
"In post","2023","Undeclared","White","London","SCS level","135","130","95920","86140"
"In post","2023","Undeclared","White","London","SEO","370","360","45480","44870"
"In post","2023","Undeclared","White","London","Unknown","40","40","36110","33820"
"In post","2023","Undeclared","White","North East (England)","AA","65","60","23140","23230"
"In post","2023","Undeclared","White","North East (England)","AO","440","375","25760","22520"
"In post","2023","Undeclared","White","North East (England)","EO","305","280","29390","28120"
"In post","2023","Undeclared","White","North East (England)","G6","20","20","[c]","[c]"
"In post","2023","Undeclared","White","North East (England)","G7","60","60","54180","53950"
"In post","2023","Undeclared","White","North East (England)","HEO","160","155","34730","34700"
"In post","2023","Undeclared","White","North East (England)","SCS level","5","5","[c]","[c]"
