"Status","Year","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Debt","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","AO","Female","55","[c]","21630","21690"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","AO","Male","60","[c]","22380","21760"
"Leaver CS","2023","Digital, Data & Technology","EO","EO","Female","110","[c]","27610","27570"
"Leaver CS","2023","Digital, Data & Technology","EO","EO","Male","225","[c]","28320","28100"
"Leaver CS","2023","Digital, Data & Technology","G6/G7","G6","Female","55","[c]","69260","67150"
"Leaver CS","2023","Digital, Data & Technology","G6/G7","G6","Male","110","[c]","70630","70170"
"Leaver CS","2023","Digital, Data & Technology","G6/G7","G7","Female","190","[c]","55680","55340"
"Leaver CS","2023","Digital, Data & Technology","G6/G7","G7","Male","350","[c]","57220","56340"
"Leaver CS","2023","Digital, Data & Technology","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SCS level","SCS level","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SEO/HEO","HEO","Female","155","[c]","34090","33920"
"Leaver CS","2023","Digital, Data & Technology","SEO/HEO","HEO","Male","290","[c]","34320","34170"
"Leaver CS","2023","Digital, Data & Technology","SEO/HEO","SEO","Female","165","[c]","41230","40960"
"Leaver CS","2023","Digital, Data & Technology","SEO/HEO","SEO","Male","350","[c]","42330","41750"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","AO","Female","85","[c]","22790","21840"
"Leaver CS","2023","Finance","AA/AO","AO","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","EO","Female","90","[c]","27230","27400"
"Leaver CS","2023","Finance","EO","EO","Male","65","[c]","27120","27140"
"Leaver CS","2023","Finance","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","G6","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","G7","Female","60","[c]","55960","55740"
"Leaver CS","2023","Finance","G6/G7","G7","Male","65","[c]","56960","56180"
"Leaver CS","2023","Finance","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","HEO","Female","80","[c]","34730","34170"
"Leaver CS","2023","Finance","SEO/HEO","HEO","Male","105","[c]","34530","34080"
"Leaver CS","2023","Finance","SEO/HEO","SEO","Female","75","[c]","43270","42820"
"Leaver CS","2023","Finance","SEO/HEO","SEO","Male","100","[c]","44090","43440"
"Leaver CS","2023","Finance","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","AA/AO","AO","Female","75","[c]","21650","21300"
"Leaver CS","2023","Grants Management","AA/AO","AO","Male","55","[c]","21720","21300"
"Leaver CS","2023","Grants Management","EO","EO","Female","30","[c]","25280","25920"
"Leaver CS","2023","Grants Management","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","AA","Female","45","[c]","21180","20750"
"Leaver CS","2023","Human Resources","AA/AO","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","AO","Female","250","[c]","22140","22220"
"Leaver CS","2023","Human Resources","AA/AO","AO","Male","85","[c]","22200","21830"
"Leaver CS","2023","Human Resources","EO","EO","Female","175","[c]","26940","27140"
"Leaver CS","2023","Human Resources","EO","EO","Male","185","[c]","29020","28120"
"Leaver CS","2023","Human Resources","G6/G7","G6","Female","40","[c]","69790","66780"
"Leaver CS","2023","Human Resources","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6/G7","G7","Female","90","[c]","55380","54990"
"Leaver CS","2023","Human Resources","G6/G7","G7","Male","50","[c]","56600","55060"
"Leaver CS","2023","Human Resources","SCS level","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","HEO","Female","185","[c]","36540","34300"
"Leaver CS","2023","Human Resources","SEO/HEO","HEO","Male","135","[c]","35840","34550"
"Leaver CS","2023","Human Resources","SEO/HEO","SEO","Female","95","[c]","41630","41150"
"Leaver CS","2023","Human Resources","SEO/HEO","SEO","Male","70","[c]","43800","41800"
"Leaver CS","2023","Human Resources","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA/AO","AO","Female","120","[c]","22830","22870"
"Leaver CS","2023","Legal","AA/AO","AO","Male","60","[c]","22820","22870"
"Leaver CS","2023","Legal","EO","EO","Female","115","[c]","28310","28080"
"Leaver CS","2023","Legal","EO","EO","Male","30","[c]","28520","28080"
"Leaver CS","2023","Legal","G6/G7","G6","Female","55","[c]","70520","70070"
"Leaver CS","2023","Legal","G6/G7","G6","Male","60","[c]","70670","69140"
"Leaver CS","2023","Legal","G6/G7","G7","Female","180","[c]","55750","54320"
"Leaver CS","2023","Legal","G6/G7","G7","Male","115","[c]","56870","56140"
"Leaver CS","2023","Legal","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SEO/HEO","HEO","Female","35","[c]","36590","34850"
"Leaver CS","2023","Legal","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SEO/HEO","SEO","Female","45","[c]","40860","39270"
"Leaver CS","2023","Legal","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","AA/AO","AA","Female","1090","[c]","20250","19930"
"Leaver CS","2023","No function","AA/AO","AA","Male","915","[c]","20160","19770"
"Leaver CS","2023","No function","AA/AO","AO","Female","6535","[c]","22240","21690"
"Leaver CS","2023","No function","AA/AO","AO","Male","5105","[c]","22540","21780"
"Leaver CS","2023","No function","EO","EO","Female","4455","[c]","28470","28120"
"Leaver CS","2023","No function","EO","EO","Male","3400","[c]","28740","28080"
"Leaver CS","2023","No function","G6/G7","G6","Female","285","[c]","69850","66790"
"Leaver CS","2023","No function","G6/G7","G6","Male","315","[c]","69630","66750"
"Leaver CS","2023","No function","G6/G7","G7","Female","655","[c]","56000","54060"
"Leaver CS","2023","No function","G6/G7","G7","Male","765","[c]","57070","54950"
"Leaver CS","2023","No function","SCS level","SCS level","Female","165","[c]","93170","84700"
"Leaver CS","2023","No function","SCS level","SCS level","Male","180","[c]","101280","95000"
"Leaver CS","2023","No function","SEO/HEO","HEO","Female","1535","[c]","34040","33710"
"Leaver CS","2023","No function","SEO/HEO","HEO","Male","1360","[c]","34770","34030"
"Leaver CS","2023","No function","SEO/HEO","SEO","Female","1035","[c]","41880","41280"
"Leaver CS","2023","No function","SEO/HEO","SEO","Male","970","[c]","43060","41890"
"Leaver CS","2023","No function","Unknown","Unknown","Female","1445","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","Male","535","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","EO","EO","Female","60","[c]","26650","27200"
"Leaver CS","2023","Project Delivery","EO","EO","Male","65","[c]","26780","26350"
"Leaver CS","2023","Project Delivery","G6/G7","G6","Female","55","[c]","68970","67150"
"Leaver CS","2023","Project Delivery","G6/G7","G6","Male","70","[c]","69860","68860"
"Leaver CS","2023","Project Delivery","G6/G7","G7","Female","95","[c]","53440","53240"
"Leaver CS","2023","Project Delivery","G6/G7","G7","Male","135","[c]","54310","54740"
"Leaver CS","2023","Project Delivery","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SEO/HEO","HEO","Female","160","[c]","33140","33210"
"Leaver CS","2023","Project Delivery","SEO/HEO","HEO","Male","155","[c]","33510","33000"
"Leaver CS","2023","Project Delivery","SEO/HEO","SEO","Female","150","[c]","41100","41030"
"Leaver CS","2023","Project Delivery","SEO/HEO","SEO","Male","190","[c]","42420","41550"
"Leaver CS","2023","Project Delivery","Unknown","Unknown","Female","40","[c]","37160","33690"
"Leaver CS","2023","Project Delivery","Unknown","Unknown","Male","100","[c]","42800","38790"
"Leaver CS","2023","Property","AA/AO","AA","Female","35","[c]","19680","19050"
"Leaver CS","2023","Property","AA/AO","AA","Male","45","[c]","20250","19030"
"Leaver CS","2023","Property","AA/AO","AO","Female","65","[c]","22640","22520"
"Leaver CS","2023","Property","AA/AO","AO","Male","60","[c]","23610","22520"
"Leaver CS","2023","Property","EO","EO","Female","45","[c]","27150","27000"
"Leaver CS","2023","Property","EO","EO","Male","70","[c]","27740","27000"
"Leaver CS","2023","Property","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6/G7","G7","Male","35","[c]","58190","57260"
"Leaver CS","2023","Property","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SEO/HEO","HEO","Female","45","[c]","34160","33970"
"Leaver CS","2023","Property","SEO/HEO","HEO","Male","85","[c]","34690","34000"
"Leaver CS","2023","Property","SEO/HEO","SEO","Female","45","[c]","44100","43940"
"Leaver CS","2023","Property","SEO/HEO","SEO","Male","95","[c]","44950","45540"
"Leaver CS","2023","Property","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","AA/AO","AA","Female","35","[c]","23540","23750"
"Leaver CS","2023","Security","AA/AO","AA","Male","230","[c]","23540","22250"
"Leaver CS","2023","Security","AA/AO","AO","Female","65","[c]","29010","25060"
"Leaver CS","2023","Security","AA/AO","AO","Male","285","[c]","33180","30560"
"Leaver CS","2023","Security","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","EO","EO","Male","80","[c]","35740","30750"
"Leaver CS","2023","Security","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO/HEO","HEO","Female","45","[c]","34670","34320"
"Leaver CS","2023","Security","SEO/HEO","HEO","Male","60","[c]","42560","36120"
"Leaver CS","2023","Security","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO/HEO","SEO","Male","40","[c]","45270","44500"
"Leaver CS","2023","Security","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","Female","115","[c]","23040","23340"
"Leaver CS","2023","Unknown","AA/AO","AA","Male","105","[c]","23180","23340"
"Leaver CS","2023","Unknown","AA/AO","AO","Female","165","[c]","24780","25110"
"Leaver CS","2023","Unknown","AA/AO","AO","Male","120","[c]","25480","25610"
"Leaver CS","2023","Unknown","EO","EO","Female","285","[c]","28550","29100"
"Leaver CS","2023","Unknown","EO","EO","Male","210","[c]","28300","29270"
"Leaver CS","2023","Unknown","G6/G7","G6","Female","115","[c]","73740","75030"
"Leaver CS","2023","Unknown","G6/G7","G6","Male","125","[c]","75430","75480"
"Leaver CS","2023","Unknown","G6/G7","G7","Female","230","[c]","57170","55940"
"Leaver CS","2023","Unknown","G6/G7","G7","Male","180","[c]","57490","55150"
"Leaver CS","2023","Unknown","SCS level","SCS level","Female","55","[c]","90760","85200"
"Leaver CS","2023","Unknown","SCS level","SCS level","Male","70","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","Female","305","[c]","35120","34730"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","Male","215","[c]","35320","34730"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","Female","230","[c]","44030","42860"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","Male","190","[c]","45930","47470"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","180","[c]","37610","34250"
"Leaver Dept.","2023","Analysis","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G6/G7","G7","Female","40","[c]","54920","53550"
"Leaver Dept.","2023","Analysis","G6/G7","G7","Male","55","[c]","56080","55540"
"Leaver Dept.","2023","Analysis","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SEO/HEO","HEO","Female","130","[c]","33100","33210"
"Leaver Dept.","2023","Analysis","SEO/HEO","HEO","Male","135","[c]","33450","33320"
"Leaver Dept.","2023","Analysis","SEO/HEO","SEO","Female","80","[c]","42140","42180"
"Leaver Dept.","2023","Analysis","SEO/HEO","SEO","Male","60","[c]","41520","39890"
"Leaver Dept.","2023","Commercial","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO/HEO","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO/HEO","HEO","Male","40","[c]","32440","32000"
"Leaver Dept.","2023","Commercial","SEO/HEO","SEO","Female","60","[c]","40990","41200"
"Leaver Dept.","2023","Commercial","SEO/HEO","SEO","Male","45","[c]","41650","41500"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO/HEO","HEO","Female","75","[c]","33740","33490"
"Leaver Dept.","2023","Communications","SEO/HEO","HEO","Male","45","[c]","34340","33610"
"Leaver Dept.","2023","Communications","SEO/HEO","SEO","Female","45","[c]","42980","43270"
"Leaver Dept.","2023","Communications","SEO/HEO","SEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","AO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","EO","Female","95","[c]","29120","28120"
"Leaver Dept.","2023","Counter Fraud","EO","EO","Male","90","[c]","28940","28120"
"Leaver Dept.","2023","Counter Fraud","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","AA/AO","AO","Female","105","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","AA/AO","AO","Male","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","EO","EO","Female","45","[c]","27790","27530"
"Leaver Dept.","2023","Digital, Data & Technology","EO","EO","Male","65","[c]","27490","27170"
"Leaver Dept.","2023","Digital, Data & Technology","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G6/G7","G7","Female","65","[c]","54360","54540"
"Leaver Dept.","2023","Digital, Data & Technology","G6/G7","G7","Male","85","[c]","55230","55290"
"Leaver Dept.","2023","Digital, Data & Technology","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SEO/HEO","HEO","Female","95","[c]","32420","32000"
"Leaver Dept.","2023","Digital, Data & Technology","SEO/HEO","HEO","Male","115","[c]","33650","33880"
"Leaver Dept.","2023","Digital, Data & Technology","SEO/HEO","SEO","Female","90","[c]","40950","40230"
"Leaver Dept.","2023","Digital, Data & Technology","SEO/HEO","SEO","Male","105","[c]","41620","41200"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","EO","Female","40","[c]","28290","27500"
"Leaver Dept.","2023","Finance","EO","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G7","Male","35","[c]","54900","52840"
"Leaver Dept.","2023","Finance","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","HEO","Female","70","[c]","33930","33300"
"Leaver Dept.","2023","Finance","SEO/HEO","HEO","Male","65","[c]","33580","33250"
"Leaver Dept.","2023","Finance","SEO/HEO","SEO","Female","55","[c]","40810","41100"
"Leaver Dept.","2023","Finance","SEO/HEO","SEO","Male","50","[c]","40880","40400"
"Leaver Dept.","2023","Grants Management","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AO","Female","65","[c]","22280","21830"
"Leaver Dept.","2023","Human Resources","AA/AO","AO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","EO","Female","100","[c]","27280","27220"
"Leaver Dept.","2023","Human Resources","EO","EO","Male","40","[c]","27590","28120"
"Leaver Dept.","2023","Human Resources","G6/G7","G6","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","G7","Female","65","[c]","54200","54850"
"Leaver Dept.","2023","Human Resources","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","HEO","Female","180","[c]","32820","32400"
"Leaver Dept.","2023","Human Resources","SEO/HEO","HEO","Male","55","[c]","33420","33020"
"Leaver Dept.","2023","Human Resources","SEO/HEO","SEO","Female","95","[c]","41090","40790"
"Leaver Dept.","2023","Human Resources","SEO/HEO","SEO","Male","40","[c]","41250","41100"
