"Status","Year","Age","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Property","North East (England)","EO","10","10","[c]","[c]"
"In post","2023","40-49","Property","North East (England)","G6/G7","20","20","57570","57980"
"In post","2023","40-49","Property","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","North East (England)","SEO/HEO","35","35","37030","37300"
"In post","2023","40-49","Property","North West (England)","AA/AO","15","15","22020","22520"
"In post","2023","40-49","Property","North West (England)","EO","30","25","27330","27740"
"In post","2023","40-49","Property","North West (England)","G6/G7","30","30","56690","56060"
"In post","2023","40-49","Property","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","North West (England)","SEO/HEO","60","60","37690","37680"
"In post","2023","40-49","Property","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Northern Ireland","SEO/HEO","15","15","38750","41000"
"In post","2023","40-49","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Overseas","SEO/HEO","15","15","46260","44360"
"In post","2023","40-49","Property","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Property","Scotland","EO","10","10","[c]","[c]"
"In post","2023","40-49","Property","Scotland","G6/G7","10","10","[c]","[c]"
"In post","2023","40-49","Property","Scotland","SEO/HEO","40","40","38940","41000"
"In post","2023","40-49","Property","South East (England)","AA/AO","15","15","21080","19770"
"In post","2023","40-49","Property","South East (England)","EO","35","30","27780","27470"
"In post","2023","40-49","Property","South East (England)","G6/G7","35","35","58390","57980"
"In post","2023","40-49","Property","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","South East (England)","SEO/HEO","90","85","39010","38920"
"In post","2023","40-49","Property","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","South West (England)","AA/AO","10","5","[c]","[c]"
"In post","2023","40-49","Property","South West (England)","EO","35","30","26940","27450"
"In post","2023","40-49","Property","South West (England)","G6/G7","30","30","57430","57810"
"In post","2023","40-49","Property","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","South West (England)","SEO/HEO","95","90","38260","39460"
"In post","2023","40-49","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Property","Wales","AA/AO","10","5","[c]","[c]"
"In post","2023","40-49","Property","Wales","EO","30","30","27980","27810"
"In post","2023","40-49","Property","Wales","G6/G7","20","20","57410","57520"
"In post","2023","40-49","Property","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Wales","SEO/HEO","50","45","37820","34710"
"In post","2023","40-49","Property","West Midlands (England)","AA/AO","10","10","21400","22520"
"In post","2023","40-49","Property","West Midlands (England)","EO","15","15","27020","27740"
"In post","2023","40-49","Property","West Midlands (England)","G6/G7","25","25","57190","56180"
"In post","2023","40-49","Property","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","West Midlands (England)","SEO/HEO","80","75","37910","37640"
"In post","2023","40-49","Property","Yorkshire and The Humber","AA/AO","20","15","21570","22520"
"In post","2023","40-49","Property","Yorkshire and The Humber","EO","30","25","27550","27740"
"In post","2023","40-49","Property","Yorkshire and The Humber","G6/G7","45","45","55260","55000"
"In post","2023","40-49","Property","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Yorkshire and The Humber","SEO/HEO","65","65","36900","35020"
"In post","2023","40-49","Psychology","East Midlands (England)","EO","10","10","28480","28480"
"In post","2023","40-49","Psychology","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","East Midlands (England)","SEO/HEO","35","30","45180","45620"
"In post","2023","40-49","Psychology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","East of England","EO","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","East of England","G6/G7","10","10","71790","67300"
"In post","2023","40-49","Psychology","East of England","SEO/HEO","25","20","46310","51550"
"In post","2023","40-49","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","North East (England)","SEO/HEO","20","15","48630","50120"
"In post","2023","40-49","Psychology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","North West (England)","SEO/HEO","25","25","44870","47210"
"In post","2023","40-49","Psychology","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","Scotland","SEO/HEO","10","10","45440","48640"
"In post","2023","40-49","Psychology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","South East (England)","EO","15","15","28650","28480"
"In post","2023","40-49","Psychology","South East (England)","G6/G7","15","15","63780","64060"
"In post","2023","40-49","Psychology","South East (England)","SEO/HEO","20","20","45640","50790"
"In post","2023","40-49","Psychology","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","South West (England)","SEO/HEO","15","10","47140","47430"
"In post","2023","40-49","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","40-49","Psychology","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Psychology","West Midlands (England)","SEO/HEO","15","15","45360","49020"
"In post","2023","40-49","Psychology","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Yorkshire and The Humber","EO","10","10","28440","28480"
"In post","2023","40-49","Psychology","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Yorkshire and The Humber","SEO/HEO","30","30","44330","45630"
"In post","2023","40-49","Psychology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","East Midlands (England)","G6/G7","30","30","57420","55320"
"In post","2023","40-49","Science and Engineering","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","East Midlands (England)","SEO/HEO","65","60","39090","40790"
"In post","2023","40-49","Science and Engineering","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","East of England","AA/AO","10","10","[c]","[c]"
"In post","2023","40-49","Science and Engineering","East of England","EO","15","15","27130","26810"
"In post","2023","40-49","Science and Engineering","East of England","G6/G7","60","60","54750","54460"
"In post","2023","40-49","Science and Engineering","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","East of England","SEO/HEO","110","100","37270","37310"
"In post","2023","40-49","Science and Engineering","London","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","London","EO","10","10","29640","28820"
"In post","2023","40-49","Science and Engineering","London","G6/G7","130","130","61520","61000"
"In post","2023","40-49","Science and Engineering","London","SCS level","20","20","79380","80000"
"In post","2023","40-49","Science and Engineering","London","SEO/HEO","85","80","40610","41280"
"In post","2023","40-49","Science and Engineering","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","North East (England)","SEO/HEO","10","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","North West (England)","EO","10","10","[c]","[c]"
"In post","2023","40-49","Science and Engineering","North West (England)","G6/G7","10","10","56700","55250"
"In post","2023","40-49","Science and Engineering","North West (England)","SEO/HEO","30","30","38680","38010"
"In post","2023","40-49","Science and Engineering","North West (England)","Unknown","15","15","48720","51080"
"In post","2023","40-49","Science and Engineering","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Scotland","EO","5","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Scotland","G6/G7","10","10","67140","67400"
"In post","2023","40-49","Science and Engineering","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Scotland","SEO/HEO","40","40","42920","43400"
"In post","2023","40-49","Science and Engineering","Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","South East (England)","AA/AO","25","25","24090","25340"
"In post","2023","40-49","Science and Engineering","South East (England)","EO","35","30","28360","29080"
"In post","2023","40-49","Science and Engineering","South East (England)","G6/G7","220","210","56810","56180"
"In post","2023","40-49","Science and Engineering","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","South East (England)","SEO/HEO","145","140","38350","39890"
"In post","2023","40-49","Science and Engineering","South West (England)","AA/AO","20","20","21530","21580"
"In post","2023","40-49","Science and Engineering","South West (England)","EO","60","55","26220","25960"
"In post","2023","40-49","Science and Engineering","South West (England)","G6/G7","550","530","55420","53560"
"In post","2023","40-49","Science and Engineering","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","South West (England)","SEO/HEO","630","610","39600","39890"
"In post","2023","40-49","Science and Engineering","South West (England)","Unknown","80","80","55000","54620"
"In post","2023","40-49","Science and Engineering","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Wales","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Wales","EO","35","35","29870","30060"
"In post","2023","40-49","Science and Engineering","Wales","G6/G7","100","90","63170","61980"
"In post","2023","40-49","Science and Engineering","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Wales","SEO/HEO","50","45","43340","43220"
"In post","2023","40-49","Science and Engineering","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","West Midlands (England)","G6/G7","15","15","60130","56840"
"In post","2023","40-49","Science and Engineering","West Midlands (England)","SEO/HEO","40","35","41230","39590"
"In post","2023","40-49","Science and Engineering","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Yorkshire and The Humber","EO","15","10","27740","28200"
"In post","2023","40-49","Science and Engineering","Yorkshire and The Humber","G6/G7","15","15","55430","53820"
"In post","2023","40-49","Science and Engineering","Yorkshire and The Humber","SEO/HEO","40","40","38700","40170"
"In post","2023","40-49","Security","East Midlands (England)","AA/AO","15","15","35280","40880"
"In post","2023","40-49","Security","East Midlands (England)","EO","10","10","36800","36960"
"In post","2023","40-49","Security","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","East Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","40-49","Security","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","East of England","AA/AO","75","75","32610","29380"
"In post","2023","40-49","Security","East of England","EO","20","20","37950","40880"
"In post","2023","40-49","Security","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","East of England","SEO/HEO","30","30","42820","41500"
"In post","2023","40-49","Security","London","AA/AO","55","50","30740","26400"
"In post","2023","40-49","Security","London","EO","45","45","33600","31580"
"In post","2023","40-49","Security","London","G6/G7","95","90","63920","62780"
"In post","2023","40-49","Security","London","SCS level","35","35","94050","86590"
"In post","2023","40-49","Security","London","SEO/HEO","140","135","41390","41050"
"In post","2023","40-49","Security","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","40-49","Security","North East (England)","G6/G7","15","15","56620","57970"
"In post","2023","40-49","Security","North East (England)","SEO/HEO","25","25","36670","36320"
"In post","2023","40-49","Security","North West (England)","AA/AO","25","25","30040","22950"
"In post","2023","40-49","Security","North West (England)","EO","15","15","32660","28120"
"In post","2023","40-49","Security","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","40-49","Security","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","North West (England)","SEO/HEO","50","50","37960","38470"
"In post","2023","40-49","Security","Northern Ireland","AA/AO","90","90","22190","22130"
"In post","2023","40-49","Security","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2023","40-49","Security","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Overseas","EO","10","10","30080","28840"
"In post","2023","40-49","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Overseas","SEO/HEO","20","20","39760","38580"
"In post","2023","40-49","Security","Scotland","AA/AO","180","175","34790","40880"
"In post","2023","40-49","Security","Scotland","EO","20","20","41090","42670"
"In post","2023","40-49","Security","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Scotland","SEO/HEO","15","15","44460","45720"
"In post","2023","40-49","Security","South East (England)","AA/AO","255","255","34040","37010"
"In post","2023","40-49","Security","South East (England)","EO","60","60","36460","30290"
"In post","2023","40-49","Security","South East (England)","G6/G7","10","10","59040","57000"
"In post","2023","40-49","Security","South East (England)","SEO/HEO","65","65","41560","41000"
"In post","2023","40-49","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","South West (England)","AA/AO","165","165","29200","25400"
"In post","2023","40-49","Security","South West (England)","EO","35","35","30300","27710"
"In post","2023","40-49","Security","South West (England)","G6/G7","25","25","58280","55100"
"In post","2023","40-49","Security","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","South West (England)","SEO/HEO","60","55","37840","38720"
"In post","2023","40-49","Security","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Wales","AA/AO","35","35","24470","25650"
"In post","2023","40-49","Security","Wales","EO","15","15","27020","27350"
"In post","2023","40-49","Security","Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Security","Wales","SEO/HEO","25","25","37700","38020"
"In post","2023","40-49","Security","West Midlands (England)","AA/AO","35","35","27330","23330"
"In post","2023","40-49","Security","West Midlands (England)","EO","15","15","31650","27650"
"In post","2023","40-49","Security","West Midlands (England)","G6/G7","10","10","59420","57970"
"In post","2023","40-49","Security","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","West Midlands (England)","SEO/HEO","20","20","38780","36820"
"In post","2023","40-49","Security","Yorkshire and The Humber","AA/AO","70","70","33430","40880"
"In post","2023","40-49","Security","Yorkshire and The Humber","EO","25","25","33100","28120"
"In post","2023","40-49","Security","Yorkshire and The Humber","G6/G7","20","15","63360","63120"
"In post","2023","40-49","Security","Yorkshire and The Humber","SEO/HEO","45","45","36830","34320"
"In post","2023","40-49","Social Research","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","London","G6/G7","85","75","63840","63210"
"In post","2023","40-49","Social Research","London","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Social Research","London","SEO/HEO","25","25","42580","43540"
"In post","2023","40-49","Social Research","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Social Research","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Social Research","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","South East (England)","G6/G7","15","10","53730","52490"
"In post","2023","40-49","Social Research","South East (England)","SEO/HEO","30","30","38020","39300"
"In post","2023","40-49","Social Research","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Social Research","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Social Research","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","Wales","G6/G7","30","25","56000","52490"
"In post","2023","40-49","Social Research","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","Wales","SEO/HEO","45","40","38380","39300"
"In post","2023","40-49","Social Research","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2023","40-49","Social Research","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","Yorkshire and The Humber","SEO/HEO","10","10","41680","41020"
"In post","2023","40-49","Statistics","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Statistics","London","EO","10","5","[c]","[c]"
"In post","2023","40-49","Statistics","London","G6/G7","125","115","64540","64490"
"In post","2023","40-49","Statistics","London","SCS level","20","15","88290","81770"
"In post","2023","40-49","Statistics","London","SEO/HEO","75","70","43140","43650"
"In post","2023","40-49","Statistics","North East (England)","G6/G7","20","20","57730","54090"
"In post","2023","40-49","Statistics","North East (England)","SEO/HEO","15","15","39100","38470"
"In post","2023","40-49","Statistics","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","North West (England)","G6/G7","15","15","61060","60060"
"In post","2023","40-49","Statistics","North West (England)","SEO/HEO","15","15","39330","41780"
"In post","2023","40-49","Statistics","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","South East (England)","EO","5","5","[c]","[c]"
"In post","2023","40-49","Statistics","South East (England)","G6/G7","15","15","55510","53960"
"In post","2023","40-49","Statistics","South East (England)","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Statistics","South East (England)","SEO/HEO","15","15","36300","35290"
"In post","2023","40-49","Statistics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","South West (England)","G6/G7","20","15","60990","60330"
"In post","2023","40-49","Statistics","South West (England)","SEO/HEO","35","30","38870","41050"
"In post","2023","40-49","Statistics","Wales","EO","5","5","[c]","[c]"
"In post","2023","40-49","Statistics","Wales","G6/G7","45","45","57290","53960"
"In post","2023","40-49","Statistics","Wales","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Statistics","Wales","SEO/HEO","35","30","38920","39300"
"In post","2023","40-49","Statistics","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","40-49","Statistics","West Midlands (England)","SEO/HEO","10","10","39680","40470"
"In post","2023","40-49","Statistics","Yorkshire and The Humber","G6/G7","30","30","56670","53190"
"In post","2023","40-49","Statistics","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Statistics","Yorkshire and The Humber","SEO/HEO","25","20","37970","38470"
"In post","2023","40-49","Tax","East Midlands (England)","AA/AO","20","20","22520","22520"
"In post","2023","40-49","Tax","East Midlands (England)","EO","70","65","28130","28130"
"In post","2023","40-49","Tax","East Midlands (England)","G6/G7","80","80","60350","57970"
"In post","2023","40-49","Tax","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Tax","East Midlands (England)","SEO/HEO","140","135","37420","35000"
"In post","2023","40-49","Tax","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Tax","East of England","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Tax","East of England","SEO/HEO","15","15","37090","35070"
"In post","2023","40-49","Tax","London","AA/AO","10","5","[c]","[c]"
"In post","2023","40-49","Tax","London","EO","75","70","32610","32540"
"In post","2023","40-49","Tax","London","G6/G7","90","85","68940","65230"
"In post","2023","40-49","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Tax","London","SEO/HEO","225","220","41560","39790"
"In post","2023","40-49","Tax","North East (England)","AA/AO","85","75","22520","22520"
"In post","2023","40-49","Tax","North East (England)","EO","125","120","28130","28130"
"In post","2023","40-49","Tax","North East (England)","G6/G7","70","70","60700","57970"
"In post","2023","40-49","Tax","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Tax","North East (England)","SEO/HEO","195","190","36970","35000"
"In post","2023","40-49","Tax","North West (England)","AA/AO","80","70","22520","22520"
"In post","2023","40-49","Tax","North West (England)","EO","130","125","28100","28130"
"In post","2023","40-49","Tax","North West (England)","G6/G7","150","145","61260","57970"
"In post","2023","40-49","Tax","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Tax","North West (England)","SEO/HEO","310","305","37710","35000"
"In post","2023","40-49","Tax","Northern Ireland","AA/AO","15","15","22520","22520"
"In post","2023","40-49","Tax","Northern Ireland","EO","40","35","28010","27890"
"In post","2023","40-49","Tax","Northern Ireland","G6/G7","45","45","59290","57970"
"In post","2023","40-49","Tax","Northern Ireland","SEO/HEO","90","90","36750","35000"
"In post","2023","40-49","Tax","Scotland","AA/AO","75","70","22520","22520"
"In post","2023","40-49","Tax","Scotland","EO","75","70","28100","28130"
"In post","2023","40-49","Tax","Scotland","G6/G7","65","60","60940","57970"
"In post","2023","40-49","Tax","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Tax","Scotland","SEO/HEO","220","215","36930","35000"
"In post","2023","40-49","Tax","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Tax","South East (England)","EO","15","10","28880","28130"
"In post","2023","40-49","Tax","South East (England)","G6/G7","20","20","64830","66920"
"In post","2023","40-49","Tax","South East (England)","SEO/HEO","35","35","36890","35000"
"In post","2023","40-49","Tax","South West (England)","EO","10","10","28420","28130"
"In post","2023","40-49","Tax","South West (England)","G6/G7","35","35","61210","57970"
"In post","2023","40-49","Tax","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Tax","South West (England)","SEO/HEO","65","65","37940","35000"
"In post","2023","40-49","Tax","Wales","AA/AO","25","20","22520","22520"
"In post","2023","40-49","Tax","Wales","EO","105","100","28070","28130"
"In post","2023","40-49","Tax","Wales","G6/G7","65","65","60070","57970"
"In post","2023","40-49","Tax","Wales","SEO/HEO","160","155","37240","35000"
"In post","2023","40-49","Tax","West Midlands (England)","AA/AO","10","10","22520","22520"
"In post","2023","40-49","Tax","West Midlands (England)","EO","65","60","28300","28130"
"In post","2023","40-49","Tax","West Midlands (England)","G6/G7","40","40","61170","57970"
"In post","2023","40-49","Tax","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Tax","West Midlands (England)","SEO/HEO","160","150","37430","35000"
"In post","2023","40-49","Tax","Yorkshire and The Humber","AA/AO","25","20","22520","22520"
"In post","2023","40-49","Tax","Yorkshire and The Humber","EO","65","60","28210","28130"
"In post","2023","40-49","Tax","Yorkshire and The Humber","G6/G7","65","65","59900","57970"
"In post","2023","40-49","Tax","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Tax","Yorkshire and The Humber","SEO/HEO","135","130","37250","35000"
"In post","2023","40-49","Unknown","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","East Midlands (England)","EO","15","15","27790","27890"
"In post","2023","40-49","Unknown","East Midlands (England)","G6/G7","10","10","59750","56520"
"In post","2023","40-49","Unknown","East Midlands (England)","SEO/HEO","50","50","36600","35000"
"In post","2023","40-49","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","East of England","EO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","East of England","G6/G7","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","East of England","SCS level","[c]","[c]","[c]","[c]"
