"Status","Year","Ethnicity","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","London","Heterosexual / straight","70","[c]","37520","32520"
"Leaver CS","2023","Asian","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","London","Heterosexual / straight","45","[c]","42620","41640"
"Leaver CS","2023","Black","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Outside London","Heterosexual / straight","45","[c]","38260","36440"
"Leaver CS","2023","Black","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","London","Heterosexual / straight","30","[c]","41380","29750"
"Leaver CS","2023","Black","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","London","Heterosexual / straight","630","[c]","34040","31060"
"Leaver CS","2023","Black","No function","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","London","Undeclared","35","[c]","31470","31060"
"Leaver CS","2023","Black","No function","London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Outside London","Heterosexual / straight","460","[c]","29160","27570"
"Leaver CS","2023","Black","No function","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Outside London","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","London","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
