"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Legal","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Operational Delivery","AA/AO","65","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Operational Delivery","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Operational Delivery","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Tax","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Tax","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Revenue and Customs (excl. agencies)","Tax","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Treasury (excl. agencies)","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Treasury (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Treasury (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Treasury (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Treasury (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Treasury (excl. agencies)","Policy","G6/G7","10","[c]","58380","57340"
"Leaver Dept.","2023","40-49","HM Treasury (excl. agencies)","Policy","SCS level","10","[c]","80460","79160"
"Leaver Dept.","2023","40-49","HM Treasury (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","HM Treasury (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Health and Safety Executive","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Health and Safety Executive","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Health and Safety Executive","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Health and Safety Executive","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Health and Safety Executive","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Health and Safety Executive","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Operational Delivery","AA/AO","20","[c]","22720","22400"
"Leaver Dept.","2023","40-49","Home Office","Operational Delivery","EO","50","[c]","27130","26750"
"Leaver Dept.","2023","40-49","Home Office","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Operational Delivery","SEO/HEO","20","[c]","36620","36180"
"Leaver Dept.","2023","40-49","Home Office","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Policy","G6/G7","20","[c]","63270","59430"
"Leaver Dept.","2023","40-49","Home Office","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Policy","SEO/HEO","10","[c]","41960","43040"
"Leaver Dept.","2023","40-49","Home Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Project Delivery","SEO/HEO","15","[c]","38150","39190"
"Leaver Dept.","2023","40-49","Home Office","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Institute for Apprenticeships and Technical Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Institute for Apprenticeships and Technical Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Intellectual Property Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Intellectual Property Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Intellectual Property Office","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Intellectual Property Office","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Intellectual Property Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Intellectual Property Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Intellectual Property Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Intellectual Property Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Intellectual Property Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal Aid Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal Aid Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal Aid Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Maritime and Coastguard Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Maritime and Coastguard Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Maritime and Coastguard Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Maritime and Coastguard Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Met Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Met Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Met Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","15","[c]","22150","22220"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Security","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Defence (excl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Justice (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Justice (excl. agencies)","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Justice (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
