"Status","Year","Disability","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","G6","35","35","74330","74850"
"In post","2023","Undeclared","Office of Rail and Road","G7","125","120","60020","59690"
"In post","2023","Undeclared","Office of Rail and Road","HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","SEO","35","35","44050","44610"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","AA","35","30","23580","23340"
"In post","2023","Undeclared","Scottish Government","AO","55","50","25540","25060"
"In post","2023","Undeclared","Scottish Government","EO","75","75","31360","30990"
"In post","2023","Undeclared","Scottish Government","G6","30","25","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","G7","60","55","61030","65190"
"In post","2023","Undeclared","Scottish Government","HEO","80","80","36960","37940"
"In post","2023","Undeclared","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","SEO","70","65","46320","46640"
"In post","2023","Undeclared","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","AA","10","5","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","AO","40","25","21480","21200"
"In post","2023","Undeclared","UK Statistics Authority","EO","20","15","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","G7","20","20","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","HEO","30","25","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","SEO","25","25","[c]","[c]"
"In post","2023","Undeclared","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","AO","25","25","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","EO","25","20","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","G7","30","30","62030","63900"
"In post","2023","Undeclared","Welsh Government","HEO","40","35","38660","39690"
"In post","2023","Undeclared","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","SEO","50","50","48080","49370"
"In post","2023","Unknown","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Attorney General's Departments","AO","360","340","23250","22870"
"In post","2023","Unknown","Attorney General's Departments","EO","355","345","28090","28200"
"In post","2023","Unknown","Attorney General's Departments","G6","195","180","71440","69940"
"In post","2023","Unknown","Attorney General's Departments","G7","770","730","54970","54100"
"In post","2023","Unknown","Attorney General's Departments","HEO","135","135","33830","32660"
"In post","2023","Unknown","Attorney General's Departments","SCS level","40","40","98850","84310"
"In post","2023","Unknown","Attorney General's Departments","SEO","150","150","40270","39550"
"In post","2023","Unknown","Cabinet Office","AO","80","75","22280","21830"
"In post","2023","Unknown","Cabinet Office","EO","210","200","26620","26520"
"In post","2023","Unknown","Cabinet Office","G6","195","195","69680","66530"
"In post","2023","Unknown","Cabinet Office","G7","430","425","57120","56430"
"In post","2023","Unknown","Cabinet Office","HEO","1505","1495","31310","30130"
"In post","2023","Unknown","Cabinet Office","SCS level","140","135","106540","95000"
"In post","2023","Unknown","Cabinet Office","SEO","260","255","40560","40750"
"In post","2023","Unknown","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","G6","15","15","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Charity Commission","AO","15","15","[c]","[c]"
"In post","2023","Unknown","Charity Commission","EO","65","60","25870","25300"
"In post","2023","Unknown","Charity Commission","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Charity Commission","G7","20","20","[c]","[c]"
"In post","2023","Unknown","Charity Commission","HEO","65","60","30680","30170"
"In post","2023","Unknown","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","SEO","40","35","39540","38800"
"In post","2023","Unknown","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","G6","25","25","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","G7","15","15","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","AA","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","AO","355","325","22670","22180"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","EO","440","425","26910","25310"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","G6","115","115","68760","66840"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","G7","445","435","56390","55120"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","HEO","640","615","34450","34410"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","40","35","94630","85310"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","SEO","545","535","42620","41360"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","EO","35","30","27620","27230"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","G6","30","30","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","G7","65","60","54950","54050"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","HEO","90","90","37300","35620"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Education","AO","30","30","[c]","[c]"
"In post","2023","Unknown","Department for Education","EO","325","320","27050","25900"
"In post","2023","Unknown","Department for Education","G6","120","120","66460","65780"
"In post","2023","Unknown","Department for Education","G7","435","425","53510","51640"
"In post","2023","Unknown","Department for Education","HEO","525","510","31850","30330"
"In post","2023","Unknown","Department for Education","SCS level","30","30","[c]","[c]"
"In post","2023","Unknown","Department for Education","SEO","555","545","39760","37590"
"In post","2023","Unknown","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","AO","460","425","22300","22150"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","EO","280","260","26370","25920"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","G6","95","90","63030","64110"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","G7","260","250","52150","50520"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","HEO","290","275","31710","30820"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","SEO","315","305","38650","37710"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Unknown","30","30","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","EO","115","110","28630","29280"
"In post","2023","Unknown","Department for International Trade","G6","130","130","68060","66620"
"In post","2023","Unknown","Department for International Trade","G7","420","415","56160","55370"
"In post","2023","Unknown","Department for International Trade","HEO","265","265","35030","35010"
"In post","2023","Unknown","Department for International Trade","SCS level","75","70","90590","81090"
"In post","2023","Unknown","Department for International Trade","SEO","395","390","41900","41550"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","AO","35","30","22230","21960"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","EO","45","45","27900","28710"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","G6","65","60","66130","64970"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","G7","135","130","53590","54630"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","HEO","105","105","33180","33880"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","SEO","70","70","40570","40800"
"In post","2023","Unknown","Department for Transport","AA","205","180","19450","19000"
"In post","2023","Unknown","Department for Transport","AO","840","785","24340","22500"
"In post","2023","Unknown","Department for Transport","EO","830","800","28080","27190"
"In post","2023","Unknown","Department for Transport","G6","95","90","69300","67420"
"In post","2023","Unknown","Department for Transport","G7","245","240","57720","55740"
"In post","2023","Unknown","Department for Transport","HEO","335","330","33970","32950"
"In post","2023","Unknown","Department for Transport","SCS level","40","35","85990","79850"
"In post","2023","Unknown","Department for Transport","SEO","245","240","43190","43750"
"In post","2023","Unknown","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","AO","785","735","22010","21690"
"In post","2023","Unknown","Department for Work and Pensions","EO","1340","1275","28980","28120"
"In post","2023","Unknown","Department for Work and Pensions","G6","60","60","72910","72550"
"In post","2023","Unknown","Department for Work and Pensions","G7","160","155","56180","55250"
"In post","2023","Unknown","Department for Work and Pensions","HEO","265","260","35160","34170"
"In post","2023","Unknown","Department for Work and Pensions","SCS level","30","30","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","SEO","205","205","42780","41500"
"In post","2023","Unknown","Department of Health and Social Care","AA","30","25","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care","AO","160","145","22520","22480"
"In post","2023","Unknown","Department of Health and Social Care","EO","555","545","27520","28200"
"In post","2023","Unknown","Department of Health and Social Care","G6","470","445","69290","67890"
"In post","2023","Unknown","Department of Health and Social Care","G7","1095","1055","54230","54690"
"In post","2023","Unknown","Department of Health and Social Care","HEO","720","705","33380","34190"
"In post","2023","Unknown","Department of Health and Social Care","SCS level","250","230","95670","91240"
"In post","2023","Unknown","Department of Health and Social Care","SEO","895","875","41100","41890"
"In post","2023","Unknown","Estyn","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","EO","40","40","26810","26910"
"In post","2023","Unknown","Food Standards Agency","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","G7","15","15","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","HEO","55","55","31950","31260"
"In post","2023","Unknown","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","SEO","55","50","39210","38100"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","AO","190","190","26140","25700"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","EO","285","275","29850","29400"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","G6","535","520","67980","67530"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","G7","1105","1080","55930","55410"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","HEO","720","715","36840","36620"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","SCS level","180","180","85160","79210"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","SEO","415","405","43570","43000"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Unknown","30","30","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","AA","15","15","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","AO","805","760","23490","23390"
"In post","2023","Unknown","HM Land Registry","EO","620","600","28540","28080"
"In post","2023","Unknown","HM Land Registry","G6","15","15","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","G7","60","60","57780","56810"
"In post","2023","Unknown","HM Land Registry","HEO","135","130","37190","34850"
"In post","2023","Unknown","HM Land Registry","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","SEO","105","100","43080","41680"
"In post","2023","Unknown","HM Revenue and Customs","AA","205","150","22610","22520"
"In post","2023","Unknown","HM Revenue and Customs","AO","7145","6390","22720","22520"
"In post","2023","Unknown","HM Revenue and Customs","EO","4620","4375","28710","28130"
"In post","2023","Unknown","HM Revenue and Customs","G6","315","305","73320","71300"
"In post","2023","Unknown","HM Revenue and Customs","G7","1120","1080","59270","57970"
"In post","2023","Unknown","HM Revenue and Customs","HEO","3960","3825","35760","35000"
"In post","2023","Unknown","HM Revenue and Customs","SCS level","65","65","93160","84160"
"In post","2023","Unknown","HM Revenue and Customs","SEO","1675","1625","43420","42510"
"In post","2023","Unknown","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","HM Treasury","EO","40","40","28370","27820"
"In post","2023","Unknown","HM Treasury","G6","40","40","79110","70020"
"In post","2023","Unknown","HM Treasury","G7","100","95","59370","54700"
"In post","2023","Unknown","HM Treasury","HEO","85","80","35340","33630"
"In post","2023","Unknown","HM Treasury","SCS level","15","10","[c]","[c]"
"In post","2023","Unknown","HM Treasury","SEO","40","40","46210","43620"
"In post","2023","Unknown","Home Office","AA","145","140","21340","19500"
"In post","2023","Unknown","Home Office","AO","4110","3915","23050","22400"
"In post","2023","Unknown","Home Office","EO","6150","5940","27220","25880"
"In post","2023","Unknown","Home Office","G6","200","195","70900","70840"
"In post","2023","Unknown","Home Office","G7","730","725","58690","59290"
"In post","2023","Unknown","Home Office","HEO","1315","1300","34400","36000"
"In post","2023","Unknown","Home Office","SCS level","60","60","99210","91450"
"In post","2023","Unknown","Home Office","SEO","890","880","42110","43000"
"In post","2023","Unknown","Home Office","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence","AA","1355","1305","22060","21380"
"In post","2023","Unknown","Ministry of Defence","AO","2975","2870","26590","22330"
"In post","2023","Unknown","Ministry of Defence","EO","1845","1800","28970","27470"
"In post","2023","Unknown","Ministry of Defence","G6","365","340","74680","70710"
"In post","2023","Unknown","Ministry of Defence","G7","1100","1060","55710","55110"
"In post","2023","Unknown","Ministry of Defence","HEO","2475","2415","35670","33990"
"In post","2023","Unknown","Ministry of Defence","SCS level","105","100","94950","90870"
"In post","2023","Unknown","Ministry of Defence","SEO","1660","1615","43090","41800"
"In post","2023","Unknown","Ministry of Defence","Unknown","2050","2040","41620","39560"
"In post","2023","Unknown","Ministry of Justice","AA","1175","1115","23070","23230"
"In post","2023","Unknown","Ministry of Justice","AO","4580","4450","28350","28880"
"In post","2023","Unknown","Ministry of Justice","EO","840","825","30040","29660"
"In post","2023","Unknown","Ministry of Justice","G6","75","70","70220","68470"
"In post","2023","Unknown","Ministry of Justice","G7","330","325","57400","55720"
"In post","2023","Unknown","Ministry of Justice","HEO","785","750","33940","34530"
"In post","2023","Unknown","Ministry of Justice","SCS level","30","30","[c]","[c]"
"In post","2023","Unknown","Ministry of Justice","SEO","585","570","42750","43650"
"In post","2023","Unknown","Ministry of Justice","Unknown","3205","2910","27480","26840"
"In post","2023","Unknown","National Crime Agency","AO","155","145","25620","26370"
"In post","2023","Unknown","National Crime Agency","EO","1815","1765","35940","36040"
"In post","2023","Unknown","National Crime Agency","G6","60","60","75040","73770"
"In post","2023","Unknown","National Crime Agency","G7","185","180","63020","62890"
"In post","2023","Unknown","National Crime Agency","HEO","1055","1035","43240","42240"
"In post","2023","Unknown","National Crime Agency","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","SEO","465","455","49580","49180"
"In post","2023","Unknown","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","AO","25","20","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","HEO","30","25","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SEO","55","50","50110","52750"
"In post","2023","Unknown","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","G6","20","20","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","G7","35","35","51520","48530"
"In post","2023","Unknown","Office of Gas and Electricity Markets","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","G7","10","5","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","AA","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","AA","1670","1530","23130","22180"
"In post","2023","Unknown","Scottish Government","AO","2250","2130","26790","26410"
"In post","2023","Unknown","Scottish Government","EO","3820","3625","33330","31970"
"In post","2023","Unknown","Scottish Government","G6","445","435","77150","79110"
"In post","2023","Unknown","Scottish Government","G7","885","850","59940","58850"
"In post","2023","Unknown","Scottish Government","HEO","1795","1710","37700","38170"
"In post","2023","Unknown","Scottish Government","SCS level","85","80","92510","85200"
"In post","2023","Unknown","Scottish Government","SEO","1395","1320","47150","48410"
"In post","2023","Unknown","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","AO","45","40","23380","23460"
"In post","2023","Unknown","The National Archives","EO","30","30","25980","25210"
"In post","2023","Unknown","The National Archives","G6","5","5","[c]","[c]"
"In post","2023","Unknown","The National Archives","G7","25","25","[c]","[c]"
"In post","2023","Unknown","The National Archives","HEO","50","45","31970","31030"
"In post","2023","Unknown","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","SEO","40","40","42540","41080"
"In post","2023","Unknown","UK Statistics Authority","AA","145","85","21160","20150"
"In post","2023","Unknown","UK Statistics Authority","AO","475","365","21680","21200"
"In post","2023","Unknown","UK Statistics Authority","EO","265","245","25170","24840"
"In post","2023","Unknown","UK Statistics Authority","G6","65","60","63990","63550"
"In post","2023","Unknown","UK Statistics Authority","G7","320","315","53140","51460"
"In post","2023","Unknown","UK Statistics Authority","HEO","475","465","31690","31060"
"In post","2023","Unknown","UK Statistics Authority","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","SEO","485","475","38970","38730"
"In post","2023","Unknown","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","AO","105","95","24390","25620"
"In post","2023","Unknown","Welsh Government","EO","75","75","29340","30610"
"In post","2023","Unknown","Welsh Government","G6","15","15","[c]","[c]"
"In post","2023","Unknown","Welsh Government","G7","70","65","61370","63900"
"In post","2023","Unknown","Welsh Government","HEO","105","105","36880","36590"
"In post","2023","Unknown","Welsh Government","SCS level","15","15","[c]","[c]"
"In post","2023","Unknown","Welsh Government","SEO","60","55","46460","47670"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","G7","35","[c]","55310","56340"
"Leaver CS","2023","Declared disabled","Cabinet Office","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
