"Status","Year","Parent_department","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Corporate Finance","Westminster","London","10","10","47560","40360"
"In post","2023","Attorney General's Departments","Counter Fraud","Westminster","London","235","230","47500","41400"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Flintshire and Wrexham","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Swansea","Outside London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Tyneside","Outside London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Wakefield","Outside London","15","15","41320","38940"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Westminster","London","100","100","49900","46030"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","York","Outside London","20","20","36650","33100"
"In post","2023","Attorney General's Departments","Finance","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Birmingham","Outside London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Hertfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Manchester","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Nottingham","Outside London","25","25","26590","26900"
"In post","2023","Attorney General's Departments","Finance","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Wakefield","Outside London","15","15","29890","27400"
"In post","2023","Attorney General's Departments","Finance","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Westminster","London","95","90","39800","31640"
"In post","2023","Attorney General's Departments","Finance","York","Outside London","15","15","35630","31180"
"In post","2023","Attorney General's Departments","Human Resources","Birmingham","Outside London","10","10","37780","32370"
"In post","2023","Attorney General's Departments","Human Resources","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Leeds","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Liverpool","Outside London","40","40","35850","31180"
"In post","2023","Attorney General's Departments","Human Resources","Manchester","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Westminster","London","140","135","43220","37850"
"In post","2023","Attorney General's Departments","Human Resources","York","Outside London","20","20","42420","38940"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Westminster","London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Westminster","London","50","45","45110","39700"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","York","Outside London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","30","25","58010","55470"
"In post","2023","Attorney General's Departments","Legal","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Berkshire","Outside London","65","60","55320","55170"
"In post","2023","Attorney General's Departments","Legal","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Birmingham","Outside London","265","250","53750","53750"
"In post","2023","Attorney General's Departments","Legal","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Brighton and Hove","Outside London","50","45","58710","58820"
"In post","2023","Attorney General's Departments","Legal","Bristol, City of","Outside London","130","120","55940","53900"
"In post","2023","Attorney General's Departments","Legal","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Calderdale and Kirklees","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cambridgeshire CC","Outside London","15","15","47450","49050"
"In post","2023","Attorney General's Departments","Legal","Cardiff and Vale of Glamorgan","Outside London","115","105","53890","54800"
"In post","2023","Attorney General's Departments","Legal","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cheshire East","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","Outside London","15","10","51250","54800"
"In post","2023","Attorney General's Departments","Legal","Croydon","London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Devon CC","Outside London","55","50","53160","55870"
"In post","2023","Attorney General's Departments","Legal","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","East Cumbria","Outside London","15","15","54830","54520"
"In post","2023","Attorney General's Departments","Legal","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","East Kent","Outside London","55","55","55800","55170"
"In post","2023","Attorney General's Departments","Legal","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Flintshire and Wrexham","Outside London","50","50","49940","50160"
"In post","2023","Attorney General's Departments","Legal","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Heart of Essex","Outside London","105","95","56400","55170"
"In post","2023","Attorney General's Departments","Legal","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Hertfordshire CC","Outside London","100","95","59400","61920"
"In post","2023","Attorney General's Departments","Legal","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Kingston upon Hull, City of","Outside London","35","30","55590","56450"
"In post","2023","Attorney General's Departments","Legal","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Leeds","Outside London","345","325","53890","52060"
"In post","2023","Attorney General's Departments","Legal","Leicester","Outside London","70","65","52380","52060"
"In post","2023","Attorney General's Departments","Legal","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Lincolnshire CC","Outside London","15","15","56150","56450"
"In post","2023","Attorney General's Departments","Legal","Liverpool","Outside London","155","150","52150","51270"
"In post","2023","Attorney General's Departments","Legal","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Manchester","Outside London","190","175","54060","53750"
"In post","2023","Attorney General's Departments","Legal","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Mid Lancashire","Outside London","105","100","52620","53750"
"In post","2023","Attorney General's Departments","Legal","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Norwich and East Norfolk","Outside London","30","25","52230","51670"
"In post","2023","Attorney General's Departments","Legal","Nottingham","Outside London","120","110","53350","51270"
"In post","2023","Attorney General's Departments","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Portsmouth","Outside London","60","55","56800","58820"
"In post","2023","Attorney General's Departments","Legal","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Sheffield","Outside London","55","50","50360","51270"
"In post","2023","Attorney General's Departments","Legal","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","South Hampshire","Outside London","80","75","58860","55770"
"In post","2023","Attorney General's Departments","Legal","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","South Teesside","Outside London","50","45","53200","55450"
"In post","2023","Attorney General's Departments","Legal","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Stoke-on-Trent","Outside London","35","35","55190","53750"
"In post","2023","Attorney General's Departments","Legal","Suffolk CC","Outside London","20","15","53450","56450"
"In post","2023","Attorney General's Departments","Legal","Swansea","Outside London","40","40","51180","50640"
"In post","2023","Attorney General's Departments","Legal","Swindon","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Tyneside","Outside London","115","105","53300","53750"
"In post","2023","Attorney General's Departments","Legal","Wakefield","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Warrington","Outside London","10","10","70230","61530"
"In post","2023","Attorney General's Departments","Legal","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Northamptonshire","Outside London","10","10","48050","49050"
"In post","2023","Attorney General's Departments","Legal","West Surrey","Outside London","45","40","57290","56990"
"In post","2023","Attorney General's Departments","Legal","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Westminster","London","2780","2595","60710","62290"
"In post","2023","Attorney General's Departments","Legal","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Worcestershire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","York","Outside London","35","35","66760","66970"
"In post","2023","Attorney General's Departments","Operational Delivery","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Berkshire","Outside London","60","55","28360","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","Bexley and Greenwich","London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Birmingham","Outside London","240","225","27250","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Brighton and Hove","Outside London","65","65","27610","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","Bristol, City of","Outside London","85","85","26580","24920"
"In post","2023","Attorney General's Departments","Operational Delivery","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Cardiff and Vale of Glamorgan","Outside London","100","95","27530","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Cornwall and Isles of Scilly","Outside London","15","10","25540","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Croydon","London","40","40","35070","31640"
"In post","2023","Attorney General's Departments","Operational Delivery","Devon CC","Outside London","40","40","27710","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","East Cumbria","Outside London","10","10","24570","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","East Kent","Outside London","65","60","27910","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Flintshire and Wrexham","Outside London","35","30","26170","24430"
"In post","2023","Attorney General's Departments","Operational Delivery","Haringey and Islington","London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Heart of Essex","Outside London","95","85","28980","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","Hertfordshire CC","Outside London","80","70","27760","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","Hounslow and Richmond upon Thames","London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Kingston upon Hull, City of","Outside London","40","35","25710","24430"
"In post","2023","Attorney General's Departments","Operational Delivery","Leeds","Outside London","190","175","27600","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Leicester","Outside London","75","70","24990","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","Lewisham and Southwark","London","10","10","26210","25600"
"In post","2023","Attorney General's Departments","Operational Delivery","Lincolnshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Liverpool","Outside London","195","180","26700","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Manchester","Outside London","180","170","28190","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Mid Kent","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Mid Lancashire","Outside London","80","75","26390","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
