"Status","Year","Organisation","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Food Standards Agency","London","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","Lambeth","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","London","Redbridge and Waltham Forest","10","10","38560","33820"
"In post","2023","Food Standards Agency","London","Tower Hamlets","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","Wandsworth","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","Westminster","105","105","48580","41780"
"In post","2023","Food Standards Agency","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","North East (England)","Durham","10","10","31770","28090"
"In post","2023","Food Standards Agency","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","North East (England)","Northumberland","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","North East (England)","South Teesside","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","North East (England)","Tyneside","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","East Cumbria","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","East Lancashire","10","10","30920","28090"
"In post","2023","Food Standards Agency","North West (England)","East Merseyside","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Greater Manchester North East","10","10","31250","31110"
"In post","2023","Food Standards Agency","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Greater Manchester South East","10","10","32000","28090"
"In post","2023","Food Standards Agency","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Liverpool","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Mid Lancashire","20","20","33390","28090"
"In post","2023","Food Standards Agency","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Northern Ireland","Antrim and Newtownabbey","15","15","41860","38670"
"In post","2023","Food Standards Agency","Northern Ireland","Ards and North Down","10","10","47020","39090"
"In post","2023","Food Standards Agency","Northern Ireland","Armagh City, Banbridge and Craigavon","10","10","39470","38670"
"In post","2023","Food Standards Agency","Northern Ireland","Belfast","30","30","36420","37910"
"In post","2023","Food Standards Agency","Northern Ireland","Causeway Coast and Glens","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Northern Ireland","Lisburn and Castlereagh","10","10","36930","37910"
"In post","2023","Food Standards Agency","Northern Ireland","Mid Ulster","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Northern Ireland","Mid and East Antrim","10","10","38930","37910"
"In post","2023","Food Standards Agency","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","Berkshire","10","10","44380","41780"
"In post","2023","Food Standards Agency","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","Buckinghamshire","15","15","45160","41160"
"In post","2023","Food Standards Agency","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","East Surrey","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","East Sussex CC","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","Medway","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","Mid Kent","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","North Hampshire","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","Oxfordshire CC","10","10","48330","43680"
"In post","2023","Food Standards Agency","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","West Kent","15","15","44020","41160"
"In post","2023","Food Standards Agency","South East (England)","West Surrey","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","31610","28090"
"In post","2023","Food Standards Agency","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South West (England)","Bristol, City of","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","South West (England)","Cornwall and Isles of Scilly","20","20","33290","28090"
"In post","2023","Food Standards Agency","South West (England)","Devon CC","25","25","38920","34910"
"In post","2023","Food Standards Agency","South West (England)","Dorset","10","10","34890","31260"
"In post","2023","Food Standards Agency","South West (England)","Gloucestershire CC","15","15","39260","34970"
"In post","2023","Food Standards Agency","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South West (England)","Somerset CC","15","15","34560","28090"
"In post","2023","Food Standards Agency","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","South West (England)","Wiltshire","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Wales","Bridgend and Neath Port Talbot","10","10","36200","31730"
"In post","2023","Food Standards Agency","Wales","Cardiff and Vale of Glamorgan","50","50","44340","38100"
"In post","2023","Food Standards Agency","Wales","Central Valleys","25","25","32370","31260"
"In post","2023","Food Standards Agency","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Wales","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Wales","Gwent Valleys","10","10","38690","38380"
"In post","2023","Food Standards Agency","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Wales","Powys","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Wales","South West Wales","30","25","34780","31260"
"In post","2023","Food Standards Agency","Wales","Swansea","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Birmingham","20","20","35720","31500"
"In post","2023","Food Standards Agency","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Dudley","10","10","33590","31260"
"In post","2023","Food Standards Agency","West Midlands (England)","Herefordshire, County of","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Shropshire","20","20","32100","30010"
"In post","2023","Food Standards Agency","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Staffordshire CC","20","20","34610","29860"
"In post","2023","Food Standards Agency","West Midlands (England)","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Telford and Wrekin","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Warwickshire CC","15","15","34790","31260"
"In post","2023","Food Standards Agency","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Worcestershire CC","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Calderdale and Kirklees","15","15","34350","31260"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","East Riding of Yorkshire","35","35","40540","37720"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Leeds","25","25","41090","38100"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","North Yorkshire CC","55","50","36170","31730"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","North and North East Lincolnshire","10","10","33960","28090"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Sheffield","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Wakefield","10","10","35030","34730"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","York","130","125","39370","38100"
"In post","2023","Food Standards Scotland","Scotland","Aberdeen City and Aberdeenshire","195","190","40210","36330"
"In post","2023","Food Standards Scotland","Scotland","Angus and Dundee City","10","10","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","East Ayrshire and North Ayrshire mainland","5","5","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","10","10","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","North Lanarkshire","10","5","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","Perth and Kinross, and Stirling","30","25","33910","31940"
"In post","2023","Food Standards Scotland","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","South Ayrshire","5","5","[c]","[c]"
"In post","2023","Food Standards Scotland","Scotland","South Lanarkshire","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","Westminster","4390","4295","51930","51960"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","2105","2100","53290","54000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","South Lanarkshire","845","810","42760","39660"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Milton Keynes","260","255","33580","28090"
"In post","2023","Forestry and Land Scotland","Scotland","Aberdeen City and Aberdeenshire","75","75","32640","31180"
"In post","2023","Forestry and Land Scotland","Scotland","Caithness and Sutherland, and Ross and Cromarty","55","50","31430","29560"
"In post","2023","Forestry and Land Scotland","Scotland","City of Edinburgh","250","240","38780","38210"
"In post","2023","Forestry and Land Scotland","Scotland","Dumfries and Galloway","135","130","32080","29560"
"In post","2023","Forestry and Land Scotland","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","10","28780","28140"
"In post","2023","Forestry and Land Scotland","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","195","190","34570","32220"
"In post","2023","Forestry and Land Scotland","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","135","130","31950","31180"
"In post","2023","Forestry and Land Scotland","Scotland","Perth and Kinross, and Stirling","140","135","33010","31180"
"In post","2023","Forestry and Land Scotland","Scotland","Scottish Borders","25","25","34920","31180"
"In post","2023","Forestry and Land Scotland","Scotland","South Ayrshire","10","10","32910","29560"
"In post","2023","Forestry and Land Scotland","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Forestry and Land Scotland","Scotland","West Lothian","65","65","34660","31180"
"In post","2023","Government Actuary's Department","London","Camden and City of London","200","190","68340","62610"
"In post","2023","Government Actuary's Department","Scotland","City of Edinburgh","15","10","70680","70000"
"In post","2023","Government Commercial Organisation","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","East Midlands (England)","Nottingham","10","10","77540","74130"
"In post","2023","Government Commercial Organisation","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","East of England","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","East of England","Norwich and East Norfolk","20","20","68790","65890"
"In post","2023","Government Commercial Organisation","East of England","Peterborough","10","10","[c]","[c]"
"In post","2023","Government Commercial Organisation","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","London","Croydon","25","25","72910","70680"
"In post","2023","Government Commercial Organisation","London","Hackney and Newham","10","10","[c]","[c]"
"In post","2023","Government Commercial Organisation","London","Tower Hamlets","15","15","75550","68370"
"In post","2023","Government Commercial Organisation","London","Westminster","600","590","79140","67970"
"In post","2023","Government Commercial Organisation","North East (England)","Darlington","10","10","62820","65500"
"In post","2023","Government Commercial Organisation","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","North East (England)","Tyneside","20","20","66160","65500"
"In post","2023","Government Commercial Organisation","North West (England)","Blackpool","35","35","60430","65710"
"In post","2023","Government Commercial Organisation","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","North West (England)","Greater Manchester South West","35","35","68310","65500"
"In post","2023","Government Commercial Organisation","North West (England)","Liverpool","55","55","70390","66270"
"In post","2023","Government Commercial Organisation","North West (England)","Manchester","85","85","67850","66270"
"In post","2023","Government Commercial Organisation","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Scotland","Glasgow City","30","30","73230","70930"
"In post","2023","Government Commercial Organisation","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Scotland","South Lanarkshire","25","25","67100","65500"
"In post","2023","Government Commercial Organisation","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","South East (England)","Buckinghamshire","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","South East (England)","Central Hampshire","40","40","73690","70280"
"In post","2023","Government Commercial Organisation","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","South East (England)","Portsmouth","10","10","[c]","[c]"
"In post","2023","Government Commercial Organisation","South East (England)","South Hampshire","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","35","35","83470","70900"
"In post","2023","Government Commercial Organisation","South West (England)","Bristol, City of","20","20","79350","69250"
"In post","2023","Government Commercial Organisation","South West (England)","Devon CC","10","10","[c]","[c]"
"In post","2023","Government Commercial Organisation","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","South West (England)","Wiltshire","50","50","74410","66270"
"In post","2023","Government Commercial Organisation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Wales","Monmouthshire and Newport","15","15","59980","60750"
"In post","2023","Government Commercial Organisation","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","West Midlands (England)","Birmingham","45","45","78960","69170"
"In post","2023","Government Commercial Organisation","West Midlands (England)","Coventry","10","10","81730","72960"
"In post","2023","Government Commercial Organisation","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","West Midlands (England)","Solihull","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","West Midlands (England)","Telford and Wrekin","15","15","73380","66270"
"In post","2023","Government Commercial Organisation","West Midlands (England)","Wolverhampton","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Yorkshire and The Humber","Leeds","95","95","66660","65500"
"In post","2023","Government Commercial Organisation","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Yorkshire and The Humber","Sheffield","50","45","66160","65500"
"In post","2023","Government Commercial Organisation","Yorkshire and The Humber","York","20","20","68560","65890"
"In post","2023","Government Internal Audit Agency","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","London","Westminster","170","165","51710","51420"
"In post","2023","Government Internal Audit Agency","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","North East (England)","Tyneside","20","20","49730","48780"
"In post","2023","Government Internal Audit Agency","North West (England)","Blackpool","20","20","47870","43210"
"In post","2023","Government Internal Audit Agency","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","North West (England)","Liverpool","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","North West (England)","Sefton","20","20","46900","42700"
"In post","2023","Government Internal Audit Agency","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","South East (England)","Berkshire","10","10","43710","38740"
"In post","2023","Government Internal Audit Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","South West (England)","Bristol, City of","15","15","49210","51350"
"In post","2023","Government Internal Audit Agency","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","South West (England)","Swindon","15","15","52430","49350"
"In post","2023","Government Internal Audit Agency","Unknown","Unknown","25","20","48950","45180"
"In post","2023","Government Internal Audit Agency","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Wales","Swansea","20","20","52110","51350"
"In post","2023","Government Internal Audit Agency","West Midlands (England)","Birmingham","25","20","44990","43930"
"In post","2023","Government Internal Audit Agency","West Midlands (England)","Coventry","10","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Yorkshire and The Humber","Leeds","35","35","46550","42700"
"In post","2023","Government Internal Audit Agency","Yorkshire and The Humber","Sheffield","20","20","49940","48780"
"In post","2023","Government Internal Audit Agency","Yorkshire and The Humber","York","10","5","[c]","[c]"
"In post","2023","Government Legal Department","London","Croydon","45","40","40720","36050"
"In post","2023","Government Legal Department","London","Westminster","2385","2230","56180","53390"
"In post","2023","Government Legal Department","North West (England)","Manchester","10","10","[c]","[c]"
"In post","2023","Government Legal Department","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","25","25","58230","55470"
"In post","2023","Government Legal Department","South West (England)","Bristol, City of","50","45","55860","52450"
"In post","2023","Government Legal Department","Yorkshire and The Humber","Leeds","160","150","52750","52020"
"In post","2023","Government Property Agency","East Midlands (England)","Nottingham","35","35","49200","52120"
"In post","2023","Government Property Agency","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","London","Westminster","115","115","53390","55790"
"In post","2023","Government Property Agency","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","North West (England)","Manchester","45","45","48840","50690"
"In post","2023","Government Property Agency","South West (England)","Bristol, City of","20","20","52850","51020"
"In post","2023","Government Property Agency","South West (England)","Swindon","10","10","[c]","[c]"
"In post","2023","Government Property Agency","Wales","Monmouthshire and Newport","10","10","40930","35650"
"In post","2023","Government Property Agency","West Midlands (England)","Birmingham","85","85","47430","39830"
"In post","2023","Government Property Agency","Yorkshire and The Humber","Leeds","65","65","51490","51020"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Derby","120","105","25880","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","East Derbyshire","15","15","25630","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Leicester","425","390","25380","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Leicestershire CC and Rutland","255","210","23480","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Lincolnshire CC","110","100","26530","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","North Nottinghamshire","25","20","26600","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Nottingham","235","215","27020","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","West Northamptonshire","350","315","25060","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Bedford","45","40","29780","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Cambridgeshire CC","55","50","29170","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Essex Haven Gateway","15","15","34400","32050"
"In post","2023","HM Courts and Tribunals Service","East of England","Essex Thames Gateway","60","50","25930","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Heart of Essex","130","115","25950","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Hertfordshire CC","170","155","28130","25480"
"In post","2023","HM Courts and Tribunals Service","East of England","Luton","105","95","24630","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","North and West Norfolk","20","15","25430","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Norwich and East Norfolk","130","110","26330","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Peterborough","80","70","28010","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Southend-on-Sea","45","40","25320","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Suffolk CC","160","140","25870","21780"
"In post","2023","HM Courts and Tribunals Service","London","Barking & Dagenham and Havering","50","45","27390","25480"
"In post","2023","HM Courts and Tribunals Service","London","Barnet","30","30","28890","25480"
"In post","2023","HM Courts and Tribunals Service","London","Bexley and Greenwich","55","50","30540","29660"
"In post","2023","HM Courts and Tribunals Service","London","Brent","115","100","29380","25480"
"In post","2023","HM Courts and Tribunals Service","London","Bromley","135","115","29740","25480"
"In post","2023","HM Courts and Tribunals Service","London","Camden and City of London","775","735","29440","25480"
"In post","2023","HM Courts and Tribunals Service","London","Croydon","175","160","30120","25480"
"In post","2023","HM Courts and Tribunals Service","London","Ealing","[c]","[c]","[c]","[c]"
