"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","SEO/HEO","HEO","10","10","33740","33660"
"In post","2023","Digital, Data & Technology","Food Standards Agency","SEO/HEO","SEO","25","25","40440","40750"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","AO","15","15","25580","25700"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","EO","75","70","31260","29900"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","G6","40","40","68180","66720"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","G7","80","80","56680","55850"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","SCS level","10","10","91950","91520"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","110","110","38130","37950"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","125","125","46130","45230"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","Unknown","15","15","23450","23800"
"In post","2023","Digital, Data & Technology","HM Land Registry","AA/AO","AA","20","20","21820","22040"
"In post","2023","Digital, Data & Technology","HM Land Registry","AA/AO","AO","25","20","23530","23390"
"In post","2023","Digital, Data & Technology","HM Land Registry","EO","EO","180","170","30910","32690"
"In post","2023","Digital, Data & Technology","HM Land Registry","G6/G7","G6","15","15","69190","65700"
"In post","2023","Digital, Data & Technology","HM Land Registry","G6/G7","G7","40","40","56690","56480"
"In post","2023","Digital, Data & Technology","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","SEO/HEO","HEO","210","195","38840","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","SEO/HEO","SEO","205","200","45550","44130"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","AA/AO","AO","35","30","23030","22520"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","EO","EO","535","510","28660","28130"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","G6/G7","G6","210","205","71780","71300"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","G6/G7","G7","725","715","57950","57970"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SCS level","SCS level","65","60","97670","86460"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","HEO","1215","1175","35570","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","SEO","1190","1160","43020","42510"
"In post","2023","Digital, Data & Technology","HM Treasury","EO","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","G6/G7","G7","20","20","62180","60590"
"In post","2023","Digital, Data & Technology","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","SEO/HEO","HEO","15","15","35470","35000"
"In post","2023","Digital, Data & Technology","HM Treasury","SEO/HEO","SEO","10","10","49050","43270"
"In post","2023","Digital, Data & Technology","Home Office","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","EO","EO","195","190","28430","29750"
"In post","2023","Digital, Data & Technology","Home Office","G6/G7","G6","135","135","74710","75540"
"In post","2023","Digital, Data & Technology","Home Office","G6/G7","G7","435","430","60690","59510"
"In post","2023","Digital, Data & Technology","Home Office","SCS level","SCS level","15","15","109140","109580"
"In post","2023","Digital, Data & Technology","Home Office","SEO/HEO","HEO","380","370","35290","36180"
"In post","2023","Digital, Data & Technology","Home Office","SEO/HEO","SEO","480","475","43440","43210"
"In post","2023","Digital, Data & Technology","Ministry of Defence","AA/AO","AA","10","10","21590","21380"
"In post","2023","Digital, Data & Technology","Ministry of Defence","AA/AO","AO","420","405","23070","22220"
"In post","2023","Digital, Data & Technology","Ministry of Defence","EO","EO","765","750","28550","27470"
"In post","2023","Digital, Data & Technology","Ministry of Defence","G6/G7","G6","95","95","67500","66140"
"In post","2023","Digital, Data & Technology","Ministry of Defence","G6/G7","G7","285","285","55680","56130"
"In post","2023","Digital, Data & Technology","Ministry of Defence","SCS level","SCS level","35","35","107460","102500"
"In post","2023","Digital, Data & Technology","Ministry of Defence","SEO/HEO","HEO","955","935","34780","34300"
"In post","2023","Digital, Data & Technology","Ministry of Defence","SEO/HEO","SEO","710","695","42520","41800"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Unknown","Unknown","70","70","38240","35700"
"In post","2023","Digital, Data & Technology","Ministry of Justice","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","EO","EO","95","90","27160","25830"
"In post","2023","Digital, Data & Technology","Ministry of Justice","G6/G7","G6","105","100","69920","68490"
"In post","2023","Digital, Data & Technology","Ministry of Justice","G6/G7","G7","535","525","57650","56010"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SCS level","SCS level","15","15","97270","93070"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SEO/HEO","HEO","280","275","33310","32450"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SEO/HEO","SEO","390","385","41680","43650"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","AA/AO","AO","15","15","25220","24780"
"In post","2023","Digital, Data & Technology","National Crime Agency","EO","EO","70","65","32700","31160"
"In post","2023","Digital, Data & Technology","National Crime Agency","G6/G7","G6","15","15","73000","70930"
"In post","2023","Digital, Data & Technology","National Crime Agency","G6/G7","G7","25","25","60810","61240"
"In post","2023","Digital, Data & Technology","National Crime Agency","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","SEO/HEO","HEO","75","70","41190","41030"
"In post","2023","Digital, Data & Technology","National Crime Agency","SEO/HEO","SEO","55","55","49790","49840"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","EO","EO","20","15","27580","27140"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","25","20","62500","61480"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","25","25","33950","33130"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","45","45","41710","41050"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","EO","20","20","29240","30000"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","G6","35","35","68590","64370"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","G7","45","45","52370","49910"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","HEO","30","30","35560","34950"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","SEO","35","35","41830","42220"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","15","15","40090","39660"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Government","AA/AO","AO","15","15","26690","27490"
"In post","2023","Digital, Data & Technology","Scottish Government","EO","EO","75","75","32670","32510"
"In post","2023","Digital, Data & Technology","Scottish Government","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Government","G6/G7","G7","30","30","61360","63850"
"In post","2023","Digital, Data & Technology","Scottish Government","SEO/HEO","HEO","60","60","38350","38170"
"In post","2023","Digital, Data & Technology","Scottish Government","SEO/HEO","SEO","55","55","48980","49860"
"In post","2023","Digital, Data & Technology","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","EO","EO","15","15","27130","26800"
"In post","2023","Digital, Data & Technology","The National Archives","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","G6/G7","G7","25","20","53610","52730"
"In post","2023","Digital, Data & Technology","The National Archives","SEO/HEO","HEO","30","30","34290","35330"
"In post","2023","Digital, Data & Technology","The National Archives","SEO/HEO","SEO","60","55","45480","45900"
"In post","2023","Digital, Data & Technology","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","G6/G7","G7","20","20","61600","63240"
"In post","2023","Digital, Data & Technology","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","SEO/HEO","SEO","15","15","47580","50330"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","EO","EO","115","110","25120","24840"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","G6/G7","G6","55","50","63890","61680"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","G6/G7","G7","275","270","54070","52490"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","SCS level","SCS level","15","15","86230","81380"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","SEO/HEO","HEO","160","155","31950","31060"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","SEO/HEO","SEO","270","265","39140","37760"
"In post","2023","Digital, Data & Technology","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","HEO","15","15","44050","44000"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","AA/AO","AO","15","15","23240","22870"
"In post","2023","Finance","Attorney General's Departments","EO","EO","50","45","27620","27400"
"In post","2023","Finance","Attorney General's Departments","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","G6/G7","G7","25","25","56410","56400"
"In post","2023","Finance","Attorney General's Departments","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","SEO/HEO","HEO","45","40","32370","32150"
"In post","2023","Finance","Attorney General's Departments","SEO/HEO","SEO","25","25","40290","39890"
"In post","2023","Finance","Cabinet Office","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Finance","Cabinet Office","EO","EO","15","15","28090","28380"
"In post","2023","Finance","Cabinet Office","G6/G7","G6","15","15","67050","66530"
"In post","2023","Finance","Cabinet Office","G6/G7","G7","40","40","56210","56430"
"In post","2023","Finance","Cabinet Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","Cabinet Office","SEO/HEO","HEO","115","115","32010","32640"
"In post","2023","Finance","Cabinet Office","SEO/HEO","SEO","20","20","41680","41870"
"In post","2023","Finance","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","SEO/HEO","SEO","10","10","47000","46780"
"In post","2023","Finance","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","AA/AO","AO","40","35","22730","21750"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","EO","EO","40","35","27130","26110"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","G6","30","30","70500","70990"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","G7","70","70","57880","59620"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","15","15","82690","81100"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","70","65","34400","33990"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","80","75","45030","44450"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","EO","EO","5","5","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","G6/G7","G6","15","15","70360","69240"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","G6/G7","G7","35","35","57320","58030"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","SCS level","SCS level","10","10","85180","82260"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","35","35","40530","39740"
"In post","2023","Finance","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Education","EO","EO","65","65","26920","26940"
"In post","2023","Finance","Department for Education","G6/G7","G6","65","65","66240","63690"
"In post","2023","Finance","Department for Education","G6/G7","G7","150","145","52640","51640"
"In post","2023","Finance","Department for Education","SCS level","SCS level","35","35","86480","77440"
"In post","2023","Finance","Department for Education","SEO/HEO","HEO","150","150","32200","31080"
"In post","2023","Finance","Department for Education","SEO/HEO","SEO","190","180","40550","38210"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","EO","EO","40","40","26570","25920"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","G6/G7","G6","50","45","61500","60680"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","G6/G7","G7","120","120","50990","49400"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","SCS level","SCS level","20","20","81750","75600"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","80","75","31170","30320"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","125","120","37970","37710"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","EO","EO","10","10","[c]","[c]"
"In post","2023","Finance","Department for International Trade","G6/G7","G6","15","15","68550","67800"
"In post","2023","Finance","Department for International Trade","G6/G7","G7","30","25","56650","55500"
"In post","2023","Finance","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","SEO/HEO","HEO","15","15","36550","36040"
"In post","2023","Finance","Department for International Trade","SEO/HEO","SEO","20","20","44030","41750"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","G6/G7","G6","20","20","67630","65590"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","G6/G7","G7","45","40","54350","54630"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","SCS level","SCS level","10","10","78630","77650"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","25","25","35460","34350"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","30","30","41610","40800"
"In post","2023","Finance","Department for Transport","AA/AO","AA","10","10","19000","19000"
"In post","2023","Finance","Department for Transport","AA/AO","AO","25","25","23180","22500"
"In post","2023","Finance","Department for Transport","EO","EO","75","70","27450","27190"
"In post","2023","Finance","Department for Transport","G6/G7","G6","35","35","70780","72420"
"In post","2023","Finance","Department for Transport","G6/G7","G7","80","80","56750","56340"
"In post","2023","Finance","Department for Transport","SCS level","SCS level","10","10","86310","84240"
"In post","2023","Finance","Department for Transport","SEO/HEO","HEO","90","85","33460","32950"
"In post","2023","Finance","Department for Transport","SEO/HEO","SEO","100","100","43250","43430"
"In post","2023","Finance","Department for Work and Pensions","AA/AO","AO","190","160","21730","21690"
"In post","2023","Finance","Department for Work and Pensions","EO","EO","250","235","28680","28120"
"In post","2023","Finance","Department for Work and Pensions","G6/G7","G6","125","120","70900","71040"
"In post","2023","Finance","Department for Work and Pensions","G6/G7","G7","340","325","54020","53810"
"In post","2023","Finance","Department for Work and Pensions","SCS level","SCS level","25","20","90190","81570"
"In post","2023","Finance","Department for Work and Pensions","SEO/HEO","HEO","605","570","35090","34170"
"In post","2023","Finance","Department for Work and Pensions","SEO/HEO","SEO","590","565","39980","38470"
"In post","2023","Finance","Department of Health and Social Care","AA/AO","AO","15","15","22210","21250"
"In post","2023","Finance","Department of Health and Social Care","EO","EO","80","80","27100","27690"
"In post","2023","Finance","Department of Health and Social Care","G6/G7","G6","50","50","67460","67600"
"In post","2023","Finance","Department of Health and Social Care","G6/G7","G7","105","100","54490","54690"
"In post","2023","Finance","Department of Health and Social Care","SCS level","SCS level","25","25","89590","79330"
"In post","2023","Finance","Department of Health and Social Care","SEO/HEO","HEO","45","45","32760","33870"
"In post","2023","Finance","Department of Health and Social Care","SEO/HEO","SEO","90","90","40590","41480"
"In post","2023","Finance","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","EO","EO","5","5","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","G6/G7","G7","10","10","53360","53110"
"In post","2023","Finance","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","SEO/HEO","HEO","15","15","31630","31260"
"In post","2023","Finance","Food Standards Agency","SEO/HEO","SEO","15","15","39180","38100"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","AA/AO","AO","145","140","25510","25700"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","EO","EO","100","95","28660","28090"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","G6/G7","G6","65","60","67780","67570"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","G6/G7","G7","100","100","55510","55610"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","SCS level","SCS level","20","20","84200","78870"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","105","100","36690","36310"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","65","60","43150","43000"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","EO","EO","5","5","[c]","[c]"
"In post","2023","Finance","HM Land Registry","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Finance","HM Land Registry","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Finance","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","SEO/HEO","HEO","10","10","38990","38410"
"In post","2023","Finance","HM Land Registry","SEO/HEO","SEO","15","15","45970","45150"
"In post","2023","Finance","HM Revenue and Customs","AA/AO","AA","45","30","22520","22520"
"In post","2023","Finance","HM Revenue and Customs","AA/AO","AO","1035","845","22720","22520"
"In post","2023","Finance","HM Revenue and Customs","EO","EO","515","480","29080","28130"
"In post","2023","Finance","HM Revenue and Customs","G6/G7","G6","115","110","73440","72340"
"In post","2023","Finance","HM Revenue and Customs","G6/G7","G7","300","290","59860","57970"
"In post","2023","Finance","HM Revenue and Customs","SCS level","SCS level","45","45","88730","81330"
"In post","2023","Finance","HM Revenue and Customs","SEO/HEO","HEO","530","510","35990","35000"
"In post","2023","Finance","HM Revenue and Customs","SEO/HEO","SEO","450","435","43420","42510"
"In post","2023","Finance","HM Treasury","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Finance","HM Treasury","EO","EO","15","15","26590","24820"
"In post","2023","Finance","HM Treasury","G6/G7","G6","15","15","79990","70020"
"In post","2023","Finance","HM Treasury","G6/G7","G7","40","40","58830","54280"
"In post","2023","Finance","HM Treasury","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","HM Treasury","SEO/HEO","HEO","20","20","34530","33630"
"In post","2023","Finance","HM Treasury","SEO/HEO","SEO","20","20","44180","44190"
"In post","2023","Finance","Home Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","EO","EO","30","30","27950","26780"
"In post","2023","Finance","Home Office","G6/G7","G6","35","35","71760","70840"
"In post","2023","Finance","Home Office","G6/G7","G7","75","70","58310","59290"
"In post","2023","Finance","Home Office","SCS level","SCS level","15","10","91910","94660"
"In post","2023","Finance","Home Office","SEO/HEO","HEO","45","45","35150","36160"
"In post","2023","Finance","Home Office","SEO/HEO","SEO","75","70","43290","43210"
"In post","2023","Finance","Ministry of Defence","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Finance","Ministry of Defence","AA/AO","AO","255","240","22310","22220"
"In post","2023","Finance","Ministry of Defence","EO","EO","500","485","28200","27470"
"In post","2023","Finance","Ministry of Defence","G6/G7","G6","110","105","70720","70710"
"In post","2023","Finance","Ministry of Defence","G6/G7","G7","265","260","57390","58110"
"In post","2023","Finance","Ministry of Defence","SCS level","SCS level","55","55","99650","92130"
"In post","2023","Finance","Ministry of Defence","SEO/HEO","HEO","530","510","35210","34300"
"In post","2023","Finance","Ministry of Defence","SEO/HEO","SEO","545","525","45400","44200"
"In post","2023","Finance","Ministry of Defence","Unknown","Unknown","60","55","54110","48900"
"In post","2023","Finance","Ministry of Justice","AA/AO","AO","40","35","22550","21780"
"In post","2023","Finance","Ministry of Justice","EO","EO","115","110","27560","27170"
"In post","2023","Finance","Ministry of Justice","G6/G7","G6","50","50","69460","70250"
"In post","2023","Finance","Ministry of Justice","G6/G7","G7","140","140","57760","56680"
"In post","2023","Finance","Ministry of Justice","SCS level","SCS level","20","20","93830","86110"
"In post","2023","Finance","Ministry of Justice","SEO/HEO","HEO","125","120","33630","33150"
"In post","2023","Finance","Ministry of Justice","SEO/HEO","SEO","245","240","42130","41510"
"In post","2023","Finance","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Crime Agency","AA/AO","AO","15","15","25530","22950"
"In post","2023","Finance","National Crime Agency","EO","EO","10","10","31110","30740"
"In post","2023","Finance","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Crime Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Finance","National Crime Agency","SEO/HEO","HEO","15","15","40200","38640"
"In post","2023","Finance","National Crime Agency","SEO/HEO","SEO","10","10","50420","49180"
"In post","2023","Finance","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","EO","EO","5","5","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","5","5","[c]","[c]"
