"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","White","Finance","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","SEO","Heterosexual / straight","75","[c]","43620","43230"
"Leaver CS","2023","White","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","AO","Heterosexual / straight","30","[c]","21880","22150"
"Leaver CS","2023","White","Grants Management","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","AA","Heterosexual / straight","35","[c]","21250","20750"
"Leaver CS","2023","White","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","AO","Heterosexual / straight","240","[c]","22050","22220"
"Leaver CS","2023","White","Human Resources","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","EO","Heterosexual / straight","215","[c]","28510","27740"
"Leaver CS","2023","White","Human Resources","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","G6","Heterosexual / straight","35","[c]","70180","66980"
"Leaver CS","2023","White","Human Resources","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","G7","Heterosexual / straight","80","[c]","55610","54940"
"Leaver CS","2023","White","Human Resources","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","HEO","Heterosexual / straight","165","[c]","34800","34290"
"Leaver CS","2023","White","Human Resources","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","SEO","Heterosexual / straight","90","[c]","42490","41800"
"Leaver CS","2023","White","Human Resources","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","AO","Heterosexual / straight","85","[c]","22830","22870"
"Leaver CS","2023","White","Legal","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","EO","Heterosexual / straight","70","[c]","28420","28130"
"Leaver CS","2023","White","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","G6","Heterosexual / straight","70","[c]","71340","71690"
"Leaver CS","2023","White","Legal","G6","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","G7","Heterosexual / straight","145","[c]","55840","54320"
"Leaver CS","2023","White","Legal","G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","SEO","Heterosexual / straight","30","[c]","41180","40030"
"Leaver CS","2023","White","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","AA","Heterosexual / straight","960","[c]","20020","19770"
"Leaver CS","2023","White","No function","AA","LGBO","75","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","AA","Undeclared","80","[c]","19600","19200"
"Leaver CS","2023","White","No function","AA","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","AO","Heterosexual / straight","4980","[c]","22130","21690"
"Leaver CS","2023","White","No function","AO","LGBO","450","[c]","22050","21690"
"Leaver CS","2023","White","No function","AO","Undeclared","465","[c]","22120","21690"
"Leaver CS","2023","White","No function","AO","Unknown","1320","[c]","22170","21690"
"Leaver CS","2023","White","No function","EO","Heterosexual / straight","3700","[c]","28320","27650"
"Leaver CS","2023","White","No function","EO","LGBO","330","[c]","28300","27570"
"Leaver CS","2023","White","No function","EO","Undeclared","340","[c]","28300","28120"
"Leaver CS","2023","White","No function","EO","Unknown","630","[c]","28270","28120"
"Leaver CS","2023","White","No function","G6","Heterosexual / straight","300","[c]","70810","67060"
"Leaver CS","2023","White","No function","G6","LGBO","35","[c]","68290","66540"
"Leaver CS","2023","White","No function","G6","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","G6","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","G7","Heterosexual / straight","735","[c]","57350","54640"
"Leaver CS","2023","White","No function","G7","LGBO","70","[c]","55220","53600"
"Leaver CS","2023","White","No function","G7","Undeclared","50","[c]","56380","54650"
"Leaver CS","2023","White","No function","G7","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HEO","Heterosexual / straight","1365","[c]","34550","33990"
"Leaver CS","2023","White","No function","HEO","LGBO","125","[c]","33190","33330"
"Leaver CS","2023","White","No function","HEO","Undeclared","125","[c]","35020","34170"
"Leaver CS","2023","White","No function","HEO","Unknown","275","[c]","35070","34350"
"Leaver CS","2023","White","No function","SCS level","Heterosexual / straight","180","[c]","97920","91800"
"Leaver CS","2023","White","No function","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","SCS level","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","SEO","Heterosexual / straight","1020","[c]","42830","41680"
"Leaver CS","2023","White","No function","SEO","LGBO","95","[c]","40970","40600"
"Leaver CS","2023","White","No function","SEO","Undeclared","100","[c]","41560","41090"
"Leaver CS","2023","White","No function","SEO","Unknown","110","[c]","41860","41660"
"Leaver CS","2023","White","No function","Unknown","Heterosexual / straight","945","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Unknown","LGBO","110","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Unknown","Undeclared","60","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","EO","Heterosexual / straight","50","[c]","26930","26920"
"Leaver CS","2023","White","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","G6","Heterosexual / straight","65","[c]","70300","69800"
"Leaver CS","2023","White","Project Delivery","G6","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","G6","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","G7","Heterosexual / straight","105","[c]","54380","54540"
"Leaver CS","2023","White","Project Delivery","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","G7","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","HEO","Heterosexual / straight","140","[c]","33380","33000"
"Leaver CS","2023","White","Project Delivery","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","HEO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","SEO","Heterosexual / straight","160","[c]","41770","41200"
"Leaver CS","2023","White","Project Delivery","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","SEO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Unknown","Heterosexual / straight","90","[c]","43310","38790"
"Leaver CS","2023","White","Project Delivery","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","AA","Heterosexual / straight","40","[c]","19620","18830"
"Leaver CS","2023","White","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","AA","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","AO","Heterosexual / straight","55","[c]","22750","22520"
"Leaver CS","2023","White","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","EO","Heterosexual / straight","60","[c]","27390","27140"
"Leaver CS","2023","White","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","G7","Heterosexual / straight","40","[c]","57600","56430"
"Leaver CS","2023","White","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","HEO","Heterosexual / straight","80","[c]","34440","34000"
"Leaver CS","2023","White","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","SEO","Heterosexual / straight","85","[c]","43890","43650"
"Leaver CS","2023","White","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","AA","Heterosexual / straight","165","[c]","23110","21500"
"Leaver CS","2023","White","Security","AA","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","AO","Heterosexual / straight","205","[c]","32570","30200"
"Leaver CS","2023","White","Security","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","EO","Heterosexual / straight","65","[c]","35130","30020"
"Leaver CS","2023","White","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","HEO","Heterosexual / straight","75","[c]","39080","34320"
"Leaver CS","2023","White","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","SEO","Heterosexual / straight","35","[c]","45120","44120"
"Leaver CS","2023","White","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","AA","Heterosexual / straight","55","[c]","23630","23340"
"Leaver CS","2023","White","Unknown","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","AA","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","AO","Heterosexual / straight","105","[c]","25090","24630"
"Leaver CS","2023","White","Unknown","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","AO","Unknown","40","[c]","27120","26900"
"Leaver CS","2023","White","Unknown","EO","Heterosexual / straight","160","[c]","29480","29430"
"Leaver CS","2023","White","Unknown","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","EO","Unknown","35","[c]","31530","31940"
"Leaver CS","2023","White","Unknown","G6","Heterosexual / straight","115","[c]","74710","75480"
"Leaver CS","2023","White","Unknown","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","G6","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","G7","Heterosexual / straight","170","[c]","58590","60550"
"Leaver CS","2023","White","Unknown","G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","G7","Unknown","35","[c]","54110","50580"
"Leaver CS","2023","White","Unknown","HEO","Heterosexual / straight","170","[c]","36380","36650"
"Leaver CS","2023","White","Unknown","HEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","HEO","Unknown","40","[c]","36300","38330"
"Leaver CS","2023","White","Unknown","SCS level","Heterosexual / straight","60","[c]","96580","90000"
"Leaver CS","2023","White","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","SEO","Heterosexual / straight","160","[c]","45620","47470"
"Leaver CS","2023","White","Unknown","SEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","SEO","Unknown","40","[c]","45650","46690"
"Leaver CS","2023","White","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
