"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","South West (England)","Bristol, City of","SEO/HEO","Male","1100","1075","37330","36890"
"In post","2023","South West (England)","Bristol, City of","Unknown","Female","215","195","29340","29050"
"In post","2023","South West (England)","Bristol, City of","Unknown","Male","85","80","28730","25300"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","AA/AO","Female","360","300","21770","21690"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","AA/AO","Male","280","270","21740","21690"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","EO","Female","325","285","27950","28120"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","EO","Male","240","230","27730","28120"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","G6/G7","Female","40","35","62690","59120"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","G6/G7","Male","55","55","58670","56450"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","Female","150","140","36060","34170"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","Male","150","145","36610","34300"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","Unknown","Female","90","75","28930","25300"
"In post","2023","South West (England)","Cornwall and Isles of Scilly","Unknown","Male","35","30","30520","26500"
"In post","2023","South West (England)","Devon CC","AA/AO","Female","910","770","23020","21780"
"In post","2023","South West (England)","Devon CC","AA/AO","Male","910","865","25840","23430"
"In post","2023","South West (England)","Devon CC","EO","Female","675","585","27670","28120"
"In post","2023","South West (England)","Devon CC","EO","Male","580","550","28840","28120"
"In post","2023","South West (England)","Devon CC","G6/G7","Female","365","340","53380","49750"
"In post","2023","South West (England)","Devon CC","G6/G7","Male","530","510","54460","51570"
"In post","2023","South West (England)","Devon CC","SCS level","Female","15","15","[c]","[c]"
"In post","2023","South West (England)","Devon CC","SCS level","Male","15","15","[c]","[c]"
"In post","2023","South West (England)","Devon CC","SEO/HEO","Female","800","735","36830","37420"
"In post","2023","South West (England)","Devon CC","SEO/HEO","Male","900","870","38200","38200"
"In post","2023","South West (England)","Devon CC","Unknown","Female","115","105","30970","29050"
"In post","2023","South West (England)","Devon CC","Unknown","Male","45","40","31040","28410"
"In post","2023","South West (England)","Dorset","AA/AO","Female","415","380","24880","23390"
"In post","2023","South West (England)","Dorset","AA/AO","Male","560","530","27240","28880"
"In post","2023","South West (England)","Dorset","EO","Female","275","245","28480","28080"
"In post","2023","South West (England)","Dorset","EO","Male","285","275","30560","28480"
"In post","2023","South West (England)","Dorset","G6/G7","Female","55","50","59050","56780"
"In post","2023","South West (England)","Dorset","G6/G7","Male","50","45","63860","59340"
"In post","2023","South West (England)","Dorset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Dorset","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Dorset","SEO/HEO","Female","250","230","37050","34850"
"In post","2023","South West (England)","Dorset","SEO/HEO","Male","275","270","39520","39490"
"In post","2023","South West (England)","Dorset","Unknown","Female","70","60","28590","26840"
"In post","2023","South West (England)","Dorset","Unknown","Male","20","15","[c]","[c]"
"In post","2023","South West (England)","Gloucestershire CC","AA/AO","Female","175","150","22550","22220"
"In post","2023","South West (England)","Gloucestershire CC","AA/AO","Male","130","125","25970","22220"
"In post","2023","South West (England)","Gloucestershire CC","EO","Female","300","260","28000","28080"
"In post","2023","South West (England)","Gloucestershire CC","EO","Male","210","195","28220","28080"
"In post","2023","South West (England)","Gloucestershire CC","G6/G7","Female","55","50","59310","55530"
"In post","2023","South West (England)","Gloucestershire CC","G6/G7","Male","60","55","63120","60050"
"In post","2023","South West (England)","Gloucestershire CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Gloucestershire CC","SCS level","Male","5","5","[c]","[c]"
"In post","2023","South West (England)","Gloucestershire CC","SEO/HEO","Female","200","185","36810","34850"
"In post","2023","South West (England)","Gloucestershire CC","SEO/HEO","Male","145","135","37310","34850"
"In post","2023","South West (England)","Gloucestershire CC","Unknown","Female","125","110","29110","26840"
"In post","2023","South West (England)","Gloucestershire CC","Unknown","Male","40","40","30790","26840"
"In post","2023","South West (England)","Plymouth","AA/AO","Female","450","400","23060","22520"
"In post","2023","South West (England)","Plymouth","AA/AO","Male","545","530","25900","22520"
"In post","2023","South West (England)","Plymouth","EO","Female","460","400","28030","28080"
"In post","2023","South West (England)","Plymouth","EO","Male","365","355","29530","28080"
"In post","2023","South West (England)","Plymouth","G6/G7","Female","90","80","59040","55500"
"In post","2023","South West (England)","Plymouth","G6/G7","Male","120","120","60820","57880"
"In post","2023","South West (England)","Plymouth","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Plymouth","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Plymouth","SEO/HEO","Female","430","400","37860","36990"
"In post","2023","South West (England)","Plymouth","SEO/HEO","Male","515","495","40960","39520"
"In post","2023","South West (England)","Plymouth","Unknown","Female","165","150","29850","27200"
"In post","2023","South West (England)","Plymouth","Unknown","Male","170","165","38940","33840"
"In post","2023","South West (England)","Somerset CC","AA/AO","Female","285","240","21860","21690"
"In post","2023","South West (England)","Somerset CC","AA/AO","Male","230","225","22200","21690"
"In post","2023","South West (England)","Somerset CC","EO","Female","380","335","27900","28120"
"In post","2023","South West (England)","Somerset CC","EO","Male","305","295","28190","28090"
"In post","2023","South West (England)","Somerset CC","G6/G7","Female","85","80","60370","55470"
"In post","2023","South West (England)","Somerset CC","G6/G7","Male","135","130","60270","57820"
"In post","2023","South West (England)","Somerset CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Somerset CC","SCS level","Male","5","5","[c]","[c]"
"In post","2023","South West (England)","Somerset CC","SEO/HEO","Female","380","355","37330","34370"
"In post","2023","South West (England)","Somerset CC","SEO/HEO","Male","585","565","39090","37680"
"In post","2023","South West (England)","Somerset CC","Unknown","Female","105","95","28920","25300"
"In post","2023","South West (England)","Somerset CC","Unknown","Male","45","45","29990","27940"
"In post","2023","South West (England)","Swindon","AA/AO","Female","60","50","21970","21780"
"In post","2023","South West (England)","Swindon","AA/AO","Male","30","30","23070","21780"
"In post","2023","South West (England)","Swindon","EO","Female","85","70","28000","28120"
"In post","2023","South West (England)","Swindon","EO","Male","55","50","28140","28120"
"In post","2023","South West (England)","Swindon","G6/G7","Female","45","40","55880","51410"
"In post","2023","South West (England)","Swindon","G6/G7","Male","30","30","54080","51330"
"In post","2023","South West (England)","Swindon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Swindon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Swindon","SEO/HEO","Female","55","55","36760","35020"
"In post","2023","South West (England)","Swindon","SEO/HEO","Male","40","40","37760","37750"
"In post","2023","South West (England)","Swindon","Unknown","Female","65","60","28190","26840"
"In post","2023","South West (England)","Swindon","Unknown","Male","20","15","[c]","[c]"
"In post","2023","South West (England)","Torbay","AA/AO","Female","90","65","21620","21690"
"In post","2023","South West (England)","Torbay","AA/AO","Male","40","35","21530","21690"
"In post","2023","South West (England)","Torbay","EO","Female","80","65","28030","28120"
"In post","2023","South West (England)","Torbay","EO","Male","35","30","28350","28120"
"In post","2023","South West (England)","Torbay","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","South West (England)","Torbay","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Torbay","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Torbay","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","South West (England)","Torbay","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","South West (England)","Torbay","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","South West (England)","Torbay","Unknown","Female","50","45","28860","27940"
"In post","2023","South West (England)","Torbay","Unknown","Male","20","20","[c]","[c]"
"In post","2023","South West (England)","Wiltshire","AA/AO","Female","595","555","23180","22220"
"In post","2023","South West (England)","Wiltshire","AA/AO","Male","535","525","25440","22220"
"In post","2023","South West (England)","Wiltshire","EO","Female","645","600","26960","27140"
"In post","2023","South West (England)","Wiltshire","EO","Male","450","440","28110","27450"
"In post","2023","South West (England)","Wiltshire","G6/G7","Female","795","750","55930","51990"
"In post","2023","South West (England)","Wiltshire","G6/G7","Male","1280","1245","56070","52810"
"In post","2023","South West (England)","Wiltshire","SCS level","Female","20","15","[c]","[c]"
"In post","2023","South West (England)","Wiltshire","SCS level","Male","35","30","106360","107370"
"In post","2023","South West (England)","Wiltshire","SEO/HEO","Female","1665","1575","36020","34300"
"In post","2023","South West (England)","Wiltshire","SEO/HEO","Male","1750","1725","36710","37300"
"In post","2023","South West (England)","Wiltshire","Unknown","Female","90","85","32270","29050"
"In post","2023","South West (England)","Wiltshire","Unknown","Male","40","40","41370","35030"
"In post","2023","Unknown","Unknown","AA/AO","Female","105","100","22960","21780"
"In post","2023","Unknown","Unknown","AA/AO","Male","90","85","24090","22400"
"In post","2023","Unknown","Unknown","EO","Female","180","165","28250","28120"
"In post","2023","Unknown","Unknown","EO","Male","200","185","27900","27650"
"In post","2023","Unknown","Unknown","G6/G7","Female","65","60","58150","56800"
"In post","2023","Unknown","Unknown","G6/G7","Male","60","60","61040","59290"
"In post","2023","Unknown","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Female","130","125","38820","37520"
"In post","2023","Unknown","Unknown","SEO/HEO","Male","160","155","42690","42110"
"In post","2023","Unknown","Unknown","Unknown","Female","175","175","37800","36860"
"In post","2023","Unknown","Unknown","Unknown","Male","1535","1535","42370","40530"
"In post","2023","Wales","Bridgend and Neath Port Talbot","AA/AO","Female","170","140","21740","21690"
"In post","2023","Wales","Bridgend and Neath Port Talbot","AA/AO","Male","80","80","21650","21690"
"In post","2023","Wales","Bridgend and Neath Port Talbot","EO","Female","175","150","28590","28120"
"In post","2023","Wales","Bridgend and Neath Port Talbot","EO","Male","65","65","30500","28120"
"In post","2023","Wales","Bridgend and Neath Port Talbot","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Wales","Bridgend and Neath Port Talbot","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Wales","Bridgend and Neath Port Talbot","SEO/HEO","Female","75","70","37180","36990"
"In post","2023","Wales","Bridgend and Neath Port Talbot","SEO/HEO","Male","45","45","40570","39820"
"In post","2023","Wales","Bridgend and Neath Port Talbot","Unknown","Female","80","75","30550","26840"
"In post","2023","Wales","Bridgend and Neath Port Talbot","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","AA/AO","Female","1630","1415","23060","22520"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","AA/AO","Male","1315","1255","23920","22520"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","EO","Female","1605","1470","28120","28120"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","EO","Male","1375","1340","28410","28130"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","G6/G7","Female","890","840","61160","59590"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","G6/G7","Male","820","800","61400","59480"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","SCS level","Female","90","85","86810","81600"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","SCS level","Male","140","135","91680","83390"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","SEO/HEO","Female","2245","2110","38900","39000"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","SEO/HEO","Male","2005","1965","38990","38000"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","Unknown","Female","250","235","30930","29050"
"In post","2023","Wales","Cardiff and Vale of Glamorgan","Unknown","Male","100","95","30570","29050"
"In post","2023","Wales","Central Valleys","AA/AO","Female","365","310","22360","21690"
"In post","2023","Wales","Central Valleys","AA/AO","Male","185","180","22190","21690"
"In post","2023","Wales","Central Valleys","EO","Female","955","865","28230","28120"
"In post","2023","Wales","Central Valleys","EO","Male","570","555","28260","28120"
"In post","2023","Wales","Central Valleys","G6/G7","Female","85","85","62550","63900"
"In post","2023","Wales","Central Valleys","G6/G7","Male","85","80","65470","63900"
"In post","2023","Wales","Central Valleys","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Wales","Central Valleys","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Wales","Central Valleys","SEO/HEO","Female","470","445","39580","39690"
"In post","2023","Wales","Central Valleys","SEO/HEO","Male","275","270","39540","38470"
"In post","2023","Wales","Central Valleys","Unknown","Female","130","120","29390","26840"
"In post","2023","Wales","Central Valleys","Unknown","Male","35","30","30400","29050"
"In post","2023","Wales","Conwy and Denbighshire","AA/AO","Female","60","55","23880","23880"
"In post","2023","Wales","Conwy and Denbighshire","AA/AO","Male","40","35","22740","21780"
"In post","2023","Wales","Conwy and Denbighshire","EO","Female","105","95","28580","28120"
"In post","2023","Wales","Conwy and Denbighshire","EO","Male","70","70","28680","28120"
"In post","2023","Wales","Conwy and Denbighshire","G6/G7","Female","40","40","63850","63900"
"In post","2023","Wales","Conwy and Denbighshire","G6/G7","Male","45","45","64010","63900"
"In post","2023","Wales","Conwy and Denbighshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Conwy and Denbighshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Conwy and Denbighshire","SEO/HEO","Female","180","170","41790","39690"
"In post","2023","Wales","Conwy and Denbighshire","SEO/HEO","Male","75","75","41800","39690"
"In post","2023","Wales","Conwy and Denbighshire","Unknown","Female","85","80","29020","25300"
"In post","2023","Wales","Conwy and Denbighshire","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Wales","Flintshire and Wrexham","AA/AO","Female","520","470","23950","22210"
"In post","2023","Wales","Flintshire and Wrexham","AA/AO","Male","445","440","25630","24070"
"In post","2023","Wales","Flintshire and Wrexham","EO","Female","290","265","28490","28120"
"In post","2023","Wales","Flintshire and Wrexham","EO","Male","345","335","30060","28710"
"In post","2023","Wales","Flintshire and Wrexham","G6/G7","Female","60","60","57010","56450"
"In post","2023","Wales","Flintshire and Wrexham","G6/G7","Male","45","40","59930","56450"
"In post","2023","Wales","Flintshire and Wrexham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Flintshire and Wrexham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Flintshire and Wrexham","SEO/HEO","Female","180","170","38500","37680"
"In post","2023","Wales","Flintshire and Wrexham","SEO/HEO","Male","195","190","38440","35810"
"In post","2023","Wales","Flintshire and Wrexham","Unknown","Female","125","120","29220","27190"
"In post","2023","Wales","Flintshire and Wrexham","Unknown","Male","40","40","29560","29050"
"In post","2023","Wales","Gwent Valleys","AA/AO","Female","105","95","22740","21780"
"In post","2023","Wales","Gwent Valleys","AA/AO","Male","35","35","23330","22150"
"In post","2023","Wales","Gwent Valleys","EO","Female","200","170","28250","28120"
"In post","2023","Wales","Gwent Valleys","EO","Male","80","70","28550","28120"
"In post","2023","Wales","Gwent Valleys","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Wales","Gwent Valleys","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Wales","Gwent Valleys","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Gwent Valleys","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Gwent Valleys","SEO/HEO","Female","100","95","40020","39690"
"In post","2023","Wales","Gwent Valleys","SEO/HEO","Male","60","60","42450","39690"
"In post","2023","Wales","Gwent Valleys","Unknown","Female","95","90","31040","29050"
"In post","2023","Wales","Gwent Valleys","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Wales","Gwynedd","AA/AO","Female","220","190","22120","21690"
"In post","2023","Wales","Gwynedd","AA/AO","Male","130","125","22240","21690"
"In post","2023","Wales","Gwynedd","EO","Female","140","125","28120","28120"
"In post","2023","Wales","Gwynedd","EO","Male","90","85","28400","28120"
"In post","2023","Wales","Gwynedd","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Wales","Gwynedd","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Wales","Gwynedd","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Gwynedd","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Gwynedd","SEO/HEO","Female","60","55","37270","37300"
"In post","2023","Wales","Gwynedd","SEO/HEO","Male","50","50","36730","34870"
"In post","2023","Wales","Gwynedd","Unknown","Female","70","65","29110","27940"
"In post","2023","Wales","Gwynedd","Unknown","Male","30","30","28740","26670"
"In post","2023","Wales","Isle of Anglesey","AA/AO","Female","40","40","22460","22220"
"In post","2023","Wales","Isle of Anglesey","AA/AO","Male","30","30","22690","22450"
"In post","2023","Wales","Isle of Anglesey","EO","Female","65","60","27390","28120"
"In post","2023","Wales","Isle of Anglesey","EO","Male","55","50","27560","27450"
"In post","2023","Wales","Isle of Anglesey","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Isle of Anglesey","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Wales","Isle of Anglesey","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Wales","Isle of Anglesey","SEO/HEO","Male","40","40","35810","34300"
"In post","2023","Wales","Isle of Anglesey","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Isle of Anglesey","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Monmouthshire and Newport","AA/AO","Female","695","585","22420","21780"
"In post","2023","Wales","Monmouthshire and Newport","AA/AO","Male","390","370","24270","22400"
"In post","2023","Wales","Monmouthshire and Newport","EO","Female","680","615","26310","25100"
"In post","2023","Wales","Monmouthshire and Newport","EO","Male","440","420","27230","25830"
"In post","2023","Wales","Monmouthshire and Newport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Monmouthshire and Newport","G6/G7","Female","545","520","56400","52770"
"In post","2023","Wales","Monmouthshire and Newport","G6/G7","Male","670","650","58770","60050"
"In post","2023","Wales","Monmouthshire and Newport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Monmouthshire and Newport","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Wales","Monmouthshire and Newport","SCS level","Male","45","45","82160","75280"
"In post","2023","Wales","Monmouthshire and Newport","SEO/HEO","Female","1250","1185","36150","37690"
"In post","2023","Wales","Monmouthshire and Newport","SEO/HEO","Male","1075","1055","37690","37760"
"In post","2023","Wales","Monmouthshire and Newport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Monmouthshire and Newport","Unknown","Female","115","105","29990","29050"
"In post","2023","Wales","Monmouthshire and Newport","Unknown","Male","35","30","30510","29050"
"In post","2023","Wales","Powys","AA/AO","Female","90","80","23200","22220"
"In post","2023","Wales","Powys","AA/AO","Male","120","115","22270","21600"
"In post","2023","Wales","Powys","EO","Female","95","85","28890","28120"
"In post","2023","Wales","Powys","EO","Male","60","60","28470","28120"
"In post","2023","Wales","Powys","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Wales","Powys","G6/G7","Male","20","15","[c]","[c]"
"In post","2023","Wales","Powys","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Powys","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wales","Powys","SEO/HEO","Female","95","90","40120","39690"
"In post","2023","Wales","Powys","SEO/HEO","Male","65","60","39560","39690"
"In post","2023","Wales","Powys","Unknown","Female","20","15","[c]","[c]"
"In post","2023","Wales","Powys","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Wales","South West Wales","AA/AO","Female","285","250","22840","22150"
"In post","2023","Wales","South West Wales","AA/AO","Male","175","170","22890","22150"
"In post","2023","Wales","South West Wales","EO","Female","255","220","28160","28120"
"In post","2023","Wales","South West Wales","EO","Male","200","190","28280","28120"
"In post","2023","Wales","South West Wales","G6/G7","Female","50","50","61170","61750"
"In post","2023","Wales","South West Wales","G6/G7","Male","65","65","62700","63900"
"In post","2023","Wales","South West Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wales","South West Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wales","South West Wales","SEO/HEO","Female","295","275","39760","39690"
"In post","2023","Wales","South West Wales","SEO/HEO","Male","170","165","39940","39690"
"In post","2023","Wales","South West Wales","Unknown","Female","95","90","29270","25900"
"In post","2023","Wales","South West Wales","Unknown","Male","35","35","28880","29050"
"In post","2023","Wales","Swansea","AA/AO","Female","3170","2575","21800","22500"
"In post","2023","Wales","Swansea","AA/AO","Male","1755","1655","22630","22500"
"In post","2023","Wales","Swansea","EO","Female","1010","910","27630","27450"
"In post","2023","Wales","Swansea","EO","Male","695","670","28060","27450"
"In post","2023","Wales","Swansea","G6/G7","Female","235","220","60770","56450"
"In post","2023","Wales","Swansea","G6/G7","Male","310","305","63810","61730"
"In post","2023","Wales","Swansea","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Wales","Swansea","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Wales","Swansea","SEO/HEO","Female","915","855","37150","34850"
"In post","2023","Wales","Swansea","SEO/HEO","Male","945","910","39460","39430"
"In post","2023","Wales","Swansea","Unknown","Female","170","160","29510","27530"
"In post","2023","Wales","Swansea","Unknown","Male","65","60","30470","29050"
"In post","2023","West Midlands (England)","Birmingham","AA/AO","Female","2410","2110","22470","21780"
"In post","2023","West Midlands (England)","Birmingham","AA/AO","Male","1655","1585","23180","22180"
"In post","2023","West Midlands (England)","Birmingham","EO","Female","2075","1875","27980","28120"
"In post","2023","West Midlands (England)","Birmingham","EO","Male","1535","1490","28220","28120"
"In post","2023","West Midlands (England)","Birmingham","G6/G7","Female","760","720","58120","56450"
"In post","2023","West Midlands (England)","Birmingham","G6/G7","Male","720","705","59370","57970"
"In post","2023","West Midlands (England)","Birmingham","SCS level","Female","60","60","102390","99430"
"In post","2023","West Midlands (England)","Birmingham","SCS level","Male","65","65","104650","98000"
"In post","2023","West Midlands (England)","Birmingham","SEO/HEO","Female","1975","1880","37030","35000"
"In post","2023","West Midlands (England)","Birmingham","SEO/HEO","Male","1845","1810","37760","35070"
"In post","2023","West Midlands (England)","Birmingham","Unknown","Female","505","465","29920","29050"
"In post","2023","West Midlands (England)","Birmingham","Unknown","Male","175","160","30240","29050"
"In post","2023","West Midlands (England)","Coventry","AA/AO","Female","155","130","21910","21690"
"In post","2023","West Midlands (England)","Coventry","AA/AO","Male","100","95","21940","21690"
"In post","2023","West Midlands (England)","Coventry","EO","Female","335","295","27760","28080"
"In post","2023","West Midlands (England)","Coventry","EO","Male","180","175","28430","28080"
"In post","2023","West Midlands (England)","Coventry","G6/G7","Female","335","325","55580","51910"
"In post","2023","West Midlands (England)","Coventry","G6/G7","Male","260","260","55780","52150"
"In post","2023","West Midlands (England)","Coventry","SCS level","Female","15","15","[c]","[c]"
"In post","2023","West Midlands (England)","Coventry","SCS level","Male","30","30","[c]","[c]"
"In post","2023","West Midlands (England)","Coventry","SEO/HEO","Female","595","565","35950","37590"
"In post","2023","West Midlands (England)","Coventry","SEO/HEO","Male","365","355","36500","37590"
"In post","2023","West Midlands (England)","Coventry","Unknown","Female","110","105","28870","24570"
"In post","2023","West Midlands (England)","Coventry","Unknown","Male","35","35","29840","27940"
"In post","2023","West Midlands (England)","Dudley","AA/AO","Female","395","315","21640","21690"
"In post","2023","West Midlands (England)","Dudley","AA/AO","Male","175","165","22140","21690"
"In post","2023","West Midlands (England)","Dudley","EO","Female","310","260","27940","28120"
"In post","2023","West Midlands (England)","Dudley","EO","Male","145","135","28120","28120"
"In post","2023","West Midlands (England)","Dudley","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","West Midlands (England)","Dudley","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","West Midlands (England)","Dudley","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands (England)","Dudley","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands (England)","Dudley","SEO/HEO","Female","85","75","35490","34170"
"In post","2023","West Midlands (England)","Dudley","SEO/HEO","Male","45","45","35570","34170"
"In post","2023","West Midlands (England)","Dudley","Unknown","Female","65","60","30380","29050"
"In post","2023","West Midlands (England)","Dudley","Unknown","Male","15","15","[c]","[c]"
"In post","2023","West Midlands (England)","Herefordshire, County of","AA/AO","Female","90","85","22480","22220"
"In post","2023","West Midlands (England)","Herefordshire, County of","AA/AO","Male","120","120","28360","22220"
"In post","2023","West Midlands (England)","Herefordshire, County of","EO","Female","90","85","28040","28120"
"In post","2023","West Midlands (England)","Herefordshire, County of","EO","Male","55","55","29620","27470"
"In post","2023","West Midlands (England)","Herefordshire, County of","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","West Midlands (England)","Herefordshire, County of","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands (England)","Herefordshire, County of","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands (England)","Herefordshire, County of","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands (England)","Herefordshire, County of","SEO/HEO","Female","35","35","37040","34300"
"In post","2023","West Midlands (England)","Herefordshire, County of","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","West Midlands (England)","Herefordshire, County of","Unknown","Female","25","25","[c]","[c]"
"In post","2023","West Midlands (England)","Herefordshire, County of","Unknown","Male","10","10","[c]","[c]"
"In post","2023","West Midlands (England)","Sandwell","AA/AO","Female","35","30","21530","21690"
"In post","2023","West Midlands (England)","Sandwell","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","West Midlands (England)","Sandwell","EO","Female","155","135","27860","28120"
"In post","2023","West Midlands (England)","Sandwell","EO","Male","85","85","28030","28120"
"In post","2023","West Midlands (England)","Sandwell","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","West Midlands (England)","Sandwell","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands (England)","Sandwell","SEO/HEO","Female","30","25","34530","34170"
"In post","2023","West Midlands (England)","Sandwell","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","West Midlands (England)","Sandwell","Unknown","Female","80","75","27160","24940"
"In post","2023","West Midlands (England)","Sandwell","Unknown","Male","35","35","30320","29050"
"In post","2023","West Midlands (England)","Shropshire","AA/AO","Female","210","195","23810","22220"
"In post","2023","West Midlands (England)","Shropshire","AA/AO","Male","235","225","28010","30440"
"In post","2023","West Midlands (England)","Shropshire","EO","Female","155","140","28300","28120"
"In post","2023","West Midlands (England)","Shropshire","EO","Male","265","255","29940","30140"
"In post","2023","West Midlands (England)","Shropshire","G6/G7","Female","30","25","[c]","[c]"
"In post","2023","West Midlands (England)","Shropshire","G6/G7","Male","25","20","[c]","[c]"
"In post","2023","West Midlands (England)","Shropshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands (England)","Shropshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands (England)","Shropshire","SEO/HEO","Female","100","95","38410","37300"
"In post","2023","West Midlands (England)","Shropshire","SEO/HEO","Male","170","165","37950","36760"
"In post","2023","West Midlands (England)","Shropshire","Unknown","Female","45","40","31080","31510"
"In post","2023","West Midlands (England)","Shropshire","Unknown","Male","15","15","[c]","[c]"
