"Status","Year","Disability","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Scotland","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Yorkshire and The Humber","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","35","35","32540","30320"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","North West (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Wales","Outside London","100","90","31750","25700"
"In post","2023","Declared disabled","Companies House","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","London","45","45","55100","44310"
"In post","2023","Declared disabled","Competition and Markets Authority","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Scotland","Outside London","45","40","25310","25830"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","North West (England)","Outside London","35","35","39660","39860"
"In post","2023","Declared disabled","Crown Commercial Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","Outside London","160","150","38850","31540"
"In post","2023","Declared disabled","Crown Prosecution Service","East Midlands (England)","Outside London","75","70","38030","31740"
"In post","2023","Declared disabled","Crown Prosecution Service","East of England","Outside London","65","55","41430","36780"
"In post","2023","Declared disabled","Crown Prosecution Service","London","London","240","220","46870","40800"
"In post","2023","Declared disabled","Crown Prosecution Service","North East (England)","Outside London","45","45","35730","28850"
"In post","2023","Declared disabled","Crown Prosecution Service","North West (England)","Outside London","145","130","41200","35000"
"In post","2023","Declared disabled","Crown Prosecution Service","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","South East (England)","Outside London","115","105","42960","40130"
"In post","2023","Declared disabled","Crown Prosecution Service","South West (England)","Outside London","50","45","39260","31180"
"In post","2023","Declared disabled","Crown Prosecution Service","Wales","Outside London","45","40","39890","38760"
"In post","2023","Declared disabled","Crown Prosecution Service","West Midlands (England)","Outside London","70","65","42520","49050"
"In post","2023","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","Outside London","100","95","37600","31180"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","Wales","Outside London","30","30","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","East Midlands (England)","Outside London","30","30","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","East of England","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","London","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Scotland","Outside London","35","35","31160","28600"
"In post","2023","Declared disabled","Defence Equipment and Support","South East (England)","Outside London","40","40","29470","31920"
"In post","2023","Declared disabled","Defence Equipment and Support","South West (England)","Outside London","945","905","39140","38590"
"In post","2023","Declared disabled","Defence Equipment and Support","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","West Midlands (England)","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","South East (England)","Outside London","280","265","44370","49260"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","South West (England)","Outside London","565","545","41540","39890"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","London","480","470","50360","50760"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Outside London","35","35","45210","39610"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Outside London","35","30","41250","37750"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","London","145","145","49110","50390"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","East Midlands (England)","Outside London","40","35","38560","37590"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","London","London","205","195","51770","55020"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","North East (England)","Outside London","80","75","39170","37590"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","North West (England)","Outside London","125","120","42150","37660"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","South West (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","West Midlands (England)","Outside London","80","75","40350","37590"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Yorkshire and The Humber","Outside London","165","155","41480","37590"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Outside London","35","35","37660","37300"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","London","310","300","45620","40260"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Outside London","30","30","40850","37300"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Outside London","85","80","40010","37300"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Outside London","60","55","40950","37300"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Outside London","160","155","42430","37710"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Outside London","40","35","42610","37950"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Outside London","105","100","40830","37300"
"In post","2023","Declared disabled","Department for International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","London","London","215","215","48370","41750"
"In post","2023","Declared disabled","Department for International Trade","North East (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","London","250","245","47990","43290"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Outside London","30","30","41240","37840"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Outside London","45","45","39940","37540"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","London","London","180","175","50720","47420"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","West Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Outside London","970","845","26850","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","East of England","Outside London","925","805","29440","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","London","London","1695","1545","35280","32520"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","North East (England)","Outside London","1805","1565","27850","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","North West (England)","Outside London","3420","3005","27540","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Scotland","Outside London","1545","1335","26260","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","South East (England)","Outside London","1305","1140","28670","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","South West (England)","Outside London","1050","905","27210","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","60","55","32780","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Wales","Outside London","1095","975","27260","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Outside London","1420","1225","27190","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Outside London","1745","1515","29920","28120"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","London","London","125","120","48370","41950"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Outside London","65","65","45480","41370"
"In post","2023","Declared disabled","Disclosure Scotland","Scotland","Outside London","35","30","32370","28420"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Wales","Outside London","670","560","25470","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","East Midlands (England)","Outside London","80","75","32470","31350"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","East of England","Outside London","35","30","28250","27450"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","London","London","45","45","32430","31450"
