"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Security","AA/AO","AO","35","[c]","35570","40880"
"Leaver CS","2023","Declared disabled","Security","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","AA/AO","AO","100","[c]","22020","22080"
"Leaver CS","2023","Declared non-disabled","Analysis","EO","EO","55","[c]","27810","27020"
"Leaver CS","2023","Declared non-disabled","Analysis","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","G6/G7","G7","65","[c]","54800","54810"
"Leaver CS","2023","Declared non-disabled","Analysis","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SEO/HEO","HEO","90","[c]","34790","33630"
"Leaver CS","2023","Declared non-disabled","Analysis","SEO/HEO","SEO","60","[c]","41560","41050"
"Leaver CS","2023","Declared non-disabled","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","EO","EO","35","[c]","27640","27140"
"Leaver CS","2023","Declared non-disabled","Commercial","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","G6/G7","G7","40","[c]","55420","55960"
"Leaver CS","2023","Declared non-disabled","Commercial","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SEO/HEO","HEO","70","[c]","34210","34000"
"Leaver CS","2023","Declared non-disabled","Commercial","SEO/HEO","SEO","85","[c]","41460","41870"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","EO","EO","35","[c]","28460","27530"
"Leaver CS","2023","Declared non-disabled","Communications","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","G6/G7","G7","45","[c]","55580","55890"
"Leaver CS","2023","Declared non-disabled","Communications","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SEO/HEO","HEO","70","[c]","35460","34550"
"Leaver CS","2023","Declared non-disabled","Communications","SEO/HEO","SEO","80","[c]","42600","41930"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","AA/AO","AO","115","[c]","22890","21690"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","EO","EO","255","[c]","28680","28120"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SEO/HEO","HEO","105","[c]","35380","34500"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SEO/HEO","SEO","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","AA/AO","AO","395","[c]","21760","21690"
"Leaver CS","2023","Declared non-disabled","Debt","EO","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","AO","75","[c]","21880","21690"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","EO","EO","180","[c]","28090","27570"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","G6","105","[c]","69540","68730"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","G7","320","[c]","56730","56310"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SCS level","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","HEO","260","[c]","34430","34170"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","SEO","310","[c]","42140","41660"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","AA/AO","AO","85","[c]","22610","21690"
"Leaver CS","2023","Declared non-disabled","Finance","EO","EO","85","[c]","27550","27550"
"Leaver CS","2023","Declared non-disabled","Finance","G6/G7","G6","40","[c]","69230","68950"
"Leaver CS","2023","Declared non-disabled","Finance","G6/G7","G7","80","[c]","57510","56430"
"Leaver CS","2023","Declared non-disabled","Finance","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","SEO/HEO","HEO","110","[c]","34650","34170"
"Leaver CS","2023","Declared non-disabled","Finance","SEO/HEO","SEO","110","[c]","43970","43490"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","AA/AO","AO","120","[c]","21660","21300"
"Leaver CS","2023","Declared non-disabled","Grants Management","EO","EO","45","[c]","25150","25920"
"Leaver CS","2023","Declared non-disabled","Grants Management","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","AA/AO","AA","35","[c]","21420","21380"
"Leaver CS","2023","Declared non-disabled","Human Resources","AA/AO","AO","215","[c]","22100","22220"
"Leaver CS","2023","Declared non-disabled","Human Resources","EO","EO","225","[c]","28060","27470"
"Leaver CS","2023","Declared non-disabled","Human Resources","G6/G7","G6","35","[c]","69790","67310"
"Leaver CS","2023","Declared non-disabled","Human Resources","G6/G7","G7","85","[c]","55740","55080"
"Leaver CS","2023","Declared non-disabled","Human Resources","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","SEO/HEO","HEO","170","[c]","34760","34300"
"Leaver CS","2023","Declared non-disabled","Human Resources","SEO/HEO","SEO","100","[c]","41950","41670"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","AA/AO","AO","100","[c]","22720","22870"
"Leaver CS","2023","Declared non-disabled","Legal","EO","EO","100","[c]","28220","28030"
"Leaver CS","2023","Declared non-disabled","Legal","G6/G7","G6","75","[c]","70660","69280"
"Leaver CS","2023","Declared non-disabled","Legal","G6/G7","G7","205","[c]","56460","55170"
"Leaver CS","2023","Declared non-disabled","Legal","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","SEO/HEO","SEO","40","[c]","41600","40800"
"Leaver CS","2023","Declared non-disabled","No function","AA/AO","AA","1020","[c]","20080","19860"
"Leaver CS","2023","Declared non-disabled","No function","AA/AO","AO","6550","[c]","22230","21690"
"Leaver CS","2023","Declared non-disabled","No function","EO","EO","4805","[c]","28390","28120"
"Leaver CS","2023","Declared non-disabled","No function","G6/G7","G6","350","[c]","70610","67010"
"Leaver CS","2023","Declared non-disabled","No function","G6/G7","G7","895","[c]","57090","54630"
"Leaver CS","2023","Declared non-disabled","No function","SCS level","SCS level","205","[c]","97950","91470"
"Leaver CS","2023","Declared non-disabled","No function","SEO/HEO","HEO","1805","[c]","34240","33860"
"Leaver CS","2023","Declared non-disabled","No function","SEO/HEO","SEO","1245","[c]","42640","41660"
"Leaver CS","2023","Declared non-disabled","No function","Unknown","Unknown","1055","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","EO","EO","70","[c]","27040","26950"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6/G7","G6","90","[c]","69690","68560"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6/G7","G7","140","[c]","54640","55110"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","HEO","195","[c]","33440","33000"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","SEO","235","[c]","41990","41200"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","Unknown","100","[c]","41660","34750"
"Leaver CS","2023","Declared non-disabled","Property","AA/AO","AA","40","[c]","20040","19060"
"Leaver CS","2023","Declared non-disabled","Property","AA/AO","AO","55","[c]","22660","22520"
"Leaver CS","2023","Declared non-disabled","Property","EO","EO","75","[c]","27400","27040"
"Leaver CS","2023","Declared non-disabled","Property","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","G6/G7","G7","45","[c]","56770","56430"
"Leaver CS","2023","Declared non-disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","SEO/HEO","HEO","85","[c]","34510","34000"
"Leaver CS","2023","Declared non-disabled","Property","SEO/HEO","SEO","100","[c]","44260","44480"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","AA/AO","AA","135","[c]","22900","21500"
"Leaver CS","2023","Declared non-disabled","Security","AA/AO","AO","165","[c]","31390","28560"
"Leaver CS","2023","Declared non-disabled","Security","EO","EO","65","[c]","35210","30110"
"Leaver CS","2023","Declared non-disabled","Security","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","SEO/HEO","HEO","70","[c]","40040","34340"
"Leaver CS","2023","Declared non-disabled","Security","SEO/HEO","SEO","40","[c]","44350","43740"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","AA","55","[c]","23810","23340"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","AO","140","[c]","25210","25380"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","EO","185","[c]","29210","29430"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","G6","95","[c]","73990","75260"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","G7","140","[c]","57920","58370"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","SCS level","50","[c]","94730","89130"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","HEO","170","[c]","36590","37940"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","SEO","170","[c]","45370","47470"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","AA/AO","AA","155","[c]","19970","19770"
"Leaver CS","2023","Undeclared","No function","AA/AO","AO","655","[c]","22160","21690"
"Leaver CS","2023","Undeclared","No function","EO","EO","390","[c]","28320","28100"
"Leaver CS","2023","Undeclared","No function","G6/G7","G6","40","[c]","69780","68680"
"Leaver CS","2023","Undeclared","No function","G6/G7","G7","100","[c]","55670","54570"
"Leaver CS","2023","Undeclared","No function","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","SEO/HEO","HEO","170","[c]","34200","33790"
"Leaver CS","2023","Undeclared","No function","SEO/HEO","SEO","150","[c]","41690","41320"
"Leaver CS","2023","Undeclared","No function","Unknown","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","AA/AO","AO","30","[c]","34580","39070"
"Leaver CS","2023","Undeclared","Security","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","AA/AO","AA","65","[c]","20780","19280"
"Leaver CS","2023","Unknown","Analysis","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","G6/G7","G7","65","[c]","52430","49260"
"Leaver CS","2023","Unknown","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","SEO/HEO","HEO","115","[c]","30730","30650"
"Leaver CS","2023","Unknown","Analysis","SEO/HEO","SEO","75","[c]","40910","39890"
"Leaver CS","2023","Unknown","Commercial","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","G6/G7","G6","35","[c]","77360","75070"
"Leaver CS","2023","Unknown","Commercial","G6/G7","G7","100","[c]","63750","65500"
"Leaver CS","2023","Unknown","Commercial","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","SEO","40","[c]","40710","41000"
"Leaver CS","2023","Unknown","Commercial","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","HEO","35","[c]","35470","34280"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","SEO","30","[c]","42070","41550"
"Leaver CS","2023","Unknown","Counter Fraud","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","EO","EO","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AA/AO","AO","225","[c]","21530","21690"
"Leaver CS","2023","Unknown","Debt","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","EO","100","[c]","28550","28120"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","G6","45","[c]","70950","68430"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","G7","155","[c]","56650","55290"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","HEO","135","[c]","33800","33020"
