"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire CC","195","175","44840","41340"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","130","125","41590","33750"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Cheshire East","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Warrington","15","15","57720","59690"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","30","25","37220","30020"
"In post","2023","Attorney General's Departments","Cumbria","East Cumbria","30","25","41550","42030"
"In post","2023","Attorney General's Departments","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","315","295","37990","31180"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Devon CC","110","105","40930","38940"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Cambridgeshire CC","20","20","42930","49050"
"In post","2023","Attorney General's Departments","East Anglia","Norwich and East Norfolk","95","85","35910","28000"
"In post","2023","Attorney General's Departments","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Suffolk CC","35","35","40490","34280"
"In post","2023","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","235","215","41220","38760"
"In post","2023","Attorney General's Departments","East Wales","Flintshire and Wrexham","95","85","40810","38940"
"In post","2023","Attorney General's Departments","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","80","75","39810","33810"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Heart of Essex","210","195","42840","38460"
"In post","2023","Attorney General's Departments","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","30","25","58010","55470"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","235","220","43730","49050"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","15","10","36820","35000"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Manchester","400","370","41040","35000"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","125","120","41710","30560"
