"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","G7","30","[c]","47560","45150"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","HEO","40","[c]","31700","30930"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","SEO","40","[c]","38040","37420"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","35","[c]","23330","21380"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","70","[c]","23660","22220"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","80","[c]","27550","27080"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","80","[c]","35700","33990"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","30","[c]","42300","41000"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","90","[c]","27590","25830"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","55","[c]","55210","55720"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","125","[c]","33460","34450"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","100","[c]","40860","40570"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office for Budget Responsibility","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office for Budget Responsibility","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","55","[c]","22460","22260"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","35","[c]","27950","27140"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","135","[c]","75320","77470"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","35","[c]","33920","33130"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","145","[c]","48640","47750"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","140","[c]","26310","25750"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","35","[c]","74730","72000"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","70","[c]","54360","54000"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","60","[c]","36480","35280"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","55","[c]","41040","41500"
"New entrant CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","AO","105","[c]","21780","21780"
"New entrant CS","2023","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G7","45","[c]","42700","41840"
"New entrant CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Revenue Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Revenue Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Revenue Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Revenue Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Revenue Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Revenue Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Revenue Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","210","[c]","21990","22150"
"New entrant CS","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","35","[c]","25080","25920"
"New entrant CS","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","AA","40","[c]","22110","22080"
"New entrant CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","AO","100","[c]","23220","23190"
"New entrant CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","G7","35","[c]","56840","52360"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","HEO","60","[c]","34730","33520"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","SEO","55","[c]","43590","41640"
"New entrant CS","2023","Declared non-disabled","Scottish Housing Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Housing Regulator","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","AA","105","[c]","22220","22180"
"New entrant CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","EO","225","[c]","29420","29100"
"New entrant CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","HEO","75","[c]","35510","35020"
"New entrant CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Unknown","95","[c]","36770","33000"
"New entrant CS","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The National Archives","The National Archives","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The National Archives","The National Archives","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The National Archives","The National Archives","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The National Archives","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The National Archives","The National Archives","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","The National Archives","The National Archives","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
