"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Digital, Data and Technology","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Derbyshire and Nottinghamshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Wales","Heterosexual / straight","80","75","37830","31560"
"In post","2023","Analysis","Economics","East Wales","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","East Wales","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","East Wales","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Economics","Eastern Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester","Heterosexual / straight","65","65","39420","34700"
"In post","2023","Analysis","Economics","Greater Manchester","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Economics","Hampshire and Isle of Wight","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Economics","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Hampshire and Isle of Wight","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Inner London - East","Heterosexual / straight","175","170","57960","55130"
"In post","2023","Analysis","Economics","Inner London - East","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Inner London - East","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Economics","Inner London - East","Unknown","40","40","54360","41550"
"In post","2023","Analysis","Economics","Inner London - West","Heterosexual / straight","730","715","50250","54130"
"In post","2023","Analysis","Economics","Inner London - West","LGBO","85","80","48260","46080"
"In post","2023","Analysis","Economics","Inner London - West","Undeclared","75","70","49720","54130"
"In post","2023","Analysis","Economics","Inner London - West","Unknown","195","195","46880","43080"
"In post","2023","Analysis","Economics","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","North Yorkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Northumberland, and Tyne and Wear","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - South","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - South","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Tees Valley and Durham","Heterosexual / straight","30","30","32630","27820"
"In post","2023","Analysis","Economics","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Tees Valley and Durham","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Central Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Yorkshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Economics","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","West Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Finance","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Inner London - West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Human Resources","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Wales","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Wales","Unknown","10","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Inner London - East","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Inner London - West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Merseyside","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Inner London - West","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
