"Status","Year","Disability","Function_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Human Resources","North Yorkshire","SEO/HEO","55","55","35970","34320"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northumberland, and Tyne and Wear","AA/AO","80","75","21780","21720"
"In post","2023","Declared non-disabled","Human Resources","Northumberland, and Tyne and Wear","EO","130","120","26980","27650"
"In post","2023","Declared non-disabled","Human Resources","Northumberland, and Tyne and Wear","G6/G7","65","60","55930","54450"
"In post","2023","Declared non-disabled","Human Resources","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northumberland, and Tyne and Wear","SEO/HEO","215","205","36410","34700"
"In post","2023","Declared non-disabled","Human Resources","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - East and North East","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - East and North East","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - South","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - South","EO","30","30","31340","30410"
"In post","2023","Declared non-disabled","Human Resources","Outer London - South","G6/G7","80","80","65210","64140"
"In post","2023","Declared non-disabled","Human Resources","Outer London - South","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - South","SEO/HEO","125","120","41580","43000"
"In post","2023","Declared non-disabled","Human Resources","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - West and North West","EO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - West and North West","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - West and North West","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Overseas","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Shropshire and Staffordshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Shropshire and Staffordshire","EO","140","140","29340","30140"
"In post","2023","Declared non-disabled","Human Resources","Shropshire and Staffordshire","G6/G7","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Shropshire and Staffordshire","SEO/HEO","130","125","37140","35350"
"In post","2023","Declared non-disabled","Human Resources","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","South Yorkshire","EO","35","30","27810","28120"
"In post","2023","Declared non-disabled","Human Resources","South Yorkshire","G6/G7","55","50","55850","52990"
"In post","2023","Declared non-disabled","Human Resources","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","South Yorkshire","SEO/HEO","70","65","35940","34970"
"In post","2023","Declared non-disabled","Human Resources","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Southern Scotland","EO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Southern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Southern Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Surrey, East and West Sussex","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Surrey, East and West Sussex","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Surrey, East and West Sussex","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Surrey, East and West Sussex","SEO/HEO","40","35","37270","35410"
"In post","2023","Declared non-disabled","Human Resources","Tees Valley and Durham","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Tees Valley and Durham","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Tees Valley and Durham","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Tees Valley and Durham","SEO/HEO","35","35","36520","37590"
"In post","2023","Declared non-disabled","Human Resources","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Central Scotland","AA/AO","55","50","22200","22220"
"In post","2023","Declared non-disabled","Human Resources","West Central Scotland","EO","75","70","27600","28120"
"In post","2023","Declared non-disabled","Human Resources","West Central Scotland","G6/G7","35","35","56340","56180"
"In post","2023","Declared non-disabled","Human Resources","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Central Scotland","SEO/HEO","110","105","36270","35000"
"In post","2023","Declared non-disabled","Human Resources","West Midlands","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Midlands","EO","50","45","27810","28120"
"In post","2023","Declared non-disabled","Human Resources","West Midlands","G6/G7","60","60","56900","55220"
"In post","2023","Declared non-disabled","Human Resources","West Midlands","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Midlands","SEO/HEO","90","85","37300","34920"
"In post","2023","Declared non-disabled","Human Resources","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Wales and The Valleys","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Wales and The Valleys","EO","65","65","27620","27470"
"In post","2023","Declared non-disabled","Human Resources","West Wales and The Valleys","G6/G7","30","30","55140","51890"
"In post","2023","Declared non-disabled","Human Resources","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Wales and The Valleys","SEO/HEO","125","120","35520","34170"
"In post","2023","Declared non-disabled","Human Resources","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Yorkshire","EO","50","45","27830","28120"
"In post","2023","Declared non-disabled","Human Resources","West Yorkshire","G6/G7","90","90","56410","52830"
"In post","2023","Declared non-disabled","Human Resources","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Yorkshire","SEO/HEO","160","155","36320","36950"
"In post","2023","Declared non-disabled","Human Resources","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Derbyshire and Nottinghamshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Derbyshire and Nottinghamshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Devon","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Dorset and Somerset","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East Anglia","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","35","35","41910","42700"
"In post","2023","Declared non-disabled","Internal Audit","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Greater Manchester","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Hampshire and Isle of Wight","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Inner London - East","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Inner London - West","G6/G7","45","45","60790","58340"
"In post","2023","Declared non-disabled","Internal Audit","Inner London - West","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Inner London - West","SEO/HEO","50","50","43330","43160"
"In post","2023","Declared non-disabled","Internal Audit","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Lancashire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Merseyside","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Merseyside","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Northumberland, and Tyne and Wear","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Northumberland, and Tyne and Wear","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outer London - West and North West","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Shropshire and Staffordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","South Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Midlands","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Midlands","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Wales and The Valleys","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Wales and The Valleys","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Bedfordshire and Hertfordshire","AA/AO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Bedfordshire and Hertfordshire","EO","30","25","29390","28870"
"In post","2023","Declared non-disabled","Legal","Bedfordshire and Hertfordshire","G6/G7","70","60","61600","63370"
"In post","2023","Declared non-disabled","Legal","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Bedfordshire and Hertfordshire","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Berkshire, Buckinghamshire and Oxfordshire","EO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","60","45","60610","58880"
"In post","2023","Declared non-disabled","Legal","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cheshire","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cornwall and Isles of Scilly","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cumbria","AA/AO","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cumbria","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Derbyshire and Nottinghamshire","AA/AO","60","55","22310","22700"
"In post","2023","Declared non-disabled","Legal","Derbyshire and Nottinghamshire","EO","50","45","27810","27650"
"In post","2023","Declared non-disabled","Legal","Derbyshire and Nottinghamshire","G6/G7","90","80","56090","56190"
"In post","2023","Declared non-disabled","Legal","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Derbyshire and Nottinghamshire","SEO/HEO","40","40","35240","35000"
"In post","2023","Declared non-disabled","Legal","Devon","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Devon","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Devon","G6/G7","50","45","56390","56450"
"In post","2023","Declared non-disabled","Legal","Devon","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Dorset and Somerset","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","East Anglia","AA/AO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","East Anglia","EO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","East Anglia","G6/G7","45","35","58640","56450"
"In post","2023","Declared non-disabled","Legal","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","East Anglia","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","East Wales","AA/AO","50","45","23020","22870"
"In post","2023","Declared non-disabled","Legal","East Wales","EO","50","50","27990","28130"
"In post","2023","Declared non-disabled","Legal","East Wales","G6/G7","115","110","57780","56450"
"In post","2023","Declared non-disabled","Legal","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","East Wales","SEO/HEO","70","65","38270","38760"
"In post","2023","Declared non-disabled","Legal","East Yorkshire and Northern Lincolnshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","East Yorkshire and Northern Lincolnshire","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","East Yorkshire and Northern Lincolnshire","G6/G7","30","25","58930","56450"
"In post","2023","Declared non-disabled","Legal","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Eastern Scotland","G6/G7","230","220","62180","58850"
"In post","2023","Declared non-disabled","Legal","Eastern Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Eastern Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Essex","AA/AO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Essex","EO","35","30","29720","30560"
"In post","2023","Declared non-disabled","Legal","Essex","G6/G7","60","55","62440","63380"
"In post","2023","Declared non-disabled","Legal","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Essex","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","35","35","22140","22870"
"In post","2023","Declared non-disabled","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","EO","35","30","28050","27540"
"In post","2023","Declared non-disabled","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","145","135","58020","56040"
"In post","2023","Declared non-disabled","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","40","35","36100","34930"
"In post","2023","Declared non-disabled","Legal","Greater Manchester","AA/AO","60","55","22730","22870"
"In post","2023","Declared non-disabled","Legal","Greater Manchester","EO","80","75","28150","28850"
"In post","2023","Declared non-disabled","Legal","Greater Manchester","G6/G7","195","180","58440","56660"
"In post","2023","Declared non-disabled","Legal","Greater Manchester","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Greater Manchester","SEO/HEO","115","105","37240","35000"
"In post","2023","Declared non-disabled","Legal","Hampshire and Isle of Wight","AA/AO","50","45","23590","24480"
"In post","2023","Declared non-disabled","Legal","Hampshire and Isle of Wight","EO","35","30","28590","28200"
"In post","2023","Declared non-disabled","Legal","Hampshire and Isle of Wight","G6/G7","95","90","61400","61100"
"In post","2023","Declared non-disabled","Legal","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Hampshire and Isle of Wight","SEO/HEO","40","35","37050","36780"
"In post","2023","Declared non-disabled","Legal","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Highlands and Islands","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
