"Status","Year","Disability","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Unknown","Male","30","30","36640","34170"
"In post","2023","Undeclared","West Central Scotland","Female","385","345","31300","28120"
"In post","2023","Undeclared","West Central Scotland","Male","360","345","34820","29130"
"In post","2023","Undeclared","West Midlands","Female","540","490","32670","28120"
"In post","2023","Undeclared","West Midlands","Male","465","450","35270","30330"
"In post","2023","Undeclared","West Wales and The Valleys","Female","480","415","28540","26780"
"In post","2023","Undeclared","West Wales and The Valleys","Male","465","435","32430","28120"
"In post","2023","Undeclared","West Yorkshire","Female","540","485","33970","30130"
"In post","2023","Undeclared","West Yorkshire","Male","530","505","36650","32920"
"In post","2023","Unknown","Bedfordshire and Hertfordshire","Female","430","405","35300","31020"
"In post","2023","Unknown","Bedfordshire and Hertfordshire","Male","405","395","36570","33200"
"In post","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Female","740","685","32860","29140"
"In post","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Male","865","845","35300","32380"
"In post","2023","Unknown","Cheshire","Female","640","615","34740","32540"
"In post","2023","Unknown","Cheshire","Male","590","580","37560","36960"
"In post","2023","Unknown","Cornwall and Isles of Scilly","Female","90","75","29900","24230"
"In post","2023","Unknown","Cornwall and Isles of Scilly","Male","120","115","29120","23960"
"In post","2023","Unknown","Cumbria","Female","205","180","26850","22220"
"In post","2023","Unknown","Cumbria","Male","205","200","31510","26810"
"In post","2023","Unknown","Derbyshire and Nottinghamshire","Female","1340","1245","30650","28080"
"In post","2023","Unknown","Derbyshire and Nottinghamshire","Male","1210","1185","32040","28130"
"In post","2023","Unknown","Devon","Female","590","545","28690","25880"
"In post","2023","Unknown","Devon","Male","695","685","32380","28530"
"In post","2023","Unknown","Dorset and Somerset","Female","335","310","31170","27610"
"In post","2023","Unknown","Dorset and Somerset","Male","510","490","33190","28880"
"In post","2023","Unknown","East Anglia","Female","870","800","30070","27080"
"In post","2023","Unknown","East Anglia","Male","970","940","32600","28880"
"In post","2023","Unknown","East Wales","Female","2180","2010","31770","28130"
"In post","2023","Unknown","East Wales","Male","2115","2065","34430","31060"
"In post","2023","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Yorkshire and Northern Lincolnshire","Female","260","245","27670","26840"
"In post","2023","Unknown","East Yorkshire and Northern Lincolnshire","Male","300","295","28800","27470"
"In post","2023","Unknown","Eastern Scotland","Female","3905","3660","37090","32510"
"In post","2023","Unknown","Eastern Scotland","Male","3910","3760","37700","34730"
"In post","2023","Unknown","Essex","Female","345","320","30050","25890"
"In post","2023","Unknown","Essex","Male","325","320","28760","25880"
"In post","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Female","2395","2245","34950","31350"
"In post","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Male","3085","3030","38350","34670"
"In post","2023","Unknown","Greater Manchester","Female","2165","2055","31910","28130"
"In post","2023","Unknown","Greater Manchester","Male","2205","2165","33770","29730"
"In post","2023","Unknown","Hampshire and Isle of Wight","Female","1630","1460","32150","27470"
"In post","2023","Unknown","Hampshire and Isle of Wight","Male","1900","1805","34070","30650"
"In post","2023","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Female","245","230","29420","27080"
"In post","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Male","245","240","28570","27220"
"In post","2023","Unknown","Highlands and Islands","Female","190","175","30990","29100"
"In post","2023","Unknown","Highlands and Islands","Male","240","230","32050","31230"
"In post","2023","Unknown","Inner London - East","Female","2365","2250","41640","38670"
"In post","2023","Unknown","Inner London - East","Male","2180","2140","44510","39790"
"In post","2023","Unknown","Inner London - West","Female","7990","7785","46930","42640"
"In post","2023","Unknown","Inner London - West","Male","6330","6275","48920","43650"
"In post","2023","Unknown","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Kent","Female","755","725","28720","25880"
"In post","2023","Unknown","Kent","Male","955","930","29470","25880"
"In post","2023","Unknown","Lancashire","Female","865","790","29170","27110"
"In post","2023","Unknown","Lancashire","Male","730","710","30410","28120"
"In post","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Female","465","425","27580","25320"
"In post","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Male","330","320","29970","28080"
"In post","2023","Unknown","Lincolnshire","Female","155","150","28800","24570"
"In post","2023","Unknown","Lincolnshire","Male","175","175","29950","27490"
"In post","2023","Unknown","Merseyside","Female","3010","2795","27460","24570"
"In post","2023","Unknown","Merseyside","Male","2230","2185","28780","25750"
"In post","2023","Unknown","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North Eastern Scotland","Female","315","290","33990","31770"
"In post","2023","Unknown","North Eastern Scotland","Male","325","315","36280","34730"
"In post","2023","Unknown","North Yorkshire","Female","335","310","33510","27470"
"In post","2023","Unknown","North Yorkshire","Male","395","385","32710","28950"
"In post","2023","Unknown","Northern Ireland","Female","590","545","29310","25880"
"In post","2023","Unknown","Northern Ireland","Male","755","735","29570","25880"
"In post","2023","Unknown","Northumberland, and Tyne and Wear","Female","2350","2045","28760","25750"
"In post","2023","Unknown","Northumberland, and Tyne and Wear","Male","1965","1900","32340","28130"
"In post","2023","Unknown","Outer London - East and North East","Female","250","235","31300","31310"
"In post","2023","Unknown","Outer London - East and North East","Male","205","200","33110","32520"
"In post","2023","Unknown","Outer London - South","Female","1465","1415","36260","31440"
"In post","2023","Unknown","Outer London - South","Male","1300","1275","39660","36000"
"In post","2023","Unknown","Outer London - West and North West","Female","830","800","32330","29890"
"In post","2023","Unknown","Outer London - West and North West","Male","890","860","32810","29890"
"In post","2023","Unknown","Overseas","Female","595","595","56060","55670"
"In post","2023","Unknown","Overseas","Male","635","635","56930","55900"
"In post","2023","Unknown","Shropshire and Staffordshire","Female","710","675","31770","28080"
"In post","2023","Unknown","Shropshire and Staffordshire","Male","710","690","35010","30440"
"In post","2023","Unknown","South Yorkshire","Female","1130","1070","29920","25880"
"In post","2023","Unknown","South Yorkshire","Male","1015","1000","32020","25880"
"In post","2023","Unknown","Southern Scotland","Female","1270","1140","32130","27890"
"In post","2023","Unknown","Southern Scotland","Male","1020","985","33750","28600"
"In post","2023","Unknown","Surrey, East and West Sussex","Female","565","515","32660","28880"
"In post","2023","Unknown","Surrey, East and West Sussex","Male","555","530","33460","28880"
"In post","2023","Unknown","Tees Valley and Durham","Female","870","805","28430","25880"
"In post","2023","Unknown","Tees Valley and Durham","Male","735","715","29650","28080"
"In post","2023","Unknown","Unknown","Female","280","270","37320","34580"
"In post","2023","Unknown","Unknown","Male","1675","1665","41930","40220"
"In post","2023","Unknown","West Central Scotland","Female","3015","2810","32790","29100"
"In post","2023","Unknown","West Central Scotland","Male","3380","3255","34420","31660"
"In post","2023","Unknown","West Midlands","Female","2170","2030","30670","27890"
"In post","2023","Unknown","West Midlands","Male","1780","1725","33180","28920"
"In post","2023","Unknown","West Wales and The Valleys","Female","1050","955","27720","23390"
"In post","2023","Unknown","West Wales and The Valleys","Male","830","810","31410","27470"
"In post","2023","Unknown","West Yorkshire","Female","1950","1825","32250","28130"
"In post","2023","Unknown","West Yorkshire","Male","1970","1930","32370","28130"
"Leaver CS","2023","Declared disabled","Bedfordshire and Hertfordshire","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Bedfordshire and Hertfordshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Female","75","[c]","36110","29500"
"Leaver CS","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Male","65","[c]","33460","28910"
"Leaver CS","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cheshire","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cheshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cornwall and Isles of Scilly","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cornwall and Isles of Scilly","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cumbria","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cumbria","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Derbyshire and Nottinghamshire","Female","100","[c]","28960","27570"
"Leaver CS","2023","Declared disabled","Derbyshire and Nottinghamshire","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Devon","Female","55","[c]","26740","22490"
"Leaver CS","2023","Declared disabled","Devon","Male","55","[c]","29340","23790"
"Leaver CS","2023","Declared disabled","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Dorset and Somerset","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Dorset and Somerset","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Anglia","Female","95","[c]","28440","27570"
"Leaver CS","2023","Declared disabled","East Anglia","Male","80","[c]","31980","28120"
"Leaver CS","2023","Declared disabled","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Wales","Female","100","[c]","30750","24840"
"Leaver CS","2023","Declared disabled","East Wales","Male","75","[c]","33370","28120"
"Leaver CS","2023","Declared disabled","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Eastern Scotland","Female","85","[c]","33790","28120"
"Leaver CS","2023","Declared disabled","Eastern Scotland","Male","85","[c]","33930","31960"
"Leaver CS","2023","Declared disabled","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Essex","Female","55","[c]","29650","29290"
"Leaver CS","2023","Declared disabled","Essex","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Female","145","[c]","32390","28120"
"Leaver CS","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Male","135","[c]","34680","32910"
"Leaver CS","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Greater Manchester","Female","135","[c]","28040","21780"
"Leaver CS","2023","Declared disabled","Greater Manchester","Male","100","[c]","28430","26780"
"Leaver CS","2023","Declared disabled","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Hampshire and Isle of Wight","Female","115","[c]","28870","27140"
"Leaver CS","2023","Declared disabled","Hampshire and Isle of Wight","Male","90","[c]","31970","29590"
"Leaver CS","2023","Declared disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Highlands and Islands","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Highlands and Islands","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inner London - East","Female","120","[c]","36850","32520"
"Leaver CS","2023","Declared disabled","Inner London - East","Male","80","[c]","40230","32520"
"Leaver CS","2023","Declared disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inner London - West","Female","265","[c]","44590","39150"
"Leaver CS","2023","Declared disabled","Inner London - West","Male","195","[c]","48530","43650"
"Leaver CS","2023","Declared disabled","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Kent","Female","50","[c]","27620","25610"
"Leaver CS","2023","Declared disabled","Kent","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Lancashire","Female","85","[c]","27280","21920"
"Leaver CS","2023","Declared disabled","Lancashire","Male","60","[c]","27570","21690"
"Leaver CS","2023","Declared disabled","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Female","55","[c]","26560","27570"
"Leaver CS","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Lincolnshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Lincolnshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Merseyside","Female","145","[c]","28160","24700"
"Leaver CS","2023","Declared disabled","Merseyside","Male","55","[c]","29190","28080"
"Leaver CS","2023","Declared disabled","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North Eastern Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North Yorkshire","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North Yorkshire","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northumberland, and Tyne and Wear","Female","130","[c]","27630","21840"
"Leaver CS","2023","Declared disabled","Northumberland, and Tyne and Wear","Male","70","[c]","30520","27410"
"Leaver CS","2023","Declared disabled","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outer London - East and North East","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outer London - East and North East","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outer London - South","Female","50","[c]","37260","32520"
"Leaver CS","2023","Declared disabled","Outer London - South","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outer London - West and North West","Female","50","[c]","31390","31060"
"Leaver CS","2023","Declared disabled","Outer London - West and North West","Male","40","[c]","34830","31060"
"Leaver CS","2023","Declared disabled","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Shropshire and Staffordshire","Female","85","[c]","26730","26780"
"Leaver CS","2023","Declared disabled","Shropshire and Staffordshire","Male","55","[c]","27620","27570"
"Leaver CS","2023","Declared disabled","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South Yorkshire","Female","55","[c]","29650","27570"
"Leaver CS","2023","Declared disabled","South Yorkshire","Male","45","[c]","30300","27570"
"Leaver CS","2023","Declared disabled","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Southern Scotland","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Southern Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Surrey, East and West Sussex","Female","80","[c]","30460","28120"
"Leaver CS","2023","Declared disabled","Surrey, East and West Sussex","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tees Valley and Durham","Female","70","[c]","27400","27570"
"Leaver CS","2023","Declared disabled","Tees Valley and Durham","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","West Central Scotland","Female","90","[c]","29130","24890"
"Leaver CS","2023","Declared disabled","West Central Scotland","Male","65","[c]","31280","27570"
"Leaver CS","2023","Declared disabled","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","West Midlands","Female","145","[c]","28470","26680"
"Leaver CS","2023","Declared disabled","West Midlands","Male","80","[c]","29920","27570"
"Leaver CS","2023","Declared disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","West Wales and The Valleys","Female","115","[c]","24160","21840"
"Leaver CS","2023","Declared disabled","West Wales and The Valleys","Male","45","[c]","32010","22170"
"Leaver CS","2023","Declared disabled","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","West Yorkshire","Female","105","[c]","29280","27880"
"Leaver CS","2023","Declared disabled","West Yorkshire","Male","70","[c]","31780","28120"
"Leaver CS","2023","Declared disabled","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Female","210","[c]","32980","29290"
"Leaver CS","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Male","140","[c]","32270","29290"
"Leaver CS","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Female","350","[c]","32460","28120"
"Leaver CS","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Male","305","[c]","36050","31280"
"Leaver CS","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cheshire","Female","115","[c]","28750","27570"
"Leaver CS","2023","Declared non-disabled","Cheshire","Male","90","[c]","35110","28450"
"Leaver CS","2023","Declared non-disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cornwall and Isles of Scilly","Female","50","[c]","29290","26670"
"Leaver CS","2023","Declared non-disabled","Cornwall and Isles of Scilly","Male","60","[c]","29600","27470"
"Leaver CS","2023","Declared non-disabled","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cumbria","Female","85","[c]","27760","22150"
"Leaver CS","2023","Declared non-disabled","Cumbria","Male","65","[c]","32130","27460"
"Leaver CS","2023","Declared non-disabled","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Female","435","[c]","30410","27570"
"Leaver CS","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Male","310","[c]","34020","28120"
"Leaver CS","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Devon","Female","265","[c]","31140","27570"
"Leaver CS","2023","Declared non-disabled","Devon","Male","320","[c]","34250","28120"
"Leaver CS","2023","Declared non-disabled","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Dorset and Somerset","Female","165","[c]","29790","27570"
"Leaver CS","2023","Declared non-disabled","Dorset and Somerset","Male","190","[c]","31290","27610"
"Leaver CS","2023","Declared non-disabled","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Anglia","Female","415","[c]","29110","26900"
"Leaver CS","2023","Declared non-disabled","East Anglia","Male","410","[c]","34070","28120"
"Leaver CS","2023","Declared non-disabled","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Wales","Female","445","[c]","32240","27570"
"Leaver CS","2023","Declared non-disabled","East Wales","Male","450","[c]","36360","30450"
"Leaver CS","2023","Declared non-disabled","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Female","125","[c]","28710","27650"
"Leaver CS","2023","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Male","120","[c]","29860","27580"
"Leaver CS","2023","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Eastern Scotland","Female","445","[c]","33280","27570"
"Leaver CS","2023","Declared non-disabled","Eastern Scotland","Male","320","[c]","37030","29560"
"Leaver CS","2023","Declared non-disabled","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Essex","Female","220","[c]","32630","29290"
"Leaver CS","2023","Declared non-disabled","Essex","Male","145","[c]","30830","29290"
"Leaver CS","2023","Declared non-disabled","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Female","800","[c]","33120","28120"
"Leaver CS","2023","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Male","920","[c]","38980","34300"
"Leaver CS","2023","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Greater Manchester","Female","625","[c]","29020","25650"
"Leaver CS","2023","Declared non-disabled","Greater Manchester","Male","500","[c]","34460","28120"
"Leaver CS","2023","Declared non-disabled","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Hampshire and Isle of Wight","Female","490","[c]","29160","25220"
"Leaver CS","2023","Declared non-disabled","Hampshire and Isle of Wight","Male","440","[c]","34250","28120"
"Leaver CS","2023","Declared non-disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Female","170","[c]","27240","24680"
"Leaver CS","2023","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Male","150","[c]","29660","27570"
"Leaver CS","2023","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Highlands and Islands","Female","65","[c]","27420","26220"
"Leaver CS","2023","Declared non-disabled","Highlands and Islands","Male","55","[c]","27810","26960"
"Leaver CS","2023","Declared non-disabled","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Inner London - East","Female","715","[c]","42830","34550"
"Leaver CS","2023","Declared non-disabled","Inner London - East","Male","575","[c]","48110","41670"
"Leaver CS","2023","Declared non-disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Inner London - West","Female","1600","[c]","45270","41030"
"Leaver CS","2023","Declared non-disabled","Inner London - West","Male","1480","[c]","48960","43760"
"Leaver CS","2023","Declared non-disabled","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Kent","Female","245","[c]","30340","29290"
"Leaver CS","2023","Declared non-disabled","Kent","Male","235","[c]","31660","29290"
"Leaver CS","2023","Declared non-disabled","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Lancashire","Female","385","[c]","28850","26120"
"Leaver CS","2023","Declared non-disabled","Lancashire","Male","290","[c]","31540","27570"
"Leaver CS","2023","Declared non-disabled","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Female","250","[c]","27690","26070"
"Leaver CS","2023","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Male","205","[c]","28540","27570"
"Leaver CS","2023","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Lincolnshire","Female","100","[c]","26890","26670"
"Leaver CS","2023","Declared non-disabled","Lincolnshire","Male","120","[c]","31170","28120"
"Leaver CS","2023","Declared non-disabled","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Merseyside","Female","490","[c]","28870","27010"
"Leaver CS","2023","Declared non-disabled","Merseyside","Male","320","[c]","31270","27490"
"Leaver CS","2023","Declared non-disabled","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North Eastern Scotland","Female","40","[c]","32460","28120"
"Leaver CS","2023","Declared non-disabled","North Eastern Scotland","Male","45","[c]","39980","32340"
"Leaver CS","2023","Declared non-disabled","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North Yorkshire","Female","145","[c]","32860","26450"
"Leaver CS","2023","Declared non-disabled","North Yorkshire","Male","115","[c]","34510","30870"
"Leaver CS","2023","Declared non-disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","Female","70","[c]","33160","23390"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","Male","70","[c]","31390","23180"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northumberland, and Tyne and Wear","Female","545","[c]","27270","22220"
"Leaver CS","2023","Declared non-disabled","Northumberland, and Tyne and Wear","Male","405","[c]","33440","27570"
