"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","EO","EO","40","[c]","27390","27260"
"Leaver Dept.","2023","White","Project Delivery","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","G6/G7","G7","60","[c]","52900","52590"
"Leaver Dept.","2023","White","Project Delivery","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","SEO/HEO","HEO","85","[c]","34210","34110"
"Leaver Dept.","2023","White","Project Delivery","SEO/HEO","SEO","80","[c]","40400","40580"
"Leaver Dept.","2023","White","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","SEO/HEO","HEO","35","[c]","33440","33300"
"Leaver Dept.","2023","White","Property","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","SEO/HEO","HEO","35","[c]","34620","34310"
"Leaver Dept.","2023","White","Security","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","EO","EO","70","[c]","28380","28120"
"Leaver Dept.","2023","White","Unknown","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","G6/G7","G7","90","[c]","56090","55150"
"Leaver Dept.","2023","White","Unknown","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","SEO/HEO","HEO","130","[c]","35620","35290"
"Leaver Dept.","2023","White","Unknown","SEO/HEO","SEO","85","[c]","43490","43760"
"Leaver Dept.","2023","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Analysis","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Analysis","EO","EO","35","[c]","28540","28370"
"New entrant CS","2023","Asian","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Analysis","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Analysis","SEO/HEO","HEO","70","[c]","33830","34110"
"New entrant CS","2023","Asian","Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","AA/AO","AO","350","[c]","23000","22520"
"New entrant CS","2023","Asian","Debt","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","EO","EO","60","[c]","27990","27650"
"New entrant CS","2023","Asian","Digital, Data & Technology","G6/G7","G6","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","G6/G7","G7","60","[c]","56720","56400"
"New entrant CS","2023","Asian","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","SEO/HEO","HEO","90","[c]","34970","34400"
"New entrant CS","2023","Asian","Digital, Data & Technology","SEO/HEO","SEO","95","[c]","42040","41780"
"New entrant CS","2023","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","EO","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Grants Management","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","AA/AO","AO","100","[c]","21860","20980"
"New entrant CS","2023","Asian","Legal","EO","EO","55","[c]","27770","27760"
"New entrant CS","2023","Asian","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","G6/G7","G7","50","[c]","54050","52600"
"New entrant CS","2023","Asian","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","SEO/HEO","SEO","30","[c]","39780","38760"
"New entrant CS","2023","Asian","No function","AA/AO","AA","85","[c]","22870","23230"
"New entrant CS","2023","Asian","No function","AA/AO","AO","1005","[c]","23770","22500"
"New entrant CS","2023","Asian","No function","EO","EO","385","[c]","28130","28120"
"New entrant CS","2023","Asian","No function","G6/G7","G6","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","G6/G7","G7","40","[c]","58590","54680"
"New entrant CS","2023","Asian","No function","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","SEO/HEO","HEO","165","[c]","33850","33980"
"New entrant CS","2023","Asian","No function","SEO/HEO","SEO","80","[c]","42350","42290"
"New entrant CS","2023","Asian","No function","Unknown","Unknown","200","[c]","22900","23640"
"New entrant CS","2023","Asian","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","EO","EO","30","[c]","27160","27650"
"New entrant CS","2023","Asian","Project Delivery","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","G6/G7","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","SEO/HEO","HEO","55","[c]","33700","33500"
"New entrant CS","2023","Asian","Project Delivery","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","EO","EO","45","[c]","27800","28120"
"New entrant CS","2023","Asian","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","SEO/HEO","HEO","60","[c]","30460","28840"
"New entrant CS","2023","Asian","Unknown","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Debt","AA/AO","AO","85","[c]","23100","22520"
"New entrant CS","2023","Black","Debt","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data & Technology","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data & Technology","EO","EO","35","[c]","27560","27650"
"New entrant CS","2023","Black","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data & Technology","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data & Technology","SEO/HEO","HEO","65","[c]","34520","34400"
"New entrant CS","2023","Black","Digital, Data & Technology","SEO/HEO","SEO","60","[c]","40660","40380"
"New entrant CS","2023","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Grants Management","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","AA/AO","AO","35","[c]","22490","21890"
"New entrant CS","2023","Black","Legal","EO","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","G6/G7","G7","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","AA/AO","AA","75","[c]","24280","23230"
"New entrant CS","2023","Black","No function","AA/AO","AO","505","[c]","26530","25480"
"New entrant CS","2023","Black","No function","EO","EO","155","[c]","28160","28120"
"New entrant CS","2023","Black","No function","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","SEO/HEO","HEO","80","[c]","33960","33830"
"New entrant CS","2023","Black","No function","SEO/HEO","SEO","50","[c]","43840","43080"
"New entrant CS","2023","Black","No function","Unknown","Unknown","190","[c]","24940","23640"
"New entrant CS","2023","Black","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
