"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Human Resources","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Human Resources","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Human Resources","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","Outside London","Heterosexual / straight","120","115","36960","34700"
"In post","2023","Human Resources","Tax","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Human Resources","Tax","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Human Resources","Tax","Outside London","Unknown","45","45","37090","34400"
"In post","2023","Human Resources","Unknown","London","Heterosexual / straight","100","90","51840","56430"
"In post","2023","Human Resources","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Human Resources","Unknown","London","Unknown","20","20","[c]","[c]"
"In post","2023","Human Resources","Unknown","Outside London","Heterosexual / straight","195","185","41970","38080"
"In post","2023","Human Resources","Unknown","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Human Resources","Unknown","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Human Resources","Unknown","Outside London","Unknown","40","35","38500","34930"
"In post","2023","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","London","Heterosexual / straight","140","135","53970","53180"
"In post","2023","Internal Audit","Internal Audit","London","LGBO","15","10","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","London","Undeclared","25","20","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","London","Unknown","20","15","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Outside London","Heterosexual / straight","400","380","46000","43990"
"In post","2023","Internal Audit","Internal Audit","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Outside London","Undeclared","50","50","45900","42700"
"In post","2023","Internal Audit","Internal Audit","Outside London","Unknown","40","40","42620","42090"
"In post","2023","Internal Audit","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Legal","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Outside London","Heterosexual / straight","45","40","25230","23680"
"In post","2023","Legal","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Legal","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","Heterosexual / straight","35","25","52230","57000"
"In post","2023","Legal","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Outside London","Heterosexual / straight","85","70","42090","34170"
"In post","2023","Legal","Knowledge and Information Management","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","London","Heterosexual / straight","2470","2330","60590","61210"
"In post","2023","Legal","Legal","London","LGBO","200","195","62540","61830"
"In post","2023","Legal","Legal","London","Undeclared","265","255","63000","65650"
"In post","2023","Legal","Legal","London","Unknown","755","695","63670","65650"
"In post","2023","Legal","Legal","Outside London","Heterosexual / straight","3220","3020","54620","54100"
"In post","2023","Legal","Legal","Outside London","LGBO","155","150","52250","53750"
"In post","2023","Legal","Legal","Outside London","Undeclared","200","190","54390","54100"
"In post","2023","Legal","Legal","Outside London","Unknown","910","820","54170","56450"
"In post","2023","Legal","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","London","Heterosexual / straight","850","810","31230","28200"
"In post","2023","Legal","Operational Delivery","London","LGBO","70","65","31320","28540"
"In post","2023","Legal","Operational Delivery","London","Undeclared","60","55","29440","28200"
"In post","2023","Legal","Operational Delivery","London","Unknown","250","230","30870","29660"
"In post","2023","Legal","Operational Delivery","Outside London","Heterosexual / straight","2070","1935","27930","26900"
"In post","2023","Legal","Operational Delivery","Outside London","LGBO","160","155","27520","26900"
"In post","2023","Legal","Operational Delivery","Outside London","Undeclared","105","95","27080","26900"
"In post","2023","Legal","Operational Delivery","Outside London","Unknown","500","440","27020","26900"
"In post","2023","Legal","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Legal","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Outside London","Heterosexual / straight","35","35","53830","54090"
"In post","2023","Legal","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Other","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Policy","London","Heterosexual / straight","55","50","58720","58050"
"In post","2023","Legal","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Policy","London","Unknown","20","20","[c]","[c]"
"In post","2023","Legal","Policy","Outside London","Heterosexual / straight","45","40","48180","49870"
"In post","2023","Legal","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Legal","Project Delivery","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Legal","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Legal","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Legal","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Legal","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Tax","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Legal","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Tax","London","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Tax","Outside London","Heterosexual / straight","205","195","43850","42140"
"In post","2023","Legal","Tax","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Legal","Tax","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Legal","Tax","Outside London","Unknown","60","55","40540","35070"
"In post","2023","Legal","Unknown","London","Heterosexual / straight","60","60","61150","65230"
"In post","2023","Legal","Unknown","London","LGBO","15","15","[c]","[c]"
"In post","2023","Legal","Unknown","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Unknown","London","Unknown","35","30","51800","59180"
"In post","2023","Legal","Unknown","Outside London","Heterosexual / straight","70","65","41020","35000"
"In post","2023","Legal","Unknown","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","No function","Commercial","London","Heterosexual / straight","110","105","51750","48460"
"In post","2023","No function","Commercial","London","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Commercial","London","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Commercial","London","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Commercial","Outside London","Heterosexual / straight","265","260","50530","48460"
"In post","2023","No function","Commercial","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Commercial","Outside London","Undeclared","30","30","48580","51500"
"In post","2023","No function","Commercial","Outside London","Unknown","30","30","42750","39670"
"In post","2023","No function","Communications","London","Heterosexual / straight","80","75","50870","53860"
"In post","2023","No function","Communications","London","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Communications","London","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Communications","London","Unknown","35","30","47710","43210"
"In post","2023","No function","Communications","Outside London","Heterosexual / straight","50","45","38450","37870"
"In post","2023","No function","Communications","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Communications","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Corporate Finance","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Counter Fraud","Outside London","Heterosexual / straight","155","140","28130","26180"
"In post","2023","No function","Counter Fraud","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Counter Fraud","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Counter Fraud","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","London","Heterosexual / straight","370","365","59190","59320"
"In post","2023","No function","Digital, Data and Technology","London","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","London","Undeclared","55","50","57570","59000"
"In post","2023","No function","Digital, Data and Technology","London","Unknown","120","120","55360","59000"
"In post","2023","No function","Digital, Data and Technology","Outside London","Heterosexual / straight","190","185","43750","39590"
"In post","2023","No function","Digital, Data and Technology","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Outside London","Undeclared","35","35","42080","36830"
"In post","2023","No function","Digital, Data and Technology","Outside London","Unknown","45","45","49520","49870"
"In post","2023","No function","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","London","Heterosexual / straight","155","150","55500","59370"
"In post","2023","No function","Economics","London","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Economics","London","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Economics","London","Unknown","45","45","49830","41550"
"In post","2023","No function","Economics","Outside London","Heterosexual / straight","30","30","46720","42510"
"In post","2023","No function","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","Heterosexual / straight","70","70","44210","41870"
"In post","2023","No function","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Finance","Outside London","Heterosexual / straight","55","55","38610","33020"
"In post","2023","No function","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2023","No function","Finance","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","Outside London","Heterosexual / straight","305","290","34130","34370"
"In post","2023","No function","Geography","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Geography","Outside London","Undeclared","35","30","33760","34370"
"In post","2023","No function","Geography","Outside London","Unknown","125","120","30410","28070"
"In post","2023","No function","Human Resources","London","Heterosexual / straight","110","110","46910","43210"
"In post","2023","No function","Human Resources","London","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Human Resources","London","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Human Resources","London","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Human Resources","Outside London","Heterosexual / straight","110","105","35970","32370"
"In post","2023","No function","Human Resources","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Human Resources","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Human Resources","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","No function","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","London","Heterosexual / straight","90","90","68170","69320"
"In post","2023","No function","Inspector of Education and Training","London","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","London","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Outside London","Heterosexual / straight","775","760","66390","66170"
"In post","2023","No function","Inspector of Education and Training","Outside London","LGBO","50","50","69810","77470"
"In post","2023","No function","Inspector of Education and Training","Outside London","Undeclared","35","35","67340","71820"
"In post","2023","No function","Inspector of Education and Training","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","London","Heterosexual / straight","675","645","38810","36180"
"In post","2023","No function","Intelligence Analysis","London","LGBO","30","30","37480","36350"
"In post","2023","No function","Intelligence Analysis","London","Undeclared","125","120","38380","36310"
"In post","2023","No function","Intelligence Analysis","London","Unknown","125","120","37520","37250"
"In post","2023","No function","Intelligence Analysis","Outside London","Heterosexual / straight","1310","1245","30580","28480"
"In post","2023","No function","Intelligence Analysis","Outside London","LGBO","60","55","30430","28480"
"In post","2023","No function","Intelligence Analysis","Outside London","Undeclared","185","180","31700","28700"
"In post","2023","No function","Intelligence Analysis","Outside London","Unknown","185","180","28780","27080"
"In post","2023","No function","Intelligence Analysis","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","London","Heterosexual / straight","845","835","51010","51030"
"In post","2023","No function","International Trade","London","LGBO","110","110","49140","45070"
"In post","2023","No function","International Trade","London","Undeclared","75","70","55390","55370"
"In post","2023","No function","International Trade","London","Unknown","360","360","48510","42050"
"In post","2023","No function","International Trade","Outside London","Heterosexual / straight","375","360","42800","41750"
"In post","2023","No function","International Trade","Outside London","LGBO","30","25","[c]","[c]"
"In post","2023","No function","International Trade","Outside London","Undeclared","35","30","40800","39690"
"In post","2023","No function","International Trade","Outside London","Unknown","145","140","42820","42150"
"In post","2023","No function","International Trade","Overseas","Heterosexual / straight","100","100","57440","55730"
"In post","2023","No function","International Trade","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","No function","International Trade","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","International Trade","Overseas","Unknown","55","55","54280","54040"
"In post","2023","No function","Knowledge and Information Management","London","Heterosexual / straight","210","205","40620","36310"
"In post","2023","No function","Knowledge and Information Management","London","LGBO","40","40","38870","36720"
"In post","2023","No function","Knowledge and Information Management","London","Undeclared","35","30","38610","36200"
"In post","2023","No function","Knowledge and Information Management","London","Unknown","85","85","42040","36720"
"In post","2023","No function","Knowledge and Information Management","Outside London","Heterosexual / straight","320","300","32300","31270"
"In post","2023","No function","Knowledge and Information Management","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Outside London","Undeclared","45","40","34070","32640"
"In post","2023","No function","Knowledge and Information Management","Outside London","Unknown","70","65","31480","28120"
"In post","2023","No function","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","London","Heterosexual / straight","200","180","54300","55720"
"In post","2023","No function","Legal","London","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Legal","London","Undeclared","50","45","55950","55900"
"In post","2023","No function","Legal","London","Unknown","65","65","48940","43650"
"In post","2023","No function","Legal","Outside London","Heterosexual / straight","605","540","44010","42850"
"In post","2023","No function","Legal","Outside London","LGBO","25","20","[c]","[c]"
"In post","2023","No function","Legal","Outside London","Undeclared","135","120","44280","45160"
"In post","2023","No function","Legal","Outside London","Unknown","80","75","39160","37680"
"In post","2023","No function","Medicine","London","Heterosexual / straight","150","130","69640","55000"
"In post","2023","No function","Medicine","London","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Medicine","London","Undeclared","35","30","73340","55610"
"In post","2023","No function","Medicine","London","Unknown","55","45","100840","99430"
"In post","2023","No function","Medicine","Outside London","Heterosexual / straight","1300","1145","55460","41660"
"In post","2023","No function","Medicine","Outside London","LGBO","35","30","50740","39640"
"In post","2023","No function","Medicine","Outside London","Undeclared","150","130","63800","48120"
"In post","2023","No function","Medicine","Outside London","Unknown","400","345","53190","40590"
"In post","2023","No function","Medicine","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","No function","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Medicine","Overseas","Unknown","5","5","[c]","[c]"
