"Status","Year","Region_ITL3","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lothian and Midlothian","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lothian and Midlothian","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lothian and Midlothian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lothian and Midlothian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lothian and Midlothian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lothian and Midlothian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Riding of Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Surrey","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Surrey","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Surrey","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Surrey","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Surrey","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Surrey","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Surrey","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Surrey","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Surrey","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Enfield","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Enfield","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Enfield","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Enfield","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Haven Gateway","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Haven Gateway","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Haven Gateway","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Haven Gateway","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Haven Gateway","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Haven Gateway","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Haven Gateway","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Haven Gateway","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Haven Gateway","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Thames Gateway","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Thames Gateway","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Thames Gateway","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Thames Gateway","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Thames Gateway","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Thames Gateway","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Thames Gateway","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex Thames Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Falkirk","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Falkirk","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Falkirk","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Falkirk","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Falkirk","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Falkirk","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Flintshire and Wrexham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","AA/AO","Heterosexual / straight","75","[c]","21730","21690"
"Leaver Dept.","2023","Glasgow City","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","AA/AO","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","EO","Heterosexual / straight","95","[c]","27290","27570"
"Leaver Dept.","2023","Glasgow City","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","EO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","SEO/HEO","Heterosexual / straight","55","[c]","35360","34000"
"Leaver Dept.","2023","Glasgow City","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Glasgow City","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North West","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North West","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North West","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North West","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North West","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North West","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester North West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","AA/AO","Heterosexual / straight","30","[c]","21580","21780"
"Leaver Dept.","2023","Greater Manchester South West","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","AA/AO","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","EO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","SEO/HEO","Heterosexual / straight","30","[c]","35890","36740"
"Leaver Dept.","2023","Greater Manchester South West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","SEO/HEO","Unknown","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester South West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwent Valleys","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwent Valleys","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwent Valleys","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwent Valleys","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwent Valleys","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwent Valleys","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwent Valleys","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwent Valleys","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwent Valleys","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwent Valleys","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwynedd","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwynedd","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwynedd","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwynedd","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwynedd","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwynedd","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gwynedd","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","EO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","SEO/HEO","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hackney and Newham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Haringey and Islington","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Harrow and Hillingdon","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Harrow and Hillingdon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Harrow and Hillingdon","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Harrow and Hillingdon","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Harrow and Hillingdon","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Harrow and Hillingdon","EO","LGBO","[c]","[c]","[c]","[c]"
