"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Project Delivery","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","London","5","5","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","South West (England)","5","5","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","London","35","35","55520","56630"
"In post","2023","Mixed","Project Delivery","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","East of England","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","London","130","125","48700","45340"
"In post","2023","Mixed","Project Delivery","Project Delivery","North East (England)","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","North West (England)","30","30","43550","41680"
"In post","2023","Mixed","Project Delivery","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","South East (England)","15","15","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","South West (England)","50","50","39450","37180"
"In post","2023","Mixed","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","Wales","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Project Delivery","Yorkshire and The Humber","15","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","East of England","5","5","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","London","5","5","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","South West (England)","20","20","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Property","London","30","30","39410","37080"
"In post","2023","Mixed","Property","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Property","North West (England)","10","10","[c]","[c]"
"In post","2023","Mixed","Property","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Property","South East (England)","15","15","[c]","[c]"
"In post","2023","Mixed","Property","Property","South West (England)","10","10","[c]","[c]"
"In post","2023","Mixed","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Property","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Mixed","Property","Property","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Mixed","Property","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
