"Status","Year","Age","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","Outside London","SCS level","35","[c]","94590","90970"
"Leaver Dept.","2023","50-59","Outside London","SEO/HEO","410","[c]","36810","36690"
"Leaver Dept.","2023","50-59","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","G6/G7","15","[c]","56390","55810"
"Leaver Dept.","2023","60-64","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","London","SEO/HEO","15","[c]","40390","41960"
"Leaver Dept.","2023","60-64","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Outside London","AA/AO","65","[c]","21900","21690"
"Leaver Dept.","2023","60-64","Outside London","EO","55","[c]","27600","27570"
"Leaver Dept.","2023","60-64","Outside London","G6/G7","20","[c]","58320","53680"
"Leaver Dept.","2023","60-64","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Outside London","SEO/HEO","45","[c]","37160","35920"
"Leaver Dept.","2023","60-64","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","AA/AO","70","[c]","25250","25610"
"New entrant CS","2023","16-19","London","EO","40","[c]","27990","29280"
"New entrant CS","2023","16-19","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Outside London","AA/AO","910","[c]","22930","22500"
"New entrant CS","2023","16-19","Outside London","EO","75","[c]","25520","25750"
"New entrant CS","2023","16-19","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Outside London","Unknown","45","[c]","19670","19090"
"New entrant CS","2023","16-19","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","25","[c]","17050","16410"
"New entrant CS","2023","20-29","London","AA/AO","1320","[c]","26670","26400"
"New entrant CS","2023","20-29","London","EO","1430","[c]","28970","29660"
"New entrant CS","2023","20-29","London","G6/G7","160","[c]","56330","54690"
"New entrant CS","2023","20-29","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","London","SEO/HEO","2030","[c]","35350","35040"
"New entrant CS","2023","20-29","London","Unknown","205","[c]","26110","27640"
"New entrant CS","2023","20-29","Outside London","AA/AO","10000","[c]","23650","22500"
"New entrant CS","2023","20-29","Outside London","EO","3175","[c]","26830","26020"
"New entrant CS","2023","20-29","Outside London","G6/G7","170","[c]","53860","52360"
"New entrant CS","2023","20-29","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Outside London","SEO/HEO","2470","[c]","33550","32620"
"New entrant CS","2023","20-29","Outside London","Unknown","1880","[c]","22540","23640"
"New entrant CS","2023","20-29","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","AA/AO","40","[c]","23730","22400"
"New entrant CS","2023","20-29","Unknown","EO","20","[c]","25480","25750"
"New entrant CS","2023","20-29","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","SEO/HEO","10","[c]","31010","30420"
"New entrant CS","2023","20-29","Unknown","Unknown","80","[c]","22030","17660"
"New entrant CS","2023","30-39","London","AA/AO","440","[c]","28660","26760"
"New entrant CS","2023","30-39","London","EO","410","[c]","29830","29750"
"New entrant CS","2023","30-39","London","G6/G7","445","[c]","60660","56430"
"New entrant CS","2023","30-39","London","SCS level","25","[c]","89630","84310"
"New entrant CS","2023","30-39","London","SEO/HEO","740","[c]","39250","39150"
"New entrant CS","2023","30-39","London","Unknown","70","[c]","27190","27640"
"New entrant CS","2023","30-39","Outside London","AA/AO","5305","[c]","24010","22520"
"New entrant CS","2023","30-39","Outside London","EO","2205","[c]","27350","26940"
"New entrant CS","2023","30-39","Outside London","G6/G7","805","[c]","55920","53000"
"New entrant CS","2023","30-39","Outside London","SCS level","20","[c]","88120","88360"
"New entrant CS","2023","30-39","Outside London","SEO/HEO","2470","[c]","36780","35570"
"New entrant CS","2023","30-39","Outside London","Unknown","855","[c]","23760","23640"
"New entrant CS","2023","30-39","Overseas","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Overseas","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Overseas","SEO/HEO","15","[c]","46350","45690"
"New entrant CS","2023","30-39","Unknown","AA/AO","25","[c]","24550","23230"
"New entrant CS","2023","30-39","Unknown","EO","15","[c]","25650","25750"
"New entrant CS","2023","30-39","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Unknown","25","[c]","26270","17820"
"New entrant CS","2023","40-49","London","AA/AO","305","[c]","27580","26400"
"New entrant CS","2023","40-49","London","EO","215","[c]","30020","29750"
"New entrant CS","2023","40-49","London","G6/G7","275","[c]","63140","60000"
"New entrant CS","2023","40-49","London","SCS level","60","[c]","101650","90000"
"New entrant CS","2023","40-49","London","SEO/HEO","310","[c]","40410","40540"
"New entrant CS","2023","40-49","London","Unknown","50","[c]","27390","27640"
"New entrant CS","2023","40-49","Outside London","AA/AO","3295","[c]","23770","22500"
"New entrant CS","2023","40-49","Outside London","EO","1390","[c]","27310","26910"
"New entrant CS","2023","40-49","Outside London","G6/G7","845","[c]","58570","54870"
"New entrant CS","2023","40-49","Outside London","SCS level","65","[c]","95920","90000"
"New entrant CS","2023","40-49","Outside London","SEO/HEO","1815","[c]","37940","37680"
"New entrant CS","2023","40-49","Outside London","Unknown","580","[c]","24860","23640"
"New entrant CS","2023","40-49","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AA/AO","20","[c]","25190","23230"
"New entrant CS","2023","40-49","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Unknown","20","[c]","23730","17660"
"New entrant CS","2023","50-59","London","AA/AO","215","[c]","27010","26400"
"New entrant CS","2023","50-59","London","EO","205","[c]","30630","29750"
"New entrant CS","2023","50-59","London","G6/G7","150","[c]","62530","59530"
"New entrant CS","2023","50-59","London","SCS level","40","[c]","116510","109480"
"New entrant CS","2023","50-59","London","SEO/HEO","175","[c]","40410","40880"
"New entrant CS","2023","50-59","London","Unknown","50","[c]","26550","27640"
"New entrant CS","2023","50-59","Outside London","AA/AO","2970","[c]","23080","22400"
"New entrant CS","2023","50-59","Outside London","EO","1225","[c]","27980","27080"
"New entrant CS","2023","50-59","Outside London","G6/G7","570","[c]","59660","56180"
"New entrant CS","2023","50-59","Outside London","SCS level","65","[c]","106290","1e+05"
"New entrant CS","2023","50-59","Outside London","SEO/HEO","1150","[c]","38410","37830"
"New entrant CS","2023","50-59","Outside London","Unknown","470","[c]","25550","23640"
"New entrant CS","2023","50-59","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Overseas","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Overseas","SEO/HEO","10","[c]","52390","47380"
"New entrant CS","2023","50-59","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","EO","15","[c]","29940","28120"
"New entrant CS","2023","50-59","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","London","AA/AO","50","[c]","26070","26400"
"New entrant CS","2023","60-64","London","EO","40","[c]","30660","29750"
"New entrant CS","2023","60-64","London","G6/G7","35","[c]","60890","58860"
"New entrant CS","2023","60-64","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","London","SEO/HEO","35","[c]","41400","41910"
"New entrant CS","2023","60-64","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Outside London","AA/AO","725","[c]","22600","22220"
"New entrant CS","2023","60-64","Outside London","EO","225","[c]","28580","27980"
"New entrant CS","2023","60-64","Outside London","G6/G7","85","[c]","58250","55000"
"New entrant CS","2023","60-64","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Outside London","SEO/HEO","205","[c]","38010","37130"
"New entrant CS","2023","60-64","Outside London","Unknown","100","[c]","25280","23640"
"New entrant CS","2023","60-64","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","London","AA/AO","25","[c]","26760","26400"
"New entrant CS","2023","65+","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","London","G6/G7","10","[c]","60760","59940"
"New entrant CS","2023","65+","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Outside London","AA/AO","200","[c]","22130","22180"
"New entrant CS","2023","65+","Outside London","EO","45","[c]","28030","27080"
"New entrant CS","2023","65+","Outside London","G6/G7","20","[c]","59560","57580"
"New entrant CS","2023","65+","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Outside London","SEO/HEO","70","[c]","40500","41080"
"New entrant CS","2023","65+","Outside London","Unknown","20","[c]","26740","23640"
"New entrant CS","2023","65+","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","London","EO","50","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Outside London","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
