"Status","Year","Parent_department","Region_ITL1","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","North West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Outside London","AO","235","220","22690","22870"
"In post","2023","Attorney General's Departments","North West (England)","Outside London","EO","235","220","27980","28850"
"In post","2023","Attorney General's Departments","North West (England)","Outside London","G6","40","40","72020","70110"
"In post","2023","Attorney General's Departments","North West (England)","Outside London","G7","415","385","54720","54800"
"In post","2023","Attorney General's Departments","North West (England)","Outside London","HEO","80","75","32740","32520"
"In post","2023","Attorney General's Departments","North West (England)","Outside London","SCS level","10","10","91000","86030"
"In post","2023","Attorney General's Departments","North West (England)","Outside London","SEO","75","70","39160","38940"
"In post","2023","Attorney General's Departments","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Outside London","AO","175","165","23930","24480"
"In post","2023","Attorney General's Departments","South East (England)","Outside London","EO","170","160","29080","28200"
"In post","2023","Attorney General's Departments","South East (England)","Outside London","G6","20","20","78190","75780"
"In post","2023","Attorney General's Departments","South East (England)","Outside London","G7","305","280","59740","58820"
"In post","2023","Attorney General's Departments","South East (England)","Outside London","HEO","60","55","34580","33780"
"In post","2023","Attorney General's Departments","South East (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Outside London","SEO","50","50","41270","40800"
"In post","2023","Attorney General's Departments","South West (England)","Outside London","AO","70","65","22350","22870"
"In post","2023","Attorney General's Departments","South West (England)","Outside London","EO","75","70","27950","27400"
"In post","2023","Attorney General's Departments","South West (England)","Outside London","G6","30","25","68930","68190"
"In post","2023","Attorney General's Departments","South West (England)","Outside London","G7","190","170","54620","54020"
"In post","2023","Attorney General's Departments","South West (England)","Outside London","HEO","35","35","33680","33300"
"In post","2023","Attorney General's Departments","South West (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Outside London","SEO","20","20","39360","38940"
"In post","2023","Attorney General's Departments","Wales","Outside London","AO","85","75","22950","22870"
"In post","2023","Attorney General's Departments","Wales","Outside London","EO","75","70","27760","27150"
"In post","2023","Attorney General's Departments","Wales","Outside London","G6","10","10","73190","68870"
"In post","2023","Attorney General's Departments","Wales","Outside London","G7","185","170","54760","55290"
"In post","2023","Attorney General's Departments","Wales","Outside London","HEO","40","35","33290","33300"
"In post","2023","Attorney General's Departments","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Outside London","SEO","35","35","39310","38940"
"In post","2023","Attorney General's Departments","West Midlands (England)","Outside London","AO","135","125","22830","22870"
"In post","2023","Attorney General's Departments","West Midlands (England)","Outside London","EO","125","125","27740","26930"
"In post","2023","Attorney General's Departments","West Midlands (England)","Outside London","G6","25","25","74560","70010"
"In post","2023","Attorney General's Departments","West Midlands (England)","Outside London","G7","260","240","54730","54800"
"In post","2023","Attorney General's Departments","West Midlands (England)","Outside London","HEO","45","45","32220","31330"
"In post","2023","Attorney General's Departments","West Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Outside London","SEO","40","40","39420","38940"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Outside London","AO","170","155","22710","22870"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Outside London","EO","210","195","27740","27190"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Outside London","G6","85","80","68630","67640"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Outside London","G7","370","345","54520","52880"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Outside London","HEO","110","105","33780","32960"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Outside London","SCS level","15","15","88170","86300"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Outside London","SEO","85","80","39610","38940"
"In post","2023","Cabinet Office","East Midlands (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Outside London","G6","15","15","69830","65440"
"In post","2023","Cabinet Office","East Midlands (England)","Outside London","G7","25","25","57780","56000"
"In post","2023","Cabinet Office","East Midlands (England)","Outside London","HEO","25","25","31900","32960"
"In post","2023","Cabinet Office","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Outside London","SEO","10","10","39780","40450"
"In post","2023","Cabinet Office","East of England","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Outside London","EO","20","15","26710","26410"
"In post","2023","Cabinet Office","East of England","Outside London","G6","30","30","69620","69790"
"In post","2023","Cabinet Office","East of England","Outside London","G7","60","55","56400","56000"
"In post","2023","Cabinet Office","East of England","Outside London","HEO","55","55","32790","32350"
"In post","2023","Cabinet Office","East of England","Outside London","SCS level","15","10","103300","106720"
"In post","2023","Cabinet Office","East of England","Outside London","SEO","70","65","39890","40450"
"In post","2023","Cabinet Office","London","London","AO","100","100","25330","25280"
"In post","2023","Cabinet Office","London","London","EO","355","345","28810","28370"
"In post","2023","Cabinet Office","London","London","G6","685","680","70250","66560"
"In post","2023","Cabinet Office","London","London","G7","1595","1560","58500","56430"
"In post","2023","Cabinet Office","London","London","HEO","1725","1715","32380","32960"
"In post","2023","Cabinet Office","London","London","SCS level","525","515","103100","95070"
"In post","2023","Cabinet Office","London","London","SEO","595","590","42220","41870"
"In post","2023","Cabinet Office","North East (England)","Outside London","AO","125","110","21720","21720"
"In post","2023","Cabinet Office","North East (England)","Outside London","EO","80","75","25350","24860"
"In post","2023","Cabinet Office","North East (England)","Outside London","G6","10","10","72650","66610"
"In post","2023","Cabinet Office","North East (England)","Outside London","G7","45","45","58630","56000"
"In post","2023","Cabinet Office","North East (England)","Outside London","HEO","120","115","32290","33020"
"In post","2023","Cabinet Office","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Outside London","SEO","35","30","39010","38460"
"In post","2023","Cabinet Office","North West (England)","Outside London","AO","20","15","21620","21830"
"In post","2023","Cabinet Office","North West (England)","Outside London","EO","80","80","26070","26410"
"In post","2023","Cabinet Office","North West (England)","Outside London","G6","105","105","70750","66270"
"In post","2023","Cabinet Office","North West (England)","Outside London","G7","310","305","56220","54220"
"In post","2023","Cabinet Office","North West (England)","Outside London","HEO","270","265","31670","32110"
"In post","2023","Cabinet Office","North West (England)","Outside London","SCS level","35","35","96690","93380"
"In post","2023","Cabinet Office","North West (England)","Outside London","SEO","235","230","39440","40450"
"In post","2023","Cabinet Office","Northern Ireland","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Outside London","AO","50","50","21700","21720"
"In post","2023","Cabinet Office","Scotland","Outside London","EO","60","55","25160","24610"
"In post","2023","Cabinet Office","Scotland","Outside London","G6","40","40","70080","66080"
"In post","2023","Cabinet Office","Scotland","Outside London","G7","90","90","57340","54850"
"In post","2023","Cabinet Office","Scotland","Outside London","HEO","175","175","32370","32640"
"In post","2023","Cabinet Office","Scotland","Outside London","SCS level","20","20","89900","86700"
"In post","2023","Cabinet Office","Scotland","Outside London","SEO","60","60","38760","38460"
"In post","2023","Cabinet Office","South East (England)","Outside London","AO","25","25","22100","21830"
"In post","2023","Cabinet Office","South East (England)","Outside London","EO","10","10","27920","28370"
"In post","2023","Cabinet Office","South East (England)","Outside London","G6","30","30","78290","76760"
"In post","2023","Cabinet Office","South East (England)","Outside London","G7","45","45","63020","65500"
"In post","2023","Cabinet Office","South East (England)","Outside London","HEO","85","80","33610","34320"
"In post","2023","Cabinet Office","South East (England)","Outside London","SCS level","15","15","112450","112720"
"In post","2023","Cabinet Office","South East (England)","Outside London","SEO","15","15","41500","41740"
"In post","2023","Cabinet Office","South West (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Outside London","EO","10","10","26050","26300"
"In post","2023","Cabinet Office","South West (England)","Outside London","G6","60","60","71490","66270"
"In post","2023","Cabinet Office","South West (England)","Outside London","G7","120","115","56390","56000"
"In post","2023","Cabinet Office","South West (England)","Outside London","HEO","80","75","31960","32960"
"In post","2023","Cabinet Office","South West (England)","Outside London","SCS level","35","35","111600","108020"
"In post","2023","Cabinet Office","South West (England)","Outside London","SEO","40","40","39120","38460"
"In post","2023","Cabinet Office","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","Unknown","EO","50","50","25130","24610"
"In post","2023","Cabinet Office","Unknown","Unknown","G6","15","15","66690","65790"
"In post","2023","Cabinet Office","Unknown","Unknown","G7","35","35","54540","55790"
"In post","2023","Cabinet Office","Unknown","Unknown","HEO","45","40","33340","33020"
"In post","2023","Cabinet Office","Unknown","Unknown","SCS level","10","10","105150","86840"
"In post","2023","Cabinet Office","Unknown","Unknown","SEO","20","20","39710","38460"
"In post","2023","Cabinet Office","Wales","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wales","Outside London","EO","15","15","26040","26410"
"In post","2023","Cabinet Office","Wales","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Wales","Outside London","G7","55","50","54570","52770"
"In post","2023","Cabinet Office","Wales","Outside London","HEO","90","90","31750","32110"
"In post","2023","Cabinet Office","Wales","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Wales","Outside London","SEO","50","50","39520","40450"
"In post","2023","Cabinet Office","West Midlands (England)","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Outside London","EO","20","20","25310","24820"
"In post","2023","Cabinet Office","West Midlands (England)","Outside London","G6","40","40","71430","66270"
"In post","2023","Cabinet Office","West Midlands (England)","Outside London","G7","100","100","59330","56430"
"In post","2023","Cabinet Office","West Midlands (England)","Outside London","HEO","85","85","31560","32480"
"In post","2023","Cabinet Office","West Midlands (England)","Outside London","SCS level","35","35","117160","109810"
"In post","2023","Cabinet Office","West Midlands (England)","Outside London","SEO","35","35","39020","38460"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Outside London","AO","100","90","21800","21830"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Outside London","EO","165","155","25930","25970"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Outside London","G6","80","80","67900","65500"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Outside London","G7","250","240","57670","56000"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Outside London","HEO","280","270","32860","33020"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Outside London","SCS level","25","20","101010","91800"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Outside London","SEO","130","125","39590","38530"
"In post","2023","Chancellor's other departments","London","London","AO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","London","London","EO","40","40","30500","30090"
"In post","2023","Chancellor's other departments","London","London","G6","115","105","91270","83750"
"In post","2023","Chancellor's other departments","London","London","G7","65","65","56960","58170"
"In post","2023","Chancellor's other departments","London","London","HEO","55","55","37090","36780"
"In post","2023","Chancellor's other departments","London","London","SCS level","15","15","117210","112710"
"In post","2023","Chancellor's other departments","London","London","SEO","55","55","48290","46860"
"In post","2023","Chancellor's other departments","North East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","Outside London","SEO","10","10","44290","44180"
"In post","2023","Chancellor's other departments","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","Outside London","G6","10","10","79410","71780"
"In post","2023","Chancellor's other departments","Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Charity Commission","London","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","London","G6","10","10","65280","63870"
"In post","2023","Charity Commission","London","London","G7","20","20","53260","52240"
"In post","2023","Charity Commission","London","London","HEO","25","25","30480","30170"
"In post","2023","Charity Commission","London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","London","SEO","20","15","39910","38800"
"In post","2023","Charity Commission","North West (England)","Outside London","AO","20","15","21500","21100"
"In post","2023","Charity Commission","North West (England)","Outside London","EO","110","105","25600","25300"
"In post","2023","Charity Commission","North West (England)","Outside London","G6","10","10","64420","63870"
"In post","2023","Charity Commission","North West (England)","Outside London","G7","30","30","53200","52240"
"In post","2023","Charity Commission","North West (England)","Outside London","HEO","135","130","30430","30170"
"In post","2023","Charity Commission","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","Outside London","SEO","75","70","39350","38800"
"In post","2023","Charity Commission","South West (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","Outside London","EO","10","5","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","Outside London","HEO","10","5","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","Outside London","SEO","10","10","39210","38800"
"In post","2023","Charity Commission","Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","London","AO","25","25","23320","23200"
"In post","2023","Competition and Markets Authority","London","London","EO","55","55","28820","28760"
"In post","2023","Competition and Markets Authority","London","London","G6","195","190","77580","77250"
"In post","2023","Competition and Markets Authority","London","London","G7","215","205","58470","57540"
"In post","2023","Competition and Markets Authority","London","London","HEO","135","135","35590","34620"
"In post","2023","Competition and Markets Authority","London","London","SCS level","115","110","110610","102320"
"In post","2023","Competition and Markets Authority","London","London","SEO","55","55","44890","44120"
"In post","2023","Competition and Markets Authority","North East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","Outside London","G6","15","15","76130","74600"
"In post","2023","Competition and Markets Authority","Scotland","Outside London","G7","20","20","57220","55950"
"In post","2023","Competition and Markets Authority","Scotland","Outside London","HEO","20","20","34750","34110"
"In post","2023","Competition and Markets Authority","Scotland","Outside London","SCS level","10","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Wales","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","AO","30","25","21380","20790"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","EO","55","50","25610","25160"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","G7","15","15","53770","53670"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","HEO","90","85","33670","32720"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","SEO","40","40","41710","41420"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Outside London","AO","30","25","22100","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Outside London","EO","15","15","25920","25160"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Outside London","G7","10","10","51710","52230"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Outside London","HEO","50","45","32880","32310"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Outside London","SEO","35","35","41240","41070"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","London","AA","10","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","London","AO","120","115","25690","25810"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","London","EO","330","320","29530","28740"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","London","G6","720","695","69180","66790"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","London","G7","1935","1890","56920","55350"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","London","HEO","955","940","36090","34740"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","London","SCS level","330","315","85720","78220"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","London","SEO","1330","1315","42970","41360"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","AO","20","15","22100","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","EO","65","60","25600","25160"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","G6","15","15","67350","67150"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","G7","30","30","52780","50950"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","HEO","115","105","32980","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","SEO","50","45","41350","41070"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","AO","65","60","22170","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","EO","105","100","25530","25240"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","G6","40","40","66020","63990"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","G7","140","140","52900","52230"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","HEO","270","260","33190","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","SCS level","15","15","92810","79800"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","SEO","195","195","40710","40040"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","AO","10","10","23120","23240"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","EO","10","10","25870","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","HEO","15","15","34260","32730"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","HEO","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","SEO","20","15","38170","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","AO","60","60","22190","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","EO","85","80","26000","25500"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","G6","10","10","68230","68660"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","G7","55","55","53770","50780"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","HEO","155","150","35550","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","SEO","115","105","47480","40260"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","AO","40","35","22320","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","EO","20","20","28000","26940"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","G7","25","25","51010","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","HEO","85","80","33830","32730"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","SEO","65","60","41170","40040"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","AA","60","60","19010","19080"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","AO","110","105","21490","21780"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","EO","230","220","26020","26630"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","G6","180","170","61370","60490"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","G7","500","480","48690","47960"
