"Status","Year","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Maritime and Coastguard Agency","Outside London","955","930","34990","31660"
"In post","2023","No function","Ministry of Defence (excl. agencies)","London","2180","2130","45050","42750"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Outside London","13395","12735","30650","24810"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Overseas","225","225","56240","52660"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Unknown","25","25","40670","33830"
"In post","2023","No function","Ministry of Justice (excl. agencies)","London","1825","1775","45090","43650"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Outside London","435","420","35480","31270"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Crime Agency","London","1260","1235","46290","42240"
"In post","2023","No function","National Crime Agency","Outside London","3205","3115","40310","38310"
"In post","2023","No function","National Crime Agency","Overseas","125","125","48040","47380"
"In post","2023","No function","National Crime Agency","Unknown","100","95","47380","47380"
"In post","2023","No function","National Infrastructure Commission","London","40","40","55010","53410"
"In post","2023","No function","National Savings and Investments","London","35","35","61920","47720"
"In post","2023","No function","National Savings and Investments","Outside London","20","20","46720","41800"
"In post","2023","No function","Office for Budget Responsibility","London","5","5","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","London","205","200","57490","52750"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","1345","1305","54630","52750"
"In post","2023","No function","Office of Gas and Electricity Markets","London","355","345","47990","43710"
"In post","2023","No function","Office of Gas and Electricity Markets","Outside London","345","340","35470","30950"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","260","250","45140","40720"
"In post","2023","No function","Office of Rail and Road","London","130","125","59460","58190"
"In post","2023","No function","Office of Rail and Road","Outside London","120","115","54040","53410"
"In post","2023","No function","Office of the Public Guardian","London","10","10","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","Outside London","1615","1495","24510","21780"
"In post","2023","No function","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","15","15","46770","43650"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","London","15","15","54570","55720"
"In post","2023","No function","Office of the Secretary of State for Wales","Outside London","15","15","42280","37680"
"In post","2023","No function","Planning Inspectorate","London","30","25","61320","60050"
"In post","2023","No function","Planning Inspectorate","Outside London","735","665","46760","48660"
"In post","2023","No function","Registers of Scotland","Outside London","935","895","34050","32510"
"In post","2023","No function","Scottish Courts and Tribunals Service","Outside London","1725","1560","28970","25060"
"In post","2023","No function","Scottish Prison Service","Outside London","3900","3645","34710","37060"
"In post","2023","No function","Serious Fraud Office","London","50","50","45210","38070"
"In post","2023","No function","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","Outside London","85","80","32580","30330"
"In post","2023","No function","The Insolvency Service","London","200","185","38310","32070"
"In post","2023","No function","The Insolvency Service","Outside London","890","835","29150","24620"
"In post","2023","No function","The National Archives","London","340","320","35480","31240"
"In post","2023","No function","The National Archives","Outside London","5","5","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","London","30","25","73050","61080"
"In post","2023","No function","UK Health Security Agency","London","1780","1685","49350","41280"
"In post","2023","No function","UK Health Security Agency","Outside London","2775","2605","43970","37830"
"In post","2023","No function","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Hydrographic Office","Outside London","635","600","34680","34370"
"In post","2023","No function","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Statistics Authority","London","55","55","48490","40830"
"In post","2023","No function","UK Statistics Authority","Outside London","2525","2050","27880","24280"
"In post","2023","No function","Vehicle Certification Agency","Outside London","170","160","34690","34620"
"In post","2023","No function","Vehicle Certification Agency","Overseas","10","10","69120","68310"
"In post","2023","No function","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinary Medicines Directorate","Outside London","165","160","43210","40260"
"In post","2023","No function","Water Services Regulation Authority","London","30","30","70530","68000"
"In post","2023","No function","Water Services Regulation Authority","Outside London","75","70","49670","43000"
"In post","2023","No function","Welsh Revenue Authority","Outside London","35","35","43690","39690"
"In post","2023","Project Delivery","Active Travel England","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Active Travel England","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","London","20","20","48940","45240"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","Outside London","65","60","41740","41070"
"In post","2023","Project Delivery","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Animal and Plant Health Agency","Outside London","115","110","29500","25920"
"In post","2023","Project Delivery","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Building Digital UK","London","70","70","50520","53030"
"In post","2023","Project Delivery","Building Digital UK","Outside London","45","45","43920","48190"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","London","125","120","74560","61360"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","Outside London","50","50","60220","54240"
"In post","2023","Project Delivery","Central Civil Service Fast Stream","London","165","165","30840","30130"
"In post","2023","Project Delivery","Central Civil Service Fast Stream","Outside London","95","95","30560","30130"
"In post","2023","Project Delivery","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Outside London","55","50","34230","30350"
"In post","2023","Project Delivery","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Charity Commission","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Companies House","Outside London","25","25","43170","44460"
"In post","2023","Project Delivery","Competition and Markets Authority","London","370","355","62980","58330"
"In post","2023","Project Delivery","Competition and Markets Authority","Outside London","65","60","58780","56190"
"In post","2023","Project Delivery","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","Outside London","10","10","48850","52840"
"In post","2023","Project Delivery","Defence Electronics and Components Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Equipment and Support","Outside London","2125","2045","42540","40270"
"In post","2023","Project Delivery","Defence Equipment and Support","Overseas","15","15","64040","62700"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","Outside London","1220","1165","41860","39890"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","45","45","55020","57350"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","London","285","275","53690","55020"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Outside London","750","730","47760","51360"
"In post","2023","Project Delivery","Department for International Trade","London","65","65","51750","55370"
"In post","2023","Project Delivery","Department for International Trade","Outside London","25","25","40870","38050"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","London","80","75","51960","54630"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","85","80","46090","49700"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","London","365","360","57090","55740"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Outside London","70","70","46630","40320"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","London","225","215","47040","39780"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Outside London","1170","1060","38670","34970"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Unknown","10","10","52980","50950"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","London","30","30","47560","43750"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","Outside London","10","10","45920","50830"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","Outside London","50","45","33810","27260"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","Outside London","45","45","36810","31660"
"In post","2023","Project Delivery","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Education and Skills Funding Agency","Outside London","15","15","42650","37880"
"In post","2023","Project Delivery","Estyn","Outside London","100","95","66510","78500"
"In post","2023","Project Delivery","FCDO Services","London","15","15","52480","48670"
"In post","2023","Project Delivery","FCDO Services","Outside London","65","60","40420","32750"
"In post","2023","Project Delivery","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Food Standards Agency","Outside London","40","35","44210","39710"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","London","780","750","53550","55000"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","140","130","45010","40630"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","70","70","53560","54440"
"In post","2023","Project Delivery","Government Actuary's Department","London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","London","15","10","50320","52400"
"In post","2023","Project Delivery","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","London","15","15","43110","43650"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Outside London","25","25","38370","37680"
"In post","2023","Project Delivery","HM Land Registry","London","15","15","45640","43150"
"In post","2023","Project Delivery","HM Land Registry","Outside London","175","175","38520","39520"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","London","1430","1360","57170","61530"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Outside London","4025","3845","44910","42140"
"In post","2023","Project Delivery","HM Treasury (excl. agencies)","London","15","15","43060","35590"
"In post","2023","Project Delivery","HM Treasury (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2023","Project Delivery","Health and Safety Executive","Outside London","70","65","43190","40790"
"In post","2023","Project Delivery","Home Office","London","40","40","54720","59000"
"In post","2023","Project Delivery","Home Office","Outside London","20","20","50570","54260"
"In post","2023","Project Delivery","Institute for Apprenticeships and Technical Education","London","15","15","52840","55290"
"In post","2023","Project Delivery","Institute for Apprenticeships and Technical Education","Outside London","25","25","44940","51460"
"In post","2023","Project Delivery","Intellectual Property Office","Outside London","50","45","46730","42000"
"In post","2023","Project Delivery","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","London","420","405","54690","54090"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Outside London","205","205","48380","45180"
"In post","2023","Project Delivery","Met Office","Outside London","410","395","39370","39650"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","London","310","305","54690","46570"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Outside London","2420","2365","44010","41200"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Overseas","30","30","68250","68480"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","London","180","175","46480","43650"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Outside London","175","170","40970","37680"
"In post","2023","Project Delivery","National Crime Agency","London","25","25","54310","50980"
"In post","2023","Project Delivery","National Crime Agency","Outside London","75","75","42810","38980"
"In post","2023","Project Delivery","National Savings and Investments","London","15","15","59450","55390"
"In post","2023","Project Delivery","National Savings and Investments","Outside London","15","15","47310","48520"
"In post","2023","Project Delivery","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","London","45","45","53370","46250"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Outside London","20","20","44200","43650"
"In post","2023","Project Delivery","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning Inspectorate","Outside London","15","15","42020","41560"
"In post","2023","Project Delivery","Queen Elizabeth II Centre","London","20","20","38830","38500"
"In post","2023","Project Delivery","Registers of Scotland","Outside London","20","20","44620","49870"
"In post","2023","Project Delivery","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Outside London","165","155","38990","37300"
"In post","2023","Project Delivery","Scottish Prison Service","Outside London","15","15","54110","57150"
"In post","2023","Project Delivery","Serious Fraud Office","London","10","10","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","London","40","40","49030","46600"
"In post","2023","Project Delivery","Standards and Testing Agency","Outside London","90","85","39970","37590"
"In post","2023","Project Delivery","Submarine Delivery Agency","Outside London","1685","1645","43140","41170"
"In post","2023","Project Delivery","Submarine Delivery Agency","Overseas","25","25","52350","43590"
"In post","2023","Project Delivery","The Insolvency Service","London","10","10","49280","50080"
"In post","2023","Project Delivery","The Insolvency Service","Outside London","45","45","42550","43300"
"In post","2023","Project Delivery","UK Debt Management Office","London","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","London","10","10","52850","42950"
"In post","2023","Project Delivery","UK Hydrographic Office","Outside London","10","10","52090","52490"
"In post","2023","Project Delivery","UK Space Agency","London","125","125","49960","42040"
"In post","2023","Project Delivery","UK Space Agency","Outside London","75","75","45410","50680"
"In post","2023","Project Delivery","UK Statistics Authority","London","10","10","53740","42370"
"In post","2023","Project Delivery","UK Statistics Authority","Outside London","270","260","42470","37760"
"In post","2023","Project Delivery","Valuation Office Agency","London","10","10","[c]","[c]"
"In post","2023","Project Delivery","Valuation Office Agency","Outside London","35","35","44210","39590"
"In post","2023","Project Delivery","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Outside London","10","10","48110","47530"
"In post","2023","Project Delivery","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Wilton Park","Outside London","40","40","37600","31620"
"In post","2023","Property","Cabinet Office (excl. agencies)","London","40","35","56550","56430"
"In post","2023","Property","Cabinet Office (excl. agencies)","Outside London","45","45","52850","51290"
"In post","2023","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Civil Service Fast Stream","London","10","10","29690","29480"
"In post","2023","Property","Central Civil Service Fast Stream","Outside London","25","25","29690","30130"
"In post","2023","Property","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Companies House","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2023","Property","Crown Commercial Service","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Defence Electronics and Components Agency","Outside London","15","15","31600","27640"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","10","54220","55120"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","30","30","42560","38220"
"In post","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","390","375","40300","37300"
"In post","2023","Property","Department for International Trade","London","5","5","[c]","[c]"
"In post","2023","Property","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport (excl. agencies)","London","20","20","53620","55190"
"In post","2023","Property","Department for Transport (excl. agencies)","Outside London","10","10","46630","44880"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","London","55","55","46830","43760"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Outside London","205","190","42970","38470"
"In post","2023","Property","Department for Work and Pensions (excl. agencies)","Unknown","40","40","47380","44330"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Licensing Agency","Outside London","65","60","31460","31660"
"In post","2023","Property","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Driver and Vehicle Standards Agency","Outside London","55","50","32610","31660"
"In post","2023","Property","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","FCDO Services","London","55","55","55680","55840"
"In post","2023","Property","FCDO Services","Outside London","160","160","38620","35250"
"In post","2023","Property","FCDO Services","Overseas","20","20","51100","45010"
"In post","2023","Property","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Government Legal Department","London","10","10","[c]","[c]"
"In post","2023","Property","Government Legal Department","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Government Property Agency","London","115","115","53390","55790"
"In post","2023","Property","Government Property Agency","Outside London","275","270","49040","51020"
"In post","2023","Property","HM Courts and Tribunals Service","London","35","35","45220","43650"
"In post","2023","Property","HM Courts and Tribunals Service","Outside London","80","80","42520","37680"
"In post","2023","Property","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Outside London","15","15","40840","39520"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","London","35","35","42400","39790"
"In post","2023","Property","HM Revenue and Customs (excl. agencies)","Outside London","235","225","43330","41780"
"In post","2023","Property","Health and Safety Executive","Outside London","15","15","32890","30340"
"In post","2023","Property","Home Office","London","35","30","38530","30410"
"In post","2023","Property","Home Office","Outside London","40","40","28410","20950"
"In post","2023","Property","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Intellectual Property Office","Outside London","30","30","30470","24070"
"In post","2023","Property","Maritime and Coastguard Agency","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Medicines and Healthcare Products Regulatory Agency","Outside London","20","20","41750","36460"
"In post","2023","Property","Met Office","Outside London","20","20","35100","33050"
"In post","2023","Property","Ministry of Defence (excl. agencies)","London","60","60","35920","35680"
"In post","2023","Property","Ministry of Defence (excl. agencies)","Outside London","1945","1890","33470","33990"
"In post","2023","Property","Ministry of Defence (excl. agencies)","Overseas","45","45","46890","44380"
"In post","2023","Property","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Ministry of Justice (excl. agencies)","London","165","160","47990","43650"
"In post","2023","Property","Ministry of Justice (excl. agencies)","Outside London","290","285","40400","38880"
"In post","2023","Property","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Crime Agency","London","15","15","51630","50980"
"In post","2023","Property","National Crime Agency","Outside London","30","30","44170","39490"
"In post","2023","Property","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","London","10","10","47580","35010"
"In post","2023","Property","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Registers of Scotland","Outside London","15","10","36060","32510"
"In post","2023","Property","Scottish Courts and Tribunals Service","Outside London","20","20","45290","48410"
"In post","2023","Property","Scottish Prison Service","Outside London","235","230","34600","32930"
"In post","2023","Property","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","London","15","15","40300","36310"
"In post","2023","Property","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Health Security Agency","London","15","10","37130","34330"
"In post","2023","Property","UK Health Security Agency","Outside London","10","10","[c]","[c]"
"In post","2023","Property","UK Hydrographic Office","Outside London","5","5","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Outside London","10","10","36840","34710"
"In post","2023","Property","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Valuation Office Agency","London","580","550","41520","36030"
"In post","2023","Property","Valuation Office Agency","Outside London","3085","2880","33810","27810"
"In post","2023","Property","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Wilton Park","Outside London","5","5","[c]","[c]"
"In post","2023","Security","Cabinet Office (excl. agencies)","London","150","150","46160","41870"
"In post","2023","Security","Cabinet Office (excl. agencies)","Outside London","835","790","31940","32640"
"In post","2023","Security","Cabinet Office (excl. agencies)","Unknown","60","60","29060","24610"
"In post","2023","Security","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Defence Equipment and Support","Outside London","70","70","38480","38790"
"In post","2023","Security","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Defence Science and Technology Laboratory","Outside London","110","105","40530","39890"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","15","15","46080","43850"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","London","10","10","50630","52760"
"In post","2023","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education (excl. agencies)","Outside London","10","10","47990","51360"
"In post","2023","Security","Department for International Trade","London","25","25","48280","44450"
"In post","2023","Security","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Transport (excl. agencies)","London","115","115","48470","45130"
"In post","2023","Security","Department for Transport (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2023","Security","Department for Work and Pensions (excl. agencies)","London","10","10","39550","39150"
"In post","2023","Security","Department for Work and Pensions (excl. agencies)","Outside London","135","125","31740","28120"
"In post","2023","Security","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care (excl. agencies)","London","25","25","48480","48300"
"In post","2023","Security","Department of Health and Social Care (excl. agencies)","Outside London","30","30","46170","38120"
"In post","2023","Security","Driver and Vehicle Licensing Agency","Outside London","120","120","28570","25650"
"In post","2023","Security","Driver and Vehicle Standards Agency","Outside London","30","30","38710","35800"
"In post","2023","Security","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","FCDO Services","London","50","50","35780","36300"
"In post","2023","Security","FCDO Services","Outside London","200","195","37240","34980"
"In post","2023","Security","FCDO Services","Overseas","95","95","39270","38580"
"In post","2023","Security","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Outside London","10","10","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","London","475","470","51230","45410"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","35","30","40320","37000"
"In post","2023","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","30","30","48310","47210"
"In post","2023","Security","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Government Legal Department","London","10","10","[c]","[c]"
"In post","2023","Security","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Prison and Probation Service","London","5","5","[c]","[c]"
"In post","2023","Security","HM Prison and Probation Service","Outside London","5","5","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","London","45","45","51090","46340"
"In post","2023","Security","HM Revenue and Customs (excl. agencies)","Outside London","165","160","43410","42510"
"In post","2023","Security","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Home Office","London","240","230","34350","29980"
"In post","2023","Security","Home Office","Outside London","105","100","31380","26780"
"In post","2023","Security","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intellectual Property Office","Outside London","15","15","43890","46180"
"In post","2023","Security","Legal Aid Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Security","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Met Office","Outside London","20","20","43940","43650"
"In post","2023","Security","Ministry of Defence (excl. agencies)","London","395","390","38710","34800"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Outside London","5915","5785","31440","27500"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Overseas","25","25","46480","38480"
"In post","2023","Security","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Ministry of Justice (excl. agencies)","London","60","60","49750","43650"
"In post","2023","Security","Ministry of Justice (excl. agencies)","Outside London","25","25","43790","37680"
"In post","2023","Security","National Crime Agency","London","50","50","44880","42240"
"In post","2023","Security","National Crime Agency","Outside London","50","45","40290","38640"
