"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Disclosure Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Education and Skills Funding Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Education and Skills Funding Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Education and Skills Funding Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Education and Skills Funding Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Estyn","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Food Standards Agency","Food Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Food Standards Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Forestry and Land Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Commercial Organisation","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Commercial Organisation","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Internal Audit Agency","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Internal Audit Agency","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Legal Department","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Legal Department","Attorney General's Departments","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Legal Department","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Legal Department","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Property Agency","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Property Agency","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Property Agency","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Government Property Agency","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","45","[c]","22560","21780"
"Leaver Dept.","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Prison and Probation Service","Ministry of Justice","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Prison and Probation Service","Ministry of Justice","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Prison and Probation Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Prison and Probation Service","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Health and Safety Executive","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Health and Safety Executive","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Health and Safety Executive","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Home Office","Home Office","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Home Office","Home Office","EO","60","[c]","28110","28650"
"Leaver Dept.","2023","Asian","Home Office","Home Office","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Home Office","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Home Office","Home Office","SEO/HEO","50","[c]","38950","36310"
"Leaver Dept.","2023","Asian","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal Aid Agency","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal Aid Agency","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal Aid Agency","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal Aid Agency","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Maritime and Coastguard Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Maritime and Coastguard Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Maritime and Coastguard Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Crime Agency","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Crime Agency","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Crime Agency","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Crime Agency","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Savings and Investments","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","National Savings and Investments","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Northern Ireland Office","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Public Guardian","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Public Guardian","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Public Guardian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Public Guardian","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Registers of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Registers of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Registers of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Revenue Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Revenue Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Forestry","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Forestry","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Forestry","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Forestry","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Prison Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Prison Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Prison Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Public Pensions Agency","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Serious Fraud Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Serious Fraud Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Security Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Security Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Security Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Security Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Standards and Testing Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Standards and Testing Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Student Awards Agency for Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Teaching Regulation Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
