"Status","Year","Disability","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","30","30","31380","32110"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Westminster","London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Devon CC","Outside London","30","30","27410","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Cumbria","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Gloucestershire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Mid Lancashire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North Yorkshire CC","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scottish Borders","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South Ayrshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West Wales","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Staffordshire CC","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Tyneside","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Surrey","Outside London","90","85","32830","29120"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Worcestershire CC","Outside London","30","30","31400","26400"
"In post","2023","Declared disabled","Animal and Plant Health Agency","York","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Westminster","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Bristol, City of","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Glasgow City","Outside London","50","45","39780","33020"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester South West","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Leeds","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Manchester","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Milton Keynes","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Sheffield","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Tower Hamlets","London","165","160","52110","56430"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Tyneside","Outside London","65","55","28190","24860"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Westminster","London","260","255","48330","41870"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","York","Outside London","95","90","34600","34020"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Birmingham","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Bristol, City of","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","City of Edinburgh","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Greater Manchester South West","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Hackney and Newham","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Leeds","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Manchester","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Tower Hamlets","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Westminster","London","200","200","30860","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","York","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Dorset","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Suffolk CC","Outside London","35","35","32540","30320"
"In post","2023","Declared disabled","Charity Commission","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Sefton","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Westminster","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
