"Status","Year","Disability","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","Female","30","[c]","33730","30160"
"New entrant CS","2023","Declared disabled","Legal","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","Female","75","[c]","30480","25830"
"New entrant CS","2023","Declared disabled","Legal","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","London","Female","185","[c]","35020","29750"
"New entrant CS","2023","Declared disabled","No function","London","Male","105","[c]","32650","31980"
"New entrant CS","2023","Declared disabled","No function","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Outside London","Female","1140","[c]","25240","23640"
"New entrant CS","2023","Declared disabled","No function","Outside London","Male","760","[c]","26410","23640"
"New entrant CS","2023","Declared disabled","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","Female","45","[c]","32120","30330"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","Male","45","[c]","32270","31270"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","Female","35","[c]","29880","28840"
"New entrant CS","2023","Declared disabled","Unknown","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","Female","170","[c]","30600","29100"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","Male","115","[c]","31000","29100"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","London","Female","120","[c]","36050","34480"
"New entrant CS","2023","Declared non-disabled","Analysis","London","Male","165","[c]","37300","35010"
"New entrant CS","2023","Declared non-disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","Female","195","[c]","32780","31560"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","Male","205","[c]","32880","31560"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","Female","35","[c]","53210","39260"
"New entrant CS","2023","Declared non-disabled","Commercial","London","Male","40","[c]","46650","38140"
"New entrant CS","2023","Declared non-disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","Female","130","[c]","41690","33000"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","Male","105","[c]","48910","39710"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","London","Female","75","[c]","39960","37150"
"New entrant CS","2023","Declared non-disabled","Communications","London","Male","40","[c]","44670","35200"
"New entrant CS","2023","Declared non-disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","Female","90","[c]","35120","31500"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","Male","50","[c]","38530","35910"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","Female","35","[c]","34230","32260"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","Male","40","[c]","30290","31980"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","Female","205","[c]","27260","25610"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","Male","160","[c]","28550","27650"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","London","Female","45","[c]","26920","26920"
"New entrant CS","2023","Declared non-disabled","Debt","London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Outside London","Female","485","[c]","22310","22520"
"New entrant CS","2023","Declared non-disabled","Debt","Outside London","Male","350","[c]","22400","22520"
"New entrant CS","2023","Declared non-disabled","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","Female","115","[c]","43310","39690"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","Male","195","[c]","49900","43650"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Female","470","[c]","36950","36990"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Male","820","[c]","39440","37300"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","London","Female","45","[c]","45890","41780"
"New entrant CS","2023","Declared non-disabled","Finance","London","Male","45","[c]","41210","39690"
"New entrant CS","2023","Declared non-disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","Female","190","[c]","33470","31300"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","Male","125","[c]","31140","27200"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","Outside London","Female","145","[c]","22750","22150"
"New entrant CS","2023","Declared non-disabled","Grants Management","Outside London","Male","105","[c]","22860","22150"
"New entrant CS","2023","Declared non-disabled","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","London","Female","50","[c]","40670","32080"
"New entrant CS","2023","Declared non-disabled","Human Resources","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Outside London","Female","260","[c]","34880","32380"
"New entrant CS","2023","Declared non-disabled","Human Resources","Outside London","Male","110","[c]","32590","27940"
"New entrant CS","2023","Declared non-disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","London","Female","285","[c]","38540","30160"
"New entrant CS","2023","Declared non-disabled","Legal","London","Male","145","[c]","40990","40800"
"New entrant CS","2023","Declared non-disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Outside London","Female","400","[c]","32670","26900"
"New entrant CS","2023","Declared non-disabled","Legal","Outside London","Male","185","[c]","33650","26900"
"New entrant CS","2023","Declared non-disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","London","Female","935","[c]","34570","31310"
"New entrant CS","2023","Declared non-disabled","No function","London","Male","770","[c]","36550","33800"
"New entrant CS","2023","Declared non-disabled","No function","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Outside London","Female","7205","[c]","26550","23640"
"New entrant CS","2023","Declared non-disabled","No function","Outside London","Male","5405","[c]","28360","27490"
"New entrant CS","2023","Declared non-disabled","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","London","Female","90","[c]","41300","35040"
"New entrant CS","2023","Declared non-disabled","Project Delivery","London","Male","75","[c]","45610","39060"
"New entrant CS","2023","Declared non-disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Outside London","Female","280","[c]","36530","34110"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Outside London","Male","245","[c]","40490","34500"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Outside London","Female","160","[c]","31060","25920"
"New entrant CS","2023","Declared non-disabled","Property","Outside London","Male","165","[c]","34390","27080"
"New entrant CS","2023","Declared non-disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Outside London","Female","80","[c]","28170","24610"
"New entrant CS","2023","Declared non-disabled","Security","Outside London","Male","105","[c]","31190","27500"
"New entrant CS","2023","Declared non-disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","London","Female","50","[c]","38450","35010"
"New entrant CS","2023","Declared non-disabled","Unknown","London","Male","40","[c]","36670","39150"
"New entrant CS","2023","Declared non-disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Outside London","Female","730","[c]","33290","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","Outside London","Male","455","[c]","34040","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Outside London","Male","45","[c]","41380","40830"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
