"Status","Year","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Birmingham","3250","3055","35740","29050"
"In post","2023","50-59","Blackburn with Darwen","105","95","28760","28120"
"In post","2023","50-59","Blackpool","2075","1915","33920","28120"
"In post","2023","50-59","Bournemouth, Christchurch and Poole","260","235","29440","28120"
"In post","2023","50-59","Bradford","705","630","28920","28120"
"In post","2023","50-59","Breckland and South Norfolk","175","165","33850","28680"
"In post","2023","50-59","Brent","180","165","33940","32520"
"In post","2023","50-59","Bridgend and Neath Port Talbot","225","210","31310","28120"
"In post","2023","50-59","Brighton and Hove","220","205","37200","29120"
"In post","2023","50-59","Bristol, City of","1590","1500","38840","34700"
"In post","2023","50-59","Bromley","235","220","33870","32520"
"In post","2023","50-59","Buckinghamshire","490","465","36910","34170"
"In post","2023","50-59","Caithness and Sutherland, and Ross and Cromarty","70","65","32620","31360"
"In post","2023","50-59","Calderdale and Kirklees","355","325","32030","28120"
"In post","2023","50-59","Cambridgeshire CC","1030","1000","37930","34300"
"In post","2023","50-59","Camden and City of London","460","445","39820","30620"
"In post","2023","50-59","Cardiff and Vale of Glamorgan","3095","2925","39020","34400"
"In post","2023","50-59","Causeway Coast and Glens","35","35","22350","22130"
"In post","2023","50-59","Central Bedfordshire","170","165","34310","31920"
"In post","2023","50-59","Central Hampshire","1295","1260","41070","39890"
"In post","2023","50-59","Central Valleys","865","810","34660","28120"
"In post","2023","50-59","Cheshire East","400","375","34720","29050"
"In post","2023","50-59","Cheshire West and Chester","185","175","31740","28120"
"In post","2023","50-59","Chorley and West Lancashire","395","370","35000","32920"
"In post","2023","50-59","City of Edinburgh","3475","3340","44630","38330"
"In post","2023","50-59","Clackmannanshire and Fife","480","465","33910","30440"
"In post","2023","50-59","Conwy and Denbighshire","255","245","40420","39690"
"In post","2023","50-59","Cornwall and Isles of Scilly","670","620","29310","28090"
"In post","2023","50-59","Coventry","640","605","38180","34850"
"In post","2023","50-59","Croydon","3320","3195","42770","37720"
"In post","2023","50-59","Darlington","460","440","39390","37590"
"In post","2023","50-59","Derby","345","310","29480","28120"
"In post","2023","50-59","Derry City and Strabane","5","5","[c]","[c]"
"In post","2023","50-59","Devon CC","1745","1630","35920","32490"
"In post","2023","50-59","Dorset","750","705","33030","30170"
"In post","2023","50-59","Dudley","420","370","27100","28120"
"In post","2023","50-59","Dumfries and Galloway","185","175","33050","29560"
"In post","2023","50-59","Durham","1660","1515","31110","28120"
"In post","2023","50-59","Ealing","165","155","34110","32520"
"In post","2023","50-59","East Ayrshire and North Ayrshire mainland","375","350","29210","28120"
"In post","2023","50-59","East Cumbria","380","360","31160","27080"
"In post","2023","50-59","East Derbyshire","170","150","29870","28120"
"In post","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","785","765","35470","34300"
"In post","2023","50-59","East Kent","1580","1485","31170","27650"
"In post","2023","50-59","East Lancashire","125","120","30950","28120"
"In post","2023","50-59","East Lothian and Midlothian","50","45","32050","28120"
"In post","2023","50-59","East Merseyside","385","350","30010","28120"
"In post","2023","50-59","East Riding of Yorkshire","665","630","32170","28480"
"In post","2023","50-59","East Surrey","275","265","35880","35340"
"In post","2023","50-59","East Sussex CC","630","570","29880","28120"
"In post","2023","50-59","Enfield","110","105","33470","32520"
"In post","2023","50-59","Essex Haven Gateway","325","310","32700","31280"
"In post","2023","50-59","Essex Thames Gateway","305","280","29570","31280"
"In post","2023","50-59","Falkirk","510","460","32250","28120"
"In post","2023","50-59","Fermanagh and Omagh","10","10","[c]","[c]"
"In post","2023","50-59","Flintshire and Wrexham","700","665","31590","28480"
"In post","2023","50-59","Glasgow City","4320","4025","35860","29100"
"In post","2023","50-59","Gloucestershire CC","490","455","34010","28120"
"In post","2023","50-59","Greater Manchester North East","325","305","31930","28120"
"In post","2023","50-59","Greater Manchester North West","740","675","27770","28120"
"In post","2023","50-59","Greater Manchester South East","380","350","27760","26650"
"In post","2023","50-59","Greater Manchester South West","2335","2215","36900","34170"
"In post","2023","50-59","Gwent Valleys","235","225","35050","28120"
"In post","2023","50-59","Gwynedd","235","215","28500","26840"
"In post","2023","50-59","Hackney and Newham","2295","2210","43870","39790"
"In post","2023","50-59","Haringey and Islington","395","380","34280","32520"
"In post","2023","50-59","Harrow and Hillingdon","1055","985","33570","31230"
"In post","2023","50-59","Hartlepool and Stockton-on-Tees","400","365","32320","29050"
"In post","2023","50-59","Heart of Essex","320","305","36960","31300"
"In post","2023","50-59","Herefordshire, County of","195","185","30860","27470"
"In post","2023","50-59","Hertfordshire CC","830","785","38100","32520"
"In post","2023","50-59","Hounslow and Richmond upon Thames","705","675","37080","33380"
"In post","2023","50-59","Inverclyde, East Renfrewshire, and Renfrewshire","395","360","32040","28120"
"In post","2023","50-59","Inverness and Nairn, Moray, and Badenoch and Strathspey","430","410","31380","28120"
"In post","2023","50-59","Isle of Anglesey","95","90","29890","27470"
"In post","2023","50-59","Isle of Wight","305","280","30590","28120"
"In post","2023","50-59","Kensington & Chelsea and Hammersmith & Fulham","200","190","35640","32920"
"In post","2023","50-59","Kent Thames Gateway","410","385","32970","32410"
"In post","2023","50-59","Kingston upon Hull, City of","750","685","30740","28120"
"In post","2023","50-59","Lambeth","625","615","45500","41380"
"In post","2023","50-59","Lancaster and Wyre","405","370","31530","28120"
"In post","2023","50-59","Leeds","3290","3110","39150","34970"
"In post","2023","50-59","Leicester","695","635","29590","28080"
"In post","2023","50-59","Leicestershire CC and Rutland","565","535","33070","28880"
"In post","2023","50-59","Lewisham and Southwark","320","305","36200","32520"
"In post","2023","50-59","Lincolnshire CC","1085","1030","31740","28120"
"In post","2023","50-59","Lisburn and Castlereagh","200","195","30540","26030"
"In post","2023","50-59","Liverpool","3500","3280","33170","28120"
"In post","2023","50-59","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","110","105","32700","30000"
"In post","2023","50-59","Luton","180","160","29460","27880"
"In post","2023","50-59","Manchester","1900","1825","38590","33130"
"In post","2023","50-59","Medway","375","360","35180","32060"
"In post","2023","50-59","Merton, Kingston upon Thames and Sutton","250","235","35570","32520"
"In post","2023","50-59","Mid Kent","325","310","33970","31280"
"In post","2023","50-59","Mid Lancashire","2070","1895","31190","28120"
"In post","2023","50-59","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Milton Keynes","580","560","38940","35000"
"In post","2023","50-59","Monmouthshire and Newport","1255","1180","38970","32920"
"In post","2023","50-59","Na h-Eileanan Siar","70","70","28790","27450"
"In post","2023","50-59","Newry, Mourne and Down","35","35","23930","22130"
"In post","2023","50-59","North Hampshire","365","355","36490","30660"
"In post","2023","50-59","North Lanarkshire","555","500","30970","28120"
"In post","2023","50-59","North Northamptonshire","185","165","28890","28120"
"In post","2023","50-59","North Nottinghamshire","345","325","33350","28120"
"In post","2023","50-59","North Yorkshire CC","805","780","33300","28120"
"In post","2023","50-59","North and North East Lincolnshire","285","260","28190","28120"
"In post","2023","50-59","North and West Norfolk","350","330","30900","28480"
"In post","2023","50-59","Northumberland","155","140","30840","28120"
"In post","2023","50-59","Norwich and East Norfolk","600","560","32100","28120"
"In post","2023","50-59","Nottingham","2605","2450","36220","34170"
"In post","2023","50-59","Orkney Islands","10","10","45070","41640"
"In post","2023","50-59","Overseas","890","885","57240","56100"
"In post","2023","50-59","Oxfordshire CC","795","755","36510","33990"
"In post","2023","50-59","Perth and Kinross, and Stirling","455","430","34870","33170"
"In post","2023","50-59","Peterborough","580","535","31770","28080"
"In post","2023","50-59","Plymouth","1100","1035","34710","32260"
"In post","2023","50-59","Portsmouth","1465","1390","34700","30990"
"In post","2023","50-59","Powys","220","215","32320","28120"
"In post","2023","50-59","Redbridge and Waltham Forest","535","495","30930","30930"
"In post","2023","50-59","Sandwell","150","135","29600","28120"
"In post","2023","50-59","Scottish Borders","170","160","33550","28120"
"In post","2023","50-59","Sefton","1380","1295","34100","28120"
"In post","2023","50-59","Sheffield","2110","1980","36860","32310"
"In post","2023","50-59","Shetland Islands","15","15","35090","31970"
"In post","2023","50-59","Shropshire","480","460","31760","30140"
"In post","2023","50-59","Solihull","290","265","32060","27650"
"In post","2023","50-59","Somerset CC","865","820","34480","29880"
"In post","2023","50-59","South Ayrshire","90","85","30720","28120"
"In post","2023","50-59","South Hampshire","1230","1070","32450","28100"
"In post","2023","50-59","South Lanarkshire","1020","915","33700","28130"
"In post","2023","50-59","South Nottinghamshire","320","305","35600","30520"
"In post","2023","50-59","South Teesside","570","510","28390","28120"
"In post","2023","50-59","South West Wales","470","440","34890","29050"
"In post","2023","50-59","South and West Derbyshire","400","375","38560","32920"
"In post","2023","50-59","Southampton","320","300","36870","31160"
"In post","2023","50-59","Southend-on-Sea","145","130","33130","31280"
"In post","2023","50-59","Staffordshire CC","1295","1230","34770","31740"
"In post","2023","50-59","Stoke-on-Trent","330","305","30910","26840"
"In post","2023","50-59","Suffolk CC","1415","1335","32100","28130"
"In post","2023","50-59","Sunderland","1225","1050","28010","22520"
"In post","2023","50-59","Swansea","2280","2080","30900","27000"
"In post","2023","50-59","Swindon","145","135","35810","29050"
"In post","2023","50-59","Telford and Wrekin","835","790","39140","34850"
"In post","2023","50-59","Thurrock","115","110","29630","27650"
"In post","2023","50-59","Torbay","135","115","30040","28120"
"In post","2023","50-59","Tower Hamlets","1270","1235","56390","53960"
"In post","2023","50-59","Tyneside","5005","4585","34200","28130"
"In post","2023","50-59","Unknown","735","715","43360","40530"
"In post","2023","50-59","Wakefield","555","515","34840","32920"
"In post","2023","50-59","Walsall","115","105","30490","28120"
"In post","2023","50-59","Wandsworth","250","240","35140","32650"
"In post","2023","50-59","Warrington","745","705","37150","34970"
"In post","2023","50-59","Warwickshire CC","430","400","30060","28120"
"In post","2023","50-59","West Cumbria","365","340","32630","28120"
"In post","2023","50-59","West Essex","255","235","32960","29640"
"In post","2023","50-59","West Kent","75","70","39430","32520"
"In post","2023","50-59","West Lothian","165","155","38140","29500"
"In post","2023","50-59","West Northamptonshire","325","305","31410","28120"
"In post","2023","50-59","West Surrey","650","615","36590","32970"
"In post","2023","50-59","West Sussex (North East)","420","390","33940","28730"
"In post","2023","50-59","West Sussex (South West)","595","555","35270","29730"
"In post","2023","50-59","Westminster","10280","10025","54520","54150"
"In post","2023","50-59","Wiltshire","2175","2115","42340","39890"
"In post","2023","50-59","Wirral","785","695","28510","28080"
"In post","2023","50-59","Wolverhampton","430","385","28030","27350"
"In post","2023","50-59","Worcestershire CC","755","710","32760","29050"
"In post","2023","50-59","York","770","730","37600","34170"
"In post","2023","60-64","Aberdeen City and Aberdeenshire","165","130","38310","30440"
"In post","2023","60-64","Angus and Dundee City","195","170","28480","24890"
"In post","2023","60-64","Antrim and Newtownabbey","15","15","23790","22130"
"In post","2023","60-64","Ards and North Down","30","30","25700","22130"
"In post","2023","60-64","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Barking & Dagenham and Havering","60","55","32180","32520"
"In post","2023","60-64","Barnet","145","130","43100","32520"
"In post","2023","60-64","Barnsley, Doncaster and Rotherham","300","225","28200","28120"
"In post","2023","60-64","Bath and North East Somerset, North Somerset and South Gloucestershire","1010","890","43560","41820"
"In post","2023","60-64","Bedford","65","50","32380","29080"
"In post","2023","60-64","Belfast","185","150","33090","29730"
"In post","2023","60-64","Berkshire","270","245","35050","31720"
"In post","2023","60-64","Bexley and Greenwich","160","130","32700","31400"
"In post","2023","60-64","Birmingham","1060","880","32450","28120"
"In post","2023","60-64","Blackburn with Darwen","40","35","29810","28120"
"In post","2023","60-64","Blackpool","525","420","30360","28120"
"In post","2023","60-64","Bournemouth, Christchurch and Poole","115","100","28900","27490"
"In post","2023","60-64","Bradford","240","185","27290","23180"
"In post","2023","60-64","Breckland and South Norfolk","35","30","28420","28100"
"In post","2023","60-64","Brent","60","50","34760","32520"
"In post","2023","60-64","Bridgend and Neath Port Talbot","90","70","28760","28120"
"In post","2023","60-64","Brighton and Hove","65","55","33780","28120"
"In post","2023","60-64","Bristol, City of","415","345","37430","29730"
"In post","2023","60-64","Bromley","80","70","33490","32520"
"In post","2023","60-64","Buckinghamshire","180","155","33600","30120"
"In post","2023","60-64","Caithness and Sutherland, and Ross and Cromarty","35","25","30550","28120"
"In post","2023","60-64","Calderdale and Kirklees","110","85","28080","28120"
"In post","2023","60-64","Cambridgeshire CC","350","305","34050","30360"
"In post","2023","60-64","Camden and City of London","180","165","36290","29660"
"In post","2023","60-64","Cardiff and Vale of Glamorgan","925","755","34730","29050"
"In post","2023","60-64","Causeway Coast and Glens","10","10","[c]","[c]"
"In post","2023","60-64","Central Bedfordshire","60","55","30810","27470"
"In post","2023","60-64","Central Hampshire","425","385","38110","34380"
"In post","2023","60-64","Central Valleys","260","210","32210","28120"
"In post","2023","60-64","Cheshire East","120","100","31070","28120"
"In post","2023","60-64","Cheshire West and Chester","55","40","30720","27780"
"In post","2023","60-64","Chorley and West Lancashire","135","95","32350","30580"
"In post","2023","60-64","City of Edinburgh","895","755","40410","35510"
"In post","2023","60-64","Clackmannanshire and Fife","155","125","33270","29500"
"In post","2023","60-64","Conwy and Denbighshire","70","60","37020","30610"
"In post","2023","60-64","Cornwall and Isles of Scilly","235","205","28400","27740"
"In post","2023","60-64","Coventry","170","145","36600","30410"
"In post","2023","60-64","Croydon","1015","900","38660","34130"
"In post","2023","60-64","Darlington","65","55","37490","34970"
"In post","2023","60-64","Derby","95","80","27900","22000"
"In post","2023","60-64","Devon CC","540","440","31340","28120"
"In post","2023","60-64","Dorset","250","210","31340","28080"
"In post","2023","60-64","Dudley","120","90","26020","26370"
"In post","2023","60-64","Dumfries and Galloway","65","55","31500","28120"
"In post","2023","60-64","Durham","590","430","29370","28080"
"In post","2023","60-64","Ealing","55","50","34090","32520"
"In post","2023","60-64","East Ayrshire and North Ayrshire mainland","120","95","28860","28120"
"In post","2023","60-64","East Cumbria","110","90","27720","23510"
"In post","2023","60-64","East Derbyshire","40","30","27550","28120"
"In post","2023","60-64","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","185","150","30200","24880"
"In post","2023","60-64","East Kent","385","300","30510","27650"
"In post","2023","60-64","East Lancashire","35","30","27640","27510"
"In post","2023","60-64","East Lothian and Midlothian","20","15","28640","28120"
"In post","2023","60-64","East Merseyside","135","100","28470","28120"
"In post","2023","60-64","East Riding of Yorkshire","220","180","31300","28480"
"In post","2023","60-64","East Surrey","90","80","34390","31280"
"In post","2023","60-64","East Sussex CC","220","180","27670","27470"
"In post","2023","60-64","Enfield","50","40","32470","32520"
"In post","2023","60-64","Essex Haven Gateway","100","80","31790","31280"
"In post","2023","60-64","Essex Thames Gateway","100","85","29920","31280"
"In post","2023","60-64","Falkirk","160","120","29020","28120"
"In post","2023","60-64","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Flintshire and Wrexham","195","170","28990","28120"
"In post","2023","60-64","Glasgow City","1305","1055","32140","28120"
"In post","2023","60-64","Gloucestershire CC","175","145","32420","28120"
"In post","2023","60-64","Greater Manchester North East","115","95","27780","28120"
"In post","2023","60-64","Greater Manchester North West","215","165","25910","23640"
"In post","2023","60-64","Greater Manchester South East","125","105","25960","21780"
"In post","2023","60-64","Greater Manchester South West","625","500","32360","28130"
"In post","2023","60-64","Gwent Valleys","90","70","32750","28120"
"In post","2023","60-64","Gwynedd","85","75","28370","25620"
"In post","2023","60-64","Hackney and Newham","695","605","40950","36760"
"In post","2023","60-64","Haringey and Islington","125","110","33380","32520"
"In post","2023","60-64","Harrow and Hillingdon","400","315","33050","31450"
"In post","2023","60-64","Hartlepool and Stockton-on-Tees","120","100","29400","28120"
"In post","2023","60-64","Heart of Essex","85","75","32860","27520"
"In post","2023","60-64","Herefordshire, County of","45","40","27420","26010"
"In post","2023","60-64","Hertfordshire CC","310","275","35680","31280"
"In post","2023","60-64","Hounslow and Richmond upon Thames","240","210","32940","30510"
"In post","2023","60-64","Inverclyde, East Renfrewshire, and Renfrewshire","150","110","29480","28120"
"In post","2023","60-64","Inverness and Nairn, Moray, and Badenoch and Strathspey","165","140","30570","28120"
"In post","2023","60-64","Isle of Anglesey","25","20","30360","28120"
"In post","2023","60-64","Isle of Wight","110","85","27960","28120"
"In post","2023","60-64","Kensington & Chelsea and Hammersmith & Fulham","65","55","33170","32520"
"In post","2023","60-64","Kent Thames Gateway","125","100","31080","31280"
"In post","2023","60-64","Kingston upon Hull, City of","190","140","29330","28120"
"In post","2023","60-64","Lambeth","170","155","42560","38780"
"In post","2023","60-64","Lancaster and Wyre","115","90","29640","27140"
"In post","2023","60-64","Leeds","840","670","34820","29730"
"In post","2023","60-64","Leicester","200","170","28220","27780"
"In post","2023","60-64","Leicestershire CC and Rutland","195","160","29380","27650"
"In post","2023","60-64","Lewisham and Southwark","135","125","34740","32520"
"In post","2023","60-64","Lincolnshire CC","390","340","29120","26740"
"In post","2023","60-64","Lisburn and Castlereagh","45","40","28500","22970"
"In post","2023","60-64","Liverpool","1090","895","29160","25880"
"In post","2023","60-64","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","35","30","32000","28120"
"In post","2023","60-64","Luton","45","40","30310","28120"
"In post","2023","60-64","Manchester","480","400","34380","29050"
"In post","2023","60-64","Medway","150","125","32410","29050"
"In post","2023","60-64","Merton, Kingston upon Thames and Sutton","70","65","34820","32520"
"In post","2023","60-64","Mid Kent","110","95","31680","30260"
"In post","2023","60-64","Mid Lancashire","560","430","29260","27810"
"In post","2023","60-64","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Milton Keynes","180","160","33890","28540"
"In post","2023","60-64","Monmouthshire and Newport","340","280","34050","28480"
"In post","2023","60-64","Na h-Eileanan Siar","10","5","24930","22500"
"In post","2023","60-64","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","60-64","North Hampshire","130","120","34570","28120"
"In post","2023","60-64","North Lanarkshire","190","140","29050","28120"
"In post","2023","60-64","North Northamptonshire","65","55","27590","28120"
"In post","2023","60-64","North Nottinghamshire","95","80","30760","28120"
"In post","2023","60-64","North Yorkshire CC","265","235","29620","27470"
"In post","2023","60-64","North and North East Lincolnshire","90","75","28570","28120"
"In post","2023","60-64","North and West Norfolk","125","110","30340","28120"
"In post","2023","60-64","Northumberland","75","60","31350","28120"
"In post","2023","60-64","Norwich and East Norfolk","200","160","29680","28120"
"In post","2023","60-64","Nottingham","630","525","32040","28120"
"In post","2023","60-64","Orkney Islands","5","5","[c]","[c]"
"In post","2023","60-64","Overseas","160","160","60200","54000"
"In post","2023","60-64","Oxfordshire CC","305","270","34930","29820"
"In post","2023","60-64","Perth and Kinross, and Stirling","140","110","33310","31940"
"In post","2023","60-64","Peterborough","185","160","28810","25830"
"In post","2023","60-64","Plymouth","290","245","33060","28120"
"In post","2023","60-64","Portsmouth","460","395","31740","28120"
"In post","2023","60-64","Powys","80","70","31320","27080"
"In post","2023","60-64","Redbridge and Waltham Forest","205","175","30720","29660"
"In post","2023","60-64","Sandwell","50","40","29710","28120"
"In post","2023","60-64","Scottish Borders","45","40","32190","28120"
"In post","2023","60-64","Sefton","425","340","30250","27810"
"In post","2023","60-64","Sheffield","505","400","32690","28120"
"In post","2023","60-64","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Shropshire","185","165","32780","30740"
"In post","2023","60-64","Solihull","70","50","28510","27650"
"In post","2023","60-64","Somerset CC","310","265","33030","29430"
"In post","2023","60-64","South Ayrshire","40","30","29630","28120"
"In post","2023","60-64","South Hampshire","585","455","28380","24380"
"In post","2023","60-64","South Lanarkshire","400","300","30320","26900"
"In post","2023","60-64","South Nottinghamshire","110","95","32310","27610"
"In post","2023","60-64","South Teesside","175","135","26630","26380"
"In post","2023","60-64","South West Wales","155","130","33100","28120"
"In post","2023","60-64","South and West Derbyshire","135","110","36150","28120"
"In post","2023","60-64","Southampton","120","105","34580","28120"
"In post","2023","60-64","Southend-on-Sea","60","50","30730","31280"
"In post","2023","60-64","Staffordshire CC","400","335","31700","28120"
"In post","2023","60-64","Stoke-on-Trent","105","85","26390","24000"
"In post","2023","60-64","Suffolk CC","420","365","30830","28120"
"In post","2023","60-64","Sunderland","595","420","25670","22520"
"In post","2023","60-64","Swansea","875","645","28150","22500"
"In post","2023","60-64","Swindon","50","45","29960","28120"
"In post","2023","60-64","Telford and Wrekin","250","215","35480","33050"
"In post","2023","60-64","Thurrock","30","25","28960","29470"
"In post","2023","60-64","Torbay","45","35","26040","23410"
"In post","2023","60-64","Tower Hamlets","300","270","52270","46470"
"In post","2023","60-64","Tyneside","1670","1285","29110","22870"
"In post","2023","60-64","Unknown","215","205","43410","40690"
"In post","2023","60-64","Wakefield","160","120","31830","29050"
"In post","2023","60-64","Walsall","45","40","27740","28120"
"In post","2023","60-64","Wandsworth","85","70","32080","31230"
"In post","2023","60-64","Warrington","190","160","34060","32780"
"In post","2023","60-64","Warwickshire CC","160","135","29210","28120"
"In post","2023","60-64","West Cumbria","120","100","31470","26910"
"In post","2023","60-64","West Essex","70","50","33220","29570"
"In post","2023","60-64","West Kent","20","20","39400","31900"
"In post","2023","60-64","West Lothian","45","40","34240","28120"
"In post","2023","60-64","West Northamptonshire","105","90","28200","27400"
"In post","2023","60-64","West Surrey","205","180","35190","30720"
"In post","2023","60-64","West Sussex (North East)","155","110","32580","28730"
"In post","2023","60-64","West Sussex (South West)","195","165","31790","28120"
"In post","2023","60-64","Westminster","2400","2220","50790","44450"
"In post","2023","60-64","Wiltshire","680","610","38250","34300"
"In post","2023","60-64","Wirral","300","225","28070","28080"
"In post","2023","60-64","Wolverhampton","165","125","26240","26650"
"In post","2023","60-64","Worcestershire CC","210","175","30570","28120"
"In post","2023","60-64","York","230","200","34130","29940"
"In post","2023","65+","Aberdeen City and Aberdeenshire","60","45","35870","28120"
"In post","2023","65+","Angus and Dundee City","45","30","27380","22760"
"In post","2023","65+","Antrim and Newtownabbey","5","5","[c]","[c]"
"In post","2023","65+","Ards and North Down","10","5","[c]","[c]"
"In post","2023","65+","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","65+","Barking & Dagenham and Havering","25","20","33230","32520"
"In post","2023","65+","Barnet","75","65","43750","32520"
"In post","2023","65+","Barnsley, Doncaster and Rotherham","85","60","27540","28120"
"In post","2023","65+","Bath and North East Somerset, North Somerset and South Gloucestershire","295","240","41290","38790"
"In post","2023","65+","Bedford","25","20","28540","28120"
"In post","2023","65+","Belfast","65","50","29290","22520"
"In post","2023","65+","Berkshire","130","105","34070","31280"
"In post","2023","65+","Bexley and Greenwich","55","40","33920","32520"
"In post","2023","65+","Birmingham","290","220","31970","28120"
"In post","2023","65+","Blackburn with Darwen","10","5","30010","28120"
"In post","2023","65+","Blackpool","155","115","28370","28120"
"In post","2023","65+","Bournemouth, Christchurch and Poole","45","35","27100","27890"
"In post","2023","65+","Bradford","55","40","28230","26840"
"In post","2023","65+","Breckland and South Norfolk","15","15","30480","25340"
"In post","2023","65+","Brent","40","30","28530","25480"
"In post","2023","65+","Bridgend and Neath Port Talbot","30","20","28290","22480"
"In post","2023","65+","Brighton and Hove","50","35","30030","28120"
"In post","2023","65+","Bristol, City of","155","115","31460","28120"
"In post","2023","65+","Bromley","35","30","32970","32520"
"In post","2023","65+","Buckinghamshire","65","55","31390","28120"
"In post","2023","65+","Caithness and Sutherland, and Ross and Cromarty","5","5","[c]","[c]"
"In post","2023","65+","Calderdale and Kirklees","20","15","27950","28120"
"In post","2023","65+","Cambridgeshire CC","110","90","34340","28480"
"In post","2023","65+","Camden and City of London","105","90","34340","25480"
"In post","2023","65+","Cardiff and Vale of Glamorgan","305","225","35480","28480"
"In post","2023","65+","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","65+","Central Bedfordshire","25","25","32050","28350"
"In post","2023","65+","Central Hampshire","170","145","37100","34640"
"In post","2023","65+","Central Valleys","70","50","34690","28120"
"In post","2023","65+","Cheshire East","40","30","31860","27790"
"In post","2023","65+","Cheshire West and Chester","25","20","28000","26840"
"In post","2023","65+","Chorley and West Lancashire","25","15","30000","30410"
"In post","2023","65+","City of Edinburgh","285","235","36160","31940"
"In post","2023","65+","Clackmannanshire and Fife","30","20","34650","34970"
"In post","2023","65+","Conwy and Denbighshire","30","20","32800","28120"
"In post","2023","65+","Cornwall and Isles of Scilly","70","55","28240","26670"
"In post","2023","65+","Coventry","50","35","33510","28120"
"In post","2023","65+","Croydon","385","315","34070","30200"
"In post","2023","65+","Darlington","15","15","32750","27050"
"In post","2023","65+","Derby","25","15","24880","21780"
"In post","2023","65+","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","65+","Devon CC","185","135","30200","27500"
"In post","2023","65+","Dorset","95","75","29000","27050"
"In post","2023","65+","Dudley","35","30","25760","21690"
"In post","2023","65+","Dumfries and Galloway","30","25","31690","30520"
"In post","2023","65+","Durham","140","95","26700","23230"
"In post","2023","65+","Ealing","30","20","36120","32520"
"In post","2023","65+","East Ayrshire and North Ayrshire mainland","25","20","25870","27450"
"In post","2023","65+","East Cumbria","30","25","29270","27590"
"In post","2023","65+","East Derbyshire","10","5","[c]","[c]"
"In post","2023","65+","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","50","35","30670","25970"
"In post","2023","65+","East Kent","115","80","30110","27650"
"In post","2023","65+","East Lancashire","10","5","[c]","[c]"
"In post","2023","65+","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","65+","East Merseyside","50","35","28640","28120"
"In post","2023","65+","East Riding of Yorkshire","50","35","29780","27740"
"In post","2023","65+","East Surrey","45","35","34710","31280"
"In post","2023","65+","East Sussex CC","85","65","28650","23750"
"In post","2023","65+","Enfield","15","10","32260","32520"
"In post","2023","65+","Essex Haven Gateway","35","30","29920","30540"
"In post","2023","65+","Essex Thames Gateway","45","30","27020","25610"
"In post","2023","65+","Falkirk","50","35","31680","28120"
"In post","2023","65+","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","65+","Flintshire and Wrexham","70","55","29290","26840"
"In post","2023","65+","Glasgow City","340","250","30660","26600"
"In post","2023","65+","Gloucestershire CC","70","55","30850","28120"
"In post","2023","65+","Greater Manchester North East","35","25","30690","28120"
"In post","2023","65+","Greater Manchester North West","55","40","26090","24270"
"In post","2023","65+","Greater Manchester South East","40","30","27110","27450"
"In post","2023","65+","Greater Manchester South West","170","125","30430","28120"
"In post","2023","65+","Gwent Valleys","25","20","32450","28120"
"In post","2023","65+","Gwynedd","30","25","25960","21690"
"In post","2023","65+","Hackney and Newham","290","235","38540","34370"
"In post","2023","65+","Haringey and Islington","60","50","30720","27190"
"In post","2023","65+","Harrow and Hillingdon","220","160","31370","30200"
"In post","2023","65+","Hartlepool and Stockton-on-Tees","35","30","28060","28120"
"In post","2023","65+","Heart of Essex","35","25","28410","23430"
"In post","2023","65+","Herefordshire, County of","15","15","31310","28120"
"In post","2023","65+","Hertfordshire CC","115","90","33560","31000"
"In post","2023","65+","Hounslow and Richmond upon Thames","110","90","31590","28180"
"In post","2023","65+","Inverclyde, East Renfrewshire, and Renfrewshire","35","25","31350","28120"
"In post","2023","65+","Inverness and Nairn, Moray, and Badenoch and Strathspey","30","25","31160","27930"
"In post","2023","65+","Isle of Anglesey","10","10","29270","28120"
"In post","2023","65+","Isle of Wight","30","20","26980","24810"
"In post","2023","65+","Kensington & Chelsea and Hammersmith & Fulham","30","25","33150","32520"
"In post","2023","65+","Kent Thames Gateway","50","40","29250","28480"
"In post","2023","65+","Kingston upon Hull, City of","50","35","27900","28080"
