"Status","Year","Disability","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Social Research","London","Heterosexual / straight","320","310","52470","55020"
"In post","2023","Declared non-disabled","Social Research","London","LGBO","35","35","51420","44570"
"In post","2023","Declared non-disabled","Social Research","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Social Research","London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Social Research","Outside London","Heterosexual / straight","460","435","43390","39690"
"In post","2023","Declared non-disabled","Social Research","Outside London","LGBO","55","55","39980","34520"
"In post","2023","Declared non-disabled","Social Research","Outside London","Undeclared","35","35","43330","39300"
"In post","2023","Declared non-disabled","Social Research","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","London","Heterosexual / straight","640","615","51340","46650"
"In post","2023","Declared non-disabled","Statistics","London","LGBO","55","55","51290","46900"
"In post","2023","Declared non-disabled","Statistics","London","Undeclared","40","40","49590","54630"
"In post","2023","Declared non-disabled","Statistics","London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","Outside London","Heterosexual / straight","875","830","43880","41050"
"In post","2023","Declared non-disabled","Statistics","Outside London","LGBO","95","90","41210","38470"
"In post","2023","Declared non-disabled","Statistics","Outside London","Undeclared","60","60","43040","39690"
"In post","2023","Declared non-disabled","Statistics","Outside London","Unknown","70","70","46280","44340"
"In post","2023","Declared non-disabled","Statistics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Tax","London","Heterosexual / straight","1145","1085","47270","41480"
"In post","2023","Declared non-disabled","Tax","London","LGBO","60","55","47320","39790"
"In post","2023","Declared non-disabled","Tax","London","Undeclared","85","80","47220","42060"
"In post","2023","Declared non-disabled","Tax","London","Unknown","120","110","43560","39880"
"In post","2023","Declared non-disabled","Tax","Outside London","Heterosexual / straight","7765","7385","38020","35000"
"In post","2023","Declared non-disabled","Tax","Outside London","LGBO","525","510","35720","34700"
"In post","2023","Declared non-disabled","Tax","Outside London","Undeclared","435","405","39420","35000"
"In post","2023","Declared non-disabled","Tax","Outside London","Unknown","475","435","38380","35000"
"In post","2023","Declared non-disabled","Unknown","London","Heterosexual / straight","2145","2085","52310","45960"
"In post","2023","Declared non-disabled","Unknown","London","LGBO","195","195","54470","55190"
"In post","2023","Declared non-disabled","Unknown","London","Undeclared","170","165","52530","54690"
"In post","2023","Declared non-disabled","Unknown","London","Unknown","130","125","48080","39450"
"In post","2023","Declared non-disabled","Unknown","Outside London","Heterosexual / straight","9925","9575","42290","36940"
"In post","2023","Declared non-disabled","Unknown","Outside London","LGBO","755","745","39190","34700"
"In post","2023","Declared non-disabled","Unknown","Outside London","Undeclared","525","510","44200","39520"
"In post","2023","Declared non-disabled","Unknown","Outside London","Unknown","1310","1220","41420","35000"
"In post","2023","Declared non-disabled","Unknown","Overseas","Heterosexual / straight","110","110","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","35","35","40410","35240"
"In post","2023","Declared non-disabled","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","Outside London","Heterosexual / straight","225","215","43810","38960"
"In post","2023","Declared non-disabled","Veterinarian","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","Outside London","Undeclared","40","35","46520","49400"
"In post","2023","Declared non-disabled","Veterinarian","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Commercial","London","Heterosexual / straight","65","60","59160","56430"
"In post","2023","Undeclared","Commercial","London","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","London","Undeclared","40","40","58220","58320"
"In post","2023","Undeclared","Commercial","London","Unknown","25","25","[c]","[c]"
"In post","2023","Undeclared","Commercial","Outside London","Heterosexual / straight","155","150","45590","39090"
"In post","2023","Undeclared","Commercial","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Commercial","Outside London","Undeclared","130","125","43450","42510"
"In post","2023","Undeclared","Commercial","Outside London","Unknown","35","35","49580","51920"
"In post","2023","Undeclared","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","London","Heterosexual / straight","35","35","52680","46600"
"In post","2023","Undeclared","Communications","London","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","London","Undeclared","35","35","46020","41710"
"In post","2023","Undeclared","Communications","London","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Communications","Outside London","Heterosexual / straight","60","60","36630","36300"
"In post","2023","Undeclared","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Outside London","Undeclared","40","35","37300","33900"
"In post","2023","Undeclared","Communications","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","London","Heterosexual / straight","35","35","34770","32520"
"In post","2023","Undeclared","Counter Fraud","London","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","London","Undeclared","40","35","39370","39220"
"In post","2023","Undeclared","Counter Fraud","London","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outside London","Heterosexual / straight","170","160","30330","28120"
"In post","2023","Undeclared","Counter Fraud","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outside London","Undeclared","155","145","31550","28130"
"In post","2023","Undeclared","Counter Fraud","Outside London","Unknown","45","40","31120","28120"
"In post","2023","Undeclared","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","London","Heterosexual / straight","100","100","50680","46470"
"In post","2023","Undeclared","Digital, Data and Technology","London","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","London","Undeclared","95","95","54250","55720"
"In post","2023","Undeclared","Digital, Data and Technology","London","Unknown","60","55","50180","47500"
"In post","2023","Undeclared","Digital, Data and Technology","Outside London","Heterosexual / straight","380","365","42200","38650"
"In post","2023","Undeclared","Digital, Data and Technology","Outside London","LGBO","35","35","39400","34700"
"In post","2023","Undeclared","Digital, Data and Technology","Outside London","Undeclared","490","475","42410","39990"
"In post","2023","Undeclared","Digital, Data and Technology","Outside London","Unknown","75","70","43890","39460"
"In post","2023","Undeclared","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Economics","London","Heterosexual / straight","50","50","47490","47410"
"In post","2023","Undeclared","Economics","London","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Economics","London","Undeclared","30","30","52570","54470"
"In post","2023","Undeclared","Economics","London","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Economics","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Undeclared","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Economics","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","London","Heterosexual / straight","70","70","50980","48430"
"In post","2023","Undeclared","Finance","London","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","London","Undeclared","45","45","53400","55780"
"In post","2023","Undeclared","Finance","London","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Finance","Outside London","Heterosexual / straight","175","170","40200","37590"
"In post","2023","Undeclared","Finance","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Finance","Outside London","Undeclared","165","150","41010","36990"
"In post","2023","Undeclared","Finance","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Undeclared","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Geography","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Geography","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Human Resources","London","Heterosexual / straight","80","75","49440","43650"
"In post","2023","Undeclared","Human Resources","London","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Human Resources","London","Undeclared","65","65","49430","45490"
"In post","2023","Undeclared","Human Resources","London","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Outside London","Heterosexual / straight","270","260","36410","34170"
"In post","2023","Undeclared","Human Resources","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Outside London","Undeclared","205","195","35720","33850"
"In post","2023","Undeclared","Human Resources","Outside London","Unknown","40","35","35650","32480"
"In post","2023","Undeclared","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Inspector of Education and Training","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","London","Heterosexual / straight","30","30","41450","39270"
"In post","2023","Undeclared","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","London","Undeclared","40","35","40540","39600"
"In post","2023","Undeclared","Intelligence Analysis","London","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","Outside London","Heterosexual / straight","80","75","31940","29790"
"In post","2023","Undeclared","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","Outside London","Undeclared","80","75","33290","32080"
"In post","2023","Undeclared","Intelligence Analysis","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","International Trade","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","International Trade","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Undeclared","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","International Trade","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","Outside London","Heterosexual / straight","50","45","29890","27470"
"In post","2023","Undeclared","Knowledge and Information Management","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","Outside London","Undeclared","55","55","35650","33890"
"In post","2023","Undeclared","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","London","Heterosexual / straight","80","75","60030","61190"
"In post","2023","Undeclared","Legal","London","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Legal","London","Undeclared","95","95","57730","58740"
"In post","2023","Undeclared","Legal","London","Unknown","30","25","[c]","[c]"
"In post","2023","Undeclared","Legal","Outside London","Heterosexual / straight","100","90","44760","42140"
"In post","2023","Undeclared","Legal","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Legal","Outside London","Undeclared","145","130","43060","38220"
"In post","2023","Undeclared","Legal","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicine","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicine","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Medicine","London","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Medicine","Outside London","Heterosexual / straight","70","65","67680","48630"
"In post","2023","Undeclared","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicine","Outside London","Undeclared","40","35","63980","41420"
"In post","2023","Undeclared","Medicine","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Undeclared","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Delivery","London","Heterosexual / straight","1005","945","37040","32520"
"In post","2023","Undeclared","Operational Delivery","London","LGBO","95","90","38880","34030"
"In post","2023","Undeclared","Operational Delivery","London","Undeclared","700","660","37820","32790"
"In post","2023","Undeclared","Operational Delivery","London","Unknown","515","480","41500","37160"
"In post","2023","Undeclared","Operational Delivery","Outside London","Heterosexual / straight","6330","5770","29820","28120"
"In post","2023","Undeclared","Operational Delivery","Outside London","LGBO","565","540","29360","28120"
"In post","2023","Undeclared","Operational Delivery","Outside London","Undeclared","4385","4025","30570","28120"
"In post","2023","Undeclared","Operational Delivery","Outside London","Unknown","2030","1780","31740","32710"
"In post","2023","Undeclared","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Delivery","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Delivery","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Research","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Research","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Research","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Research","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Other","London","Heterosexual / straight","35","35","38800","32520"
"In post","2023","Undeclared","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other","London","Undeclared","45","45","43410","38840"
"In post","2023","Undeclared","Other","London","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Other","Outside London","Heterosexual / straight","295","275","28150","22220"
"In post","2023","Undeclared","Other","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Undeclared","Other","Outside London","Undeclared","225","215","30990","27470"
"In post","2023","Undeclared","Other","Outside London","Unknown","35","30","26900","21690"
"In post","2023","Undeclared","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Policy","London","Heterosexual / straight","495","480","51380","54090"
"In post","2023","Undeclared","Policy","London","LGBO","75","75","48880","47930"
"In post","2023","Undeclared","Policy","London","Undeclared","425","420","51560","54330"
"In post","2023","Undeclared","Policy","London","Unknown","80","80","57490","55190"
"In post","2023","Undeclared","Policy","Outside London","Heterosexual / straight","260","250","42820","38670"
"In post","2023","Undeclared","Policy","Outside London","LGBO","35","30","36030","37300"
"In post","2023","Undeclared","Policy","Outside London","Undeclared","200","190","42980","39820"
"In post","2023","Undeclared","Policy","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Policy","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Undeclared","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Overseas","Unknown","50","50","54860","55070"
"In post","2023","Undeclared","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","London","Heterosexual / straight","90","85","51370","46330"
"In post","2023","Undeclared","Project Delivery","London","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","London","Undeclared","70","70","56730","59290"
"In post","2023","Undeclared","Project Delivery","London","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Outside London","Heterosexual / straight","275","265","42660","41000"
"In post","2023","Undeclared","Project Delivery","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Outside London","Undeclared","275","265","45550","42230"
"In post","2023","Undeclared","Project Delivery","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Undeclared","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","London","Undeclared","40","40","45790","39670"
"In post","2023","Undeclared","Property","London","Unknown","25","20","[c]","[c]"
"In post","2023","Undeclared","Property","Outside London","Heterosexual / straight","160","155","36170","34450"
"In post","2023","Undeclared","Property","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","Outside London","Undeclared","155","140","40530","38420"
"In post","2023","Undeclared","Property","Outside London","Unknown","55","45","35510","27810"
"In post","2023","Undeclared","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
