"Status","Year","Profession_of_post","Region_ITL1","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","North East (England)","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Communications","North West (England)","Outside London","Heterosexual / straight","185","180","40290","37710"
"In post","2023","Communications","North West (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","North West (England)","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Communications","North West (England)","Outside London","Unknown","40","40","39350","37650"
"In post","2023","Communications","Northern Ireland","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Outside London","Heterosexual / straight","75","75","40400","39190"
"In post","2023","Communications","Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","Scotland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","South East (England)","Outside London","Heterosexual / straight","220","210","35890","33990"
"In post","2023","Communications","South East (England)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","South East (England)","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","Communications","South East (England)","Outside London","Unknown","35","35","39980","34300"
"In post","2023","Communications","South West (England)","Outside London","Heterosexual / straight","240","225","37920","37180"
"In post","2023","Communications","South West (England)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","South West (England)","Outside London","Undeclared","35","30","33310","32930"
"In post","2023","Communications","South West (England)","Outside London","Unknown","40","40","37930","34500"
"In post","2023","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","Outside London","Heterosexual / straight","305","290","39010","37690"
"In post","2023","Communications","Wales","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Communications","Wales","Outside London","Undeclared","45","40","41280","39690"
"In post","2023","Communications","Wales","Outside London","Unknown","60","60","38130","36990"
"In post","2023","Communications","West Midlands (England)","Outside London","Heterosexual / straight","135","130","39950","37460"
"In post","2023","Communications","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","Heterosexual / straight","130","125","43130","40790"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","Unknown","30","30","43110","43250"
"In post","2023","Corporate Finance","London","London","Heterosexual / straight","40","40","55680","54180"
"In post","2023","Corporate Finance","London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","London","Unknown","30","25","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","Heterosexual / straight","360","325","31210","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","LGBO","30","25","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","Undeclared","50","40","30330","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","Unknown","110","100","32240","28130"
"In post","2023","Counter Fraud","East of England","Outside London","Heterosexual / straight","315","295","30460","31280"
"In post","2023","Counter Fraud","East of England","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Outside London","Undeclared","45","40","29910","30120"
"In post","2023","Counter Fraud","East of England","Outside London","Unknown","85","75","30220","28130"
"In post","2023","Counter Fraud","London","London","Heterosexual / straight","1290","1225","37250","32520"
"In post","2023","Counter Fraud","London","London","LGBO","70","70","36050","32530"
"In post","2023","Counter Fraud","London","London","Undeclared","170","155","38020","34370"
"In post","2023","Counter Fraud","London","London","Unknown","440","415","36740","32540"
"In post","2023","Counter Fraud","North East (England)","Outside London","Heterosexual / straight","580","535","29380","28120"
"In post","2023","Counter Fraud","North East (England)","Outside London","LGBO","35","30","29100","28120"
"In post","2023","Counter Fraud","North East (England)","Outside London","Undeclared","65","60","27310","28120"
"In post","2023","Counter Fraud","North East (England)","Outside London","Unknown","125","110","28880","28120"
"In post","2023","Counter Fraud","North West (England)","Outside London","Heterosexual / straight","650","600","31530","28120"
"In post","2023","Counter Fraud","North West (England)","Outside London","LGBO","35","30","33360","34170"
"In post","2023","Counter Fraud","North West (England)","Outside London","Undeclared","90","85","31880","28120"
"In post","2023","Counter Fraud","North West (England)","Outside London","Unknown","250","230","31950","28130"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","Heterosexual / straight","75","75","31240","28130"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Outside London","Heterosexual / straight","630","580","27780","28120"
"In post","2023","Counter Fraud","Scotland","Outside London","LGBO","40","35","26340","27650"
"In post","2023","Counter Fraud","Scotland","Outside London","Undeclared","70","65","27640","28120"
"In post","2023","Counter Fraud","Scotland","Outside London","Unknown","90","80","28880","28120"
"In post","2023","Counter Fraud","South East (England)","Outside London","Heterosexual / straight","670","615","30310","28120"
"In post","2023","Counter Fraud","South East (England)","Outside London","LGBO","60","60","31090","28120"
"In post","2023","Counter Fraud","South East (England)","Outside London","Undeclared","90","80","29850","28120"
"In post","2023","Counter Fraud","South East (England)","Outside London","Unknown","150","130","30860","28130"
"In post","2023","Counter Fraud","South West (England)","Outside London","Heterosexual / straight","355","325","30370","28120"
"In post","2023","Counter Fraud","South West (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Outside London","Undeclared","35","30","29490","28120"
"In post","2023","Counter Fraud","South West (England)","Outside London","Unknown","105","90","31060","28120"
"In post","2023","Counter Fraud","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Outside London","Heterosexual / straight","510","465","29060","28120"
"In post","2023","Counter Fraud","Wales","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Outside London","Undeclared","80","70","28500","28120"
"In post","2023","Counter Fraud","Wales","Outside London","Unknown","125","110","28180","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","Heterosexual / straight","510","470","30950","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","Undeclared","55","45","29560","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","Unknown","170","145","30890","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","Heterosexual / straight","580","535","31710","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","LGBO","40","40","32140","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","Undeclared","70","65","32020","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","Unknown","170","155","32300","28120"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","Heterosexual / straight","275","270","40620","37680"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","Undeclared","50","50","38490","35960"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","Unknown","70","65","37190","33710"
"In post","2023","Digital, Data and Technology","East of England","Outside London","Heterosexual / straight","360","350","38660","36000"
"In post","2023","Digital, Data and Technology","East of England","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Digital, Data and Technology","East of England","Outside London","Undeclared","60","60","36660","36000"
"In post","2023","Digital, Data and Technology","East of England","Outside London","Unknown","90","85","37060","35800"
"In post","2023","Digital, Data and Technology","London","London","Heterosexual / straight","3320","3260","52550","51950"
"In post","2023","Digital, Data and Technology","London","London","LGBO","315","315","52630","54690"
"In post","2023","Digital, Data and Technology","London","London","Undeclared","460","450","51700","50180"
"In post","2023","Digital, Data and Technology","London","London","Unknown","1210","1190","48660","43650"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","Heterosexual / straight","1700","1635","43590","39260"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","LGBO","90","90","42410","38470"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","Undeclared","185","180","45050","42140"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","Unknown","455","445","42630","38530"
"In post","2023","Digital, Data and Technology","North West (England)","Outside London","Heterosexual / straight","2390","2330","43390","39190"
"In post","2023","Digital, Data and Technology","North West (England)","Outside London","LGBO","165","160","40520","37680"
"In post","2023","Digital, Data and Technology","North West (England)","Outside London","Undeclared","270","265","42650","38470"
"In post","2023","Digital, Data and Technology","North West (England)","Outside London","Unknown","635","620","42440","38470"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","Heterosexual / straight","50","50","40990","35000"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","Heterosexual / straight","30","30","45170","43730"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Scotland","Outside London","Heterosexual / straight","615","605","41130","38120"
"In post","2023","Digital, Data and Technology","Scotland","Outside London","LGBO","45","45","39420","35000"
"In post","2023","Digital, Data and Technology","Scotland","Outside London","Undeclared","65","65","40190","36540"
"In post","2023","Digital, Data and Technology","Scotland","Outside London","Unknown","320","315","41150","37950"
"In post","2023","Digital, Data and Technology","South East (England)","Outside London","Heterosexual / straight","860","830","40810","37690"
"In post","2023","Digital, Data and Technology","South East (England)","Outside London","LGBO","55","50","39250","36360"
"In post","2023","Digital, Data and Technology","South East (England)","Outside London","Undeclared","125","120","42460","38380"
"In post","2023","Digital, Data and Technology","South East (England)","Outside London","Unknown","190","185","42470","37720"
"In post","2023","Digital, Data and Technology","South West (England)","Outside London","Heterosexual / straight","1940","1880","41890","39480"
"In post","2023","Digital, Data and Technology","South West (England)","Outside London","LGBO","110","105","37330","34700"
"In post","2023","Digital, Data and Technology","South West (England)","Outside London","Undeclared","355","340","40820","39460"
"In post","2023","Digital, Data and Technology","South West (England)","Outside London","Unknown","425","415","40020","38000"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Wales","Outside London","Heterosexual / straight","1640","1600","42730","39820"
"In post","2023","Digital, Data and Technology","Wales","Outside London","LGBO","95","95","38040","35570"
"In post","2023","Digital, Data and Technology","Wales","Outside London","Undeclared","280","270","42490","41130"
"In post","2023","Digital, Data and Technology","Wales","Outside London","Unknown","430","420","42420","38560"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Outside London","Heterosexual / straight","1025","1000","42680","40000"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Outside London","LGBO","60","60","40610","36160"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Outside London","Undeclared","105","105","44930","41510"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Outside London","Unknown","330","325","41370","37900"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Heterosexual / straight","1185","1145","45190","41500"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Outside London","LGBO","90","85","42610","38470"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Undeclared","140","135","42880","39660"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Unknown","375","365","44710","40960"
"In post","2023","Economics","East Midlands (England)","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Economics","East Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East of England","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East of England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East of England","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","London","London","Heterosexual / straight","1085","1060","52440","54780"
"In post","2023","Economics","London","London","LGBO","110","110","49630","46600"
"In post","2023","Economics","London","London","Undeclared","120","120","53870","55410"
"In post","2023","Economics","London","London","Unknown","290","290","48590","43320"
"In post","2023","Economics","North East (England)","Outside London","Heterosexual / straight","40","40","34830","30780"
"In post","2023","Economics","North East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North East (England)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Economics","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North West (England)","Outside London","Heterosexual / straight","85","80","39830","34700"
"In post","2023","Economics","North West (England)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Economics","North West (England)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Economics","North West (England)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Economics","Northern Ireland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Economics","Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Economics","South East (England)","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Economics","South East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South East (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Economics","South West (England)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Economics","South West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South West (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Wales","Outside London","Heterosexual / straight","115","110","42350","36590"
"In post","2023","Economics","Wales","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Economics","Wales","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Economics","Wales","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Economics","West Midlands (England)","Outside London","Heterosexual / straight","35","35","52290","47490"
"In post","2023","Economics","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","West Midlands (England)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Economics","West Midlands (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Economics","Yorkshire and The Humber","Outside London","Heterosexual / straight","45","45","49390","51840"
"In post","2023","Economics","Yorkshire and The Humber","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Yorkshire and The Humber","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Economics","Yorkshire and The Humber","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","East Midlands (England)","Outside London","Heterosexual / straight","175","170","37570","34400"
"In post","2023","Finance","East Midlands (England)","Outside London","LGBO","10","5","[c]","[c]"
"In post","2023","Finance","East Midlands (England)","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Finance","East Midlands (England)","Outside London","Unknown","30","30","[c]","[c]"
"In post","2023","Finance","East of England","Outside London","Heterosexual / straight","235","225","39730","36880"
"In post","2023","Finance","East of England","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Finance","East of England","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Finance","East of England","Outside London","Unknown","40","40","35970","34850"
"In post","2023","Finance","London","London","Heterosexual / straight","1870","1820","51920","47220"
"In post","2023","Finance","London","London","LGBO","95","95","49860","46380"
"In post","2023","Finance","London","London","Undeclared","220","215","49980","46300"
"In post","2023","Finance","London","London","Unknown","450","440","48790","43750"
"In post","2023","Finance","North East (England)","Outside London","Heterosexual / straight","435","415","43330","38470"
"In post","2023","Finance","North East (England)","Outside London","LGBO","20","15","[c]","[c]"
"In post","2023","Finance","North East (England)","Outside London","Undeclared","35","30","42620","34700"
"In post","2023","Finance","North East (England)","Outside London","Unknown","80","80","40840","38470"
"In post","2023","Finance","North West (England)","Outside London","Heterosexual / straight","825","775","40070","38470"
"In post","2023","Finance","North West (England)","Outside London","LGBO","55","50","38090","34250"
"In post","2023","Finance","North West (England)","Outside London","Undeclared","80","75","35820","34170"
"In post","2023","Finance","North West (England)","Outside London","Unknown","145","135","37540","34170"
"In post","2023","Finance","Northern Ireland","Outside London","Heterosexual / straight","35","35","40490","38640"
"In post","2023","Finance","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Overseas","Heterosexual / straight","35","35","47870","45780"
"In post","2023","Finance","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Overseas","Overseas","Unknown","5","5","[c]","[c]"
