"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","SEO/HEO","40","[c]","33220","32860"
"New entrant CS","2023","Declared disabled","Project Delivery","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","SEO/HEO","40","[c]","30790","28840"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","AA/AO","90","[c]","22270","22180"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","EO","90","[c]","28960","29100"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","SEO/HEO","95","[c]","34810","34170"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","London","AA/AO","35","[c]","24640","23500"
"New entrant CS","2023","Declared non-disabled","Analysis","London","EO","55","[c]","29080","29280"
"New entrant CS","2023","Declared non-disabled","Analysis","London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","London","SEO/HEO","180","[c]","36730","35880"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","AA/AO","50","[c]","21580","21200"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","EO","65","[c]","26180","25920"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Outside London","SEO/HEO","260","[c]","34090","32800"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","SEO/HEO","35","[c]","37620","35410"
"New entrant CS","2023","Declared non-disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","G6/G7","70","[c]","68720","68480"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","SEO/HEO","110","[c]","35080","33500"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","London","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","London","SEO/HEO","70","[c]","38800","37540"
"New entrant CS","2023","Declared non-disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Outside London","SEO/HEO","90","[c]","35750","34400"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","EO","45","[c]","30340","32120"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","AA/AO","160","[c]","23150","21900"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","EO","130","[c]","27860","27890"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Outside London","SEO/HEO","65","[c]","35120","34170"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","London","AA/AO","75","[c]","26920","26920"
"New entrant CS","2023","Declared non-disabled","Debt","Outside London","AA/AO","815","[c]","22220","22520"
"New entrant CS","2023","Declared non-disabled","Debt","Outside London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","EO","45","[c]","29780","29660"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","G6/G7","105","[c]","62600","59180"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","SEO/HEO","140","[c]","39680","39110"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","AA/AO","85","[c]","20560","20660"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","EO","270","[c]","27230","27650"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","G6/G7","275","[c]","56480","54630"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","SEO/HEO","645","[c]","37520","37420"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","London","SEO/HEO","45","[c]","41020","41780"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","AA/AO","95","[c]","22170","22520"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","EO","65","[c]","26630","26960"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","G6/G7","30","[c]","54300","51770"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","SEO/HEO","115","[c]","37050","34850"
"New entrant CS","2023","Declared non-disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","Outside London","AA/AO","210","[c]","21990","22150"
"New entrant CS","2023","Declared non-disabled","Grants Management","Outside London","EO","30","[c]","25000","25920"
"New entrant CS","2023","Declared non-disabled","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","London","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","London","SEO/HEO","30","[c]","36910","36010"
"New entrant CS","2023","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Outside London","AA/AO","75","[c]","21920","21780"
"New entrant CS","2023","Declared non-disabled","Human Resources","Outside London","EO","85","[c]","26710","26980"
"New entrant CS","2023","Declared non-disabled","Human Resources","Outside London","G6/G7","55","[c]","55850","55000"
"New entrant CS","2023","Declared non-disabled","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Outside London","SEO/HEO","145","[c]","36010","34400"
"New entrant CS","2023","Declared non-disabled","Human Resources","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","London","AA/AO","80","[c]","22900","21890"
"New entrant CS","2023","Declared non-disabled","Legal","London","EO","130","[c]","28330","27760"
"New entrant CS","2023","Declared non-disabled","Legal","London","G6/G7","145","[c]","56880","54230"
"New entrant CS","2023","Declared non-disabled","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","London","SEO/HEO","75","[c]","40240","40800"
"New entrant CS","2023","Declared non-disabled","Legal","Outside London","AA/AO","250","[c]","21560","21120"
"New entrant CS","2023","Declared non-disabled","Legal","Outside London","EO","80","[c]","26950","26900"
"New entrant CS","2023","Declared non-disabled","Legal","Outside London","G6/G7","140","[c]","52560","52360"
"New entrant CS","2023","Declared non-disabled","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Outside London","SEO/HEO","110","[c]","38150","38760"
"New entrant CS","2023","Declared non-disabled","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","London","AA/AO","495","[c]","29520","28400"
"New entrant CS","2023","Declared non-disabled","No function","London","EO","275","[c]","28960","29280"
"New entrant CS","2023","Declared non-disabled","No function","London","G6/G7","175","[c]","60950","57260"
"New entrant CS","2023","Declared non-disabled","No function","London","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","London","SEO/HEO","550","[c]","37130","35410"
"New entrant CS","2023","Declared non-disabled","No function","London","Unknown","200","[c]","26780","27640"
"New entrant CS","2023","Declared non-disabled","No function","Outside London","AA/AO","7435","[c]","24620","23230"
"New entrant CS","2023","Declared non-disabled","No function","Outside London","EO","1320","[c]","27400","27650"
"New entrant CS","2023","Declared non-disabled","No function","Outside London","G6/G7","410","[c]","60590","57550"
"New entrant CS","2023","Declared non-disabled","No function","Outside London","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Outside London","SEO/HEO","1305","[c]","37550","34400"
"New entrant CS","2023","Declared non-disabled","No function","Outside London","Unknown","2120","[c]","22840","23640"
"New entrant CS","2023","Declared non-disabled","No function","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","AA/AO","35","[c]","26790","28880"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","London","EO","35","[c]","28380","28000"
"New entrant CS","2023","Declared non-disabled","Project Delivery","London","G6/G7","35","[c]","62850","61200"
"New entrant CS","2023","Declared non-disabled","Project Delivery","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","London","SEO/HEO","70","[c]","37540","35410"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Outside London","AA/AO","50","[c]","21420","22150"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Outside London","EO","80","[c]","26270","26000"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Outside London","G6/G7","105","[c]","54980","52600"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Outside London","SEO/HEO","205","[c]","36550","34400"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Outside London","Unknown","75","[c]","36990","33000"
"New entrant CS","2023","Declared non-disabled","Property","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","London","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Outside London","AA/AO","135","[c]","22310","22520"
"New entrant CS","2023","Declared non-disabled","Property","Outside London","EO","55","[c]","26670","26020"
"New entrant CS","2023","Declared non-disabled","Property","Outside London","G6/G7","40","[c]","55880","55000"
"New entrant CS","2023","Declared non-disabled","Property","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Outside London","SEO/HEO","95","[c]","36950","37300"
"New entrant CS","2023","Declared non-disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Outside London","AA/AO","75","[c]","23850","21720"
"New entrant CS","2023","Declared non-disabled","Security","Outside London","EO","40","[c]","25530","24610"
"New entrant CS","2023","Declared non-disabled","Security","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Outside London","SEO/HEO","55","[c]","35330","33020"
"New entrant CS","2023","Declared non-disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","London","SEO/HEO","50","[c]","37700","39150"
"New entrant CS","2023","Declared non-disabled","Unknown","Outside London","AA/AO","300","[c]","22520","22180"
"New entrant CS","2023","Declared non-disabled","Unknown","Outside London","EO","360","[c]","28710","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","Outside London","G6/G7","120","[c]","58880","54870"
"New entrant CS","2023","Declared non-disabled","Unknown","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Outside London","SEO/HEO","400","[c]","37700","37710"
"New entrant CS","2023","Declared non-disabled","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Outside London","AA/AO","35","[c]","22120","22520"
