"Status","Year","Region_ITL2","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","AA/AO","Female","2285","2000","23500","22520"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","AA/AO","Male","1890","1810","25370","22520"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","EO","Female","2125","1905","28000","28120"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","EO","Male","1545","1485","28620","28120"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","G6/G7","Female","740","705","59330","57970"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","G6/G7","Male","705","685","60470","57970"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","SCS level","Female","40","40","89490","83090"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","SCS level","Male","40","35","93410","90220"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","Female","2270","2125","37660","35000"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","Male","1815","1775","37650","35000"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","Unknown","Female","690","625","29270","29050"
"In post","2023","Derbyshire and Nottinghamshire","Outside London","Unknown","Male","210","200","31260","29050"
"In post","2023","Devon","Outside London","AA/AO","Female","1450","1235","22950","22150"
"In post","2023","Devon","Outside London","AA/AO","Male","1495","1430","25750","22520"
"In post","2023","Devon","Outside London","EO","Female","1220","1045","27830","28120"
"In post","2023","Devon","Outside London","EO","Male","980","935","29080","28120"
"In post","2023","Devon","Outside London","G6/G7","Female","465","430","54630","51460"
"In post","2023","Devon","Outside London","G6/G7","Male","650","630","55640","54150"
"In post","2023","Devon","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Devon","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Devon","Outside London","SEO/HEO","Female","1250","1150","37190","37300"
"In post","2023","Devon","Outside London","SEO/HEO","Male","1440","1385","39140","39460"
"In post","2023","Devon","Outside London","Unknown","Female","330","300","30080","29050"
"In post","2023","Devon","Outside London","Unknown","Male","235","225","36760","32500"
"In post","2023","Dorset and Somerset","Outside London","AA/AO","Female","800","705","23400","22220"
"In post","2023","Dorset and Somerset","Outside London","AA/AO","Male","880","840","25400","23230"
"In post","2023","Dorset and Somerset","Outside London","EO","Female","815","715","28060","28120"
"In post","2023","Dorset and Somerset","Outside London","EO","Male","725","695","29020","28120"
"In post","2023","Dorset and Somerset","Outside London","G6/G7","Female","155","145","59810","55470"
"In post","2023","Dorset and Somerset","Outside London","G6/G7","Male","200","195","61250","58700"
"In post","2023","Dorset and Somerset","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Dorset and Somerset","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Dorset and Somerset","Outside London","SEO/HEO","Female","675","630","37300","34850"
"In post","2023","Dorset and Somerset","Outside London","SEO/HEO","Male","910","880","39050","38010"
"In post","2023","Dorset and Somerset","Outside London","Unknown","Female","290","260","28920","26840"
"In post","2023","Dorset and Somerset","Outside London","Unknown","Male","105","100","30320","26840"
"In post","2023","East Anglia","Outside London","AA/AO","Female","2360","2070","23960","22400"
"In post","2023","East Anglia","Outside London","AA/AO","Male","2410","2305","27080","25160"
"In post","2023","East Anglia","Outside London","EO","Female","1680","1485","27970","28120"
"In post","2023","East Anglia","Outside London","EO","Male","1450","1390","29680","28120"
"In post","2023","East Anglia","Outside London","G6/G7","Female","415","390","58610","56000"
"In post","2023","East Anglia","Outside London","G6/G7","Male","460","445","59910","56450"
"In post","2023","East Anglia","Outside London","SCS level","Female","25","25","[c]","[c]"
"In post","2023","East Anglia","Outside London","SCS level","Male","40","40","98940","96710"
"In post","2023","East Anglia","Outside London","SEO/HEO","Female","1550","1460","37020","34970"
"In post","2023","East Anglia","Outside London","SEO/HEO","Male","1695","1640","38270","37130"
"In post","2023","East Anglia","Outside London","Unknown","Female","720","650","28890","26840"
"In post","2023","East Anglia","Outside London","Unknown","Male","265","250","29750","26840"
"In post","2023","East Wales","Outside London","AA/AO","Female","2930","2550","23070","22520"
"In post","2023","East Wales","Outside London","AA/AO","Male","2270","2180","24230","22520"
"In post","2023","East Wales","Outside London","EO","Female","2670","2435","27730","28120"
"In post","2023","East Wales","Outside London","EO","Male","2225","2155","28430","28120"
"In post","2023","East Wales","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","East Wales","Outside London","G6/G7","Female","1520","1440","59340","58050"
"In post","2023","East Wales","Outside London","G6/G7","Male","1550","1510","60280","59590"
"In post","2023","East Wales","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","East Wales","Outside London","SCS level","Female","115","110","85000","81600"
"In post","2023","East Wales","Outside London","SCS level","Male","190","185","89370","81600"
"In post","2023","East Wales","Outside London","SEO/HEO","Female","3775","3555","38000","37760"
"In post","2023","East Wales","Outside London","SEO/HEO","Male","3335","3265","38550","37760"
"In post","2023","East Wales","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","East Wales","Outside London","Unknown","Female","505","475","30220","29050"
"In post","2023","East Wales","Outside London","Unknown","Male","180","170","30270","29050"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","Female","1030","890","24580","23230"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","Male","1070","1015","28190","28880"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","EO","Female","785","685","28180","28120"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","EO","Male","850","810","29320","28080"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","Female","90","85","57200","54640"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","Male","80","75","60940","59440"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","Female","345","325","36760","34850"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","Male","355","340","38650","37210"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","Female","365","335","30190","29050"
"In post","2023","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","Male","100","95","31160","29050"
"In post","2023","Eastern Scotland","Outside London","AA/AO","Female","3220","2895","23800","22520"
"In post","2023","Eastern Scotland","Outside London","AA/AO","Male","2610","2530","24700","23340"
"In post","2023","Eastern Scotland","Outside London","EO","Female","3100","2855","30090","29100"
"In post","2023","Eastern Scotland","Outside London","EO","Male","2580","2470","31640","30440"
"In post","2023","Eastern Scotland","Outside London","G6/G7","Female","1865","1750","64510","65280"
"In post","2023","Eastern Scotland","Outside London","G6/G7","Male","1485","1455","65010","65280"
"In post","2023","Eastern Scotland","Outside London","SCS level","Female","145","135","88520","85200"
"In post","2023","Eastern Scotland","Outside London","SCS level","Male","135","130","93290","85200"
"In post","2023","Eastern Scotland","Outside London","SEO/HEO","Female","3490","3295","40290","38480"
"In post","2023","Eastern Scotland","Outside London","SEO/HEO","Male","3055","2965","41180","41200"
"In post","2023","Eastern Scotland","Outside London","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Eastern Scotland","Outside London","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Essex","Outside London","AA/AO","Female","765","670","24450","24480"
"In post","2023","Essex","Outside London","AA/AO","Male","490","475","26010","25610"
"In post","2023","Essex","Outside London","EO","Female","1025","915","30120","31280"
"In post","2023","Essex","Outside London","EO","Male","760","715","29350","28680"
"In post","2023","Essex","Outside London","G6/G7","Female","140","135","60890","57230"
"In post","2023","Essex","Outside London","G6/G7","Male","85","85","63530","59640"
"In post","2023","Essex","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Essex","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Essex","Outside London","SEO/HEO","Female","405","375","38030","37520"
"In post","2023","Essex","Outside London","SEO/HEO","Male","350","340","38440","37520"
"In post","2023","Essex","Outside London","Unknown","Female","380","350","29300","26840"
"In post","2023","Essex","Outside London","Unknown","Male","120","120","30160","26840"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","Female","2395","2150","23190","22220"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","Male","2055","2000","24480","22330"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","Female","2500","2245","27730","27650"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","Male","1965","1905","28260","27890"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","Female","2415","2285","56670","55110"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","Male","3665","3570","57990","56180"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","Female","120","115","94090","88100"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","Male","210","210","101150","94100"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","Female","5845","5475","36770","35020"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","Male","6955","6810","38170","38790"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","Female","1135","1050","34460","31920"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","Male","1290","1260","43150","41160"
"In post","2023","Greater Manchester","Outside London","AA/AO","Female","2975","2605","22690","21780"
"In post","2023","Greater Manchester","Outside London","AA/AO","Male","2270","2180","23760","22520"
"In post","2023","Greater Manchester","Outside London","EO","Female","3055","2790","27630","28120"
"In post","2023","Greater Manchester","Outside London","EO","Male","2635","2550","27950","28120"
"In post","2023","Greater Manchester","Outside London","G6/G7","Female","1410","1350","57840","56450"
"In post","2023","Greater Manchester","Outside London","G6/G7","Male","1560","1530","59480","57970"
"In post","2023","Greater Manchester","Outside London","SCS level","Female","80","80","91900","83980"
"In post","2023","Greater Manchester","Outside London","SCS level","Male","75","75","94450","88490"
"In post","2023","Greater Manchester","Outside London","SEO/HEO","Female","3440","3285","36700","35000"
"In post","2023","Greater Manchester","Outside London","SEO/HEO","Male","3390","3335","36980","35000"
"In post","2023","Greater Manchester","Outside London","Unknown","Female","1045","985","29410","26840"
"In post","2023","Greater Manchester","Outside London","Unknown","Male","365","350","30750","26840"
"In post","2023","Hampshire and Isle of Wight","Outside London","AA/AO","Female","2215","1820","22810","22220"
"In post","2023","Hampshire and Isle of Wight","Outside London","AA/AO","Male","2235","2005","24960","22280"
"In post","2023","Hampshire and Isle of Wight","Outside London","EO","Female","1745","1580","27680","27650"
"In post","2023","Hampshire and Isle of Wight","Outside London","EO","Male","1585","1535","29130","28060"
"In post","2023","Hampshire and Isle of Wight","Outside London","G6/G7","Female","920","870","57390","55110"
"In post","2023","Hampshire and Isle of Wight","Outside London","G6/G7","Male","1380","1335","58370","56180"
"In post","2023","Hampshire and Isle of Wight","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Hampshire and Isle of Wight","Outside London","SCS level","Female","50","45","93310","91130"
"In post","2023","Hampshire and Isle of Wight","Outside London","SCS level","Male","55","55","96280","95000"
"In post","2023","Hampshire and Isle of Wight","Outside London","SEO/HEO","Female","2535","2405","36770","35000"
"In post","2023","Hampshire and Isle of Wight","Outside London","SEO/HEO","Male","2545","2485","37510","36920"
"In post","2023","Hampshire and Isle of Wight","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Hampshire and Isle of Wight","Outside London","Unknown","Female","460","420","29200","26840"
"In post","2023","Hampshire and Isle of Wight","Outside London","Unknown","Male","145","140","32620","29050"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","Female","885","780","23780","22150"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","Male","825","800","26470","24070"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","Female","585","525","28040","28120"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","Male","450","435","29590","28120"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","Female","125","115","59530","55230"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","Male","90","90","60200","55760"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","Female","405","380","37380","36690"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","Male","310","300","38450","37680"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","Female","320","295","29980","29050"
"In post","2023","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","Male","110","105","32820","29050"
"In post","2023","Highlands and Islands","Outside London","AA/AO","Female","415","375","23620","22460"
"In post","2023","Highlands and Islands","Outside London","AA/AO","Male","390","380","24520","23190"
"In post","2023","Highlands and Islands","Outside London","EO","Female","375","335","29680","28120"
"In post","2023","Highlands and Islands","Outside London","EO","Male","305","290","31000","31180"
"In post","2023","Highlands and Islands","Outside London","G6/G7","Female","55","50","63940","59340"
"In post","2023","Highlands and Islands","Outside London","G6/G7","Male","45","45","62790","62060"
"In post","2023","Highlands and Islands","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Highlands and Islands","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Highlands and Islands","Outside London","SEO/HEO","Female","220","205","38300","37830"
"In post","2023","Highlands and Islands","Outside London","SEO/HEO","Male","225","220","39700","38530"
"In post","2023","Highlands and Islands","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Highlands and Islands","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inner London - East","London","AA/AO","Female","1405","1255","27100","26400"
"In post","2023","Inner London - East","London","AA/AO","Male","1105","1055","29320","26920"
"In post","2023","Inner London - East","London","EO","Female","2605","2405","32420","32520"
"In post","2023","Inner London - East","London","EO","Male","1790","1750","32830","32520"
"In post","2023","Inner London - East","London","G6/G7","Female","1955","1870","64050","63970"
"In post","2023","Inner London - East","London","G6/G7","Male","2195","2155","65330","65230"
"In post","2023","Inner London - East","London","SCS level","Female","280","265","96010","90640"
"In post","2023","Inner London - East","London","SCS level","Male","300","295","102750","98430"
"In post","2023","Inner London - East","London","SEO/HEO","Female","3080","2970","41530","41190"
"In post","2023","Inner London - East","London","SEO/HEO","Male","2905","2855","42260","41870"
"In post","2023","Inner London - East","London","Unknown","Female","790","745","35740","33050"
"In post","2023","Inner London - East","London","Unknown","Male","320","315","36350","33780"
"In post","2023","Inner London - West","London","AA/AO","Female","1895","1750","26830","25480"
"In post","2023","Inner London - West","London","AA/AO","Male","1750","1715","28400","25900"
"In post","2023","Inner London - West","London","EO","Female","3895","3740","30400","29890"
"In post","2023","Inner London - West","London","EO","Male","2455","2420","30760","30160"
"In post","2023","Inner London - West","London","G6/G7","Female","12155","11575","61120","59290"
"In post","2023","Inner London - West","London","G6/G7","Male","10895","10745","62060","59610"
"In post","2023","Inner London - West","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Inner London - West","London","SCS level","Female","1810","1710","88780","80500"
"In post","2023","Inner London - West","London","SCS level","Male","1835","1810","93640","83560"
"In post","2023","Inner London - West","London","SEO/HEO","Female","12135","11840","39400","39790"
"In post","2023","Inner London - West","London","SEO/HEO","Male","10125","10035","40030","40390"
"In post","2023","Inner London - West","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Inner London - West","London","Unknown","Female","155","150","37120","34820"
"In post","2023","Inner London - West","London","Unknown","Male","75","75","37030","33750"
"In post","2023","Kent","Outside London","AA/AO","Female","1450","1315","25410","25340"
"In post","2023","Kent","Outside London","AA/AO","Male","1375","1335","27650","25610"
"In post","2023","Kent","Outside London","EO","Female","1795","1620","29130","28130"
"In post","2023","Kent","Outside London","EO","Male","1925","1835","28980","27650"
"In post","2023","Kent","Outside London","G6/G7","Female","145","135","60830","55860"
"In post","2023","Kent","Outside London","G6/G7","Male","160","155","63150","60050"
"In post","2023","Kent","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Kent","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Kent","Outside London","SEO/HEO","Female","760","720","37740","37520"
"In post","2023","Kent","Outside London","SEO/HEO","Male","870","840","38450","37520"
"In post","2023","Kent","Outside London","Unknown","Female","445","415","29510","27490"
"In post","2023","Kent","Outside London","Unknown","Male","135","130","29900","27950"
"In post","2023","Lancashire","Outside London","AA/AO","Female","3170","2685","22960","21690"
"In post","2023","Lancashire","Outside London","AA/AO","Male","2465","2330","24540","22520"
"In post","2023","Lancashire","Outside London","EO","Female","2735","2405","28190","28120"
"In post","2023","Lancashire","Outside London","EO","Male","1795","1710","28830","28120"
"In post","2023","Lancashire","Outside London","G6/G7","Female","555","525","57710","55290"
"In post","2023","Lancashire","Outside London","G6/G7","Male","550","535","59780","57970"
"In post","2023","Lancashire","Outside London","SCS level","Female","30","25","[c]","[c]"
"In post","2023","Lancashire","Outside London","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Lancashire","Outside London","SEO/HEO","Female","1640","1535","37190","35000"
"In post","2023","Lancashire","Outside London","SEO/HEO","Male","1195","1140","38230","38050"
"In post","2023","Lancashire","Outside London","Unknown","Female","590","560","29540","26840"
"In post","2023","Lancashire","Outside London","Unknown","Male","175","170","30240","29050"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","Female","1585","1355","23100","21780"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","Male","1020","975","25720","23230"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","EO","Female","950","845","28120","28120"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","EO","Male","765","735","28940","28120"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","Female","150","140","57860","53880"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","Male","120","115","61110","58190"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","Female","510","485","37410","34850"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","Male","435","420","39290","38350"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","Female","510","470","30040","29050"
"In post","2023","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","Male","140","135","30460","29050"
"In post","2023","Lincolnshire","Outside London","AA/AO","Female","680","615","23470","22220"
"In post","2023","Lincolnshire","Outside London","AA/AO","Male","615","590","26020","23920"
"In post","2023","Lincolnshire","Outside London","EO","Female","390","350","28180","28120"
"In post","2023","Lincolnshire","Outside London","EO","Male","345","330","29440","28120"
"In post","2023","Lincolnshire","Outside London","G6/G7","Female","60","55","59950","55110"
"In post","2023","Lincolnshire","Outside London","G6/G7","Male","80","75","62760","59890"
"In post","2023","Lincolnshire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Lincolnshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Lincolnshire","Outside London","SEO/HEO","Female","295","285","37610","34970"
"In post","2023","Lincolnshire","Outside London","SEO/HEO","Male","360","350","38820","37840"
"In post","2023","Lincolnshire","Outside London","Unknown","Female","195","185","29810","26840"
"In post","2023","Lincolnshire","Outside London","Unknown","Male","60","60","29410","26840"
"In post","2023","Merseyside","Outside London","AA/AO","Female","4705","4020","22310","22400"
"In post","2023","Merseyside","Outside London","AA/AO","Male","2915","2775","22780","22400"
"In post","2023","Merseyside","Outside London","EO","Female","4245","3810","27270","27890"
"In post","2023","Merseyside","Outside London","EO","Male","2690","2605","27320","27650"
"In post","2023","Merseyside","Outside London","G6/G7","Female","955","915","58510","56870"
"In post","2023","Merseyside","Outside London","G6/G7","Male","845","825","59590","57970"
"In post","2023","Merseyside","Outside London","SCS level","Female","40","40","88020","79270"
"In post","2023","Merseyside","Outside London","SCS level","Male","50","50","92450","85090"
"In post","2023","Merseyside","Outside London","SEO/HEO","Female","3105","2940","36390","34970"
"In post","2023","Merseyside","Outside London","SEO/HEO","Male","2455","2410","37160","35000"
"In post","2023","Merseyside","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Merseyside","Outside London","Unknown","Female","685","650","29560","26840"
"In post","2023","Merseyside","Outside London","Unknown","Male","225","215","29320","26840"
"In post","2023","North Eastern Scotland","Outside London","AA/AO","Female","275","240","24900","24490"
"In post","2023","North Eastern Scotland","Outside London","AA/AO","Male","245","235","31220","28490"
"In post","2023","North Eastern Scotland","Outside London","EO","Female","340","305","30400","29100"
"In post","2023","North Eastern Scotland","Outside London","EO","Male","295","285","32120","31290"
"In post","2023","North Eastern Scotland","Outside London","G6/G7","Female","75","75","63560","62170"
"In post","2023","North Eastern Scotland","Outside London","G6/G7","Male","85","80","69810","65280"
"In post","2023","North Eastern Scotland","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","North Eastern Scotland","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","North Eastern Scotland","Outside London","SEO/HEO","Female","270","250","42910","38330"
"In post","2023","North Eastern Scotland","Outside London","SEO/HEO","Male","325","310","51510","42590"
"In post","2023","North Yorkshire","Outside London","AA/AO","Female","570","505","23000","22220"
"In post","2023","North Yorkshire","Outside London","AA/AO","Male","660","640","24840","22150"
