"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Property","York","G6/G7","G7","15","15","51990","50690"
"In post","2023","Property","York","SEO/HEO","HEO","20","20","33050","34300"
"In post","2023","Property","York","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Aberdeen City and Aberdeenshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Aberdeen City and Aberdeenshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Aberdeen City and Aberdeenshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Angus and Dundee City","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Barnet","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Barnsley, Doncaster and Rotherham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Barnsley, Doncaster and Rotherham","EO","EO","10","10","28480","28480"
"In post","2023","Psychology","Barnsley, Doncaster and Rotherham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Psychology","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2023","Psychology","Bedford","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Berkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Bexley and Greenwich","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Bexley and Greenwich","EO","EO","10","10","31030","31310"
"In post","2023","Psychology","Bexley and Greenwich","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Bexley and Greenwich","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","Bexley and Greenwich","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Birmingham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Birmingham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Birmingham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Birmingham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Breckland and South Norfolk","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Breckland and South Norfolk","EO","EO","15","15","28480","28480"
"In post","2023","Psychology","Breckland and South Norfolk","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Breckland and South Norfolk","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Psychology","Bridgend and Neath Port Talbot","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Bridgend and Neath Port Talbot","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Bristol, City of","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Bristol, City of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Buckinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Buckinghamshire","EO","EO","20","15","28480","28480"
"In post","2023","Psychology","Buckinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Buckinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Buckinghamshire","SEO/HEO","HEO","15","15","31560","31670"
"In post","2023","Psychology","Buckinghamshire","SEO/HEO","SEO","20","15","47560","49880"
"In post","2023","Psychology","Calderdale and Kirklees","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Calderdale and Kirklees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cambridgeshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cambridgeshire CC","EO","EO","15","15","28800","28480"
"In post","2023","Psychology","Cambridgeshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cambridgeshire CC","SEO/HEO","HEO","15","15","32680","32420"
"In post","2023","Psychology","Cambridgeshire CC","SEO/HEO","SEO","15","15","47350","47990"
"In post","2023","Psychology","Camden and City of London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cardiff and Vale of Glamorgan","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cardiff and Vale of Glamorgan","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cardiff and Vale of Glamorgan","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Central Hampshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Central Hampshire","G6/G7","G7","10","10","53970","50630"
"In post","2023","Psychology","Central Hampshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Central Hampshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cheshire East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cheshire East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cheshire East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Cheshire East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Chorley and West Lancashire","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Psychology","Chorley and West Lancashire","EO","EO","25","20","28800","28480"
"In post","2023","Psychology","Chorley and West Lancashire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Chorley and West Lancashire","SEO/HEO","HEO","25","25","31730","31670"
"In post","2023","Psychology","Chorley and West Lancashire","SEO/HEO","SEO","20","20","47860","48390"
"In post","2023","Psychology","City of Edinburgh","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","City of Edinburgh","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","City of Edinburgh","EO","EO","10","10","33210","31290"
"In post","2023","Psychology","City of Edinburgh","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","City of Edinburgh","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Psychology","City of Edinburgh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","City of Edinburgh","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Clackmannanshire and Fife","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","Clackmannanshire and Fife","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Clackmannanshire and Fife","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Croydon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Croydon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Croydon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Devon CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Devon CC","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","Devon CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Devon CC","SEO/HEO","HEO","10","10","32070","31670"
"In post","2023","Psychology","Devon CC","SEO/HEO","SEO","10","10","48340","50190"
"In post","2023","Psychology","Dorset","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Dorset","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","Dorset","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Dorset","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Dorset","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Dudley","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Durham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Durham","EO","EO","15","15","28480","28480"
"In post","2023","Psychology","Durham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Durham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Durham","SEO/HEO","HEO","25","25","31470","30940"
"In post","2023","Psychology","Durham","SEO/HEO","SEO","35","30","48090","45620"
"In post","2023","Psychology","Ealing","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Ayrshire and North Ayrshire mainland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Riding of Yorkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Riding of Yorkshire","EO","EO","15","15","29120","28480"
"In post","2023","Psychology","East Riding of Yorkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Riding of Yorkshire","SEO/HEO","HEO","10","10","32100","32050"
"In post","2023","Psychology","East Riding of Yorkshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","East Surrey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Surrey","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","East Surrey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Surrey","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","East Surrey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Sussex CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Sussex CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Sussex CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Sussex CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Sussex CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Essex Haven Gateway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Falkirk","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Falkirk","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Falkirk","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Falkirk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Flintshire and Wrexham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Flintshire and Wrexham","EO","EO","10","10","28480","28480"
"In post","2023","Psychology","Flintshire and Wrexham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Flintshire and Wrexham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Flintshire and Wrexham","SEO/HEO","HEO","10","10","31880","31670"
"In post","2023","Psychology","Flintshire and Wrexham","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Glasgow City","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Glasgow City","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Glasgow City","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Glasgow City","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Gloucestershire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Greater Manchester North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Greater Manchester North East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Greater Manchester North West","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Greater Manchester North West","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Greater Manchester North West","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Greater Manchester North West","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Greater Manchester North West","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Greater Manchester South East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Greater Manchester South West","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Greater Manchester South West","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Hackney and Newham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Haringey and Islington","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Haringey and Islington","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Haringey and Islington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Haringey and Islington","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Hartlepool and Stockton-on-Tees","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Hartlepool and Stockton-on-Tees","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","Hartlepool and Stockton-on-Tees","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Heart of Essex","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Heart of Essex","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Hertfordshire CC","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","Hertfordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Hertfordshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Hertfordshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Hounslow and Richmond upon Thames","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Hounslow and Richmond upon Thames","EO","EO","10","10","[c]","[c]"
"In post","2023","Psychology","Hounslow and Richmond upon Thames","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Hounslow and Richmond upon Thames","SEO/HEO","HEO","10","10","34520","34850"
"In post","2023","Psychology","Hounslow and Richmond upon Thames","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Isle of Wight","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Isle of Wight","EO","EO","15","15","28480","28480"
"In post","2023","Psychology","Isle of Wight","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Isle of Wight","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","Isle of Wight","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Kent Thames Gateway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Kent Thames Gateway","EO","EO","15","15","28480","28480"
"In post","2023","Psychology","Kent Thames Gateway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Kent Thames Gateway","SEO/HEO","HEO","15","15","32250","31670"
"In post","2023","Psychology","Kent Thames Gateway","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Kingston upon Hull, City of","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Kingston upon Hull, City of","EO","EO","10","10","28480","28480"
"In post","2023","Psychology","Kingston upon Hull, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Kingston upon Hull, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Kingston upon Hull, City of","SEO/HEO","HEO","10","10","32410","32420"
"In post","2023","Psychology","Kingston upon Hull, City of","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Lambeth","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Lambeth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Lancaster and Wyre","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Lancaster and Wyre","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Lancaster and Wyre","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Leeds","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Leeds","EO","EO","10","10","28480","28480"
"In post","2023","Psychology","Leeds","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Leeds","SEO/HEO","HEO","15","15","31510","30940"
"In post","2023","Psychology","Leeds","SEO/HEO","SEO","15","15","46680","46420"
"In post","2023","Psychology","Leicester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Leicester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Leicester","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Leicestershire CC and Rutland","EO","EO","15","15","28220","28480"
"In post","2023","Psychology","Leicestershire CC and Rutland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Leicestershire CC and Rutland","SEO/HEO","HEO","15","15","32180","32050"
"In post","2023","Psychology","Leicestershire CC and Rutland","SEO/HEO","SEO","15","15","46720","45620"
"In post","2023","Psychology","Lewisham and Southwark","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Lewisham and Southwark","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Lincolnshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Lincolnshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Lincolnshire CC","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","Lincolnshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Liverpool","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Liverpool","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Liverpool","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Manchester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Manchester","EO","EO","10","5","[c]","[c]"
"In post","2023","Psychology","Manchester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Manchester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Manchester","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","Manchester","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Medway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Medway","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","Medway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Medway","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Psychology","Medway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Merton, Kingston upon Thames and Sutton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Mid Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Mid Lancashire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Mid Lancashire","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Psychology","Mid Lancashire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Milton Keynes","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Milton Keynes","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Milton Keynes","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Milton Keynes","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","Milton Keynes","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Psychology","Monmouthshire and Newport","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Monmouthshire and Newport","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","Monmouthshire and Newport","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Monmouthshire and Newport","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","Monmouthshire and Newport","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","North Lanarkshire","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","North Lanarkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North Lanarkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North Nottinghamshire","EO","EO","10","10","[c]","[c]"
"In post","2023","Psychology","North Nottinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North Nottinghamshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","North Nottinghamshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","North and West Norfolk","EO","EO","10","10","28480","28480"
"In post","2023","Psychology","North and West Norfolk","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North and West Norfolk","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Psychology","North and West Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Northumberland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Northumberland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Norwich and East Norfolk","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Nottingham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Nottingham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Nottingham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Oxfordshire CC","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","Oxfordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Oxfordshire CC","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","Oxfordshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Perth and Kinross, and Stirling","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Perth and Kinross, and Stirling","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Perth and Kinross, and Stirling","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Perth and Kinross, and Stirling","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Peterborough","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Peterborough","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Peterborough","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Sandwell","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Sefton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Sheffield","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Sheffield","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Shropshire","EO","EO","5","5","[c]","[c]"
"In post","2023","Psychology","Shropshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Shropshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Solihull","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Somerset CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South Nottinghamshire","EO","EO","20","20","28480","28480"
"In post","2023","Psychology","South Nottinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South Nottinghamshire","SEO/HEO","HEO","30","30","31950","31670"
"In post","2023","Psychology","South Nottinghamshire","SEO/HEO","SEO","20","20","46510","42910"
"In post","2023","Psychology","South Teesside","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South and West Derbyshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South and West Derbyshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South and West Derbyshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South and West Derbyshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Psychology","South and West Derbyshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Psychology","Staffordshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Staffordshire CC","EO","EO","35","35","28500","28480"
"In post","2023","Psychology","Staffordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Staffordshire CC","SEO/HEO","HEO","40","40","31870","31310"
"In post","2023","Psychology","Staffordshire CC","SEO/HEO","SEO","20","20","45790","45060"
"In post","2023","Psychology","Suffolk CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Psychology","Suffolk CC","EO","EO","10","10","28760","28480"
"In post","2023","Psychology","Suffolk CC","G6/G7","G6","[c]","[c]","[c]","[c]"
