"Status","Year","Parent_department","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Tyneside","G6/G7","Male","50","45","57250","56450"
"In post","2023","Attorney General's Departments","Tyneside","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Wakefield","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Wakefield","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wakefield","EO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Wakefield","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Wakefield","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Wakefield","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Wakefield","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Wakefield","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Walsall","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Walsall","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","EO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warrington","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warwickshire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warwickshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warwickshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Warwickshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Cumbria","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Cumbria","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Northamptonshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","EO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","G6/G7","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Surrey","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (North East)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (North East)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (South West)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (South West)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (South West)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Sussex (South West)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Westminster","AA/AO","Female","245","225","24190","24480"
"In post","2023","Attorney General's Departments","Westminster","AA/AO","Male","120","120","24090","24480"
"In post","2023","Attorney General's Departments","Westminster","EO","Female","540","510","29210","28410"
"In post","2023","Attorney General's Departments","Westminster","EO","Male","250","245","29330","28540"
"In post","2023","Attorney General's Departments","Westminster","G6/G7","Female","1680","1525","61320","61920"
"In post","2023","Attorney General's Departments","Westminster","G6/G7","Male","885","860","63130","64330"
"In post","2023","Attorney General's Departments","Westminster","SCS level","Female","165","155","88320","81600"
"In post","2023","Attorney General's Departments","Westminster","SCS level","Male","100","100","89680","84760"
"In post","2023","Attorney General's Departments","Westminster","SEO/HEO","Female","410","395","38090","38860"
"In post","2023","Attorney General's Departments","Westminster","SEO/HEO","Male","310","305","38800","40000"
"In post","2023","Attorney General's Departments","Wiltshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wiltshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wirral","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wirral","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wolverhampton","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wolverhampton","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wolverhampton","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wolverhampton","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Worcestershire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Worcestershire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Worcestershire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Worcestershire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","York","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","York","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","York","EO","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","York","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","York","G6/G7","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","York","G6/G7","Male","30","30","64260","64410"
"In post","2023","Attorney General's Departments","York","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","York","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","York","SEO/HEO","Female","35","30","36070","33810"
"In post","2023","Attorney General's Departments","York","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Ards and North Down","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Ards and North Down","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Ards and North Down","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Ards and North Down","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Armagh City, Banbridge and Craigavon","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Armagh City, Banbridge and Craigavon","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Bedford","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedford","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Belfast","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Belfast","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Belfast","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Belfast","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Birmingham","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Birmingham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Birmingham","EO","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Birmingham","EO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Birmingham","G6/G7","Female","45","45","60430","56520"
"In post","2023","Cabinet Office","Birmingham","G6/G7","Male","50","50","61200","61970"
"In post","2023","Cabinet Office","Birmingham","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Birmingham","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Birmingham","SEO/HEO","Female","65","65","33540","32960"
"In post","2023","Cabinet Office","Birmingham","SEO/HEO","Male","45","45","34390","32960"
"In post","2023","Cabinet Office","Blackpool","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Blackpool","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Blackpool","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Blackpool","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Blackpool","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Blackpool","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bradford","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bradford","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bradford","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bradford","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Breckland and South Norfolk","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Breckland and South Norfolk","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bristol, City of","EO","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Bristol, City of","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bristol, City of","G6/G7","Female","50","50","57410","55200"
"In post","2023","Cabinet Office","Bristol, City of","G6/G7","Male","50","45","56130","51290"
"In post","2023","Cabinet Office","Bristol, City of","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Bristol, City of","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Bristol, City of","SEO/HEO","Female","40","40","34330","33020"
"In post","2023","Cabinet Office","Bristol, City of","SEO/HEO","Male","35","35","34340","33020"
"In post","2023","Cabinet Office","Buckinghamshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Buckinghamshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Buckinghamshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Buckinghamshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Calderdale and Kirklees","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Calderdale and Kirklees","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Calderdale and Kirklees","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Calderdale and Kirklees","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cambridgeshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cambridgeshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cambridgeshire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cambridgeshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Camden and City of London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Camden and City of London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Camden and City of London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Camden and City of London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","SEO/HEO","Female","30","30","32470","32000"
"In post","2023","Cabinet Office","Cardiff and Vale of Glamorgan","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Central Bedfordshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Central Bedfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Central Hampshire","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Central Hampshire","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Central Hampshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Central Hampshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Central Hampshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Central Hampshire","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Central Valleys","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Central Valleys","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire West and Chester","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire West and Chester","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","City of Edinburgh","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","City of Edinburgh","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","City of Edinburgh","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","City of Edinburgh","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","City of Edinburgh","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","City of Edinburgh","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Coventry","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Coventry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Coventry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Coventry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Coventry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Coventry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Croydon","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Croydon","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Croydon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Croydon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Croydon","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Croydon","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Darlington","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Darlington","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Darlington","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Darlington","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon CC","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Devon CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Durham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Durham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Durham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Durham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Ayrshire and North Ayrshire mainland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Ayrshire and North Ayrshire mainland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Ayrshire and North Ayrshire mainland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Ayrshire and North Ayrshire mainland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Derbyshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Derbyshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Kent","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Kent","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Merseyside","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Merseyside","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Merseyside","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Merseyside","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Riding of Yorkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Riding of Yorkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Riding of Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Riding of Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Essex Haven Gateway","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Essex Haven Gateway","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Glasgow City","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Glasgow City","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Glasgow City","EO","Female","35","35","25290","24610"
"In post","2023","Cabinet Office","Glasgow City","EO","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Glasgow City","G6/G7","Female","45","45","57390","51290"
"In post","2023","Cabinet Office","Glasgow City","G6/G7","Male","55","55","61000","61710"
"In post","2023","Cabinet Office","Glasgow City","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Glasgow City","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Glasgow City","SEO/HEO","Female","120","115","34500","33020"
"In post","2023","Cabinet Office","Glasgow City","SEO/HEO","Male","85","85","33660","33020"
"In post","2023","Cabinet Office","Gloucestershire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester North West","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester North West","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester North West","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester North West","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South West","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South West","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South West","G6/G7","Female","30","30","58620","54310"
"In post","2023","Cabinet Office","Greater Manchester South West","G6/G7","Male","30","30","61670","56150"
"In post","2023","Cabinet Office","Greater Manchester South West","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South West","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester South West","SEO/HEO","Female","55","55","34980","34700"
"In post","2023","Cabinet Office","Greater Manchester South West","SEO/HEO","Male","40","40","33460","32990"
"In post","2023","Cabinet Office","Hackney and Newham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hackney and Newham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hackney and Newham","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Hackney and Newham","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Haringey and Islington","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Haringey and Islington","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Harrow and Hillingdon","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Harrow and Hillingdon","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hertfordshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hertfordshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hertfordshire CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hertfordshire CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","Female","[c]","[c]","[c]","[c]"
