"Status","Year","Parent_department","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Bristol, City of","G7","100","95","54230","52310"
"In post","2023","Attorney General's Departments","Bristol, City of","HEO","15","15","33200","31180"
"In post","2023","Attorney General's Departments","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Bromley","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","G7","10","10","51400","49050"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","AO","55","50","23040","22870"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","EO","45","45","27830","27400"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","G7","95","85","55100","55290"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","HEO","15","15","33300","33300"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","SEO","15","15","39570","38760"
"In post","2023","Attorney General's Departments","Central Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","G7","10","10","53870","56450"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","EO","10","10","28380","28170"
"In post","2023","Attorney General's Departments","Croydon","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","HEO","10","10","33360","32590"
"In post","2023","Attorney General's Departments","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Darlington","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","AO","15","15","22370","22870"
"In post","2023","Attorney General's Departments","Devon CC","EO","25","20","27870","27440"
"In post","2023","Attorney General's Departments","Devon CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","G7","45","45","55210","56450"
"In post","2023","Attorney General's Departments","Devon CC","HEO","15","15","32850","33100"
"In post","2023","Attorney General's Departments","Devon CC","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","G7","10","10","55330","54520"
"In post","2023","Attorney General's Departments","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","AO","30","30","23910","24480"
"In post","2023","Attorney General's Departments","East Kent","EO","30","30","29340","29100"
"In post","2023","Attorney General's Departments","East Kent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","G7","45","40","59170","56380"
"In post","2023","Attorney General's Departments","East Kent","HEO","10","10","35420","36170"
"In post","2023","Attorney General's Departments","East Kent","SEO","10","10","41830","40800"
"In post","2023","Attorney General's Departments","East Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","AO","15","15","22850","22870"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","EO","15","15","27820","27420"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","G7","45","40","54010","53700"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","HEO","10","10","34670","34410"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","AO","45","40","24030","24480"
"In post","2023","Attorney General's Departments","Heart of Essex","EO","45","40","29630","30210"
"In post","2023","Attorney General's Departments","Heart of Essex","G6","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","G7","75","70","59270","57590"
"In post","2023","Attorney General's Departments","Heart of Essex","HEO","15","15","35420","35550"
"In post","2023","Attorney General's Departments","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","SEO","20","20","40940","40800"
"In post","2023","Attorney General's Departments","Herefordshire, County of","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","AO","40","40","23990","24480"
"In post","2023","Attorney General's Departments","Hertfordshire CC","EO","40","35","29300","28870"
"In post","2023","Attorney General's Departments","Hertfordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","G7","85","75","60770","62890"
"In post","2023","Attorney General's Departments","Hertfordshire CC","HEO","10","10","34250","32660"
"In post","2023","Attorney General's Departments","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","SEO","10","10","41940","41340"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","EO","20","15","28210","28850"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","G7","35","30","55360","56450"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","AO","80","70","22810","22870"
"In post","2023","Attorney General's Departments","Leeds","EO","100","95","27850","26900"
"In post","2023","Attorney General's Departments","Leeds","G6","55","50","65880","64440"
"In post","2023","Attorney General's Departments","Leeds","G7","230","215","53730","52060"
"In post","2023","Attorney General's Departments","Leeds","HEO","55","55","35230","33810"
"In post","2023","Attorney General's Departments","Leeds","SCS level","15","15","88730","86600"
"In post","2023","Attorney General's Departments","Leeds","SEO","25","25","39290","38760"
"In post","2023","Attorney General's Departments","Leicester","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","AO","45","45","22100","22870"
"In post","2023","Attorney General's Departments","Leicester","EO","25","25","28140","28850"
"In post","2023","Attorney General's Departments","Leicester","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","G7","65","60","53420","52440"
"In post","2023","Attorney General's Departments","Leicester","HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire CC and Rutland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","G7","15","15","56150","56450"
"In post","2023","Attorney General's Departments","Liverpool","AO","105","100","22590","22870"
"In post","2023","Attorney General's Departments","Liverpool","EO","95","90","27670","27150"
"In post","2023","Attorney General's Departments","Liverpool","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","G7","140","135","54440","53750"
"In post","2023","Attorney General's Departments","Liverpool","HEO","35","35","32210","32000"
"In post","2023","Attorney General's Departments","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","SEO","35","35","39070","38940"
"In post","2023","Attorney General's Departments","Luton","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","AO","80","75","22770","22870"
"In post","2023","Attorney General's Departments","Manchester","EO","90","85","28190","28850"
"In post","2023","Attorney General's Departments","Manchester","G6","20","20","70800","70700"
"In post","2023","Attorney General's Departments","Manchester","G7","145","135","54980","54250"
"In post","2023","Attorney General's Departments","Manchester","HEO","25","25","33100","33050"
"In post","2023","Attorney General's Departments","Manchester","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","SEO","25","25","39230","38940"
"In post","2023","Attorney General's Departments","Medway","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","AO","40","35","22760","22870"
"In post","2023","Attorney General's Departments","Mid Lancashire","EO","40","35","28280","28850"
"In post","2023","Attorney General's Departments","Mid Lancashire","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","G7","85","80","53810","53750"
"In post","2023","Attorney General's Departments","Mid Lancashire","HEO","15","15","33320","33300"
"In post","2023","Attorney General's Departments","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","SEO","10","10","39300","38760"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North and North East Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","AO","30","25","22380","22870"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","EO","25","20","27500","26900"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","G7","25","20","56890","56450"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","AO","80","75","22390","22870"
"In post","2023","Attorney General's Departments","Nottingham","EO","70","65","27420","26900"
"In post","2023","Attorney General's Departments","Nottingham","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","G7","105","95","53820","52060"
"In post","2023","Attorney General's Departments","Nottingham","HEO","30","30","32280","31490"
"In post","2023","Attorney General's Departments","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","SEO","15","15","40180","38940"
"In post","2023","Attorney General's Departments","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","AO","35","35","24030","24480"
"In post","2023","Attorney General's Departments","Portsmouth","EO","25","25","29030","28200"
"In post","2023","Attorney General's Departments","Portsmouth","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","G7","50","45","60710","61920"
"In post","2023","Attorney General's Departments","Portsmouth","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","AO","50","45","22590","22870"
"In post","2023","Attorney General's Departments","Sheffield","EO","40","35","27790","27150"
"In post","2023","Attorney General's Departments","Sheffield","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","G7","40","35","54000","52880"
"In post","2023","Attorney General's Departments","Sheffield","HEO","15","15","33300","33460"
"In post","2023","Attorney General's Departments","Sheffield","SEO","10","10","38990","38760"
"In post","2023","Attorney General's Departments","Shropshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","AO","30","30","23880","24480"
"In post","2023","Attorney General's Departments","South Hampshire","EO","25","25","28970","28200"
"In post","2023","Attorney General's Departments","South Hampshire","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","G7","70","65","58700","55850"
"In post","2023","Attorney General's Departments","South Hampshire","HEO","20","20","34550","33970"
"In post","2023","Attorney General's Departments","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","SEO","10","10","41970","40800"
"In post","2023","Attorney General's Departments","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","South Teesside","EO","25","20","27870","27400"
"In post","2023","Attorney General's Departments","South Teesside","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","G7","40","35","54930","56030"
"In post","2023","Attorney General's Departments","South Teesside","HEO","10","10","32780","32650"
"In post","2023","Attorney General's Departments","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","AO","15","15","22750","22870"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","EO","10","10","27800","27290"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","G7","25","25","56380","56450"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","G7","15","15","56850","56450"
"In post","2023","Attorney General's Departments","Suffolk CC","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Swansea","AO","15","10","22720","22870"
"In post","2023","Attorney General's Departments","Swansea","EO","15","15","27480","26900"
"In post","2023","Attorney General's Departments","Swansea","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Swansea","G7","35","35","53560","51870"
"In post","2023","Attorney General's Departments","Swansea","HEO","15","15","32230","31180"
"In post","2023","Attorney General's Departments","Swansea","SEO","15","15","38870","38940"
"In post","2023","Attorney General's Departments","Swindon","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Telford and Wrekin","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Thurrock","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","AO","70","65","22260","22870"
"In post","2023","Attorney General's Departments","Tyneside","EO","55","50","27900","27030"
"In post","2023","Attorney General's Departments","Tyneside","G6","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","G7","95","90","54750","55290"
"In post","2023","Attorney General's Departments","Tyneside","HEO","20","20","32350","31490"
"In post","2023","Attorney General's Departments","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tyneside","SEO","20","20","39540","38940"
"In post","2023","Attorney General's Departments","Wakefield","AO","15","10","22360","22870"
"In post","2023","Attorney General's Departments","Wakefield","EO","15","15","27380","27400"
"In post","2023","Attorney General's Departments","Wakefield","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wakefield","G7","10","10","57600","52880"
"In post","2023","Attorney General's Departments","Wakefield","HEO","10","10","31650","31180"
"In post","2023","Attorney General's Departments","Wakefield","SEO","15","15","39750","38940"
"In post","2023","Attorney General's Departments","Walsall","G7","[c]","[c]","[c]","[c]"
