"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Legal","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Cabinet Office","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Cabinet Office","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Cabinet Office","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Cabinet Office","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Cabinet Office","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","AO","35","[c]","21870","22180"
"Leaver CS","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","EO","35","[c]","25840","25160"
"Leaver CS","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Digital, Culture, Media and Sport","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Digital, Culture, Media and Sport","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Education","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Education","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Education","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for International Trade","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for International Trade","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for International Trade","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for International Trade","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Transport","AA","40","[c]","18720","19000"
"Leaver CS","2023","Unknown","No function","Department for Transport","AO","130","[c]","23420","22500"
"Leaver CS","2023","Unknown","No function","Department for Transport","EO","125","[c]","27250","26780"
"Leaver CS","2023","Unknown","No function","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Transport","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Transport","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Transport","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Work and Pensions","AO","280","[c]","21750","21690"
"Leaver CS","2023","Unknown","No function","Department for Work and Pensions","EO","260","[c]","29080","28120"
"Leaver CS","2023","Unknown","No function","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Work and Pensions","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Work and Pensions","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department of Health and Social Care","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department of Health and Social Care","EO","55","[c]","26710","27270"
"Leaver CS","2023","Unknown","No function","Department of Health and Social Care","G6","75","[c]","65190","65310"
"Leaver CS","2023","Unknown","No function","Department of Health and Social Care","G7","95","[c]","53190","53360"
"Leaver CS","2023","Unknown","No function","Department of Health and Social Care","HEO","110","[c]","31920","32790"
"Leaver CS","2023","Unknown","No function","Department of Health and Social Care","SCS level","40","[c]","92830","81600"
"Leaver CS","2023","Unknown","No function","Department of Health and Social Care","SEO","110","[c]","40100","40650"
"Leaver CS","2023","Unknown","No function","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Food Standards Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Land Registry","AO","40","[c]","23560","23390"
"Leaver CS","2023","Unknown","No function","HM Land Registry","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Revenue and Customs","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Revenue and Customs","AO","470","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Revenue and Customs","EO","120","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Revenue and Customs","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Revenue and Customs","HEO","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HM Revenue and Customs","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Home Office","AA","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Home Office","AO","255","[c]","23060","22400"
"Leaver CS","2023","Unknown","No function","Home Office","EO","255","[c]","27220","26170"
"Leaver CS","2023","Unknown","No function","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Home Office","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Home Office","HEO","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Home Office","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Defence","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Defence","AO","85","[c]","22330","22220"
"Leaver CS","2023","Unknown","No function","Ministry of Defence","EO","30","[c]","29420","28600"
"Leaver CS","2023","Unknown","No function","Ministry of Defence","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Defence","HEO","50","[c]","36630","35570"
"Leaver CS","2023","Unknown","No function","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Defence","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Justice","AA","400","[c]","20370","19930"
"Leaver CS","2023","Unknown","No function","Ministry of Justice","AO","1240","[c]","22540","21780"
"Leaver CS","2023","Unknown","No function","Ministry of Justice","EO","105","[c]","28210","28310"
"Leaver CS","2023","Unknown","No function","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Justice","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Justice","HEO","60","[c]","34210","34260"
"Leaver CS","2023","Unknown","No function","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Justice","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Justice","Unknown","515","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","National Crime Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","National Crime Agency","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","National Crime Agency","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Scottish Government","AA","50","[c]","22320","22080"
"Leaver CS","2023","Unknown","No function","Scottish Government","AO","125","[c]","25240","24710"
"Leaver CS","2023","Unknown","No function","Scottish Government","EO","115","[c]","35010","37060"
"Leaver CS","2023","Unknown","No function","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Scottish Government","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Scottish Government","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","UK Statistics Authority","AA","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","UK Statistics Authority","AO","55","[c]","21230","21200"
"Leaver CS","2023","Unknown","No function","UK Statistics Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
