"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","Outside London","15","15","38260","35210"
"In post","2023","Attorney General's Departments","Legal","East Midlands (England)","Outside London","235","210","52960","52420"
"In post","2023","Attorney General's Departments","Legal","East of England","Outside London","270","245","56450","56450"
"In post","2023","Attorney General's Departments","Legal","London","London","2810","2625","60770","62590"
"In post","2023","Attorney General's Departments","Legal","North East (England)","Outside London","170","160","53460","54850"
"In post","2023","Attorney General's Departments","Legal","North West (England)","Outside London","495","465","53630","53880"
"In post","2023","Attorney General's Departments","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","South East (England)","Outside London","370","345","57490","57590"
"In post","2023","Attorney General's Departments","Legal","South West (England)","Outside London","240","220","55110","54800"
"In post","2023","Attorney General's Departments","Legal","Wales","Outside London","215","195","52600","53750"
"In post","2023","Attorney General's Departments","Legal","West Midlands (England)","Outside London","320","295","53960","53750"
"In post","2023","Attorney General's Departments","Legal","Yorkshire and The Humber","Outside London","490","455","54850","54170"
"In post","2023","Attorney General's Departments","Operational Delivery","East Midlands (England)","Outside London","230","215","25770","24430"
"In post","2023","Attorney General's Departments","Operational Delivery","East of England","Outside London","245","220","28140","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","London","London","1095","1040","30640","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","Outside London","190","170","26620","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","Outside London","480","450","27190","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","Outside London","365","350","28620","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","Outside London","145","140","26760","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Wales","Outside London","170","155","27560","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","Outside London","275","265","27130","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","Outside London","370","340","27450","26900"
"In post","2023","Attorney General's Departments","Other","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","London","London","40","40","45650","31640"
"In post","2023","Attorney General's Departments","Other","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","London","London","80","80","56160","56290"
"In post","2023","Attorney General's Departments","Policy","North West (England)","Outside London","20","15","48750","51870"
"In post","2023","Attorney General's Departments","Policy","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Yorkshire and The Humber","Outside London","15","15","45920","47960"
"In post","2023","Attorney General's Departments","Project Delivery","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","London","London","50","45","43960","38490"
"In post","2023","Attorney General's Departments","Project Delivery","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","Outside London","15","15","43300","39320"
"In post","2023","Attorney General's Departments","Property","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","London","London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","London","London","20","20","41070","32700"
"In post","2023","Attorney General's Departments","Security","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","East Midlands (England)","Outside London","15","15","70970","71200"
"In post","2023","Cabinet Office","Commercial","East of England","Outside London","110","105","49750","40620"
"In post","2023","Cabinet Office","Commercial","London","London","775","765","72740","66270"
"In post","2023","Cabinet Office","Commercial","North East (England)","Outside London","45","45","58800","57010"
"In post","2023","Cabinet Office","Commercial","North West (England)","Outside London","400","395","52530","44000"
"In post","2023","Cabinet Office","Commercial","Scotland","Outside London","70","70","66680","67530"
"In post","2023","Cabinet Office","Commercial","South East (England)","Outside London","75","75","74930","69990"
"In post","2023","Cabinet Office","Commercial","South West (England)","Outside London","115","115","76650","70000"
"In post","2023","Cabinet Office","Commercial","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","Wales","Outside London","80","80","40130","34610"
"In post","2023","Cabinet Office","Commercial","West Midlands (England)","Outside London","100","95","70850","66790"
"In post","2023","Cabinet Office","Commercial","Yorkshire and The Humber","Outside London","200","195","62980","65500"
"In post","2023","Cabinet Office","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","London","London","150","150","50710","44770"
"In post","2023","Cabinet Office","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","North West (England)","Outside London","15","15","43590","40160"
"In post","2023","Cabinet Office","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Communications","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","London","London","15","15","60470","56430"
"In post","2023","Cabinet Office","Counter Fraud","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","East of England","Outside London","50","50","42930","38460"
"In post","2023","Cabinet Office","Digital, Data and Technology","London","London","825","815","52470","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","North East (England)","Outside London","30","30","37550","33020"
"In post","2023","Cabinet Office","Digital, Data and Technology","North West (England)","Outside London","165","165","44870","41760"
"In post","2023","Cabinet Office","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","Scotland","Outside London","40","40","41350","38260"
"In post","2023","Cabinet Office","Digital, Data and Technology","South East (England)","Outside London","15","15","40450","33410"
"In post","2023","Cabinet Office","Digital, Data and Technology","South West (England)","Outside London","75","75","50650","51290"
"In post","2023","Cabinet Office","Digital, Data and Technology","Unknown","Unknown","10","10","45040","39730"
"In post","2023","Cabinet Office","Digital, Data and Technology","Wales","Outside London","35","35","46430","51290"
"In post","2023","Cabinet Office","Digital, Data and Technology","West Midlands (England)","Outside London","30","30","49190","40620"
"In post","2023","Cabinet Office","Digital, Data and Technology","Yorkshire and The Humber","Outside London","60","60","40420","34630"
"In post","2023","Cabinet Office","Economics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","London","London","25","25","58730","56430"
"In post","2023","Cabinet Office","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","London","London","150","150","48030","35650"
"In post","2023","Cabinet Office","Finance","North East (England)","Outside London","15","15","33040","32990"
"In post","2023","Cabinet Office","Finance","North West (England)","Outside London","50","50","40130","34250"
"In post","2023","Cabinet Office","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Finance","West Midlands (England)","Outside London","35","35","47680","40000"
"In post","2023","Cabinet Office","Finance","Yorkshire and The Humber","Outside London","20","20","46090","40050"
"In post","2023","Cabinet Office","Human Resources","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","East of England","Outside London","10","10","41690","40610"
"In post","2023","Cabinet Office","Human Resources","London","London","355","345","51080","50690"
"In post","2023","Cabinet Office","Human Resources","North East (England)","Outside London","230","210","25720","21720"
"In post","2023","Cabinet Office","Human Resources","North West (England)","Outside London","100","100","42110","39010"
"In post","2023","Cabinet Office","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Scotland","Outside London","55","55","43030","38460"
"In post","2023","Cabinet Office","Human Resources","South East (England)","Outside London","15","10","40530","35650"
"In post","2023","Cabinet Office","Human Resources","South West (England)","Outside London","10","10","45490","40370"
"In post","2023","Cabinet Office","Human Resources","Unknown","Unknown","15","15","48980","45870"
"In post","2023","Cabinet Office","Human Resources","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","West Midlands (England)","Outside London","20","20","51890","38460"
"In post","2023","Cabinet Office","Human Resources","Yorkshire and The Humber","Outside London","110","105","43030","39580"
"In post","2023","Cabinet Office","Intelligence Analysis","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","London","London","45","45","41370","36170"
"In post","2023","Cabinet Office","Knowledge and Information Management","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Legal","London","London","60","60","83460","81600"
"In post","2023","Cabinet Office","Legal","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","East of England","Outside London","25","25","41120","40390"
"In post","2023","Cabinet Office","Operational Delivery","London","London","20","20","58240","57590"
"In post","2023","Cabinet Office","Operational Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","North West (England)","Outside London","75","70","38610","32180"
"In post","2023","Cabinet Office","Operational Delivery","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Wales","Outside London","25","20","37550","32210"
"In post","2023","Cabinet Office","Operational Delivery","West Midlands (England)","Outside London","15","15","31460","26030"
"In post","2023","Cabinet Office","Operational Delivery","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","London","London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Other","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Other","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","East of England","Outside London","20","20","51400","51290"
"In post","2023","Cabinet Office","Policy","London","London","290","285","52240","56430"
"In post","2023","Cabinet Office","Policy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","North West (England)","Outside London","15","15","45260","43280"
"In post","2023","Cabinet Office","Policy","Scotland","Outside London","20","20","43750","40510"
"In post","2023","Cabinet Office","Policy","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Unknown","Unknown","10","10","45740","49700"
"In post","2023","Cabinet Office","Policy","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Yorkshire and The Humber","Outside London","20","20","44960","40660"
"In post","2023","Cabinet Office","Project Delivery","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","London","London","240","240","40770","32960"
"In post","2023","Cabinet Office","Project Delivery","North East (England)","Outside London","10","10","31670","28940"
"In post","2023","Cabinet Office","Project Delivery","North West (England)","Outside London","35","35","38220","32250"
"In post","2023","Cabinet Office","Project Delivery","Scotland","Outside London","15","15","35180","33020"
"In post","2023","Cabinet Office","Project Delivery","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","South West (England)","Outside London","15","15","34470","30130"
"In post","2023","Cabinet Office","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Wales","Outside London","10","10","37320","30130"
"In post","2023","Cabinet Office","Project Delivery","West Midlands (England)","Outside London","25","25","44760","33630"
"In post","2023","Cabinet Office","Project Delivery","Yorkshire and The Humber","Outside London","30","30","35820","32960"
"In post","2023","Cabinet Office","Property","East Midlands (England)","Outside London","25","25","50080","53220"
"In post","2023","Cabinet Office","Property","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","London","London","95","95","49760","51020"
"In post","2023","Cabinet Office","Property","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","North West (England)","Outside London","40","40","49870","51020"
"In post","2023","Cabinet Office","Property","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","South West (England)","Outside London","20","20","49700","51020"
"In post","2023","Cabinet Office","Property","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Property","West Midlands (England)","Outside London","25","25","48920","38340"
"In post","2023","Cabinet Office","Property","Yorkshire and The Humber","Outside London","55","55","48500","51020"
"In post","2023","Cabinet Office","Psychology","London","London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","London","London","85","85","30260","30130"
"In post","2023","Cabinet Office","Science and Engineering","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","London","London","145","140","54340","56430"
"In post","2023","Cabinet Office","Security","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","North West (England)","Outside London","10","10","37150","34320"
"In post","2023","Cabinet Office","Security","Scotland","Outside London","30","25","31100","33020"
"In post","2023","Cabinet Office","Security","South East (England)","Outside London","45","45","34660","34480"
"In post","2023","Cabinet Office","Security","South West (England)","Outside London","20","15","34950","34320"
"In post","2023","Cabinet Office","Security","Unknown","Unknown","15","15","35920","35740"
"In post","2023","Cabinet Office","Security","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","Yorkshire and The Humber","Outside London","125","120","35300","34320"
"In post","2023","Cabinet Office","Social Research","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","London","London","85","85","32270","30130"
"In post","2023","Cabinet Office","Statistics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","East Midlands (England)","Outside London","20","20","34860","30130"
"In post","2023","Cabinet Office","Unknown","East of England","Outside London","15","15","47620","39890"
