"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Digital, Data & Technology","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Scottish Government","10","10","41760","39780"
"In post","2023","60-64","Digital, Data & Technology","The National Archives","10","10","41300","39070"
"In post","2023","60-64","Digital, Data & Technology","UK Statistics Authority","35","30","48520","51460"
"In post","2023","60-64","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Attorney General's Departments","15","10","50830","40540"
"In post","2023","60-64","Finance","Cabinet Office","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Department for Business, Energy and Industrial Strategy","20","15","33590","29320"
"In post","2023","60-64","Finance","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Department for Education","35","30","46270","48590"
"In post","2023","60-64","Finance","Department for Environment, Food and Rural Affairs","25","25","40660","38680"
"In post","2023","60-64","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Department for Transport","30","30","36140","32550"
"In post","2023","60-64","Finance","Department for Work and Pensions","185","145","39230","38470"
"In post","2023","60-64","Finance","Department of Health and Social Care","15","10","45820","42480"
"In post","2023","60-64","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Foreign, Commonwealth and Development Office","40","35","38410","32800"
"In post","2023","60-64","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","HM Revenue and Customs","300","235","30770","22520"
"In post","2023","60-64","Finance","HM Treasury","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Home Office","20","20","50470","46860"
"In post","2023","60-64","Finance","Ministry of Defence","190","170","42910","36920"
"In post","2023","60-64","Finance","Ministry of Justice","55","55","42120","40130"
"In post","2023","60-64","Finance","National Crime Agency","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Scottish Government","5","5","[c]","[c]"
"In post","2023","60-64","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","Department for Environment, Food and Rural Affairs","195","165","26170","22150"
"In post","2023","60-64","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Attorney General's Departments","10","10","42850","34360"
"In post","2023","60-64","Human Resources","Cabinet Office","60","45","44220","37110"
"In post","2023","60-64","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy","20","20","45720","43960"
"In post","2023","60-64","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Education","10","10","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Environment, Food and Rural Affairs","15","15","44350","42240"
"In post","2023","60-64","Human Resources","Department for International Trade","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Transport","30","30","37320","36660"
"In post","2023","60-64","Human Resources","Department for Work and Pensions","200","160","35290","32520"
"In post","2023","60-64","Human Resources","Department of Health and Social Care","15","15","50220","37060"
"In post","2023","60-64","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office","20","20","46220","43980"
"In post","2023","60-64","Human Resources","HM Land Registry","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Revenue and Customs","105","85","41660","36990"
"In post","2023","60-64","Human Resources","HM Treasury","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Home Office","25","25","42140","37600"
"In post","2023","60-64","Human Resources","Ministry of Defence","605","580","34000","33470"
"In post","2023","60-64","Human Resources","Ministry of Justice","85","70","42280","41510"
"In post","2023","60-64","Human Resources","National Crime Agency","10","10","45500","44330"
"In post","2023","60-64","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Scottish Government","20","15","41550","38170"
"In post","2023","60-64","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Statistics Authority","10","10","30390","31660"
"In post","2023","60-64","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Department for Transport","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","HM Treasury","50","40","49280","46320"
"In post","2023","60-64","Internal Audit","Ministry of Defence","15","10","41870","40300"
"In post","2023","60-64","Internal Audit","Ministry of Justice","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Attorney General's Departments","575","490","49530","55290"
"In post","2023","60-64","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Business, Energy and Industrial Strategy","10","5","[c]","[c]"
"In post","2023","60-64","Legal","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Work and Pensions","10","10","30900","28120"
"In post","2023","60-64","Legal","Department of Health and Social Care","10","5","[c]","[c]"
"In post","2023","60-64","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Foreign, Commonwealth and Development Office","10","5","48800","55830"
"In post","2023","60-64","Legal","HM Land Registry","30","20","49810","54990"
"In post","2023","60-64","Legal","HM Revenue and Customs","105","85","42520","35000"
"In post","2023","60-64","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","National Crime Agency","5","5","[c]","[c]"
"In post","2023","60-64","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Scottish Government","35","30","67240","65280"
"In post","2023","60-64","Legal","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Attorney General's Departments","5","5","[c]","[c]"
"In post","2023","60-64","No function","Cabinet Office","70","65","45200","39350"
"In post","2023","60-64","No function","Chancellor's other departments","10","10","[c]","[c]"
"In post","2023","60-64","No function","Charity Commission","35","30","35260","30170"
"In post","2023","60-64","No function","Department for Business, Energy and Industrial Strategy","475","405","37610","32110"
"In post","2023","60-64","No function","Department for Digital, Culture, Media and Sport","30","25","52100","41030"
"In post","2023","60-64","No function","Department for Education","140","130","48460","43050"
"In post","2023","60-64","No function","Department for Environment, Food and Rural Affairs","365","335","36540","30640"
"In post","2023","60-64","No function","Department for International Trade","110","110","49370","43180"
"In post","2023","60-64","No function","Department for Levelling Up, Housing and Communities","155","135","48600","47320"
"In post","2023","60-64","No function","Department for Transport","1285","1060","29220","27450"
"In post","2023","60-64","No function","Department for Work and Pensions","8275","6445","27540","28120"
"In post","2023","60-64","No function","Department of Health and Social Care","405","360","55350","46000"
"In post","2023","60-64","No function","Food Standards Agency","105","95","32660","29430"
"In post","2023","60-64","No function","Foreign, Commonwealth and Development Office","140","140","59410","59350"
"In post","2023","60-64","No function","HM Land Registry","520","365","31360","28080"
"In post","2023","60-64","No function","HM Revenue and Customs","3130","2415","30500","26920"
"In post","2023","60-64","No function","HM Treasury","40","40","46780","37170"
"In post","2023","60-64","No function","Home Office","2605","2120","31010","27650"
"In post","2023","60-64","No function","Ministry of Defence","3035","2815","32020","27440"
"In post","2023","60-64","No function","Ministry of Justice","6965","5735","30150","27830"
