"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Planning Inspectors","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Policy","Cheshire","10","5","[c]","[c]"
"In post","2023","Undeclared","Policy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","East Anglia","5","5","[c]","[c]"
"In post","2023","Undeclared","Policy","East Wales","50","45","47490","44820"
"In post","2023","Undeclared","Policy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2023","Undeclared","Policy","Greater Manchester","35","30","42680","37750"
"In post","2023","Undeclared","Policy","Hampshire and Isle of Wight","25","25","[c]","[c]"
"In post","2023","Undeclared","Policy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Inner London - East","35","30","57740","61200"
"In post","2023","Undeclared","Policy","Inner London - West","665","650","53300","54700"
"In post","2023","Undeclared","Policy","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Merseyside","10","10","[c]","[c]"
"In post","2023","Undeclared","Policy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Northumberland, and Tyne and Wear","15","10","[c]","[c]"
"In post","2023","Undeclared","Policy","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Outer London - South","20","20","[c]","[c]"
"In post","2023","Undeclared","Policy","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Undeclared","Policy","Overseas","100","100","51480","55070"
"In post","2023","Undeclared","Policy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","South Yorkshire","25","25","[c]","[c]"
"In post","2023","Undeclared","Policy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Policy","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Undeclared","Policy","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Undeclared","Policy","West Midlands","20","20","[c]","[c]"
"In post","2023","Undeclared","Policy","West Wales and The Valleys","30","25","[c]","[c]"
"In post","2023","Undeclared","Policy","West Yorkshire","20","15","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Cumbria","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","East Anglia","20","20","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","East Wales","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","175","170","47730","43580"
"In post","2023","Undeclared","Project Delivery","Greater Manchester","20","15","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Hampshire and Isle of Wight","40","40","43840","41800"
"In post","2023","Undeclared","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Inner London - East","35","30","56580","62000"
"In post","2023","Undeclared","Project Delivery","Inner London - West","95","95","54420","55740"
"In post","2023","Undeclared","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Lancashire","25","20","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Merseyside","20","20","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Northumberland, and Tyne and Wear","40","40","44840","42510"
"In post","2023","Undeclared","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Outer London - South","35","35","53820","59000"
"In post","2023","Undeclared","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","South Yorkshire","30","30","45960","39190"
"In post","2023","Undeclared","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","West Midlands","20","20","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","West Yorkshire","20","20","[c]","[c]"
"In post","2023","Undeclared","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2023","Undeclared","Property","Devon","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","East Anglia","20","15","[c]","[c]"
"In post","2023","Undeclared","Property","East Wales","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Essex","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Gloucestershire, Wiltshire and Bath/Bristol area","20","15","[c]","[c]"
"In post","2023","Undeclared","Property","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2023","Undeclared","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Inner London - East","20","15","[c]","[c]"
"In post","2023","Undeclared","Property","Inner London - West","25","25","[c]","[c]"
"In post","2023","Undeclared","Property","Kent","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Outer London - South","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Overseas","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Surrey, East and West Sussex","10","5","[c]","[c]"
"In post","2023","Undeclared","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","West Midlands","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Psychology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Psychology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","25","25","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Cumbria","5","5","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Derbyshire and Nottinghamshire","25","20","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Devon","10","10","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Dorset and Somerset","25","20","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","East Anglia","30","30","38010","35570"
"In post","2023","Undeclared","Science and Engineering","East Wales","30","30","39520","37480"
"In post","2023","Undeclared","Science and Engineering","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","365","355","44900","43380"
"In post","2023","Undeclared","Science and Engineering","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Hampshire and Isle of Wight","105","100","48080","49260"
"In post","2023","Undeclared","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Inner London - East","5","5","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Inner London - West","25","25","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Lincolnshire","15","15","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","North Yorkshire","25","25","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Outer London - West and North West","25","20","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Surrey, East and West Sussex","25","25","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","West Central Scotland","15","15","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","West Midlands","10","10","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","West Wales and The Valleys","10","5","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","Berkshire, Buckinghamshire and Oxfordshire","60","60","41250","42880"
"In post","2023","Undeclared","Security","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Devon","15","15","[c]","[c]"
"In post","2023","Undeclared","Security","Dorset and Somerset","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","East Anglia","25","25","[c]","[c]"
"In post","2023","Undeclared","Security","East Wales","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","38210","39460"
"In post","2023","Undeclared","Security","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","Hampshire and Isle of Wight","30","30","33590","34310"
"In post","2023","Undeclared","Security","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Inner London - East","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","Inner London - West","65","65","46030","44450"
"In post","2023","Undeclared","Security","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Lancashire","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","North Yorkshire","25","25","[c]","[c]"
"In post","2023","Undeclared","Security","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Outer London - South","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Overseas","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","West Central Scotland","30","30","37540","40880"
"In post","2023","Undeclared","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2023","Undeclared","Security","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Social Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","Inner London - West","5","5","[c]","[c]"
"In post","2023","Undeclared","Social Research","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","East Wales","15","15","[c]","[c]"
"In post","2023","Undeclared","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Undeclared","Statistics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Undeclared","Statistics","Inner London - East","5","5","[c]","[c]"
"In post","2023","Undeclared","Statistics","Inner London - West","20","20","[c]","[c]"
"In post","2023","Undeclared","Statistics","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Statistics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Tax","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2023","Undeclared","Tax","Derbyshire and Nottinghamshire","55","50","43390","41960"
"In post","2023","Undeclared","Tax","East Anglia","10","10","[c]","[c]"
"In post","2023","Undeclared","Tax","East Wales","40","40","41670","35330"
"In post","2023","Undeclared","Tax","Eastern Scotland","30","30","41720","35000"
"In post","2023","Undeclared","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","48100","42700"
"In post","2023","Undeclared","Tax","Greater Manchester","75","70","45940","42510"
"In post","2023","Undeclared","Tax","Hampshire and Isle of Wight","30","25","38990","36030"
"In post","2023","Undeclared","Tax","Inner London - East","75","70","48360","42060"
"In post","2023","Undeclared","Tax","Inner London - West","10","10","[c]","[c]"
"In post","2023","Undeclared","Tax","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Tax","Merseyside","45","45","42940","42140"
"In post","2023","Undeclared","Tax","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Undeclared","Tax","Northumberland, and Tyne and Wear","65","60","41460","35000"
"In post","2023","Undeclared","Tax","Outer London - South","40","35","45240","41280"
"In post","2023","Undeclared","Tax","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Tax","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Tax","Southern Scotland","10","10","[c]","[c]"
"In post","2023","Undeclared","Tax","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Tax","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Tax","West Central Scotland","25","25","[c]","[c]"
"In post","2023","Undeclared","Tax","West Midlands","55","50","42510","35000"
"In post","2023","Undeclared","Tax","West Yorkshire","50","50","40920","35070"
"In post","2023","Undeclared","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Eastern Scotland","140","135","48850","44890"
"In post","2023","Undeclared","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Highlands and Islands","20","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Inner London - East","30","30","[c]","[c]"
"In post","2023","Undeclared","Unknown","Inner London - West","110","105","50500","44770"
"In post","2023","Undeclared","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","North Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Outer London - South","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Overseas","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Southern Scotland","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Surrey, East and West Sussex","20","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Central Scotland","60","55","44260","41640"
"In post","2023","Undeclared","Unknown","West Midlands","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","West Yorkshire","15","15","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2023","Unknown","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Unknown","Commercial","Devon","5","5","[c]","[c]"
"In post","2023","Unknown","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","East Anglia","15","15","[c]","[c]"
