"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Other ethnicity","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Corporate Finance","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Corporate Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Corporate Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Economics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Geography","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Geography","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Geography","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Geography","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Geography","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Inspector of Education and Training","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intelligence Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
