"Status","Year","Region_london","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Outside London","AA/AO","Male","Unknown","14335","13655","24780","22520"
"In post","2023","Outside London","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","EO","Female","Heterosexual / straight","41610","37225","28220","28120"
"In post","2023","Outside London","EO","Female","LGBO","2385","2295","28570","28120"
"In post","2023","Outside London","EO","Female","Undeclared","4495","3940","28240","28120"
"In post","2023","Outside London","EO","Female","Unknown","11965","10695","28380","28120"
"In post","2023","Outside London","EO","Male","Heterosexual / straight","29635","28565","29050","28120"
"In post","2023","Outside London","EO","Male","LGBO","2240","2175","28310","28120"
"In post","2023","Outside London","EO","Male","Undeclared","4185","3940","29130","28120"
"In post","2023","Outside London","EO","Male","Unknown","10435","10010","29160","28120"
"In post","2023","Outside London","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","G6/G7","Female","Heterosexual / straight","16030","15210","58990","56870"
"In post","2023","Outside London","G6/G7","Female","LGBO","790","765","57570","54870"
"In post","2023","Outside London","G6/G7","Female","Undeclared","1455","1370","59320","56870"
"In post","2023","Outside London","G6/G7","Female","Unknown","2885","2700","59470","56870"
"In post","2023","Outside London","G6/G7","Male","Heterosexual / straight","16115","15750","59900","57970"
"In post","2023","Outside London","G6/G7","Male","LGBO","945","935","59230","57640"
"In post","2023","Outside London","G6/G7","Male","Undeclared","1905","1845","60000","57970"
"In post","2023","Outside London","G6/G7","Male","Unknown","3685","3580","59810","57970"
"In post","2023","Outside London","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","SCS level","Female","Heterosexual / straight","925","895","89610","83530"
"In post","2023","Outside London","SCS level","Female","LGBO","35","35","85140","81600"
"In post","2023","Outside London","SCS level","Female","Undeclared","90","80","89660","83500"
"In post","2023","Outside London","SCS level","Female","Unknown","150","140","94550","85200"
"In post","2023","Outside London","SCS level","Male","Heterosexual / straight","1070","1045","94130","86170"
"In post","2023","Outside London","SCS level","Male","LGBO","70","70","85970","81600"
"In post","2023","Outside London","SCS level","Male","Undeclared","85","80","93950","85540"
"In post","2023","Outside London","SCS level","Male","Unknown","235","225","97890","88570"
"In post","2023","Outside London","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","SEO/HEO","Female","Heterosexual / straight","42125","39635","37500","36300"
"In post","2023","Outside London","SEO/HEO","Female","LGBO","2555","2485","36970","35000"
"In post","2023","Outside London","SEO/HEO","Female","Undeclared","4355","4070","37870","36990"
"In post","2023","Outside London","SEO/HEO","Female","Unknown","8160","7715","37140","35000"
"In post","2023","Outside London","SEO/HEO","Male","Heterosexual / straight","36875","35980","38570","37720"
"In post","2023","Outside London","SEO/HEO","Male","LGBO","2445","2410","37110","35000"
"In post","2023","Outside London","SEO/HEO","Male","Undeclared","4995","4820","38790","37710"
"In post","2023","Outside London","SEO/HEO","Male","Unknown","8935","8695","37960","36940"
"In post","2023","Outside London","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","Unknown","Female","Heterosexual / straight","11485","10630","30580","29050"
"In post","2023","Outside London","Unknown","Female","LGBO","845","820","28890","25670"
"In post","2023","Outside London","Unknown","Female","Undeclared","770","700","32070","30510"
"In post","2023","Outside London","Unknown","Female","Unknown","2125","1925","27500","25300"
"In post","2023","Outside London","Unknown","Male","Heterosexual / straight","4370","4195","34770","30810"
"In post","2023","Outside London","Unknown","Male","LGBO","345","340","30140","26840"
"In post","2023","Outside London","Unknown","Male","Undeclared","465","440","37840","38290"
"In post","2023","Outside London","Unknown","Male","Unknown","985","900","29830","26840"
"In post","2023","Outside London","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Outside London","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Overseas","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Overseas","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","EO","Female","Heterosexual / straight","70","70","36250","35080"
"In post","2023","Overseas","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","EO","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Overseas","EO","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Overseas","EO","Male","Heterosexual / straight","70","70","34740","33200"
"In post","2023","Overseas","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","EO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Overseas","EO","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Overseas","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","G6/G7","Female","Heterosexual / straight","340","340","61610","59290"
"In post","2023","Overseas","G6/G7","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Overseas","G6/G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Overseas","G6/G7","Female","Unknown","190","190","60520","57790"
"In post","2023","Overseas","G6/G7","Male","Heterosexual / straight","455","455","62770","60080"
"In post","2023","Overseas","G6/G7","Male","LGBO","55","55","59380","57070"
"In post","2023","Overseas","G6/G7","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Overseas","G6/G7","Male","Unknown","215","215","60550","58290"
"In post","2023","Overseas","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","SCS level","Female","Heterosexual / straight","90","90","89960","78390"
"In post","2023","Overseas","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","SCS level","Female","Unknown","35","35","81740","76840"
"In post","2023","Overseas","SCS level","Male","Heterosexual / straight","110","110","87910","78650"
"In post","2023","Overseas","SCS level","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Overseas","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","SCS level","Male","Unknown","30","30","84820","75640"
"In post","2023","Overseas","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","SEO/HEO","Female","Heterosexual / straight","355","350","39480","35750"
"In post","2023","Overseas","SEO/HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Overseas","SEO/HEO","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Overseas","SEO/HEO","Female","Unknown","215","215","47790","45690"
"In post","2023","Overseas","SEO/HEO","Male","Heterosexual / straight","615","615","42810","39450"
"In post","2023","Overseas","SEO/HEO","Male","LGBO","45","45","39140","35860"
"In post","2023","Overseas","SEO/HEO","Male","Undeclared","45","45","46230","43750"
"In post","2023","Overseas","SEO/HEO","Male","Unknown","200","200","44690","41000"
"In post","2023","Overseas","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","Unknown","Female","Heterosexual / straight","40","40","[c]","[c]"
"In post","2023","Overseas","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Overseas","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","Unknown","Male","Heterosexual / straight","70","70","[c]","[c]"
"In post","2023","Overseas","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Overseas","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Overseas","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Female","Heterosexual / straight","65","60","23030","21780"
"In post","2023","Unknown","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","AA/AO","Female","Unknown","30","30","[c]","[c]"
"In post","2023","Unknown","AA/AO","Male","Heterosexual / straight","50","50","24610","22400"
"In post","2023","Unknown","AA/AO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Male","Unknown","30","30","23150","22400"
"In post","2023","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Female","Heterosexual / straight","115","105","28430","28120"
"In post","2023","Unknown","EO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","EO","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Unknown","EO","Female","Unknown","30","30","27430","28050"
"In post","2023","Unknown","EO","Male","Heterosexual / straight","115","110","27980","28120"
"In post","2023","Unknown","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","EO","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","EO","Male","Unknown","55","45","27430","25750"
"In post","2023","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","Heterosexual / straight","35","35","57240","53990"
"In post","2023","Unknown","G6/G7","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","G6/G7","Male","Heterosexual / straight","45","45","62750","61250"
"In post","2023","Unknown","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Female","Heterosexual / straight","95","90","38750","36880"
"In post","2023","Unknown","SEO/HEO","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Male","Heterosexual / straight","100","100","43790","43910"
"In post","2023","Unknown","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Male","Unknown","35","35","42220","42660"
"In post","2023","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Unknown","175","175","37840","36860"
"In post","2023","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","Unknown","1530","1530","42370","40530"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","AA/AO","Female","Heterosexual / straight","500","[c]","24480","25110"
"Leaver CS","2023","London","AA/AO","Female","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2023","London","AA/AO","Female","Undeclared","65","[c]","24160","25480"
"Leaver CS","2023","London","AA/AO","Female","Unknown","380","[c]","24510","25480"
"Leaver CS","2023","London","AA/AO","Male","Heterosexual / straight","420","[c]","24530","24640"
"Leaver CS","2023","London","AA/AO","Male","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","London","AA/AO","Male","Undeclared","45","[c]","24130","23850"
"Leaver CS","2023","London","AA/AO","Male","Unknown","270","[c]","24560","25340"
"Leaver CS","2023","London","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","EO","Female","Heterosexual / straight","845","[c]","30060","30930"
"Leaver CS","2023","London","EO","Female","LGBO","70","[c]","30340","31060"
"Leaver CS","2023","London","EO","Female","Undeclared","115","[c]","29720","30750"
"Leaver CS","2023","London","EO","Female","Unknown","315","[c]","29380","29750"
"Leaver CS","2023","London","EO","Male","Heterosexual / straight","495","[c]","30410","31060"
"Leaver CS","2023","London","EO","Male","LGBO","65","[c]","29910","30240"
"Leaver CS","2023","London","EO","Male","Undeclared","85","[c]","30800","30770"
"Leaver CS","2023","London","EO","Male","Unknown","265","[c]","28630","29660"
"Leaver CS","2023","London","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","G6/G7","Female","Heterosexual / straight","735","[c]","59720","57430"
"Leaver CS","2023","London","G6/G7","Female","LGBO","70","[c]","58660","55370"
"Leaver CS","2023","London","G6/G7","Female","Undeclared","120","[c]","61650","59690"
"Leaver CS","2023","London","G6/G7","Female","Unknown","315","[c]","61490","59950"
"Leaver CS","2023","London","G6/G7","Male","Heterosexual / straight","735","[c]","61110","58580"
"Leaver CS","2023","London","G6/G7","Male","LGBO","115","[c]","60240","59250"
"Leaver CS","2023","London","G6/G7","Male","Undeclared","110","[c]","62310","59000"
"Leaver CS","2023","London","G6/G7","Male","Unknown","350","[c]","62350","60310"
"Leaver CS","2023","London","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","SCS level","Female","Heterosexual / straight","145","[c]","94540","85690"
"Leaver CS","2023","London","SCS level","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","London","SCS level","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","London","SCS level","Female","Unknown","50","[c]","97540","87390"
"Leaver CS","2023","London","SCS level","Male","Heterosexual / straight","155","[c]","101600","91800"
"Leaver CS","2023","London","SCS level","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","London","SCS level","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","London","SCS level","Male","Unknown","65","[c]","110400","94220"
"Leaver CS","2023","London","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","SEO/HEO","Female","Heterosexual / straight","960","[c]","38650","38460"
"Leaver CS","2023","London","SEO/HEO","Female","LGBO","130","[c]","36910","36180"
"Leaver CS","2023","London","SEO/HEO","Female","Undeclared","160","[c]","38640","39150"
"Leaver CS","2023","London","SEO/HEO","Female","Unknown","465","[c]","37240","36330"
"Leaver CS","2023","London","SEO/HEO","Male","Heterosexual / straight","805","[c]","39450","39150"
"Leaver CS","2023","London","SEO/HEO","Male","LGBO","105","[c]","39010","38920"
"Leaver CS","2023","London","SEO/HEO","Male","Undeclared","145","[c]","39910","39650"
"Leaver CS","2023","London","SEO/HEO","Male","Unknown","455","[c]","38000","37920"
"Leaver CS","2023","London","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","Unknown","Female","Heterosexual / straight","150","[c]","[c]","[c]"
"Leaver CS","2023","London","Unknown","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","London","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","London","Unknown","Female","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","London","Unknown","Male","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","London","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","Unknown","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","London","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","AA/AO","Female","Heterosexual / straight","4315","[c]","21870","21690"
"Leaver CS","2023","Outside London","AA/AO","Female","LGBO","405","[c]","21810","21690"
"Leaver CS","2023","Outside London","AA/AO","Female","Undeclared","530","[c]","21830","21690"
"Leaver CS","2023","Outside London","AA/AO","Female","Unknown","3215","[c]","22060","21780"
"Leaver CS","2023","Outside London","AA/AO","Male","Heterosexual / straight","3625","[c]","22820","21690"
"Leaver CS","2023","Outside London","AA/AO","Male","LGBO","255","[c]","22310","21690"
"Leaver CS","2023","Outside London","AA/AO","Male","Undeclared","400","[c]","23470","21690"
"Leaver CS","2023","Outside London","AA/AO","Male","Unknown","2710","[c]","23030","22040"
"Leaver CS","2023","Outside London","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","EO","Female","Heterosexual / straight","2765","[c]","27860","27570"
"Leaver CS","2023","Outside London","EO","Female","LGBO","205","[c]","27510","27570"
"Leaver CS","2023","Outside London","EO","Female","Undeclared","285","[c]","27570","27570"
"Leaver CS","2023","Outside London","EO","Female","Unknown","1125","[c]","27890","27990"
"Leaver CS","2023","Outside London","EO","Male","Heterosexual / straight","2105","[c]","28390","27570"
"Leaver CS","2023","Outside London","EO","Male","LGBO","170","[c]","28000","27570"
"Leaver CS","2023","Outside London","EO","Male","Undeclared","315","[c]","28770","27570"
"Leaver CS","2023","Outside London","EO","Male","Unknown","1145","[c]","28480","27570"
"Leaver CS","2023","Outside London","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","G6/G7","Female","Heterosexual / straight","685","[c]","60070","56450"
"Leaver CS","2023","Outside London","G6/G7","Female","LGBO","45","[c]","59620","57130"
"Leaver CS","2023","Outside London","G6/G7","Female","Undeclared","85","[c]","58910","55110"
"Leaver CS","2023","Outside London","G6/G7","Female","Unknown","330","[c]","59210","56450"
"Leaver CS","2023","Outside London","G6/G7","Male","Heterosexual / straight","800","[c]","61710","59590"
"Leaver CS","2023","Outside London","G6/G7","Male","LGBO","50","[c]","58490","56090"
"Leaver CS","2023","Outside London","G6/G7","Male","Undeclared","110","[c]","61410","59610"
"Leaver CS","2023","Outside London","G6/G7","Male","Unknown","475","[c]","59560","57000"
"Leaver CS","2023","Outside London","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","SCS level","Female","Heterosexual / straight","65","[c]","97510","91130"
