"Status","Year","Profession_of_post","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Statistics","Wales","Outside London","G6/G7","140","135","56160","52490"
"In post","2023","Statistics","Wales","Outside London","SCS level","10","10","84460","73820"
"In post","2023","Statistics","Wales","Outside London","SEO/HEO","230","220","37270","39190"
"In post","2023","Statistics","West Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","West Midlands (England)","Outside London","EO","10","10","26080","26340"
"In post","2023","Statistics","West Midlands (England)","Outside London","G6/G7","20","20","55510","52150"
"In post","2023","Statistics","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","West Midlands (England)","Outside London","SEO/HEO","55","55","36030","34810"
"In post","2023","Statistics","Yorkshire and The Humber","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Yorkshire and The Humber","Outside London","EO","15","10","27670","28210"
"In post","2023","Statistics","Yorkshire and The Humber","Outside London","G6/G7","80","75","56850","53190"
"In post","2023","Statistics","Yorkshire and The Humber","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Statistics","Yorkshire and The Humber","Outside London","SEO/HEO","145","140","37360","38120"
"In post","2023","Tax","East Midlands (England)","Outside London","AA/AO","115","105","22520","22520"
"In post","2023","Tax","East Midlands (England)","Outside London","EO","380","365","28140","28130"
"In post","2023","Tax","East Midlands (England)","Outside London","G6/G7","240","230","60310","57970"
"In post","2023","Tax","East Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Tax","East Midlands (England)","Outside London","SEO/HEO","655","630","37130","35000"
"In post","2023","Tax","East of England","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Tax","East of England","Outside London","EO","15","10","29510","29730"
"In post","2023","Tax","East of England","Outside London","G6/G7","15","15","63000","59290"
"In post","2023","Tax","East of England","Outside London","SEO/HEO","65","60","37730","35330"
"In post","2023","Tax","London","London","AA/AO","55","50","26610","26920"
"In post","2023","Tax","London","London","EO","475","445","33030","32540"
"In post","2023","Tax","London","London","G6/G7","505","480","68650","65230"
"In post","2023","Tax","London","London","SCS level","20","20","87160","85040"
"In post","2023","Tax","London","London","SEO/HEO","1285","1220","41920","39880"
"In post","2023","Tax","North East (England)","Outside London","AA/AO","440","400","22520","22520"
"In post","2023","Tax","North East (England)","Outside London","EO","700","670","28150","28130"
"In post","2023","Tax","North East (England)","Outside London","G6/G7","240","230","60470","57970"
"In post","2023","Tax","North East (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Tax","North East (England)","Outside London","SEO/HEO","805","780","36740","35000"
"In post","2023","Tax","North West (England)","Outside London","AA/AO","510","465","22520","22520"
"In post","2023","Tax","North West (England)","Outside London","EO","710","680","28150","27890"
"In post","2023","Tax","North West (England)","Outside London","G6/G7","560","535","61030","57970"
"In post","2023","Tax","North West (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Tax","North West (England)","Outside London","SEO/HEO","1350","1295","37350","35000"
"In post","2023","Tax","Northern Ireland","Outside London","AA/AO","105","100","22520","22520"
"In post","2023","Tax","Northern Ireland","Outside London","EO","165","155","28060","27890"
"In post","2023","Tax","Northern Ireland","Outside London","G6/G7","130","125","59530","57970"
"In post","2023","Tax","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Northern Ireland","Outside London","SEO/HEO","350","335","37010","35000"
"In post","2023","Tax","Scotland","Outside London","AA/AO","365","345","22520","22520"
"In post","2023","Tax","Scotland","Outside London","EO","415","375","28380","28130"
"In post","2023","Tax","Scotland","Outside London","G6/G7","300","285","60660","57970"
"In post","2023","Tax","Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Tax","Scotland","Outside London","SEO/HEO","890","840","36950","35000"
"In post","2023","Tax","South East (England)","Outside London","AA/AO","60","55","22600","22520"
"In post","2023","Tax","South East (England)","Outside London","EO","110","95","29500","29730"
"In post","2023","Tax","South East (England)","Outside London","G6/G7","70","65","63640","59290"
"In post","2023","Tax","South East (England)","Outside London","SEO/HEO","235","210","38000","36990"
"In post","2023","Tax","South West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Tax","South West (England)","Outside London","EO","60","55","28820","28130"
"In post","2023","Tax","South West (England)","Outside London","G6/G7","180","175","61280","57970"
"In post","2023","Tax","South West (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Tax","South West (England)","Outside London","SEO/HEO","295","275","37470","35000"
"In post","2023","Tax","Wales","Outside London","AA/AO","150","140","22520","22520"
"In post","2023","Tax","Wales","Outside London","EO","525","500","28120","28130"
"In post","2023","Tax","Wales","Outside London","G6/G7","190","185","59760","57970"
"In post","2023","Tax","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Wales","Outside London","SEO/HEO","745","720","36700","35000"
"In post","2023","Tax","West Midlands (England)","Outside London","AA/AO","90","85","22520","22520"
"In post","2023","Tax","West Midlands (England)","Outside London","EO","360","340","28250","27890"
"In post","2023","Tax","West Midlands (England)","Outside London","G6/G7","230","220","60780","57970"
"In post","2023","Tax","West Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Tax","West Midlands (England)","Outside London","SEO/HEO","690","660","37210","35000"
"In post","2023","Tax","Yorkshire and The Humber","Outside London","AA/AO","155","145","22520","22520"
"In post","2023","Tax","Yorkshire and The Humber","Outside London","EO","485","465","28150","28130"
"In post","2023","Tax","Yorkshire and The Humber","Outside London","G6/G7","225","215","60550","57970"
"In post","2023","Tax","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Yorkshire and The Humber","Outside London","SEO/HEO","620","590","36560","35000"
"In post","2023","Unknown","East Midlands (England)","Outside London","AA/AO","70","65","22560","22520"
"In post","2023","Unknown","East Midlands (England)","Outside London","EO","80","75","27880","27890"
"In post","2023","Unknown","East Midlands (England)","Outside London","G6/G7","60","60","64060","57970"
"In post","2023","Unknown","East Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","Outside London","SEO/HEO","225","220","36600","35000"
"In post","2023","Unknown","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","Outside London","EO","15","15","27460","27290"
"In post","2023","Unknown","East of England","Outside London","G6/G7","20","20","58680","56000"
"In post","2023","Unknown","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","Outside London","SEO/HEO","25","25","36870","35000"
"In post","2023","Unknown","London","London","AA/AO","215","200","27110","25610"
"In post","2023","Unknown","London","London","EO","765","750","30170","30190"
"In post","2023","Unknown","London","London","G6/G7","2160","2100","62020","60310"
"In post","2023","Unknown","London","London","SCS level","445","430","94520","83750"
"In post","2023","Unknown","London","London","SEO/HEO","2480","2440","37430","37130"
"In post","2023","Unknown","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","Outside London","AA/AO","130","115","22470","22520"
"In post","2023","Unknown","North East (England)","Outside London","EO","150","145","27780","27890"
"In post","2023","Unknown","North East (England)","Outside London","G6/G7","95","90","57380","55780"
"In post","2023","Unknown","North East (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","North East (England)","Outside London","SEO/HEO","270","265","36950","35000"
"In post","2023","Unknown","North West (England)","Outside London","AA/AO","170","160","22270","22520"
"In post","2023","Unknown","North West (England)","Outside London","EO","220","210","27790","27890"
"In post","2023","Unknown","North West (England)","Outside London","G6/G7","200","195","58590","56000"
"In post","2023","Unknown","North West (England)","Outside London","SCS level","25","25","92380","83870"
"In post","2023","Unknown","North West (England)","Outside London","SEO/HEO","520","515","36240","34700"
"In post","2023","Unknown","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","Outside London","AA/AO","25","25","22390","22520"
"In post","2023","Unknown","Northern Ireland","Outside London","EO","30","30","27970","27890"
"In post","2023","Unknown","Northern Ireland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","Outside London","SEO/HEO","50","50","36490","35000"
"In post","2023","Unknown","Overseas","Overseas","G6/G7","25","25","69380","66280"
"In post","2023","Unknown","Overseas","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","Overseas","SEO/HEO","15","15","46450","42740"
"In post","2023","Unknown","Overseas","Overseas","Unknown","125","120","[c]","[c]"
"In post","2023","Unknown","Scotland","Outside London","AA/AO","3870","3665","25030","24890"
"In post","2023","Unknown","Scotland","Outside London","EO","3725","3580","30500","29450"
"In post","2023","Unknown","Scotland","Outside London","G6/G7","3510","3370","66360","65280"
"In post","2023","Unknown","Scotland","Outside London","SCS level","285","275","91140","85200"
"In post","2023","Unknown","Scotland","Outside London","SEO/HEO","6805","6550","41360","41500"
"In post","2023","Unknown","South East (England)","Outside London","AA/AO","80","75","23040","22520"
"In post","2023","Unknown","South East (England)","Outside London","EO","80","70","28230","28120"
"In post","2023","Unknown","South East (England)","Outside London","G6/G7","145","140","71030","68140"
"In post","2023","Unknown","South East (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","South East (England)","Outside London","SEO/HEO","150","145","38460","38120"
"In post","2023","Unknown","South West (England)","Outside London","AA/AO","30","25","22470","22520"
"In post","2023","Unknown","South West (England)","Outside London","EO","50","45","27520","27890"
"In post","2023","Unknown","South West (England)","Outside London","G6/G7","115","110","57960","54820"
"In post","2023","Unknown","South West (England)","Outside London","SCS level","10","10","101690","102710"
"In post","2023","Unknown","South West (England)","Outside London","SEO/HEO","150","150","36220","35000"
"In post","2023","Unknown","Unknown","Unknown","EO","50","50","25380","24610"
"In post","2023","Unknown","Unknown","Unknown","G6/G7","30","30","58780","56430"
"In post","2023","Unknown","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","SEO/HEO","30","30","36740","38050"
"In post","2023","Unknown","Wales","Outside London","AA/AO","85","85","22400","22520"
"In post","2023","Unknown","Wales","Outside London","EO","75","70","27960","27890"
"In post","2023","Unknown","Wales","Outside London","G6/G7","60","60","57440","54680"
"In post","2023","Unknown","Wales","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Wales","Outside London","SEO/HEO","195","190","36970","35000"
"In post","2023","Unknown","West Midlands (England)","Outside London","AA/AO","40","40","22400","22520"
"In post","2023","Unknown","West Midlands (England)","Outside London","EO","150","145","27830","27890"
"In post","2023","Unknown","West Midlands (England)","Outside London","G6/G7","135","135","57790","56870"
"In post","2023","Unknown","West Midlands (England)","Outside London","SCS level","15","15","113650","112620"
"In post","2023","Unknown","West Midlands (England)","Outside London","SEO/HEO","400","395","37360","35000"
"In post","2023","Unknown","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","Outside London","AA/AO","170","160","22130","21830"
"In post","2023","Unknown","Yorkshire and The Humber","Outside London","EO","275","265","26620","27110"
"In post","2023","Unknown","Yorkshire and The Humber","Outside London","G6/G7","335","325","56400","53030"
"In post","2023","Unknown","Yorkshire and The Humber","Outside London","SCS level","30","30","83220","78140"
"In post","2023","Unknown","Yorkshire and The Humber","Outside London","SEO/HEO","510","495","35760","35000"
"In post","2023","Unknown","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","East Midlands (England)","Outside London","G6/G7","15","15","55090","53620"
"In post","2023","Veterinarian","East Midlands (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Veterinarian","East of England","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","East of England","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Veterinarian","East of England","Outside London","SEO/HEO","15","15","41530","38670"
"In post","2023","Veterinarian","London","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Veterinarian","London","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","North East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","North West (England)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Veterinarian","North West (England)","Outside London","SEO/HEO","10","10","41450","38560"
"In post","2023","Veterinarian","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Scotland","Outside London","G6/G7","10","10","52800","49400"
"In post","2023","Veterinarian","Scotland","Outside London","SEO/HEO","25","25","38310","37710"
"In post","2023","Veterinarian","South East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","South East (England)","Outside London","G6/G7","25","25","60950","60400"
"In post","2023","Veterinarian","South East (England)","Outside London","SEO/HEO","20","20","41920","40300"
"In post","2023","Veterinarian","South West (England)","Outside London","EO","15","15","25920","25920"
"In post","2023","Veterinarian","South West (England)","Outside London","G6/G7","25","25","53550","53110"
"In post","2023","Veterinarian","South West (England)","Outside London","SEO/HEO","60","55","39110","38200"
"In post","2023","Veterinarian","Wales","Outside London","G6/G7","20","20","56790","55230"
"In post","2023","Veterinarian","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Wales","Outside London","SEO/HEO","25","25","38660","37520"
"In post","2023","Veterinarian","West Midlands (England)","Outside London","G6/G7","15","15","54750","55500"
"In post","2023","Veterinarian","West Midlands (England)","Outside London","SEO/HEO","25","25","40700","38210"
"In post","2023","Veterinarian","Yorkshire and The Humber","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Yorkshire and The Humber","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Yorkshire and The Humber","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Veterinarian","Yorkshire and The Humber","Outside London","SEO/HEO","20","20","37510","37720"
"Leaver CS","2023","Commercial","East Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","East Midlands (England)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","East Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","East Midlands (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","East of England","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","East of England","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","London","EO","10","[c]","29170","30590"
"Leaver CS","2023","Commercial","London","London","G6/G7","20","[c]","58400","56690"
"Leaver CS","2023","Commercial","London","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","London","SEO/HEO","45","[c]","36870","35620"
"Leaver CS","2023","Commercial","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North East (England)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North West (England)","Outside London","SEO/HEO","20","[c]","37570","38050"
"Leaver CS","2023","Commercial","North West (England)","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scotland","Outside London","AA/AO","10","[c]","24990","24710"
"Leaver CS","2023","Commercial","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scotland","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","South East (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","South East (England)","Outside London","EO","15","[c]","26710","26960"
"Leaver CS","2023","Commercial","South East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","South East (England)","Outside London","SEO/HEO","20","[c]","38700","39890"
"Leaver CS","2023","Commercial","South West (England)","Outside London","AA/AO","10","[c]","24710","26510"
"Leaver CS","2023","Commercial","South West (England)","Outside London","EO","15","[c]","26560","26630"
"Leaver CS","2023","Commercial","South West (England)","Outside London","G6/G7","20","[c]","60340","59470"
"Leaver CS","2023","Commercial","South West (England)","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","South West (England)","Outside London","SEO/HEO","70","[c]","39110","41240"
"Leaver CS","2023","Commercial","South West (England)","Outside London","Unknown","10","[c]","44980","39880"
"Leaver CS","2023","Commercial","Wales","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Wales","Outside London","SEO/HEO","15","[c]","36110","38330"
"Leaver CS","2023","Commercial","West Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","West Midlands (England)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","West Midlands (England)","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","West Midlands (England)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Yorkshire and The Humber","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Yorkshire and The Humber","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Yorkshire and The Humber","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Yorkshire and The Humber","Outside London","SEO/HEO","15","[c]","38560","39090"
"Leaver CS","2023","Communications","East Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","East Midlands (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","East of England","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","East of England","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","East of England","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","London","AA/AO","15","[c]","23820","24810"
"Leaver CS","2023","Communications","London","London","EO","30","[c]","30250","29530"
"Leaver CS","2023","Communications","London","London","G6/G7","60","[c]","60060","59030"
"Leaver CS","2023","Communications","London","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","London","SEO/HEO","140","[c]","39570","40050"
"Leaver CS","2023","Communications","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North East (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North West (England)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scotland","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South East (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South East (England)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South East (England)","Outside London","SEO/HEO","15","[c]","37420","34040"
"Leaver CS","2023","Communications","South West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South West (England)","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Wales","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","West Midlands (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","West Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","West Midlands (England)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Yorkshire and The Humber","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Yorkshire and The Humber","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Yorkshire and The Humber","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","South West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","West Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","West Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","West Midlands (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East Midlands (England)","Outside London","EO","15","[c]","28040","28120"
"Leaver CS","2023","Counter Fraud","East Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East Midlands (England)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East of England","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East of England","Outside London","EO","15","[c]","30260","30020"
"Leaver CS","2023","Counter Fraud","East of England","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","London","AA/AO","25","[c]","25210","25610"
"Leaver CS","2023","Counter Fraud","London","London","EO","40","[c]","32120","31880"
"Leaver CS","2023","Counter Fraud","London","London","G6/G7","15","[c]","62770","61000"
"Leaver CS","2023","Counter Fraud","London","London","SEO/HEO","40","[c]","39710","39780"
"Leaver CS","2023","Counter Fraud","North East (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","North East (England)","Outside London","EO","20","[c]","27570","27570"
"Leaver CS","2023","Counter Fraud","North East (England)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","North West (England)","Outside London","AA/AO","15","[c]","21520","21500"
"Leaver CS","2023","Counter Fraud","North West (England)","Outside London","EO","20","[c]","27820","28120"
"Leaver CS","2023","Counter Fraud","North West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","North West (England)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Scotland","Outside London","AA/AO","35","[c]","21610","21690"
"Leaver CS","2023","Counter Fraud","Scotland","Outside London","EO","30","[c]","27600","27570"
"Leaver CS","2023","Counter Fraud","Scotland","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","South East (England)","Outside London","AA/AO","20","[c]","24450","24250"
"Leaver CS","2023","Counter Fraud","South East (England)","Outside London","EO","30","[c]","29180","28120"
"Leaver CS","2023","Counter Fraud","South East (England)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","South West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","South West (England)","Outside London","EO","15","[c]","27890","28120"
"Leaver CS","2023","Counter Fraud","South West (England)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Wales","Outside London","AA/AO","15","[c]","21990","21690"
"Leaver CS","2023","Counter Fraud","Wales","Outside London","EO","15","[c]","27710","28120"
"Leaver CS","2023","Counter Fraud","Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","West Midlands (England)","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","West Midlands (England)","Outside London","EO","25","[c]","27650","27570"
"Leaver CS","2023","Counter Fraud","West Midlands (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Yorkshire and The Humber","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Yorkshire and The Humber","Outside London","EO","20","[c]","28050","28120"
"Leaver CS","2023","Counter Fraud","Yorkshire and The Humber","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","East Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
