"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","AA/AO","Unknown","620","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","EO","Unknown","175","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","SEO/HEO","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","SEO/HEO","Heterosexual / straight","45","[c]","34950","33630"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","AA/AO","Heterosexual / straight","95","[c]","22760","22400"
"Leaver CS","2023","20-29","Home Office","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","AA/AO","Unknown","165","[c]","23050","22400"
"Leaver CS","2023","20-29","Home Office","EO","Heterosexual / straight","80","[c]","27340","26330"
"Leaver CS","2023","20-29","Home Office","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","EO","Unknown","115","[c]","27580","26750"
"Leaver CS","2023","20-29","Home Office","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","SEO/HEO","Heterosexual / straight","75","[c]","37910","36440"
"Leaver CS","2023","20-29","Home Office","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","SEO/HEO","Unknown","60","[c]","39420","39190"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intellectual Property Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intellectual Property Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intellectual Property Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intellectual Property Office","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intellectual Property Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intellectual Property Office","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intellectual Property Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intellectual Property Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intellectual Property Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal Aid Agency","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal Aid Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal Aid Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal Aid Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal Aid Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal Aid Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal Aid Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal Aid Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal Aid Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal Aid Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Maritime and Coastguard Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Met Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","AA/AO","Heterosexual / straight","130","[c]","24360","23550"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","AA/AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","AA/AO","Unknown","100","[c]","24670","24430"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","EO","Heterosexual / straight","70","[c]","28650","27140"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","SEO/HEO","Heterosexual / straight","75","[c]","38010","37000"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice (excl. agencies)","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","EO","Heterosexual / straight","30","[c]","35640","36040"
"Leaver CS","2023","20-29","National Crime Agency","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Infrastructure Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Infrastructure Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Infrastructure Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Infrastructure Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Infrastructure Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Northern Ireland Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
