"Status","Year","Function_of_post","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","South East (England)","Outside London","Male","475","450","32710","30120"
"In post","2023","Counter Fraud","South West (England)","Outside London","Female","465","415","32480","28120"
"In post","2023","Counter Fraud","South West (England)","Outside London","Male","380","360","35480","29730"
"In post","2023","Counter Fraud","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Outside London","Female","565","495","29730","28120"
"In post","2023","Counter Fraud","Wales","Outside London","Male","505","485","31970","28130"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","Female","730","650","31830","28130"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","Male","580","550","33710","29730"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","Female","745","665","31890","28130"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","Male","695","670","34520","29730"
"In post","2023","Debt","East Midlands (England)","Outside London","Female","425","365","23460","22520"
"In post","2023","Debt","East Midlands (England)","Outside London","Male","230","225","23500","22520"
"In post","2023","Debt","East of England","Outside London","Female","120","95","26460","25610"
"In post","2023","Debt","East of England","Outside London","Male","35","35","27400","25610"
"In post","2023","Debt","London","London","Female","390","345","29430","26920"
"In post","2023","Debt","London","London","Male","245","230","30090","26920"
"In post","2023","Debt","North East (England)","Outside London","Female","640","550","23330","22520"
"In post","2023","Debt","North East (England)","Outside London","Male","385","370","23840","22520"
"In post","2023","Debt","North West (England)","Outside London","Female","430","380","24840","22520"
"In post","2023","Debt","North West (England)","Outside London","Male","320","310","24480","22520"
"In post","2023","Debt","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Debt","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Scotland","Outside London","Female","860","750","24540","22520"
"In post","2023","Debt","Scotland","Outside London","Male","635","610","24060","22520"
"In post","2023","Debt","South East (England)","Outside London","Female","40","30","29240","29730"
"In post","2023","Debt","South East (England)","Outside London","Male","40","30","30360","29730"
"In post","2023","Debt","South West (England)","Outside London","Female","105","85","23400","21690"
"In post","2023","Debt","South West (England)","Outside London","Male","50","45","23970","21690"
"In post","2023","Debt","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Debt","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Wales","Outside London","Female","270","245","24890","22520"
"In post","2023","Debt","Wales","Outside London","Male","245","235","25920","22520"
"In post","2023","Debt","West Midlands (England)","Outside London","Female","780","675","23720","22520"
"In post","2023","Debt","West Midlands (England)","Outside London","Male","455","430","23540","22520"
"In post","2023","Debt","Yorkshire and The Humber","Outside London","Female","605","505","24700","22520"
"In post","2023","Debt","Yorkshire and The Humber","Outside London","Male","435","410","24350","22520"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Outside London","Female","200","195","38570","34850"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Outside London","Male","300","295","37930","34520"
"In post","2023","Digital, Data & Technology","East of England","Outside London","Female","230","215","35960","34300"
"In post","2023","Digital, Data & Technology","East of England","Outside London","Male","425","415","37300","35400"
"In post","2023","Digital, Data & Technology","London","London","Female","2235","2170","48650","44090"
"In post","2023","Digital, Data & Technology","London","London","Male","3330","3295","51150","46870"
"In post","2023","Digital, Data & Technology","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","North East (England)","Outside London","Female","995","940","41390","38470"
"In post","2023","Digital, Data & Technology","North East (England)","Outside London","Male","1730","1695","43980","40860"
"In post","2023","Digital, Data & Technology","North West (England)","Outside London","Female","1435","1370","41040","38470"
"In post","2023","Digital, Data & Technology","North West (England)","Outside London","Male","2375","2340","43580","39640"
"In post","2023","Digital, Data & Technology","Northern Ireland","Outside London","Female","40","40","34430","34700"
"In post","2023","Digital, Data & Technology","Northern Ireland","Outside London","Male","60","60","37220","34700"
"In post","2023","Digital, Data & Technology","Overseas","Overseas","Female","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Overseas","Overseas","Male","50","50","41930","41010"
"In post","2023","Digital, Data & Technology","Scotland","Outside London","Female","340","330","40080","37950"
"In post","2023","Digital, Data & Technology","Scotland","Outside London","Male","775","760","40330","37680"
"In post","2023","Digital, Data & Technology","South East (England)","Outside London","Female","645","610","37840","34400"
"In post","2023","Digital, Data & Technology","South East (England)","Outside London","Male","955","935","41160","37760"
"In post","2023","Digital, Data & Technology","South West (England)","Outside London","Female","1400","1305","38800","37420"
"In post","2023","Digital, Data & Technology","South West (England)","Outside London","Male","2575","2520","41310","39650"
"In post","2023","Digital, Data & Technology","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wales","Outside London","Female","775","735","39830","37760"
"In post","2023","Digital, Data & Technology","Wales","Outside London","Male","1545","1525","43940","41100"
"In post","2023","Digital, Data & Technology","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Outside London","Female","730","705","41260","37680"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Outside London","Male","1200","1185","42230","39460"
"In post","2023","Digital, Data & Technology","Yorkshire and The Humber","Outside London","Female","745","710","43360","39460"
"In post","2023","Digital, Data & Technology","Yorkshire and The Humber","Outside London","Male","1205","1180","44450","41270"
"In post","2023","Finance","East Midlands (England)","Outside London","Female","205","190","35740","34170"
"In post","2023","Finance","East Midlands (England)","Outside London","Male","130","130","39440","35000"
"In post","2023","Finance","East of England","Outside London","Female","185","175","37190","34300"
"In post","2023","Finance","East of England","Outside London","Male","130","125","41790","37940"
"In post","2023","Finance","London","London","Female","1550","1485","48380","43760"
"In post","2023","Finance","London","London","Male","1605","1590","52400","48070"
"In post","2023","Finance","North East (England)","Outside London","Female","490","445","38910","35000"
"In post","2023","Finance","North East (England)","Outside London","Male","405","395","41760","38470"
"In post","2023","Finance","North West (England)","Outside London","Female","880","810","37210","34210"
"In post","2023","Finance","North West (England)","Outside London","Male","665","645","40290","37590"
"In post","2023","Finance","Northern Ireland","Outside London","Female","35","35","40160","38640"
"In post","2023","Finance","Northern Ireland","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Finance","Overseas","Overseas","Female","30","30","49330","48980"
"In post","2023","Finance","Overseas","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Finance","Scotland","Outside London","Female","780","670","30820","26900"
"In post","2023","Finance","Scotland","Outside London","Male","385","360","32080","27740"
"In post","2023","Finance","South East (England)","Outside London","Female","755","705","36210","33830"
"In post","2023","Finance","South East (England)","Outside London","Male","500","490","37520","34400"
"In post","2023","Finance","South West (England)","Outside London","Female","780","730","39840","34960"
"In post","2023","Finance","South West (England)","Outside London","Male","645","635","43830","41200"
"In post","2023","Finance","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Finance","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Finance","Wales","Outside London","Female","270","250","35350","31660"
"In post","2023","Finance","Wales","Outside London","Male","215","210","40950","38470"
"In post","2023","Finance","West Midlands (England)","Outside London","Female","370","350","39040","37300"
"In post","2023","Finance","West Midlands (England)","Outside London","Male","235","230","42210","37680"
"In post","2023","Finance","Yorkshire and The Humber","Outside London","Female","855","765","36020","34170"
"In post","2023","Finance","Yorkshire and The Humber","Outside London","Male","730","710","39500","37590"
"In post","2023","Grants Management","East Midlands (England)","Outside London","Female","40","40","27010","25920"
"In post","2023","Grants Management","East Midlands (England)","Outside London","Male","45","45","26310","22150"
"In post","2023","Grants Management","East of England","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Grants Management","East of England","Outside London","Male","30","30","[c]","[c]"
"In post","2023","Grants Management","London","London","Female","35","35","51890","48960"
"In post","2023","Grants Management","London","London","Male","25","25","[c]","[c]"
"In post","2023","Grants Management","North East (England)","Outside London","Female","260","235","26290","22150"
"In post","2023","Grants Management","North East (England)","Outside London","Male","205","200","24640","22150"
"In post","2023","Grants Management","North West (England)","Outside London","Female","650","560","25210","22150"
"In post","2023","Grants Management","North West (England)","Outside London","Male","345","335","25160","22150"
"In post","2023","Grants Management","South East (England)","Outside London","Female","100","90","26710","22150"
"In post","2023","Grants Management","South East (England)","Outside London","Male","95","90","30660","26460"
"In post","2023","Grants Management","South West (England)","Outside London","Female","155","135","26210","25920"
"In post","2023","Grants Management","South West (England)","Outside London","Male","135","130","28110","25920"
"In post","2023","Grants Management","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","West Midlands (England)","Outside London","Female","110","100","24800","22150"
"In post","2023","Grants Management","West Midlands (England)","Outside London","Male","75","70","26660","25920"
"In post","2023","Grants Management","Yorkshire and The Humber","Outside London","Female","130","120","27140","25920"
"In post","2023","Grants Management","Yorkshire and The Humber","Outside London","Male","150","150","26350","22150"
"In post","2023","Human Resources","East Midlands (England)","Outside London","Female","465","440","37640","34700"
"In post","2023","Human Resources","East Midlands (England)","Outside London","Male","235","230","36860","34700"
"In post","2023","Human Resources","East of England","Outside London","Female","325","305","34620","32160"
"In post","2023","Human Resources","East of England","Outside London","Male","190","185","36830","32460"
"In post","2023","Human Resources","London","London","Female","2100","2015","48240","43650"
"In post","2023","Human Resources","London","London","Male","975","960","48630","43650"
"In post","2023","Human Resources","North East (England)","Outside London","Female","565","520","33790","32260"
"In post","2023","Human Resources","North East (England)","Outside London","Male","295","285","34590","33020"
"In post","2023","Human Resources","North West (England)","Outside London","Female","1090","1030","38530","34970"
"In post","2023","Human Resources","North West (England)","Outside London","Male","580","565","37290","34300"
"In post","2023","Human Resources","Northern Ireland","Outside London","Female","40","40","33970","30020"
"In post","2023","Human Resources","Northern Ireland","Outside London","Male","35","35","33920","34300"
"In post","2023","Human Resources","Overseas","Overseas","Female","165","165","54840","55970"
"In post","2023","Human Resources","Overseas","Overseas","Male","75","75","60960","60090"
"In post","2023","Human Resources","Scotland","Outside London","Female","595","560","34930","33020"
"In post","2023","Human Resources","Scotland","Outside London","Male","355","345","36510","34300"
"In post","2023","Human Resources","South East (England)","Outside London","Female","805","760","35710","33830"
"In post","2023","Human Resources","South East (England)","Outside London","Male","595","585","37800","34300"
"In post","2023","Human Resources","South West (England)","Outside London","Female","960","895","37440","34300"
"In post","2023","Human Resources","South West (England)","Outside London","Male","655","645","37490","34300"
"In post","2023","Human Resources","Unknown","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Wales","Outside London","Female","630","585","36670","32550"
"In post","2023","Human Resources","Wales","Outside London","Male","290","285","36520","32570"
"In post","2023","Human Resources","West Midlands (England)","Outside London","Female","535","505","37140","33110"
"In post","2023","Human Resources","West Midlands (England)","Outside London","Male","460","445","35390","32410"
"In post","2023","Human Resources","Yorkshire and The Humber","Outside London","Female","775","725","38100","34170"
"In post","2023","Human Resources","Yorkshire and The Humber","Outside London","Male","590","570","34460","29570"
"In post","2023","Internal Audit","East Midlands (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","East Midlands (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","East of England","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","East of England","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","London","London","Female","85","80","52570","51400"
"In post","2023","Internal Audit","London","London","Male","110","110","55240","53320"
"In post","2023","Internal Audit","North East (England)","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Internal Audit","North East (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","North West (England)","Outside London","Female","35","30","46150","42770"
"In post","2023","Internal Audit","North West (England)","Outside London","Male","30","25","[c]","[c]"
"In post","2023","Internal Audit","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scotland","Outside London","Female","35","35","43660","41660"
"In post","2023","Internal Audit","Scotland","Outside London","Male","30","25","[c]","[c]"
"In post","2023","Internal Audit","South East (England)","Outside London","Female","55","50","36260","33830"
"In post","2023","Internal Audit","South East (England)","Outside London","Male","30","30","43830","41800"
"In post","2023","Internal Audit","South West (England)","Outside London","Female","55","50","44890","42900"
"In post","2023","Internal Audit","South West (England)","Outside London","Male","40","35","44750","44030"
"In post","2023","Internal Audit","Unknown","Unknown","Female","10","5","[c]","[c]"
"In post","2023","Internal Audit","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","Wales","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Internal Audit","Wales","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Outside London","Female","40","35","47510","45190"
"In post","2023","Internal Audit","West Midlands (England)","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Outside London","Female","25","20","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Outside London","Female","415","375","38380","33810"
"In post","2023","Legal","East Midlands (England)","Outside London","Male","210","200","40260","35000"
"In post","2023","Legal","East of England","Outside London","Female","420","370","40520","33410"
"In post","2023","Legal","East of England","Outside London","Male","160","155","48590","54100"
"In post","2023","Legal","London","London","Female","3420","3165","52850","54100"
"In post","2023","Legal","London","London","Male","1865","1820","55770","55170"
"In post","2023","Legal","North East (England)","Outside London","Female","330","295","37790","29730"
"In post","2023","Legal","North East (England)","Outside London","Male","160","150","43460","40280"
"In post","2023","Legal","North West (England)","Outside London","Female","970","880","40030","35000"
"In post","2023","Legal","North West (England)","Outside London","Male","545","525","43980","42510"
"In post","2023","Legal","Northern Ireland","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Legal","Northern Ireland","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Legal","Overseas","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Legal","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scotland","Outside London","Female","605","560","59620","55990"
"In post","2023","Legal","Scotland","Outside London","Male","285","275","58610","55990"
"In post","2023","Legal","South East (England)","Outside London","Female","565","520","41520","35000"
"In post","2023","Legal","South East (England)","Outside London","Male","340","320","45380","42510"
"In post","2023","Legal","South West (England)","Outside London","Female","370","335","43680","48630"
"In post","2023","Legal","South West (England)","Outside London","Male","225","220","47960","51910"
"In post","2023","Legal","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Wales","Outside London","Female","370","340","41000","38940"
"In post","2023","Legal","Wales","Outside London","Male","175","165","46680","49050"
"In post","2023","Legal","West Midlands (England)","Outside London","Female","535","495","40580","35030"
"In post","2023","Legal","West Midlands (England)","Outside London","Male","240","235","44970","42510"
"In post","2023","Legal","Yorkshire and The Humber","Outside London","Female","750","675","40360","35000"
"In post","2023","Legal","Yorkshire and The Humber","Outside London","Male","385","375","45750","49050"
"In post","2023","No function","East Midlands (England)","Outside London","Female","10375","9330","30130","28120"
"In post","2023","No function","East Midlands (England)","Outside London","Male","7695","7405","32090","28880"
"In post","2023","No function","East of England","Outside London","Female","9375","8400","30270","28120"
"In post","2023","No function","East of England","Outside London","Male","7455","7140","32130","30410"
"In post","2023","No function","London","London","Female","35365","33335","41990","36180"
"In post","2023","No function","London","London","Male","27880","27280","44670","39540"
"In post","2023","No function","North East (England)","Outside London","Female","14215","12285","28300","26780"
"In post","2023","No function","North East (England)","Outside London","Male","9295","8825","29880","28120"
"In post","2023","No function","North West (England)","Outside London","Female","28865","25950","29100","27650"
"In post","2023","No function","North West (England)","Outside London","Male","19845","19080","30520","28120"
"In post","2023","No function","Northern Ireland","Outside London","Female","1600","1460","30190","27560"
"In post","2023","No function","Northern Ireland","Outside London","Male","1510","1460","30330","26590"
"In post","2023","No function","Overseas","Overseas","Female","1110","1105","53570","53970"
"In post","2023","No function","Overseas","Overseas","Male","1575","1570","53850","53970"
"In post","2023","No function","Scotland","Outside London","Female","13795","12300","29390","28120"
"In post","2023","No function","Scotland","Outside London","Male","10910","10400","32210","28130"
"In post","2023","No function","South East (England)","Outside London","Female","15840","14195","30820","28120"
"In post","2023","No function","South East (England)","Outside London","Male","13190","12510","32620","30410"
"In post","2023","No function","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","South West (England)","Outside London","Female","13015","11620","31720","28120"
"In post","2023","No function","South West (England)","Outside London","Male","11920","11470","35850","32500"
"In post","2023","No function","Unknown","Unknown","Female","360","335","32660","28120"
"In post","2023","No function","Unknown","Unknown","Male","365","345","34380","28120"
"In post","2023","No function","Wales","Outside London","Female","13910","12285","28030","25880"
"In post","2023","No function","Wales","Outside London","Male","9430","9055","30560","28120"
"In post","2023","No function","West Midlands (England)","Outside London","Female","14425","12985","30100","28120"
"In post","2023","No function","West Midlands (England)","Outside London","Male","9915","9525","31980","28130"
"In post","2023","No function","Yorkshire and The Humber","Outside London","Female","15595","14010","30910","28120"
"In post","2023","No function","Yorkshire and The Humber","Outside London","Male","11875","11425","32240","28880"
"In post","2023","Project Delivery","East Midlands (England)","Outside London","Female","295","280","41040","37680"
"In post","2023","Project Delivery","East Midlands (England)","Outside London","Male","235","230","45170","42140"
"In post","2023","Project Delivery","East of England","Outside London","Female","345","330","44440","41640"
"In post","2023","Project Delivery","East of England","Outside London","Male","325","320","45700","41800"
"In post","2023","Project Delivery","London","London","Female","3045","2915","52740","48280"
"In post","2023","Project Delivery","London","London","Male","2430","2385","56600","55210"
"In post","2023","Project Delivery","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","North East (England)","Outside London","Female","780","730","42970","41780"
"In post","2023","Project Delivery","North East (England)","Outside London","Male","650","635","45350","42510"
"In post","2023","Project Delivery","North West (England)","Outside London","Female","1365","1285","42370","38640"
"In post","2023","Project Delivery","North West (England)","Outside London","Male","1115","1080","45390","42510"
"In post","2023","Project Delivery","Northern Ireland","Outside London","Female","55","55","43640","42140"
"In post","2023","Project Delivery","Northern Ireland","Outside London","Male","55","55","45220","41780"
"In post","2023","Project Delivery","Overseas","Overseas","Female","60","60","53060","53400"
"In post","2023","Project Delivery","Overseas","Overseas","Male","80","80","61310","58910"
"In post","2023","Project Delivery","Scotland","Outside London","Female","480","455","42370","38470"
"In post","2023","Project Delivery","Scotland","Outside London","Male","490","475","44900","42140"
"In post","2023","Project Delivery","South East (England)","Outside London","Female","880","840","40780","39890"
"In post","2023","Project Delivery","South East (England)","Outside London","Male","795","780","45940","41800"
"In post","2023","Project Delivery","South West (England)","Outside London","Female","2515","2375","39820","38970"
"In post","2023","Project Delivery","South West (England)","Outside London","Male","3495","3430","44670","42190"
"In post","2023","Project Delivery","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Wales","Outside London","Female","390","370","42060","37690"
"In post","2023","Project Delivery","Wales","Outside London","Male","325","315","47540","42140"
"In post","2023","Project Delivery","West Midlands (England)","Outside London","Female","590","560","42440","39820"
"In post","2023","Project Delivery","West Midlands (England)","Outside London","Male","490","485","45770","42140"
