"Status","Year","Age","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","AA/AO","Heterosexual / straight","465","[c]","22430","21780"
"Leaver Dept.","2023","20-29","AA/AO","LGBO","70","[c]","22020","21710"
"Leaver Dept.","2023","20-29","AA/AO","Undeclared","40","[c]","22450","21780"
"Leaver Dept.","2023","20-29","AA/AO","Unknown","430","[c]","22650","22150"
"Leaver Dept.","2023","20-29","EO","Heterosexual / straight","840","[c]","28270","28120"
"Leaver Dept.","2023","20-29","EO","LGBO","100","[c]","27900","27850"
"Leaver Dept.","2023","20-29","EO","Undeclared","80","[c]","28240","28120"
"Leaver Dept.","2023","20-29","EO","Unknown","310","[c]","27960","28120"
"Leaver Dept.","2023","20-29","G6/G7","Heterosexual / straight","185","[c]","55040","54700"
"Leaver Dept.","2023","20-29","G6/G7","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","G6/G7","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","G6/G7","Unknown","90","[c]","56010","55020"
"Leaver Dept.","2023","20-29","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","SEO/HEO","Heterosexual / straight","1110","[c]","36040","35180"
"Leaver Dept.","2023","20-29","SEO/HEO","LGBO","195","[c]","36080","35030"
"Leaver Dept.","2023","20-29","SEO/HEO","Undeclared","170","[c]","35830","34710"
"Leaver Dept.","2023","20-29","SEO/HEO","Unknown","980","[c]","33780","32640"
"Leaver Dept.","2023","20-29","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","Heterosexual / straight","370","[c]","22200","21720"
"Leaver Dept.","2023","30-39","AA/AO","LGBO","40","[c]","22280","21720"
"Leaver Dept.","2023","30-39","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","Unknown","265","[c]","22500","22400"
"Leaver Dept.","2023","30-39","EO","Heterosexual / straight","655","[c]","28210","28120"
"Leaver Dept.","2023","30-39","EO","LGBO","70","[c]","27640","27570"
"Leaver Dept.","2023","30-39","EO","Undeclared","55","[c]","28080","27570"
"Leaver Dept.","2023","30-39","EO","Unknown","210","[c]","27860","27650"
"Leaver Dept.","2023","30-39","G6/G7","Heterosexual / straight","670","[c]","57610","55840"
"Leaver Dept.","2023","30-39","G6/G7","LGBO","90","[c]","57320","55390"
"Leaver Dept.","2023","30-39","G6/G7","Undeclared","100","[c]","57780","56430"
"Leaver Dept.","2023","30-39","G6/G7","Unknown","275","[c]","57820","56200"
"Leaver Dept.","2023","30-39","SCS level","Heterosexual / straight","50","[c]","77420","75550"
"Leaver Dept.","2023","30-39","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","SEO/HEO","Heterosexual / straight","1075","[c]","37460","37300"
"Leaver Dept.","2023","30-39","SEO/HEO","LGBO","120","[c]","37650","37680"
"Leaver Dept.","2023","30-39","SEO/HEO","Undeclared","125","[c]","37700","37890"
"Leaver Dept.","2023","30-39","SEO/HEO","Unknown","515","[c]","36600","35650"
"Leaver Dept.","2023","30-39","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","Heterosexual / straight","285","[c]","22080","21690"
"Leaver Dept.","2023","40-49","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","Undeclared","40","[c]","22450","21780"
"Leaver Dept.","2023","40-49","AA/AO","Unknown","150","[c]","22590","21690"
"Leaver Dept.","2023","40-49","EO","Heterosexual / straight","455","[c]","28060","28120"
"Leaver Dept.","2023","40-49","EO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","EO","Undeclared","40","[c]","28500","28120"
"Leaver Dept.","2023","40-49","EO","Unknown","150","[c]","28280","28120"
"Leaver Dept.","2023","40-49","G6/G7","Heterosexual / straight","445","[c]","59520","58370"
"Leaver Dept.","2023","40-49","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","G6/G7","Undeclared","50","[c]","61490","63410"
"Leaver Dept.","2023","40-49","G6/G7","Unknown","160","[c]","60560","58860"
"Leaver Dept.","2023","40-49","SCS level","Heterosexual / straight","120","[c]","88780","80000"
"Leaver Dept.","2023","40-49","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","SEO/HEO","Heterosexual / straight","650","[c]","37890","37810"
"Leaver Dept.","2023","40-49","SEO/HEO","LGBO","40","[c]","37490","37540"
"Leaver Dept.","2023","40-49","SEO/HEO","Undeclared","65","[c]","38610","38470"
"Leaver Dept.","2023","40-49","SEO/HEO","Unknown","235","[c]","37550","37680"
"Leaver Dept.","2023","40-49","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","AA/AO","Heterosexual / straight","240","[c]","22110","21690"
"Leaver Dept.","2023","50-59","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","AA/AO","Undeclared","35","[c]","21930","21690"
"Leaver Dept.","2023","50-59","AA/AO","Unknown","120","[c]","22410","21690"
"Leaver Dept.","2023","50-59","EO","Heterosexual / straight","325","[c]","28090","28120"
"Leaver Dept.","2023","50-59","EO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","EO","Undeclared","35","[c]","28420","28120"
"Leaver Dept.","2023","50-59","EO","Unknown","110","[c]","27540","27570"
"Leaver Dept.","2023","50-59","G6/G7","Heterosexual / straight","230","[c]","59350","58470"
"Leaver Dept.","2023","50-59","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","G6/G7","Undeclared","45","[c]","60070","60020"
"Leaver Dept.","2023","50-59","G6/G7","Unknown","95","[c]","60560","57430"
"Leaver Dept.","2023","50-59","SCS level","Heterosexual / straight","85","[c]","100150","95000"
"Leaver Dept.","2023","50-59","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SEO/HEO","Heterosexual / straight","375","[c]","37110","36900"
"Leaver Dept.","2023","50-59","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","SEO/HEO","Undeclared","50","[c]","39180","39000"
"Leaver Dept.","2023","50-59","SEO/HEO","Unknown","110","[c]","38730","38470"
"Leaver Dept.","2023","50-59","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","AA/AO","Heterosexual / straight","40","[c]","21990","21690"
"Leaver Dept.","2023","60-64","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","EO","Heterosexual / straight","45","[c]","28070","27570"
"Leaver Dept.","2023","60-64","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","Heterosexual / straight","40","[c]","38260","38470"
"Leaver Dept.","2023","60-64","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","AA/AO","Heterosexual / straight","445","[c]","23260","22520"
"New entrant CS","2023","16-19","AA/AO","LGBO","55","[c]","23200","22520"
"New entrant CS","2023","16-19","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","AA/AO","Unknown","460","[c]","22910","22400"
"New entrant CS","2023","16-19","EO","Heterosexual / straight","60","[c]","26440","26770"
"New entrant CS","2023","16-19","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","EO","Unknown","45","[c]","25680","25750"
"New entrant CS","2023","16-19","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","45","[c]","18400","18280"
"New entrant CS","2023","20-29","AA/AO","Heterosexual / straight","5075","[c]","24200","22520"
"New entrant CS","2023","20-29","AA/AO","LGBO","775","[c]","23960","22520"
"New entrant CS","2023","20-29","AA/AO","Undeclared","380","[c]","23420","22500"
"New entrant CS","2023","20-29","AA/AO","Unknown","5130","[c]","23850","22500"
"New entrant CS","2023","20-29","EO","Heterosexual / straight","1975","[c]","27720","27760"
"New entrant CS","2023","20-29","EO","LGBO","375","[c]","27170","27320"
"New entrant CS","2023","20-29","EO","Undeclared","245","[c]","27490","27720"
"New entrant CS","2023","20-29","EO","Unknown","2030","[c]","27310","26960"
"New entrant CS","2023","20-29","G6/G7","Heterosexual / straight","165","[c]","53900","54100"
"New entrant CS","2023","20-29","G6/G7","LGBO","40","[c]","54200","53400"
"New entrant CS","2023","20-29","G6/G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","G6/G7","Unknown","100","[c]","56950","54670"
"New entrant CS","2023","20-29","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","SEO/HEO","Heterosexual / straight","2105","[c]","34890","34170"
"New entrant CS","2023","20-29","SEO/HEO","LGBO","420","[c]","34780","34310"
"New entrant CS","2023","20-29","SEO/HEO","Undeclared","280","[c]","34780","34190"
"New entrant CS","2023","20-29","SEO/HEO","Unknown","1715","[c]","33550","33520"
"New entrant CS","2023","20-29","Unknown","Heterosexual / straight","1235","[c]","23070","23640"
"New entrant CS","2023","20-29","Unknown","LGBO","225","[c]","22580","23640"
"New entrant CS","2023","20-29","Unknown","Undeclared","45","[c]","23010","23640"
"New entrant CS","2023","20-29","Unknown","Unknown","665","[c]","22560","23640"
"New entrant CS","2023","30-39","AA/AO","Heterosexual / straight","2650","[c]","24680","22520"
"New entrant CS","2023","30-39","AA/AO","LGBO","320","[c]","24020","22520"
"New entrant CS","2023","30-39","AA/AO","Undeclared","140","[c]","24020","22520"
"New entrant CS","2023","30-39","AA/AO","Unknown","2665","[c]","24100","22520"
"New entrant CS","2023","30-39","EO","Heterosexual / straight","1130","[c]","27920","27720"
"New entrant CS","2023","30-39","EO","LGBO","165","[c]","27760","27820"
"New entrant CS","2023","30-39","EO","Undeclared","80","[c]","27950","27080"
"New entrant CS","2023","30-39","EO","Unknown","1255","[c]","27580","26780"
"New entrant CS","2023","30-39","G6/G7","Heterosexual / straight","725","[c]","56960","54400"
"New entrant CS","2023","30-39","G6/G7","LGBO","95","[c]","57440","54570"
"New entrant CS","2023","30-39","G6/G7","Undeclared","80","[c]","56470","54690"
"New entrant CS","2023","30-39","G6/G7","Unknown","355","[c]","59320","55500"
"New entrant CS","2023","30-39","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","SCS level","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","SEO/HEO","Heterosexual / straight","1870","[c]","37540","37500"
"New entrant CS","2023","30-39","SEO/HEO","LGBO","230","[c]","36830","35410"
"New entrant CS","2023","30-39","SEO/HEO","Undeclared","165","[c]","37340","37300"
"New entrant CS","2023","30-39","SEO/HEO","Unknown","965","[c]","37210","36000"
"New entrant CS","2023","30-39","Unknown","Heterosexual / straight","585","[c]","24150","23640"
"New entrant CS","2023","30-39","Unknown","LGBO","75","[c]","23710","23640"
"New entrant CS","2023","30-39","Unknown","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Unknown","260","[c]","23840","23640"
"New entrant CS","2023","40-49","AA/AO","Heterosexual / straight","1835","[c]","24160","22520"
"New entrant CS","2023","40-49","AA/AO","LGBO","110","[c]","24320","22520"
"New entrant CS","2023","40-49","AA/AO","Undeclared","90","[c]","23770","22400"
"New entrant CS","2023","40-49","AA/AO","Unknown","1590","[c]","24010","22520"
"New entrant CS","2023","40-49","EO","Heterosexual / straight","790","[c]","27800","27650"
"New entrant CS","2023","40-49","EO","LGBO","60","[c]","27880","28120"
"New entrant CS","2023","40-49","EO","Undeclared","45","[c]","27880","27020"
"New entrant CS","2023","40-49","EO","Unknown","710","[c]","27510","26780"
"New entrant CS","2023","40-49","G6/G7","Heterosexual / straight","745","[c]","59360","55990"
"New entrant CS","2023","40-49","G6/G7","LGBO","45","[c]","60960","57000"
"New entrant CS","2023","40-49","G6/G7","Undeclared","60","[c]","56130","54330"
"New entrant CS","2023","40-49","G6/G7","Unknown","280","[c]","61320","58850"
"New entrant CS","2023","40-49","SCS level","Heterosexual / straight","65","[c]","93940","88680"
"New entrant CS","2023","40-49","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","SCS level","Unknown","45","[c]","107990","95990"
"New entrant CS","2023","40-49","SEO/HEO","Heterosexual / straight","1390","[c]","38390","37830"
"New entrant CS","2023","40-49","SEO/HEO","LGBO","65","[c]","38580","38580"
"New entrant CS","2023","40-49","SEO/HEO","Undeclared","95","[c]","39130","38120"
"New entrant CS","2023","40-49","SEO/HEO","Unknown","585","[c]","38010","37680"
"New entrant CS","2023","40-49","Unknown","Heterosexual / straight","415","[c]","24850","23640"
"New entrant CS","2023","40-49","Unknown","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Unknown","180","[c]","25480","23640"
"New entrant CS","2023","50-59","AA/AO","Heterosexual / straight","1590","[c]","23180","22400"
"New entrant CS","2023","50-59","AA/AO","LGBO","75","[c]","23020","22500"
"New entrant CS","2023","50-59","AA/AO","Undeclared","85","[c]","22640","22150"
"New entrant CS","2023","50-59","AA/AO","Unknown","1440","[c]","23610","22400"
"New entrant CS","2023","50-59","EO","Heterosexual / straight","660","[c]","28550","28020"
"New entrant CS","2023","50-59","EO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","EO","Undeclared","50","[c]","27480","27080"
"New entrant CS","2023","50-59","EO","Unknown","715","[c]","28350","27080"
"New entrant CS","2023","50-59","G6/G7","Heterosexual / straight","485","[c]","59640","56270"
"New entrant CS","2023","50-59","G6/G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","G6/G7","Undeclared","40","[c]","57470","54330"
"New entrant CS","2023","50-59","G6/G7","Unknown","180","[c]","62920","59950"
"New entrant CS","2023","50-59","SCS level","Heterosexual / straight","60","[c]","105050","98500"
"New entrant CS","2023","50-59","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","SCS level","Unknown","45","[c]","117550","115000"
"New entrant CS","2023","50-59","SEO/HEO","Heterosexual / straight","870","[c]","38820","38340"
"New entrant CS","2023","50-59","SEO/HEO","LGBO","35","[c]","39080","39750"
"New entrant CS","2023","50-59","SEO/HEO","Undeclared","75","[c]","38970","37690"
"New entrant CS","2023","50-59","SEO/HEO","Unknown","360","[c]","38660","38070"
"New entrant CS","2023","50-59","Unknown","Heterosexual / straight","355","[c]","26230","23640"
"New entrant CS","2023","50-59","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","140","[c]","24400","23640"
"New entrant CS","2023","60-64","AA/AO","Heterosexual / straight","375","[c]","22540","22150"
"New entrant CS","2023","60-64","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","AA/AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","60-64","AA/AO","Unknown","365","[c]","23230","22400"
"New entrant CS","2023","60-64","EO","Heterosexual / straight","115","[c]","29100","28120"
"New entrant CS","2023","60-64","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","EO","Unknown","140","[c]","28840","28480"
"New entrant CS","2023","60-64","G6/G7","Heterosexual / straight","80","[c]","58600","55700"
"New entrant CS","2023","60-64","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","G6/G7","Unknown","35","[c]","61650","60990"
"New entrant CS","2023","60-64","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SEO/HEO","Heterosexual / straight","155","[c]","38600","37470"
"New entrant CS","2023","60-64","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","SEO/HEO","Unknown","75","[c]","37990","37240"
"New entrant CS","2023","60-64","Unknown","Heterosexual / straight","60","[c]","24440","23640"
"New entrant CS","2023","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","45","[c]","26510","23640"
"New entrant CS","2023","65+","AA/AO","Heterosexual / straight","120","[c]","22420","21960"
"New entrant CS","2023","65+","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","AA/AO","Unknown","100","[c]","22790","22400"
"New entrant CS","2023","65+","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","65+","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","EO","Unknown","30","[c]","28670","27650"
"New entrant CS","2023","65+","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","65+","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","SEO/HEO","Heterosexual / straight","35","[c]","41130","41650"
"New entrant CS","2023","65+","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","SEO/HEO","Unknown","30","[c]","39070","39340"
"New entrant CS","2023","65+","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","EO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
