"Status","Year","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department for Work and Pensions","Science and Engineering","40","40","44060","40840"
"In post","2023","Analysis","Department for Work and Pensions","Social Research","45","45","47950","43760"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","220","210","46050","39630"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","35","35","47780","54660"
"In post","2023","Analysis","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","45","45","29450","27840"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","30","25","47600","50830"
"In post","2023","Analysis","Department of Health and Social Care","Other","25","25","46090","41860"
"In post","2023","Analysis","Department of Health and Social Care","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","20","20","52980","54690"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","70","65","51170","51250"
"In post","2023","Analysis","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","15","15","42440","41160"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","15","15","34970","32700"
"In post","2023","Analysis","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","10","10","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","45","45","49550","47600"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Economics","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Finance","25","25","43390","38410"
"In post","2023","Analysis","HM Revenue and Customs","Economics","150","150","47400","39790"
"In post","2023","Analysis","HM Revenue and Customs","Knowledge and Information Management","15","15","40240","34910"
"In post","2023","Analysis","HM Revenue and Customs","Operational Delivery","30","30","39550","35160"
"In post","2023","Analysis","HM Revenue and Customs","Operational Research","120","115","49460","45560"
"In post","2023","Analysis","HM Revenue and Customs","Social Research","145","135","50150","45170"
"In post","2023","Analysis","HM Revenue and Customs","Statistics","345","335","49770","45560"
"In post","2023","Analysis","HM Revenue and Customs","Tax","10","10","44220","45050"
"In post","2023","Analysis","HM Revenue and Customs","Unknown","25","20","54890","55740"
"In post","2023","Analysis","HM Treasury","Economics","215","215","46740","43320"
"In post","2023","Analysis","HM Treasury","Statistics","10","10","39840","33630"
"In post","2023","Analysis","Home Office","Digital, Data and Technology","20","20","39240","36000"
"In post","2023","Analysis","Home Office","Economics","110","110","49390","44170"
"In post","2023","Analysis","Home Office","Intelligence Analysis","10","10","43900","43210"
"In post","2023","Analysis","Home Office","Operational Delivery","60","60","39950","36310"
"In post","2023","Analysis","Home Office","Operational Research","70","65","50710","46110"
"In post","2023","Analysis","Home Office","Other","40","35","36690","36180"
"In post","2023","Analysis","Home Office","Policy","25","25","54510","59290"
"In post","2023","Analysis","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Social Research","135","130","48200","44290"
"In post","2023","Analysis","Home Office","Statistics","105","100","40460","36760"
"In post","2023","Analysis","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Intelligence Analysis","15","15","37590","30650"
"In post","2023","Analysis","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Operational Research","195","190","42650","42270"
"In post","2023","Analysis","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Science and Engineering","835","810","45100","49260"
"In post","2023","Analysis","Ministry of Defence","Statistics","325","315","42600","40290"
"In post","2023","Analysis","Ministry of Justice","Digital, Data and Technology","95","90","46720","43650"
"In post","2023","Analysis","Ministry of Justice","Economics","75","75","47220","43650"
"In post","2023","Analysis","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Operational Delivery","40","40","42890","37680"
"In post","2023","Analysis","Ministry of Justice","Operational Research","110","105","51720","51770"
"In post","2023","Analysis","Ministry of Justice","Other","170","165","39060","35410"
"In post","2023","Analysis","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Social Research","115","110","50870","48120"
"In post","2023","Analysis","Ministry of Justice","Statistics","155","150","47840","43650"
"In post","2023","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","45","45","45580","38490"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","125","120","41060","40640"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Economics","40","40","52330","54650"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Unknown","125","125","46090","40000"
"In post","2023","Analysis","Office of Rail and Road","Economics","40","40","57150","55990"
"In post","2023","Analysis","Office of Rail and Road","Statistics","20","20","50040","50510"
"In post","2023","Analysis","Scottish Government","Digital, Data and Technology","15","15","41310","39590"
"In post","2023","Analysis","Scottish Government","Statistics","5","5","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","Knowledge and Information Management","20","20","53170","51570"
"In post","2023","Analysis","UK Statistics Authority","Economics","180","180","36640","31560"
"In post","2023","Analysis","UK Statistics Authority","Operational Delivery","500","475","34180","31610"
"In post","2023","Analysis","UK Statistics Authority","Operational Research","30","30","36670","36120"
"In post","2023","Analysis","UK Statistics Authority","Social Research","635","605","39590","39190"
"In post","2023","Analysis","UK Statistics Authority","Statistics","575","555","45190","39300"
"In post","2023","Analysis","Water Services Regulation Authority","Economics","45","45","60420","49600"
"In post","2023","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Commercial","40","35","40900","38940"
"In post","2023","Commercial","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Property","5","5","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Commercial","1915","1885","64940","65500"
"In post","2023","Commercial","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Digital, Data and Technology","15","15","53550","56000"
"In post","2023","Commercial","Cabinet Office","Finance","5","5","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Human Resources","45","45","53170","56430"
"In post","2023","Commercial","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Policy","40","35","50470","51290"
"In post","2023","Commercial","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Unknown","100","100","64520","59840"
"In post","2023","Commercial","Chancellor's other departments","Commercial","15","15","46430","50190"
"In post","2023","Commercial","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Commercial","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","65","65","43300","43950"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Other","130","120","42380","43070"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Policy","15","10","55520","60490"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Project Delivery","15","15","44030","42880"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Commercial","20","20","54640","54980"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Other","25","25","36270","35040"
"In post","2023","Commercial","Department for Education","Commercial","250","245","43190","39090"
"In post","2023","Commercial","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Project Delivery","25","25","47590","51360"
"In post","2023","Commercial","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Statistics","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Commercial","180","175","37560","37300"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Operational Delivery","40","35","35520","34460"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Science and Engineering","20","15","31080","29720"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Commercial","35","35","39470","38160"
"In post","2023","Commercial","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Commercial","40","40","43150","41470"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","Commercial","390","365","40890","36890"
"In post","2023","Commercial","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","Commercial","35","35","47460","46780"
"In post","2023","Commercial","Department for Work and Pensions","Operational Delivery","20","20","26070","27320"
"In post","2023","Commercial","Department for Work and Pensions","Project Delivery","35","35","32390","34170"
"In post","2023","Commercial","Department of Health and Social Care","Commercial","170","170","47000","41190"
"In post","2023","Commercial","Department of Health and Social Care","Finance","10","10","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","Operational Delivery","25","25","45530","41830"
"In post","2023","Commercial","Department of Health and Social Care","Other","5","5","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","Unknown","30","30","43460","39190"
"In post","2023","Commercial","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Commercial","15","15","36960","37720"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Commercial","150","145","45560","43500"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Other","15","15","31820","28660"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Commercial","20","20","45870","39520"
"In post","2023","Commercial","HM Revenue and Customs","Commercial","80","70","41460","42140"
"In post","2023","Commercial","HM Revenue and Customs","Operational Delivery","25","25","36040","35000"
"In post","2023","Commercial","HM Revenue and Customs","Tax","10","10","37960","38430"
"In post","2023","Commercial","HM Revenue and Customs","Unknown","30","30","38720","35510"
"In post","2023","Commercial","HM Treasury","Commercial","5","5","[c]","[c]"
"In post","2023","Commercial","Home Office","Commercial","120","120","40730","40380"
"In post","2023","Commercial","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence","Commercial","2205","2120","39850","35840"
"In post","2023","Commercial","Ministry of Defence","Operational Delivery","15","15","31840","27800"
"In post","2023","Commercial","Ministry of Justice","Commercial","265","260","36150","37680"
"In post","2023","Commercial","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Commercial","25","25","47510","47380"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","15","15","36140","27140"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Government","Commercial","105","105","36070","31970"
"In post","2023","Commercial","The National Archives","Commercial","40","35","32340","24640"
"In post","2023","Commercial","UK Export Finance","Economics","5","5","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","Operational Delivery","220","220","53740","52000"
"In post","2023","Commercial","UK Statistics Authority","Commercial","40","35","45740","39630"
"In post","2023","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Attorney General's Departments","Communications","85","85","42900","40540"
"In post","2023","Communications","Cabinet Office","Communications","130","125","49260","41870"
"In post","2023","Communications","Cabinet Office","Digital, Data and Technology","20","20","47450","42170"
"In post","2023","Communications","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cabinet Office","Human Resources","10","10","46600","41870"
"In post","2023","Communications","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cabinet Office","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cabinet Office","Unknown","100","100","55030","55790"
"In post","2023","Communications","Chancellor's other departments","Communications","25","25","46700","44300"
"In post","2023","Communications","Charity Commission","Communications","25","25","41680","38800"
"In post","2023","Communications","Competition and Markets Authority","Communications","30","30","47490","42920"
"In post","2023","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy","Communications","245","235","43960","40830"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Digital, Culture, Media and Sport","Communications","40","40","54600","54010"
"In post","2023","Communications","Department for Digital, Culture, Media and Sport","Other","20","20","46960","53030"
"In post","2023","Communications","Department for Education","Communications","275","265","41550","37870"
"In post","2023","Communications","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","Communications","230","220","41840","37800"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","60","50","34340","31020"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for International Trade","Communications","95","90","48540","42500"
"In post","2023","Communications","Department for International Trade","Other","10","10","36970","35010"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Communications","95","95","47640","42210"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Communications","200","190","38690","33850"
"In post","2023","Communications","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Transport","Unknown","15","15","47200","43320"
"In post","2023","Communications","Department for Work and Pensions","Communications","140","135","45630","43700"
"In post","2023","Communications","Department for Work and Pensions","Finance","10","10","35030","34170"
"In post","2023","Communications","Department for Work and Pensions","Human Resources","5","5","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Knowledge and Information Management","80","80","42270","39730"
"In post","2023","Communications","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions","Project Delivery","10","10","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Communications","170","165","47680","42060"
"In post","2023","Communications","Department of Health and Social Care","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care","Unknown","60","55","47430","41950"
"In post","2023","Communications","Estyn","Communications","10","5","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","55","55","41440","38100"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","Communications","130","125","49080","46450"
"In post","2023","Communications","HM Land Registry","Communications","30","30","41430","38410"
"In post","2023","Communications","HM Revenue and Customs","Communications","285","275","47020","42510"
"In post","2023","Communications","HM Treasury","Communications","50","50","45670","40800"
"In post","2023","Communications","Home Office","Communications","110","110","51410","46690"
"In post","2023","Communications","Home Office","Other","10","10","[c]","[c]"
"In post","2023","Communications","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence","Communications","605","585","37760","34300"
"In post","2023","Communications","Ministry of Justice","Communications","230","225","45880","43650"
"In post","2023","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Communications","35","35","46360","47380"
"In post","2023","Communications","Northern Ireland Office","Communications","10","10","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Communications","35","35","45260","41050"
"In post","2023","Communications","Office of Gas and Electricity Markets","Communications","65","65","46870","43650"
"In post","2023","Communications","Office of Qualifications and Examinations Regulation","Communications","15","15","41740","34690"
"In post","2023","Communications","Office of Rail and Road","Communications","20","20","46740","40830"
"In post","2023","Communications","Office of the Secretary of State for Scotland","Communications","10","10","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Wales","Communications","5","5","[c]","[c]"
"In post","2023","Communications","Scottish Government","Communications","40","40","42430","39590"
"In post","2023","Communications","The National Archives","Communications","20","15","36400","33580"
"In post","2023","Communications","UK Export Finance","Communications","20","20","46840","42650"
