"Status","Year","Organisation","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Westminster","Undeclared","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Westminster","Unknown","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Tyneside","Heterosexual / straight","95","85","31570","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Tyneside","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Tyneside","Undeclared","15","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Tyneside","Unknown","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Manchester","Heterosexual / straight","100","90","33360","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Manchester","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Manchester","Undeclared","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Manchester","Unknown","25","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Mid Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","Heterosexual / straight","70","65","33650","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","Undeclared","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","Unknown","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Perth and Kinross, and Stirling","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Oxfordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","West Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","Heterosexual / straight","35","35","34700","32200"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Devon CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","55","50","32910","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","Unknown","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","South West Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Swansea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","Heterosexual / straight","50","45","33940","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","Unknown","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Warwickshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","Heterosexual / straight","50","40","35710","33150"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","Undeclared","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","Undeclared","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Nottingham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Cambridgeshire CC","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Heart of Essex","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Hertfordshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Hertfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","North and West Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Suffolk CC","Heterosexual / straight","40","40","33330","31430"
"In post","2023","Animal and Plant Health Agency","East of England","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","West Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Harrow and Hillingdon","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","Heterosexual / straight","30","30","34740","32720"
"In post","2023","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Lewisham and Southwark","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Redbridge and Waltham Forest","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Westminster","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Westminster","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Westminster","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Tyneside","Heterosexual / straight","40","35","32630","27560"
"In post","2023","Animal and Plant Health Agency","North East (England)","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Tyneside","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire East","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","East Cumbria","Heterosexual / straight","140","135","26440","22150"
"In post","2023","Animal and Plant Health Agency","North West (England)","East Cumbria","LGBO","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","East Cumbria","Undeclared","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","East Cumbria","Unknown","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Manchester","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Manchester","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Mid Lancashire","Heterosexual / straight","75","70","29910","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Mid Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Mid Lancashire","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","West Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Caithness and Sutherland, and Ross and Cromarty","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Caithness and Sutherland, and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","City of Edinburgh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Perth and Kinross, and Stirling","Heterosexual / straight","30","30","31090","26650"
"In post","2023","Animal and Plant Health Agency","Scotland","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Perth and Kinross, and Stirling","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
