"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","EO","70","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","G7","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","HEO","85","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","SEO","60","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Communications","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","G7","15","[c]","54830","55450"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Economics","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Economics","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","G7","35","[c]","54760","54840"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","HEO","20","[c]","32630","31800"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","SEO","30","[c]","39130","38160"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Unknown","EO","30","[c]","20000","18300"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","HEO","15","[c]","32640","33200"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","AA","15","[c]","18300","18300"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","EO","20","[c]","27740","27850"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","G6","15","[c]","64970","64970"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","G7","40","[c]","52980","53130"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","HEO","35","[c]","33120","33210"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","SCS level","15","[c]","90970","78540"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","SEO","20","[c]","39430","39600"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","AO","10","[c]","26160","26870"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","AO","15","[c]","24470","25730"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","EO","20","[c]","29900","30720"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","G6","25","[c]","74930","70230"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","G7","60","[c]","56860","55940"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","HEO","50","[c]","34960","35600"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","SCS level","15","[c]","85890","80800"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","SEO","50","[c]","42680","43750"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","AO","110","[c]","22860","21690"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","EO","200","[c]","28770","28120"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","HEO","30","[c]","35650","34290"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","AO","10","[c]","21940","21690"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","EO","50","[c]","28030","28120"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","G6","35","[c]","71750","72580"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","G7","90","[c]","55880","55790"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","HEO","40","[c]","34090","34170"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","SEO","95","[c]","40910","39910"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","AO","25","[c]","22510","21690"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","EO","20","[c]","25910","28120"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","G6","10","[c]","70710","71810"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","G7","15","[c]","54130","53810"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","HEO","25","[c]","35660","34170"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","SEO","25","[c]","40140","38470"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","AA","25","[c]","21140","21250"
