"Status","Year","Age","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Attorney General's Departments","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Inner London - West","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","West Midlands","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","West Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office","Unknown","EO","5","5","[c]","[c]"
"In post","2023","16-19","Cabinet Office","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Chancellor's other departments","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Devon","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Inner London - West","EO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Cumbria","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
