"Status","Year","Age","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","No function","Medicine","North East (England)","15","15","61180","50830"
"In post","2023","40-49","No function","Medicine","North West (England)","25","25","73830","76300"
"In post","2023","40-49","No function","Medicine","Northern Ireland","10","5","[c]","[c]"
"In post","2023","40-49","No function","Medicine","Overseas","10","10","73850","58620"
"In post","2023","40-49","No function","Medicine","Scotland","40","35","53280","40590"
"In post","2023","40-49","No function","Medicine","South East (England)","115","95","62480","50010"
"In post","2023","40-49","No function","Medicine","South West (England)","135","115","49920","40590"
"In post","2023","40-49","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Medicine","Wales","35","30","71620","85430"
"In post","2023","40-49","No function","Medicine","West Midlands (England)","45","40","69760","65260"
"In post","2023","40-49","No function","Medicine","Yorkshire and The Humber","55","50","54610","40590"
"In post","2023","40-49","No function","Operational Delivery","East Midlands (England)","3275","3015","30330","28120"
"In post","2023","40-49","No function","Operational Delivery","East of England","3210","2945","31060","28880"
"In post","2023","40-49","No function","Operational Delivery","London","6810","6405","37720","32520"
"In post","2023","40-49","No function","Operational Delivery","North East (England)","4680","4255","28500","27650"
"In post","2023","40-49","No function","Operational Delivery","North West (England)","9265","8590","29330","28120"
"In post","2023","40-49","No function","Operational Delivery","Northern Ireland","535","490","28450","25880"
"In post","2023","40-49","No function","Operational Delivery","Overseas","60","60","50170","47380"
"In post","2023","40-49","No function","Operational Delivery","Scotland","4260","3980","30180","28120"
"In post","2023","40-49","No function","Operational Delivery","South East (England)","4995","4650","31600","28880"
"In post","2023","40-49","No function","Operational Delivery","South West (England)","3580","3295","31680","28120"
"In post","2023","40-49","No function","Operational Delivery","Unknown","140","135","31180","28120"
"In post","2023","40-49","No function","Operational Delivery","Wales","4415","4055","28450","26960"
"In post","2023","40-49","No function","Operational Delivery","West Midlands (England)","4450","4110","30690","28120"
"In post","2023","40-49","No function","Operational Delivery","Yorkshire and The Humber","4670","4280","30850","28120"
"In post","2023","40-49","No function","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Operational Research","Scotland","5","5","[c]","[c]"
"In post","2023","40-49","No function","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Operational Research","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","No function","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Other","East Midlands (England)","75","65","27570","26390"
"In post","2023","40-49","No function","Other","East of England","75","75","26830","25610"
"In post","2023","40-49","No function","Other","London","355","340","48150","39310"
"In post","2023","40-49","No function","Other","North East (England)","70","65","30460","28120"
"In post","2023","40-49","No function","Other","North West (England)","220","210","31900","28120"
"In post","2023","40-49","No function","Other","Northern Ireland","25","25","28960","25290"
"In post","2023","40-49","No function","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Other","Scotland","170","160","31810","28120"
"In post","2023","40-49","No function","Other","South East (England)","130","125","30220","28120"
"In post","2023","40-49","No function","Other","South West (England)","430","405","36260","33560"
"In post","2023","40-49","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Other","Wales","70","70","32770","28120"
"In post","2023","40-49","No function","Other","West Midlands (England)","100","95","30700","28120"
"In post","2023","40-49","No function","Other","Yorkshire and The Humber","130","125","35190","28120"
"In post","2023","40-49","No function","Planning","London","20","20","58740","57340"
"In post","2023","40-49","No function","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Planning Inspectors","East Midlands (England)","25","25","57700","60050"
"In post","2023","40-49","No function","Planning Inspectors","East of England","15","10","63600","62050"
"In post","2023","40-49","No function","Planning Inspectors","London","5","5","[c]","[c]"
"In post","2023","40-49","No function","Planning Inspectors","North East (England)","15","15","57010","60050"
"In post","2023","40-49","No function","Planning Inspectors","North West (England)","10","10","56980","60050"
"In post","2023","40-49","No function","Planning Inspectors","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Planning Inspectors","South East (England)","10","10","[c]","[c]"
"In post","2023","40-49","No function","Planning Inspectors","South West (England)","30","30","54920","48660"
"In post","2023","40-49","No function","Planning Inspectors","Wales","15","15","57170","60050"
"In post","2023","40-49","No function","Planning Inspectors","West Midlands (England)","15","15","51300","48660"
"In post","2023","40-49","No function","Planning Inspectors","Yorkshire and The Humber","15","15","50980","48660"
"In post","2023","40-49","No function","Policy","East Midlands (England)","60","60","44400","49400"
"In post","2023","40-49","No function","Policy","East of England","70","65","47140","42460"
"In post","2023","40-49","No function","Policy","London","3510","3350","60110","59290"
"In post","2023","40-49","No function","Policy","North East (England)","160","150","46150","40430"
"In post","2023","40-49","No function","Policy","North West (England)","255","245","45640","42460"
"In post","2023","40-49","No function","Policy","Northern Ireland","20","20","44540","38670"
"In post","2023","40-49","No function","Policy","Overseas","620","620","57620","58110"
"In post","2023","40-49","No function","Policy","Scotland","125","115","51790","52970"
"In post","2023","40-49","No function","Policy","South East (England)","135","130","45140","41180"
"In post","2023","40-49","No function","Policy","South West (England)","215","200","46520","49400"
"In post","2023","40-49","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Policy","Wales","150","145","42650","40870"
"In post","2023","40-49","No function","Policy","West Midlands (England)","195","190","47090","44900"
"In post","2023","40-49","No function","Policy","Yorkshire and The Humber","370","350","47250","49400"
"In post","2023","40-49","No function","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Project Delivery","East of England","15","15","39180","39190"
"In post","2023","40-49","No function","Project Delivery","London","300","295","53560","58610"
"In post","2023","40-49","No function","Project Delivery","North East (England)","15","15","42130","39000"
"In post","2023","40-49","No function","Project Delivery","North West (England)","85","85","43710","39190"
"In post","2023","40-49","No function","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Project Delivery","Scotland","20","20","38910","39090"
"In post","2023","40-49","No function","Project Delivery","South East (England)","5","5","[c]","[c]"
"In post","2023","40-49","No function","Project Delivery","South West (England)","10","10","[c]","[c]"
"In post","2023","40-49","No function","Project Delivery","Wales","15","15","44710","39370"
"In post","2023","40-49","No function","Project Delivery","West Midlands (England)","20","20","50840","49360"
"In post","2023","40-49","No function","Project Delivery","Yorkshire and The Humber","55","55","44620","39300"
"In post","2023","40-49","No function","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Psychology","East Midlands (England)","50","45","44170","43800"
"In post","2023","40-49","No function","Psychology","East of England","40","40","49330","52320"
"In post","2023","40-49","No function","Psychology","London","15","15","52060","49320"
"In post","2023","40-49","No function","Psychology","North East (England)","25","25","52140","52700"
"In post","2023","40-49","No function","Psychology","North West (England)","40","40","45160","46410"
"In post","2023","40-49","No function","Psychology","Scotland","20","15","50280","48640"
"In post","2023","40-49","No function","Psychology","South East (England)","50","45","44170","41260"
"In post","2023","40-49","No function","Psychology","South West (England)","20","20","47070","47430"
"In post","2023","40-49","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Psychology","Wales","10","10","[c]","[c]"
"In post","2023","40-49","No function","Psychology","West Midlands (England)","30","30","45040","41260"
"In post","2023","40-49","No function","Psychology","Yorkshire and The Humber","45","45","42640","42910"
"In post","2023","40-49","No function","Science and Engineering","East Midlands (England)","80","80","44360","42430"
"In post","2023","40-49","No function","Science and Engineering","East of England","60","55","38570","36820"
"In post","2023","40-49","No function","Science and Engineering","London","200","195","52350","53920"
"In post","2023","40-49","No function","Science and Engineering","North East (England)","15","10","37570","37300"
"In post","2023","40-49","No function","Science and Engineering","North West (England)","50","45","40330","38010"
"In post","2023","40-49","No function","Science and Engineering","Northern Ireland","5","5","[c]","[c]"
"In post","2023","40-49","No function","Science and Engineering","Overseas","10","10","64280","66590"
"In post","2023","40-49","No function","Science and Engineering","Scotland","55","55","46820","45160"
"In post","2023","40-49","No function","Science and Engineering","South East (England)","240","230","42840","40260"
"In post","2023","40-49","No function","Science and Engineering","South West (England)","570","555","46230","43940"
"In post","2023","40-49","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Science and Engineering","Wales","160","145","50490","60520"
"In post","2023","40-49","No function","Science and Engineering","West Midlands (England)","60","55","42130","39590"
"In post","2023","40-49","No function","Science and Engineering","Yorkshire and The Humber","75","70","38610","39430"
"In post","2023","40-49","No function","Security","London","30","30","62230","66530"
"In post","2023","40-49","No function","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Social Research","London","5","5","[c]","[c]"
"In post","2023","40-49","No function","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Statistics","London","5","5","[c]","[c]"
"In post","2023","40-49","No function","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Tax","East Midlands (England)","250","240","41050","35000"
"In post","2023","40-49","No function","Tax","East of England","20","20","43470","36110"
"In post","2023","40-49","No function","Tax","London","295","285","46690","39790"
"In post","2023","40-49","No function","Tax","North East (England)","365","350","35730","34700"
"In post","2023","40-49","No function","Tax","North West (England)","535","515","38790","35000"
"In post","2023","40-49","No function","Tax","Northern Ireland","160","155","39160","35000"
"In post","2023","40-49","No function","Tax","Scotland","315","300","38060","35000"
"In post","2023","40-49","No function","Tax","South East (England)","55","50","41140","35000"
"In post","2023","40-49","No function","Tax","South West (England)","80","75","43720","42140"
"In post","2023","40-49","No function","Tax","Wales","315","305","37190","34700"
"In post","2023","40-49","No function","Tax","West Midlands (England)","205","195","39050","35000"
"In post","2023","40-49","No function","Tax","Yorkshire and The Humber","230","220","39500","35000"
"In post","2023","40-49","No function","Unknown","East Midlands (England)","55","55","39030","35000"
"In post","2023","40-49","No function","Unknown","East of England","20","15","48590","42180"
"In post","2023","40-49","No function","Unknown","London","650","615","59960","56890"
"In post","2023","40-49","No function","Unknown","North East (England)","80","75","33820","28130"
"In post","2023","40-49","No function","Unknown","North West (England)","140","140","36520","34700"
"In post","2023","40-49","No function","Unknown","Northern Ireland","15","15","36940","35000"
"In post","2023","40-49","No function","Unknown","Overseas","60","60","[c]","[c]"
"In post","2023","40-49","No function","Unknown","Scotland","45","40","33330","28130"
"In post","2023","40-49","No function","Unknown","South East (England)","70","70","53510","53530"
"In post","2023","40-49","No function","Unknown","South West (England)","45","40","51440","41780"
"In post","2023","40-49","No function","Unknown","Unknown","15","15","60790","62850"
"In post","2023","40-49","No function","Unknown","Wales","45","45","39260","34850"
"In post","2023","40-49","No function","Unknown","West Midlands (England)","75","70","36840","34850"
"In post","2023","40-49","No function","Unknown","Yorkshire and The Humber","150","145","46550","50830"
"In post","2023","40-49","No function","Veterinarian","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","40-49","No function","Veterinarian","East of England","10","10","43360","38880"
"In post","2023","40-49","No function","Veterinarian","London","5","5","[c]","[c]"
"In post","2023","40-49","No function","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Veterinarian","North West (England)","5","5","[c]","[c]"
"In post","2023","40-49","No function","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","No function","Veterinarian","Scotland","15","15","43070","38200"
"In post","2023","40-49","No function","Veterinarian","South East (England)","15","15","55540","59880"
"In post","2023","40-49","No function","Veterinarian","South West (England)","40","40","42560","38670"
"In post","2023","40-49","No function","Veterinarian","Wales","15","15","42490","41900"
"In post","2023","40-49","No function","Veterinarian","West Midlands (England)","15","15","41640","38670"
"In post","2023","40-49","No function","Veterinarian","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Communications","South West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Digital, Data and Technology","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Finance","London","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Inspector of Education and Training","Wales","15","15","78870","78500"
"In post","2023","40-49","Project Delivery","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Knowledge and Information Management","South West (England)","10","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Legal","Wales","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Medicine","London","15","15","77510","80000"
"In post","2023","40-49","Project Delivery","Operational Delivery","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Delivery","East of England","15","15","42540","41130"
"In post","2023","40-49","Project Delivery","Operational Delivery","London","50","50","50350","41480"
"In post","2023","40-49","Project Delivery","Operational Delivery","North East (England)","25","25","39500","35000"
"In post","2023","40-49","Project Delivery","Operational Delivery","North West (England)","50","45","36900","31920"
"In post","2023","40-49","Project Delivery","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Delivery","Scotland","25","20","35820","35000"
"In post","2023","40-49","Project Delivery","Operational Delivery","South East (England)","25","25","49470","49260"
"In post","2023","40-49","Project Delivery","Operational Delivery","South West (England)","145","140","43750","41050"
"In post","2023","40-49","Project Delivery","Operational Delivery","Wales","15","15","36640","30720"
"In post","2023","40-49","Project Delivery","Operational Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Delivery","Yorkshire and The Humber","10","10","36970","37740"
"In post","2023","40-49","Project Delivery","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Research","London","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Operational Research","South East (England)","15","15","45050","49260"
"In post","2023","40-49","Project Delivery","Operational Research","South West (England)","15","15","50700","49260"
"In post","2023","40-49","Project Delivery","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","London","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","North West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","South East (England)","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","South West (England)","25","20","44060","49260"
"In post","2023","40-49","Project Delivery","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Policy","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Policy","London","265","255","63920","65230"
"In post","2023","40-49","Project Delivery","Policy","North East (England)","15","15","47300","42330"
"In post","2023","40-49","Project Delivery","Policy","North West (England)","75","75","51760","55780"
"In post","2023","40-49","Project Delivery","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Policy","Overseas","10","10","[c]","[c]"
"In post","2023","40-49","Project Delivery","Policy","Scotland","20","20","48560","51420"
"In post","2023","40-49","Project Delivery","Policy","South East (England)","10","10","60060","57970"
"In post","2023","40-49","Project Delivery","Policy","South West (England)","15","15","55040","57470"
"In post","2023","40-49","Project Delivery","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Policy","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","40-49","Project Delivery","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Project Delivery","East Midlands (England)","115","115","46710","42190"
"In post","2023","40-49","Project Delivery","Project Delivery","East of England","105","100","45950","41200"
"In post","2023","40-49","Project Delivery","Project Delivery","London","830","800","59980","58350"
"In post","2023","40-49","Project Delivery","Project Delivery","North East (England)","350","345","46680","42510"
"In post","2023","40-49","Project Delivery","Project Delivery","North West (England)","505","490","45200","42440"
"In post","2023","40-49","Project Delivery","Project Delivery","Northern Ireland","20","20","51130","42510"
"In post","2023","40-49","Project Delivery","Project Delivery","Overseas","25","25","60700","57790"
"In post","2023","40-49","Project Delivery","Project Delivery","Scotland","180","175","47540","42370"
"In post","2023","40-49","Project Delivery","Project Delivery","South East (England)","330","320","45830","41200"
"In post","2023","40-49","Project Delivery","Project Delivery","South West (England)","1030","995","45860","42250"
"In post","2023","40-49","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Project Delivery","Wales","140","135","45260","42340"
"In post","2023","40-49","Project Delivery","Project Delivery","West Midlands (England)","230","225","45070","42510"
"In post","2023","40-49","Project Delivery","Project Delivery","Yorkshire and The Humber","190","180","43510","38470"
"In post","2023","40-49","Project Delivery","Science and Engineering","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Science and Engineering","East of England","45","45","52170","54270"
"In post","2023","40-49","Project Delivery","Science and Engineering","London","50","50","59900","67160"
"In post","2023","40-49","Project Delivery","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Science and Engineering","North West (England)","15","15","47080","50880"
"In post","2023","40-49","Project Delivery","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Science and Engineering","Scotland","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Science and Engineering","South East (England)","10","10","56770","59890"
"In post","2023","40-49","Project Delivery","Science and Engineering","South West (England)","155","150","51090","49260"
"In post","2023","40-49","Project Delivery","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","East Midlands (England)","10","10","36050","35000"
"In post","2023","40-49","Project Delivery","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","London","20","20","47930","39930"
"In post","2023","40-49","Project Delivery","Tax","North East (England)","20","15","41060","35000"
"In post","2023","40-49","Project Delivery","Tax","North West (England)","30","30","36760","35000"
"In post","2023","40-49","Project Delivery","Tax","Northern Ireland","10","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","Scotland","25","25","33920","35000"
"In post","2023","40-49","Project Delivery","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","South West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","Wales","5","5","[c]","[c]"
"In post","2023","40-49","Project Delivery","Tax","West Midlands (England)","15","10","36850","35000"
"In post","2023","40-49","Project Delivery","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","London","30","30","59480","52370"
"In post","2023","40-49","Project Delivery","Unknown","North East (England)","10","10","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","North West (England)","15","15","42810","42140"
"In post","2023","40-49","Project Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","40-49","Property","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","West Midlands (England)","10","10","46840","45630"
"In post","2023","40-49","Property","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Operational Delivery","East Midlands (England)","10","10","39010","32970"
"In post","2023","40-49","Property","Operational Delivery","East of England","10","10","[c]","[c]"
"In post","2023","40-49","Property","Operational Delivery","London","35","35","46190","46430"
"In post","2023","40-49","Property","Operational Delivery","North East (England)","70","65","27240","22520"
"In post","2023","40-49","Property","Operational Delivery","North West (England)","25","25","43330","41500"
"In post","2023","40-49","Property","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Operational Delivery","South East (England)","10","10","40350","41500"
"In post","2023","40-49","Property","Operational Delivery","South West (England)","90","85","28870","22520"
"In post","2023","40-49","Property","Operational Delivery","Wales","30","30","39200","33710"
"In post","2023","40-49","Property","Operational Delivery","West Midlands (England)","15","15","36770","34440"
"In post","2023","40-49","Property","Operational Delivery","Yorkshire and The Humber","30","25","37140","33350"
"In post","2023","40-49","Property","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","Scotland","40","40","36620","32880"
"In post","2023","40-49","Property","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
