"Status","Year","Age","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Internal Audit","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Central Hampshire","5","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Leeds","5","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Milton Keynes","5","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","South Lanarkshire","15","15","44030","41660"
"In post","2023","30-39","Internal Audit","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Tyneside","10","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Westminster","30","30","50990","45540"
"In post","2023","30-39","Internal Audit","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","York","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Aberdeen City and Aberdeenshire","15","15","58590","52360"
"In post","2023","30-39","Legal","Angus and Dundee City","10","10","56080","52360"
"In post","2023","30-39","Legal","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","15","10","52010","51440"
"In post","2023","30-39","Legal","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Belfast","10","10","38950","35000"
"In post","2023","30-39","Legal","Berkshire","30","30","43070","40800"
"In post","2023","30-39","Legal","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Birmingham","100","95","38270","34700"
"In post","2023","30-39","Legal","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Brighton and Hove","20","20","39480","35680"
"In post","2023","30-39","Legal","Bristol, City of","75","70","49400","52020"
"In post","2023","30-39","Legal","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Cardiff and Vale of Glamorgan","55","50","42850","42510"
"In post","2023","30-39","Legal","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","City of Edinburgh","80","75","61160","58850"
"In post","2023","30-39","Legal","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Coventry","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Croydon","30","30","51440","52020"
"In post","2023","30-39","Legal","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Devon CC","20","20","37040","34180"
"In post","2023","30-39","Legal","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Durham","5","5","[c]","[c]"
"In post","2023","30-39","Legal","East Ayrshire and North Ayrshire mainland","10","10","[c]","[c]"
"In post","2023","30-39","Legal","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","East Kent","20","20","43050","48080"
"In post","2023","30-39","Legal","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Flintshire and Wrexham","20","20","37880","43910"
"In post","2023","30-39","Legal","Glasgow City","95","90","55980","56510"
"In post","2023","30-39","Legal","Gloucestershire CC","10","10","[c]","[c]"
"In post","2023","30-39","Legal","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Greater Manchester South West","100","95","48580","52600"
"In post","2023","30-39","Legal","Hackney and Newham","155","150","54950","61530"
"In post","2023","30-39","Legal","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Heart of Essex","35","35","45460","54100"
"In post","2023","30-39","Legal","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Hertfordshire CC","40","35","39680","36780"
"In post","2023","30-39","Legal","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Inverclyde, East Renfrewshire, and Renfrewshire","10","10","57770","52360"
"In post","2023","30-39","Legal","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Kingston upon Hull, City of","15","15","46670","49050"
"In post","2023","30-39","Legal","Lambeth","15","15","57090","63040"
"In post","2023","30-39","Legal","Leeds","185","175","44590","49050"
"In post","2023","30-39","Legal","Leicester","35","30","38510","38760"
"In post","2023","30-39","Legal","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Liverpool","85","85","39310","38760"
"In post","2023","30-39","Legal","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Manchester","60","60","41700","49050"
"In post","2023","30-39","Legal","Medway","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Mid Lancashire","40","40","42790","49050"
"In post","2023","30-39","Legal","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Monmouthshire and Newport","10","10","48840","42790"
"In post","2023","30-39","Legal","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","North Lanarkshire","15","15","58390","58850"
"In post","2023","30-39","Legal","Norwich and East Norfolk","20","15","29930","26900"
"In post","2023","30-39","Legal","Nottingham","80","75","40410","38610"
"In post","2023","30-39","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Perth and Kinross, and Stirling","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Plymouth","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Portsmouth","30","30","41670","40540"
"In post","2023","30-39","Legal","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Sheffield","35","30","36710","32930"
"In post","2023","30-39","Legal","South Hampshire","30","30","40310","34450"
"In post","2023","30-39","Legal","South Lanarkshire","20","20","57880","52360"
"In post","2023","30-39","Legal","South Teesside","20","20","41070","38850"
"In post","2023","30-39","Legal","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Stoke-on-Trent","10","10","42410","38760"
"In post","2023","30-39","Legal","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Sunderland","15","15","36640","35000"
"In post","2023","30-39","Legal","Swansea","30","30","43460","49050"
"In post","2023","30-39","Legal","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Tower Hamlets","110","105","64830","61800"
"In post","2023","30-39","Legal","Tyneside","60","55","38090","34700"
"In post","2023","30-39","Legal","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","West Lothian","5","5","[c]","[c]"
"In post","2023","30-39","Legal","West Northamptonshire","5","5","[c]","[c]"
"In post","2023","30-39","Legal","West Surrey","10","10","49950","54100"
"In post","2023","30-39","Legal","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Westminster","1090","1045","52150","52790"
"In post","2023","30-39","Legal","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Wirral","10","10","[c]","[c]"
"In post","2023","30-39","Legal","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","York","10","10","36870","33300"
"In post","2023","30-39","No function","Aberdeen City and Aberdeenshire","200","185","33790","28990"
"In post","2023","30-39","No function","Angus and Dundee City","200","190","26840","25060"
"In post","2023","30-39","No function","Antrim and Newtownabbey","20","20","34790","32420"
"In post","2023","30-39","No function","Ards and North Down","15","15","30270","27310"
"In post","2023","30-39","No function","Armagh City, Banbridge and Craigavon","5","5","[c]","[c]"
"In post","2023","30-39","No function","Barking & Dagenham and Havering","95","85","33820","32520"
"In post","2023","30-39","No function","Barnet","275","265","39760","35410"
"In post","2023","30-39","No function","Barnsley, Doncaster and Rotherham","545","515","30830","29890"
"In post","2023","30-39","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","1520","1440","37100","34760"
"In post","2023","30-39","No function","Bedford","170","160","31110","30880"
"In post","2023","30-39","No function","Belfast","700","665","30080","27890"
"In post","2023","30-39","No function","Berkshire","245","230","34380","31280"
"In post","2023","30-39","No function","Bexley and Greenwich","345","335","34770","35030"
"In post","2023","30-39","No function","Birmingham","2410","2290","31270","28120"
"In post","2023","30-39","No function","Blackburn with Darwen","70","70","30220","28120"
"In post","2023","30-39","No function","Blackpool","645","605","26560","28120"
"In post","2023","30-39","No function","Bournemouth, Christchurch and Poole","85","80","29190","27800"
"In post","2023","30-39","No function","Bradford","370","340","27440","27890"
"In post","2023","30-39","No function","Breckland and South Norfolk","130","120","31970","30440"
"In post","2023","30-39","No function","Brent","85","85","32160","32520"
"In post","2023","30-39","No function","Bridgend and Neath Port Talbot","135","125","27080","25830"
"In post","2023","30-39","No function","Brighton and Hove","80","75","32670","28120"
"In post","2023","30-39","No function","Bristol, City of","1085","1025","36680","34700"
"In post","2023","30-39","No function","Bromley","60","55","31770","32520"
"In post","2023","30-39","No function","Buckinghamshire","265","250","33670","32380"
"In post","2023","30-39","No function","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Calderdale and Kirklees","170","150","28170","28120"
"In post","2023","30-39","No function","Cambridgeshire CC","520","500","33030","32060"
"In post","2023","30-39","No function","Camden and City of London","235","230","35940","30000"
"In post","2023","30-39","No function","Cardiff and Vale of Glamorgan","1755","1685","32380","28880"
"In post","2023","30-39","No function","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Central Bedfordshire","30","30","33910","28120"
"In post","2023","30-39","No function","Central Hampshire","240","230","34240","32410"
"In post","2023","30-39","No function","Central Valleys","485","455","28490","28120"
"In post","2023","30-39","No function","Cheshire East","190","175","31650","29050"
"In post","2023","30-39","No function","Cheshire West and Chester","85","80","28740","26840"
"In post","2023","30-39","No function","Chorley and West Lancashire","370","355","32110","30940"
"In post","2023","30-39","No function","City of Edinburgh","1075","1050","34020","31970"
"In post","2023","30-39","No function","Clackmannanshire and Fife","160","155","31830","28700"
"In post","2023","30-39","No function","Conwy and Denbighshire","50","50","29540","28120"
"In post","2023","30-39","No function","Cornwall and Isles of Scilly","230","210","27650","25300"
"In post","2023","30-39","No function","Coventry","285","270","34500","31200"
"In post","2023","30-39","No function","Croydon","1440","1390","38690","36000"
"In post","2023","30-39","No function","Darlington","255","245","39030","37590"
"In post","2023","30-39","No function","Derby","185","165","27060","26840"
"In post","2023","30-39","No function","Devon CC","595","550","30270","28880"
"In post","2023","30-39","No function","Dorset","320","305","30480","28880"
"In post","2023","30-39","No function","Dudley","125","105","26570","28120"
"In post","2023","30-39","No function","Dumfries and Galloway","65","60","31540","31290"
"In post","2023","30-39","No function","Durham","1075","1005","28820","28120"
"In post","2023","30-39","No function","Ealing","70","70","34310","32520"
"In post","2023","30-39","No function","East Ayrshire and North Ayrshire mainland","70","70","28290","28120"
"In post","2023","30-39","No function","East Cumbria","95","95","28140","25920"
"In post","2023","30-39","No function","East Derbyshire","45","40","30210","28120"
"In post","2023","30-39","No function","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","215","210","33280","31290"
"In post","2023","30-39","No function","East Kent","750","720","28220","25880"
"In post","2023","30-39","No function","East Lancashire","90","80","28720","28120"
"In post","2023","30-39","No function","East Lothian and Midlothian","10","10","26990","28120"
"In post","2023","30-39","No function","East Merseyside","145","135","30900","28120"
"In post","2023","30-39","No function","East Riding of Yorkshire","300","285","31030","30410"
"In post","2023","30-39","No function","East Surrey","240","230","35840","35810"
"In post","2023","30-39","No function","East Sussex CC","290","265","28260","28120"
"In post","2023","30-39","No function","Enfield","45","40","33360","32520"
"In post","2023","30-39","No function","Essex Haven Gateway","115","110","31180","27650"
"In post","2023","30-39","No function","Essex Thames Gateway","135","130","28750","25830"
"In post","2023","30-39","No function","Falkirk","320","290","28510","28120"
"In post","2023","30-39","No function","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Flintshire and Wrexham","415","400","29230","28880"
"In post","2023","30-39","No function","Glasgow City","1790","1710","31100","28120"
"In post","2023","30-39","No function","Gloucestershire CC","210","200","31120","28080"
"In post","2023","30-39","No function","Greater Manchester North East","210","200","29250","28120"
"In post","2023","30-39","No function","Greater Manchester North West","345","330","27420","28120"
"In post","2023","30-39","No function","Greater Manchester South East","155","145","27450","28120"
"In post","2023","30-39","No function","Greater Manchester South West","1745","1680","32990","29730"
"In post","2023","30-39","No function","Gwent Valleys","85","80","27720","28120"
"In post","2023","30-39","No function","Gwynedd","160","150","26600","26380"
"In post","2023","30-39","No function","Hackney and Newham","550","520","39600","33140"
"In post","2023","30-39","No function","Haringey and Islington","315","300","34390","33800"
"In post","2023","30-39","No function","Harrow and Hillingdon","570","550","32590","30020"
"In post","2023","30-39","No function","Hartlepool and Stockton-on-Tees","270","260","29380","28880"
"In post","2023","30-39","No function","Heart of Essex","220","210","31930","31280"
"In post","2023","30-39","No function","Herefordshire, County of","40","35","30580","28120"
"In post","2023","30-39","No function","Hertfordshire CC","320","305","35040","32420"
"In post","2023","30-39","No function","Hounslow and Richmond upon Thames","590","575","34520","34110"
"In post","2023","30-39","No function","Inverclyde, East Renfrewshire, and Renfrewshire","155","150","30830","28120"
"In post","2023","30-39","No function","Inverness and Nairn, Moray, and Badenoch and Strathspey","100","100","29200","28120"
"In post","2023","30-39","No function","Isle of Anglesey","40","40","27390","25880"
"In post","2023","30-39","No function","Isle of Wight","175","170","29640","30440"
"In post","2023","30-39","No function","Kensington & Chelsea and Hammersmith & Fulham","210","200","35580","33800"
"In post","2023","30-39","No function","Kent Thames Gateway","380","365","32400","32410"
"In post","2023","30-39","No function","Kingston upon Hull, City of","370","345","28730","28120"
"In post","2023","30-39","No function","Lambeth","505","490","41450","40100"
"In post","2023","30-39","No function","Lancaster and Wyre","195","190","28710","27470"
"In post","2023","30-39","No function","Leeds","2110","2020","33820","31570"
"In post","2023","30-39","No function","Leicester","410","375","27580","28080"
"In post","2023","30-39","No function","Leicestershire CC and Rutland","420","395","31010","30440"
"In post","2023","30-39","No function","Lewisham and Southwark","220","210","34730","32520"
"In post","2023","30-39","No function","Lincolnshire CC","445","430","31530","30400"
"In post","2023","30-39","No function","Lisburn and Castlereagh","75","70","28100","25930"
"In post","2023","30-39","No function","Liverpool","2875","2720","29230","25980"
"In post","2023","30-39","No function","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","10","10","[c]","[c]"
"In post","2023","30-39","No function","Luton","95","90","27810","27150"
"In post","2023","30-39","No function","Manchester","1095","1055","32500","29890"
"In post","2023","30-39","No function","Medway","285","275","32910","32000"
"In post","2023","30-39","No function","Merton, Kingston upon Thames and Sutton","90","90","35800","32520"
"In post","2023","30-39","No function","Mid Kent","170","160","32280","31280"
"In post","2023","30-39","No function","Mid Lancashire","765","705","27070","24570"
"In post","2023","30-39","No function","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Mid and East Antrim","10","10","[c]","[c]"
"In post","2023","30-39","No function","Milton Keynes","245","235","31470","32380"
"In post","2023","30-39","No function","Monmouthshire and Newport","805","755","32810","30960"
"In post","2023","30-39","No function","Na h-Eileanan Siar","5","5","[c]","[c]"
"In post","2023","30-39","No function","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","North Hampshire","120","110","34980","29050"
"In post","2023","30-39","No function","North Lanarkshire","220","210","29060","28120"
"In post","2023","30-39","No function","North Northamptonshire","55","55","30230","28120"
"In post","2023","30-39","No function","North Nottinghamshire","250","240","31340","29890"
"In post","2023","30-39","No function","North Yorkshire CC","195","185","33010","28950"
"In post","2023","30-39","No function","North and North East Lincolnshire","140","130","26740","25930"
"In post","2023","30-39","No function","North and West Norfolk","110","105","29000","28880"
"In post","2023","30-39","No function","Northumberland","55","55","30080","28120"
"In post","2023","30-39","No function","Norwich and East Norfolk","300","275","29200","28120"
"In post","2023","30-39","No function","Nottingham","1340","1275","31690","28480"
"In post","2023","30-39","No function","Overseas","805","805","49930","53050"
"In post","2023","30-39","No function","Oxfordshire CC","380","355","33120","32380"
"In post","2023","30-39","No function","Perth and Kinross, and Stirling","210","205","31590","31290"
"In post","2023","30-39","No function","Peterborough","285","255","27960","25830"
"In post","2023","30-39","No function","Plymouth","260","230","31240","28120"
"In post","2023","30-39","No function","Portsmouth","340","320","30810","28120"
"In post","2023","30-39","No function","Powys","45","40","27780","27140"
"In post","2023","30-39","No function","Redbridge and Waltham Forest","170","160","33820","32520"
"In post","2023","30-39","No function","Sandwell","90","85","27930","28120"
"In post","2023","30-39","No function","Scottish Borders","20","20","28250","28120"
"In post","2023","30-39","No function","Sefton","820","775","28680","26180"
"In post","2023","30-39","No function","Sheffield","1385","1280","31290","26180"
"In post","2023","30-39","No function","Shetland Islands","5","5","[c]","[c]"
"In post","2023","30-39","No function","Shropshire","160","150","32150","30440"
"In post","2023","30-39","No function","Solihull","325","310","29590","26750"
"In post","2023","30-39","No function","Somerset CC","290","275","34120","34370"
"In post","2023","30-39","No function","South Ayrshire","15","15","28710","28120"
"In post","2023","30-39","No function","South Hampshire","365","315","29220","27020"
"In post","2023","30-39","No function","South Lanarkshire","465","435","30100","27890"
"In post","2023","30-39","No function","South Nottinghamshire","185","175","34940","32670"
"In post","2023","30-39","No function","South Teesside","230","220","26830","28120"
"In post","2023","30-39","No function","South West Wales","175","165","27080","26180"
"In post","2023","30-39","No function","South and West Derbyshire","155","145","32240","30940"
"In post","2023","30-39","No function","Southampton","195","180","32730","28120"
"In post","2023","30-39","No function","Southend-on-Sea","45","40","28860","26840"
"In post","2023","30-39","No function","Staffordshire CC","785","760","31740","30940"
"In post","2023","30-39","No function","Stoke-on-Trent","225","210","26290","25750"
"In post","2023","30-39","No function","Suffolk CC","500","460","30750","28480"
"In post","2023","30-39","No function","Sunderland","570","515","27500","27650"
"In post","2023","30-39","No function","Swansea","1655","1480","25250","22500"
"In post","2023","30-39","No function","Swindon","65","60","28250","28120"
"In post","2023","30-39","No function","Telford and Wrekin","150","135","27540","28080"
"In post","2023","30-39","No function","Thurrock","70","65","28180","25980"
"In post","2023","30-39","No function","Torbay","55","45","29240","28120"
"In post","2023","30-39","No function","Tower Hamlets","335","320","44170","39150"
"In post","2023","30-39","No function","Tyneside","2425","2270","29720","28120"
"In post","2023","30-39","No function","Unknown","140","135","31370","28120"
"In post","2023","30-39","No function","Wakefield","350","335","31200","30410"
"In post","2023","30-39","No function","Walsall","60","55","27980","28120"
"In post","2023","30-39","No function","Wandsworth","180","180","35550","34980"
"In post","2023","30-39","No function","Warrington","570","550","34990","34670"
"In post","2023","30-39","No function","Warwickshire CC","180","170","30030","28120"
"In post","2023","30-39","No function","West Cumbria","85","75","29980","28480"
"In post","2023","30-39","No function","West Essex","90","85","31170","30940"
"In post","2023","30-39","No function","West Kent","20","20","33560","31280"
"In post","2023","30-39","No function","West Lothian","30","30","28740","28120"
"In post","2023","30-39","No function","West Northamptonshire","210","190","29820","28480"
"In post","2023","30-39","No function","West Surrey","365","345","34140","33050"
"In post","2023","30-39","No function","West Sussex (North East)","225","215","30690","27270"
"In post","2023","30-39","No function","West Sussex (South West)","90","80","31950","28120"
"In post","2023","30-39","No function","Westminster","9190","8995","52500","54710"
"In post","2023","30-39","No function","Wiltshire","500","465","34480","32110"
"In post","2023","30-39","No function","Wirral","300","280","26850","24930"
"In post","2023","30-39","No function","Wolverhampton","200","180","28070","27460"
"In post","2023","30-39","No function","Worcestershire CC","385","370","30390","29890"
"In post","2023","30-39","No function","York","290","280","35870","33520"
"In post","2023","30-39","Project Delivery","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","860","830","41640","40980"
"In post","2023","30-39","Project Delivery","Belfast","30","30","43880","40210"
"In post","2023","30-39","Project Delivery","Berkshire","10","10","58210","58440"
"In post","2023","30-39","Project Delivery","Birmingham","130","130","43680","42140"
"In post","2023","30-39","Project Delivery","Blackpool","10","10","38740","36320"
"In post","2023","30-39","Project Delivery","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Bradford","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Bristol, City of","55","55","45260","41780"
"In post","2023","30-39","Project Delivery","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Buckinghamshire","30","25","39770","36300"
"In post","2023","30-39","Project Delivery","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Cambridgeshire CC","25","25","39030","34300"
"In post","2023","30-39","Project Delivery","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Cardiff and Vale of Glamorgan","90","90","40490","41390"
"In post","2023","30-39","Project Delivery","Central Bedfordshire","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Central Hampshire","160","160","40520","41000"
"In post","2023","30-39","Project Delivery","Central Valleys","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","Cheshire East","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","City of Edinburgh","60","60","44320","35070"
"In post","2023","30-39","Project Delivery","Clackmannanshire and Fife","10","10","45090","45190"
"In post","2023","30-39","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Coventry","45","40","42490","38070"
"In post","2023","30-39","Project Delivery","Croydon","65","65","51960","45960"
"In post","2023","30-39","Project Delivery","Darlington","30","30","37660","37590"
"In post","2023","30-39","Project Delivery","Derby","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Devon CC","105","100","38880","37420"
"In post","2023","30-39","Project Delivery","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Durham","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","East Cumbria","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","20","20","38250","33750"
"In post","2023","30-39","Project Delivery","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Glasgow City","70","70","41440","40180"
"In post","2023","30-39","Project Delivery","Gloucestershire CC","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Greater Manchester South West","100","95","44610","42140"
