"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","30","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","45","45","52520","49810"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","50","50","51730","49560"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","260","255","35120","37300"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","35","35","35520","37300"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","60","55","35510","37300"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","G6/G7","Heterosexual / straight","55","55","63210","59910"
"In post","2023","Digital, Data & Technology","Department for International Trade","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","SEO/HEO","Heterosexual / straight","60","60","39170","38230"
"In post","2023","Digital, Data & Technology","Department for International Trade","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","70","70","59800","58150"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","60","60","39120","39890"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","EO","Heterosexual / straight","140","135","27620","27190"
"In post","2023","Digital, Data & Technology","Department for Transport","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","EO","Undeclared","30","30","27760","27400"
"In post","2023","Digital, Data & Technology","Department for Transport","EO","Unknown","40","35","27570","26960"
"In post","2023","Digital, Data & Technology","Department for Transport","G6/G7","Heterosexual / straight","165","160","62390","60650"
"In post","2023","Digital, Data & Technology","Department for Transport","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","G6/G7","Undeclared","35","35","64420","60650"
"In post","2023","Digital, Data & Technology","Department for Transport","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","SEO/HEO","Heterosexual / straight","465","455","39990","39820"
"In post","2023","Digital, Data & Technology","Department for Transport","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","SEO/HEO","Undeclared","115","115","41260","41130"
"In post","2023","Digital, Data & Technology","Department for Transport","SEO/HEO","Unknown","95","90","38830","36170"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Heterosexual / straight","70","70","21890","21690"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","EO","Heterosexual / straight","600","545","28450","28120"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","EO","LGBO","40","40","28460","28120"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","EO","Undeclared","80","75","28580","28120"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","EO","Unknown","175","160","28400","28120"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","G6/G7","Heterosexual / straight","1030","1005","59380","57120"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","G6/G7","LGBO","50","50","58080","56450"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","G6/G7","Undeclared","120","120","60810","59740"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","G6/G7","Unknown","235","230","59980","58440"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","SCS level","Heterosexual / straight","40","40","96620","90400"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","1320","1275","37720","38470"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","LGBO","75","75","37440","38470"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Undeclared","155","150","38380","38470"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Unknown","340","330","38060","38470"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","G6/G7","Heterosexual / straight","110","110","57440","54690"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","G6/G7","Unknown","65","65","58600","55200"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","100","100","38370","38160"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Unknown","60","60","37770","38970"
"In post","2023","Digital, Data & Technology","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","45","45","32070","31340"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","70","70","62840","59520"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","Unknown","45","45","56290","56780"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","Heterosexual / straight","140","140","43350","42660"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","85","85","40670","40450"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","EO","Heterosexual / straight","75","70","30950","32690"
"In post","2023","Digital, Data & Technology","HM Land Registry","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","EO","Unknown","75","75","30790","32180"
"In post","2023","Digital, Data & Technology","HM Land Registry","G6/G7","Heterosexual / straight","40","40","60860","57880"
"In post","2023","Digital, Data & Technology","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","SEO/HEO","Heterosexual / straight","250","235","42370","39520"
"In post","2023","Digital, Data & Technology","HM Land Registry","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","SEO/HEO","Undeclared","45","40","42150","39520"
"In post","2023","Digital, Data & Technology","HM Land Registry","SEO/HEO","Unknown","110","105","41850","39520"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","EO","Heterosexual / straight","295","285","28730","28130"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","EO","Undeclared","40","35","28770","28130"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","EO","Unknown","180","170","28560","28130"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","G6/G7","Heterosexual / straight","630","625","61140","57970"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","G6/G7","LGBO","30","30","60520","57970"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","G6/G7","Undeclared","75","70","61040","58300"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","G6/G7","Unknown","200","195","60850","57970"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SCS level","Heterosexual / straight","45","40","95150","82620"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","1500","1455","39520","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","LGBO","110","110","38240","35330"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","Undeclared","180","170","39470","40350"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","Unknown","615","600","38770","36990"
"In post","2023","Digital, Data & Technology","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","EO","Heterosexual / straight","90","85","28480","29750"
"In post","2023","Digital, Data & Technology","Home Office","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","EO","Unknown","95","95","28360","29750"
"In post","2023","Digital, Data & Technology","Home Office","G6/G7","Heterosexual / straight","345","340","64360","63240"
"In post","2023","Digital, Data & Technology","Home Office","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","G6/G7","Undeclared","50","50","65790","64010"
"In post","2023","Digital, Data & Technology","Home Office","G6/G7","Unknown","155","155","62970","60930"
"In post","2023","Digital, Data & Technology","Home Office","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","SEO/HEO","Heterosexual / straight","495","485","40390","40890"
"In post","2023","Digital, Data & Technology","Home Office","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","SEO/HEO","Undeclared","65","60","41900","43210"
"In post","2023","Digital, Data & Technology","Home Office","SEO/HEO","Unknown","275","275","38420","37540"
"In post","2023","Digital, Data & Technology","Ministry of Defence","AA/AO","Heterosexual / straight","315","305","23090","22220"
"In post","2023","Digital, Data & Technology","Ministry of Defence","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","AA/AO","Undeclared","50","45","22910","22220"
"In post","2023","Digital, Data & Technology","Ministry of Defence","AA/AO","Unknown","55","55","23010","22220"
"In post","2023","Digital, Data & Technology","Ministry of Defence","EO","Heterosexual / straight","550","540","28520","27470"
"In post","2023","Digital, Data & Technology","Ministry of Defence","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","EO","Undeclared","105","100","29050","27740"
"In post","2023","Digital, Data & Technology","Ministry of Defence","EO","Unknown","90","85","28230","27140"
"In post","2023","Digital, Data & Technology","Ministry of Defence","G6/G7","Heterosexual / straight","280","280","58520","56180"
"In post","2023","Digital, Data & Technology","Ministry of Defence","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","G6/G7","Undeclared","50","45","60410","59030"
"In post","2023","Digital, Data & Technology","Ministry of Defence","G6/G7","Unknown","40","40","57440","56160"
"In post","2023","Digital, Data & Technology","Ministry of Defence","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","SEO/HEO","Heterosexual / straight","1215","1190","37980","36920"
"In post","2023","Digital, Data & Technology","Ministry of Defence","SEO/HEO","LGBO","50","50","37520","34770"
"In post","2023","Digital, Data & Technology","Ministry of Defence","SEO/HEO","Undeclared","220","210","38460","37640"
"In post","2023","Digital, Data & Technology","Ministry of Defence","SEO/HEO","Unknown","180","175","38480","37850"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Unknown","Heterosexual / straight","60","55","38720","36450"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","EO","Heterosexual / straight","65","65","27180","25830"
"In post","2023","Digital, Data & Technology","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","G6/G7","Heterosexual / straight","420","415","59660","58550"
"In post","2023","Digital, Data & Technology","Ministry of Justice","G6/G7","LGBO","40","40","62270","60810"
"In post","2023","Digital, Data & Technology","Ministry of Justice","G6/G7","Undeclared","55","55","60200","59100"
"In post","2023","Digital, Data & Technology","Ministry of Justice","G6/G7","Unknown","120","120","58370","55720"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SEO/HEO","Heterosexual / straight","440","435","38260","37680"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SEO/HEO","LGBO","35","35","37710","37680"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SEO/HEO","Undeclared","50","50","37870","37680"
"In post","2023","Digital, Data & Technology","Ministry of Justice","SEO/HEO","Unknown","135","135","38170","37680"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
