"Status","Year","Disability","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Outside London","Female","80","70","31860","28480"
"In post","2023","Declared disabled","Bedford","Outside London","Male","30","30","33900","30120"
"In post","2023","Declared disabled","Bedford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Outside London","Female","175","155","33410","29730"
"In post","2023","Declared disabled","Belfast","Outside London","Male","115","110","32040","28130"
"In post","2023","Declared disabled","Belfast","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Outside London","Female","205","185","33880","31280"
"In post","2023","Declared disabled","Berkshire","Outside London","Male","155","150","35670","32050"
"In post","2023","Declared disabled","Berkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","London","Female","130","120","32680","32520"
"In post","2023","Declared disabled","Bexley and Greenwich","London","Male","70","70","34370","32520"
"In post","2023","Declared disabled","Bexley and Greenwich","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","Outside London","Female","1050","935","31280","28120"
"In post","2023","Declared disabled","Birmingham","Outside London","Male","605","575","32930","28120"
"In post","2023","Declared disabled","Birmingham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","Female","40","35","30360","28120"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Outside London","Female","655","570","29470","28120"
"In post","2023","Declared disabled","Blackpool","Outside London","Male","300","285","30420","28120"
"In post","2023","Declared disabled","Blackpool","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","Female","95","80","27470","28120"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","Male","50","45","27510","28120"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Outside London","Female","240","200","27090","25830"
"In post","2023","Declared disabled","Bradford","Outside London","Male","130","120","27760","23640"
"In post","2023","Declared disabled","Bradford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","Female","40","35","29190","28120"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","Male","40","35","32040","32040"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","Female","50","45","33460","32520"
"In post","2023","Declared disabled","Brent","London","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Female","85","70","27650","28120"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Male","35","35","30260","28120"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","Female","85","75","30850","28120"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","Male","40","35","30170","28120"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Outside London","Female","510","460","34220","30320"
"In post","2023","Declared disabled","Bristol, City of","Outside London","Male","345","330","36110","31350"
"In post","2023","Declared disabled","Bristol, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","London","Female","95","90","32590","32520"
"In post","2023","Declared disabled","Bromley","London","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","Female","135","130","32910","29470"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","Male","80","80","35490","33910"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","Female","155","135","29920","28120"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","Male","70","65","29070","28120"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","Female","210","195","31720","28480"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","Male","190","185","36210","33830"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","Female","105","95","35390","29660"
"In post","2023","Declared disabled","Camden and City of London","London","Male","80","75","32750","29660"
"In post","2023","Declared disabled","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Female","685","615","34480","29730"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Male","490","470","35170","30610"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","Outside London","Female","265","250","37100","34300"
"In post","2023","Declared disabled","Central Hampshire","Outside London","Male","325","315","40940","39890"
"In post","2023","Declared disabled","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","Outside London","Female","290","265","28540","28120"
"In post","2023","Declared disabled","Central Valleys","Outside London","Male","170","160","30080","28120"
"In post","2023","Declared disabled","Central Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","Female","130","115","31060","28120"
"In post","2023","Declared disabled","Cheshire East","Outside London","Male","60","55","31300","28120"
"In post","2023","Declared disabled","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire West and Chester","Outside London","Female","60","50","29020","28120"
"In post","2023","Declared disabled","Cheshire West and Chester","Outside London","Male","35","30","27590","28120"
"In post","2023","Declared disabled","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chorley and West Lancashire","Outside London","Female","80","75","30590","28480"
"In post","2023","Declared disabled","Chorley and West Lancashire","Outside London","Male","70","65","33350","32420"
"In post","2023","Declared disabled","Chorley and West Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","City of Edinburgh","Outside London","Female","705","655","40560","35000"
"In post","2023","Declared disabled","City of Edinburgh","Outside London","Male","580","560","39020","34730"
"In post","2023","Declared disabled","City of Edinburgh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Outside London","Female","85","75","31540","28120"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Outside London","Male","60","55","36100","37060"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Conwy and Denbighshire","Outside London","Female","65","65","30590","28120"
"In post","2023","Declared disabled","Conwy and Denbighshire","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Outside London","Female","170","145","27890","28120"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Outside London","Male","90","85","27840","27590"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Coventry","Outside London","Female","195","175","34220","30710"
"In post","2023","Declared disabled","Coventry","Outside London","Male","105","100","36620","31670"
"In post","2023","Declared disabled","Coventry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Croydon","London","Female","645","600","38630","34370"
"In post","2023","Declared disabled","Croydon","London","Male","420","400","42970","39450"
"In post","2023","Declared disabled","Croydon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Darlington","Outside London","Female","140","130","36140","31170"
"In post","2023","Declared disabled","Darlington","Outside London","Male","65","65","39330","37590"
"In post","2023","Declared disabled","Darlington","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derby","Outside London","Female","130","110","26740","24570"
"In post","2023","Declared disabled","Derby","Outside London","Male","70","65","27170","27450"
"In post","2023","Declared disabled","Derby","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon CC","Outside London","Female","430","375","30650","28120"
"In post","2023","Declared disabled","Devon CC","Outside London","Male","355","340","32730","30320"
"In post","2023","Declared disabled","Devon CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset","Outside London","Female","155","140","30700","28120"
"In post","2023","Declared disabled","Dorset","Outside London","Male","140","135","32730","32920"
"In post","2023","Declared disabled","Dorset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dudley","Outside London","Female","155","135","26480","28120"
"In post","2023","Declared disabled","Dudley","Outside London","Male","70","65","27100","25170"
"In post","2023","Declared disabled","Dudley","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","Outside London","Male","15","10","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Durham","Outside London","Female","410","360","28500","28080"
"In post","2023","Declared disabled","Durham","Outside London","Male","260","235","30040","28120"
"In post","2023","Declared disabled","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ealing","London","Female","50","45","34760","32520"
"In post","2023","Declared disabled","Ealing","London","Male","35","35","33820","32520"
"In post","2023","Declared disabled","Ealing","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Female","70","60","26890","28120"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Male","45","45","29450","28120"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Cumbria","Outside London","Female","95","85","31390","26850"
"In post","2023","Declared disabled","East Cumbria","Outside London","Male","60","60","28010","24530"
"In post","2023","Declared disabled","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Derbyshire","Outside London","Female","65","55","27190","28120"
"In post","2023","Declared disabled","East Derbyshire","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Derbyshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Female","60","55","29190","28120"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Male","90","85","34310","37060"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Kent","Outside London","Female","300","265","30070","27650"
"In post","2023","Declared disabled","East Kent","Outside London","Male","230","220","31220","27650"
"In post","2023","Declared disabled","East Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Lancashire","Outside London","Female","65","60","28800","28120"
"In post","2023","Declared disabled","East Lancashire","Outside London","Male","30","30","29040","28120"
"In post","2023","Declared disabled","East Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","Outside London","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Merseyside","Outside London","Female","160","140","28670","28120"
"In post","2023","Declared disabled","East Merseyside","Outside London","Male","50","50","28120","28120"
"In post","2023","Declared disabled","East Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Riding of Yorkshire","Outside London","Female","95","90","29650","28120"
"In post","2023","Declared disabled","East Riding of Yorkshire","Outside London","Male","115","110","32180","29890"
"In post","2023","Declared disabled","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Surrey","Outside London","Female","65","60","34130","31310"
"In post","2023","Declared disabled","East Surrey","Outside London","Male","60","55","34120","33520"
"In post","2023","Declared disabled","East Surrey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Sussex CC","Outside London","Female","220","185","26650","28120"
"In post","2023","Declared disabled","East Sussex CC","Outside London","Male","120","110","27560","28120"
"In post","2023","Declared disabled","East Sussex CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Enfield","London","Female","45","40","33910","32520"
"In post","2023","Declared disabled","Enfield","London","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Enfield","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex Haven Gateway","Outside London","Female","70","60","30670","31280"
"In post","2023","Declared disabled","Essex Haven Gateway","Outside London","Male","55","50","32770","31280"
"In post","2023","Declared disabled","Essex Haven Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex Thames Gateway","Outside London","Female","145","125","29550","31280"
"In post","2023","Declared disabled","Essex Thames Gateway","Outside London","Male","35","35","28910","30460"
"In post","2023","Declared disabled","Essex Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Falkirk","Outside London","Female","150","125","28680","28120"
"In post","2023","Declared disabled","Falkirk","Outside London","Male","70","65","28970","28120"
"In post","2023","Declared disabled","Falkirk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Fermanagh and Omagh","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Fermanagh and Omagh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Fermanagh and Omagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Flintshire and Wrexham","Outside London","Female","190","175","29230","28120"
"In post","2023","Declared disabled","Flintshire and Wrexham","Outside London","Male","90","90","29820","28710"
"In post","2023","Declared disabled","Flintshire and Wrexham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Glasgow City","Outside London","Female","1055","935","31300","28120"
"In post","2023","Declared disabled","Glasgow City","Outside London","Male","720","680","32120","28120"
"In post","2023","Declared disabled","Glasgow City","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire CC","Outside London","Female","115","100","28840","28080"
"In post","2023","Declared disabled","Gloucestershire CC","Outside London","Male","75","70","32250","28120"
"In post","2023","Declared disabled","Gloucestershire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester North East","Outside London","Female","125","110","29180","28120"
"In post","2023","Declared disabled","Greater Manchester North East","Outside London","Male","60","55","30970","28120"
"In post","2023","Declared disabled","Greater Manchester North East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester North West","Outside London","Female","260","225","26780","24570"
"In post","2023","Declared disabled","Greater Manchester North West","Outside London","Male","115","105","27870","27450"
"In post","2023","Declared disabled","Greater Manchester North West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester South East","Outside London","Female","125","110","26790","25830"
"In post","2023","Declared disabled","Greater Manchester South East","Outside London","Male","60","55","26440","27480"
"In post","2023","Declared disabled","Greater Manchester South East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester South West","Outside London","Female","540","490","33730","28130"
"In post","2023","Declared disabled","Greater Manchester South West","Outside London","Male","470","450","34670","30130"
"In post","2023","Declared disabled","Greater Manchester South West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Gwent Valleys","Outside London","Female","110","95","28480","28120"
"In post","2023","Declared disabled","Gwent Valleys","Outside London","Male","30","25","[c]","[c]"
"In post","2023","Declared disabled","Gwent Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Gwynedd","Outside London","Female","75","65","26660","27650"
"In post","2023","Declared disabled","Gwynedd","Outside London","Male","40","40","29240","28120"
"In post","2023","Declared disabled","Gwynedd","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Hackney and Newham","London","Female","445","405","40070","34370"
"In post","2023","Declared disabled","Hackney and Newham","London","Male","300","285","44040","39790"
"In post","2023","Declared disabled","Hackney and Newham","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Haringey and Islington","London","Female","150","140","33490","32520"
"In post","2023","Declared disabled","Haringey and Islington","London","Male","90","85","35410","32980"
"In post","2023","Declared disabled","Haringey and Islington","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Harrow and Hillingdon","London","Female","190","170","32360","31570"
"In post","2023","Declared disabled","Harrow and Hillingdon","London","Male","150","140","33270","30510"
"In post","2023","Declared disabled","Harrow and Hillingdon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Hartlepool and Stockton-on-Tees","Outside London","Female","135","120","30530","28120"
"In post","2023","Declared disabled","Hartlepool and Stockton-on-Tees","Outside London","Male","80","75","30370","28480"
"In post","2023","Declared disabled","Hartlepool and Stockton-on-Tees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Heart of Essex","Outside London","Female","100","95","33640","31280"
"In post","2023","Declared disabled","Heart of Essex","Outside London","Male","45","45","32910","29050"
"In post","2023","Declared disabled","Heart of Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, County of","Outside London","Female","30","25","29370","28120"
"In post","2023","Declared disabled","Herefordshire, County of","Outside London","Male","15","10","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, County of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Hertfordshire CC","Outside London","Female","260","235","34670","31290"
"In post","2023","Declared disabled","Hertfordshire CC","Outside London","Male","105","100","35730","32440"
"In post","2023","Declared disabled","Hertfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Hounslow and Richmond upon Thames","London","Female","155","140","34020","32520"
"In post","2023","Declared disabled","Hounslow and Richmond upon Thames","London","Male","130","125","35750","34110"
"In post","2023","Declared disabled","Hounslow and Richmond upon Thames","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Female","75","65","30110","28120"
"In post","2023","Declared disabled","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Male","50","45","30980","28490"
"In post","2023","Declared disabled","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Female","80","70","29280","28120"
"In post","2023","Declared disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Male","45","45","32550","28120"
"In post","2023","Declared disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Isle of Anglesey","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Isle of Anglesey","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Isle of Anglesey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Isle of Wight","Outside London","Female","75","65","27940","28120"
"In post","2023","Declared disabled","Isle of Wight","Outside London","Male","65","65","30650","28120"
"In post","2023","Declared disabled","Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","London","Female","60","55","32370","32520"
"In post","2023","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","London","Male","35","30","34830","34980"
"In post","2023","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Kent Thames Gateway","Outside London","Female","115","105","30440","31280"
"In post","2023","Declared disabled","Kent Thames Gateway","Outside London","Male","90","85","33150","32410"
"In post","2023","Declared disabled","Kent Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Kingston upon Hull, City of","Outside London","Female","170","145","27960","28120"
"In post","2023","Declared disabled","Kingston upon Hull, City of","Outside London","Male","120","105","28940","28080"
"In post","2023","Declared disabled","Kingston upon Hull, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lambeth","London","Female","140","130","38070","32520"
"In post","2023","Declared disabled","Lambeth","London","Male","85","80","39560","37170"
"In post","2023","Declared disabled","Lambeth","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lancaster and Wyre","Outside London","Female","75","65","28890","27470"
"In post","2023","Declared disabled","Lancaster and Wyre","Outside London","Male","75","70","30190","27470"
"In post","2023","Declared disabled","Lancaster and Wyre","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Leeds","Outside London","Female","920","850","34640","31270"
"In post","2023","Declared disabled","Leeds","Outside London","Male","565","540","35840","32060"
"In post","2023","Declared disabled","Leeds","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Leicester","Outside London","Female","210","190","27150","25340"
"In post","2023","Declared disabled","Leicester","Outside London","Male","130","125","27240","27190"
"In post","2023","Declared disabled","Leicester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire CC and Rutland","Outside London","Female","160","135","29230","28120"
"In post","2023","Declared disabled","Leicestershire CC and Rutland","Outside London","Male","85","80","32200","28480"
"In post","2023","Declared disabled","Leicestershire CC and Rutland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lewisham and Southwark","London","Female","135","125","33970","32520"
"In post","2023","Declared disabled","Lewisham and Southwark","London","Male","50","45","34760","32520"
"In post","2023","Declared disabled","Lewisham and Southwark","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire CC","Outside London","Female","290","260","28800","28120"
"In post","2023","Declared disabled","Lincolnshire CC","Outside London","Male","195","185","31520","29050"
"In post","2023","Declared disabled","Lincolnshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lisburn and Castlereagh","Outside London","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Lisburn and Castlereagh","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Lisburn and Castlereagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Liverpool","Outside London","Female","930","825","31350","28120"
"In post","2023","Declared disabled","Liverpool","Outside London","Male","540","515","32090","28120"
