"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","140","140","45960","42550"
"In post","2023","Unknown","Department for Education (excl. agencies)","Department for Education","535","515","45560","41440"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","725","700","43460","40260"
"In post","2023","Unknown","Department for International Trade","Department for International Trade","880","870","48050","42300"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","350","345","47240","40800"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Department for Transport","735","715","47320","43750"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","4535","4170","30360","28120"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","970","945","47200","43240"
"In post","2023","Unknown","Disclosure Scotland","Scottish Government","115","105","26980","24890"
"In post","2023","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","670","605","26670","22500"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Department for Transport","990","955","27960","27260"
"In post","2023","Unknown","Education Scotland","Scottish Government","130","125","54710","54860"
"In post","2023","Unknown","Education and Skills Funding Agency","Department for Education","55","55","40810","37590"
"In post","2023","Unknown","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","50","50","36530","29400"
"In post","2023","Unknown","Food Standards Agency","Food Standards Agency","195","195","37910","33610"
"In post","2023","Unknown","Food Standards Scotland","Scottish Government","105","100","38280","34730"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","1555","1535","48740","49120"
"In post","2023","Unknown","Forestry and Land Scotland","Scottish Government","55","55","30990","29560"
"In post","2023","Unknown","Government Actuary's Department","Chancellor's other departments","15","15","[c]","[c]"
"In post","2023","Unknown","Government Commercial Organisation","Cabinet Office","70","70","74130","66270"
"In post","2023","Unknown","Government Legal Department","Attorney General's Departments","340","320","58420","61410"
"In post","2023","Unknown","Government Property Agency","Cabinet Office","40","40","55230","51020"
"In post","2023","Unknown","HM Courts and Tribunals Service","Ministry of Justice","1415","1335","26940","23000"
"In post","2023","Unknown","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","15","10","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","HM Land Registry","1235","1175","29840","28080"
"In post","2023","Unknown","HM Prison and Probation Service","Ministry of Justice","9075","8565","29570","28880"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","14160","13270","31470","28130"
"In post","2023","Unknown","Health and Safety Executive","Department for Work and Pensions","285","270","43320","40790"
"In post","2023","Unknown","Home Office","Home Office","10305","9945","29730","25880"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","55","50","42400","37710"
"In post","2023","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","390","375","38490","31750"
"In post","2023","Unknown","Legal Aid Agency","Ministry of Justice","140","130","26880","21780"
"In post","2023","Unknown","Maritime and Coastguard Agency","Department for Transport","115","110","29490","26780"
"In post","2023","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","250","235","38820","38200"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","4240","4110","35760","30700"
"In post","2023","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","1380","1355","41740","37680"
"In post","2023","Unknown","National Crime Agency","National Crime Agency","505","485","43510","41910"
"In post","2023","Unknown","National Records of Scotland","Scottish Government","150","145","35550","32730"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","40","40","48570","43650"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","85","85","51740","47750"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","40","35","49200","45200"
"In post","2023","Unknown","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Public Guardian","Ministry of Justice","385","355","23280","21780"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","10","10","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","65","65","48240","52360"
"In post","2023","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","10","10","[c]","[c]"
"In post","2023","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","90","80","40180","41660"
"In post","2023","Unknown","Registers of Scotland","Scottish Government","195","190","33070","30260"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","20","20","[c]","[c]"
"In post","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","1695","1695","41950","40010"
"In post","2023","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","570","525","27200","22150"
"In post","2023","Unknown","Scottish Courts and Tribunals Service","Scottish Government","1165","1040","29330","25060"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","2020","1960","43180","38330"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","2635","2490","33190","31290"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","160","150","29210","26600"
"In post","2023","Unknown","Serious Fraud Office","Attorney General's Departments","70","70","52330","45400"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","1690","1605","28800","29100"
"In post","2023","Unknown","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","130","125","29090","24890"
"In post","2023","Unknown","Submarine Delivery Agency","Ministry of Defence","175","175","38120","33500"
"In post","2023","Unknown","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","445","420","32430","28420"
"In post","2023","Unknown","The National Archives","The National Archives","110","110","37060","35010"
"In post","2023","Unknown","Transport Scotland","Scottish Government","130","130","44410","41640"
"In post","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","935","895","44900","40590"
"In post","2023","Unknown","UK Hydrographic Office","Ministry of Defence","250","240","36170","34370"
"In post","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","80","80","47270","44300"
"In post","2023","Unknown","UK Statistics Authority","UK Statistics Authority","895","795","33340","31060"
"In post","2023","Unknown","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Valuation Office Agency","HM Revenue and Customs","980","925","32110","27810"
"In post","2023","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","145","135","38450","34520"
"In post","2023","Unknown","Welsh Revenue Authority","Welsh Government","80","80","46880","43660"
"In post","2023","White","Accountant in Bankruptcy","Scottish Government","85","75","36450","31940"
"In post","2023","White","Active Travel England","Department for Transport","35","35","47380","42140"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","720","655","35280","32200"
"In post","2023","White","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","2485","2360","31480","29080"
"In post","2023","White","Attorney General's Office","Attorney General's Departments","15","15","[c]","[c]"
"In post","2023","White","Building Digital UK","Department for Digital, Culture, Media and Sport","135","130","48850","52760"
"In post","2023","White","Cabinet Office (excl. agencies)","Cabinet Office","3815","3695","48280","41870"
"In post","2023","White","Central Civil Service Fast Stream","Cabinet Office","1170","1170","30660","30130"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","605","575","35760","30820"
"In post","2023","White","Charity Commission","Charity Commission","345","330","35750","30170"
"In post","2023","White","Companies House","Department for Business, Energy and Industrial Strategy","950","880","32490","28070"
"In post","2023","White","Competition and Markets Authority","Competition and Markets Authority","625","605","65710","61670"
"In post","2023","White","Criminal Injuries Compensation Authority","Ministry of Justice","245","230","28550","25830"
"In post","2023","White","Crown Commercial Service","Cabinet Office","600","580","41420","40450"
"In post","2023","White","Crown Office and Procurator Fiscal Service","Scottish Government","2225","2095","39660","33120"
"In post","2023","White","Crown Prosecution Service","Attorney General's Departments","5265","4930","42220","38760"
"In post","2023","White","Defence Electronics and Components Agency","Ministry of Defence","400","390","30170","30060"
"In post","2023","White","Defence Equipment and Support","Ministry of Defence","8685","8350","39910","38790"
"In post","2023","White","Defence Science and Technology Laboratory","Ministry of Defence","3890","3740","43210","39890"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","3990","3890","52040","54710"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","1235","1210","50730","53030"
"In post","2023","White","Department for Education (excl. agencies)","Department for Education","5165","4955","46610","43250"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","4620","4455","44290","40260"
"In post","2023","White","Department for International Trade","Department for International Trade","1960","1925","49570","45190"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","2215","2155","49240","49700"
"In post","2023","White","Department for Transport (excl. agencies)","Department for Transport","2195","2125","53420","55190"
"In post","2023","White","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","63075","56055","29340","28120"
"In post","2023","White","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","2110","2025","51740","50830"
"In post","2023","White","Disclosure Scotland","Scottish Government","240","230","33640","27740"
"In post","2023","White","Driver and Vehicle Licensing Agency","Department for Transport","5120","4525","27370","22500"
"In post","2023","White","Driver and Vehicle Standards Agency","Department for Transport","3160","2945","30900","27490"
"In post","2023","White","Education Scotland","Scottish Government","225","220","62760","70540"
"In post","2023","White","Education and Skills Funding Agency","Department for Education","550","530","43180","38070"
"In post","2023","White","Estyn","Estyn","120","110","60250","78500"
"In post","2023","White","FCDO Services","Foreign, Commonwealth and Development Office","905","870","42640","39440"
"In post","2023","White","Food Standards Agency","Food Standards Agency","1175","1135","39070","34540"
"In post","2023","White","Food Standards Scotland","Scottish Government","170","165","38760","34730"
"In post","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","4720","4620","52250","52530"
"In post","2023","White","Forestry and Land Scotland","Scottish Government","1010","970","34690","32220"
"In post","2023","White","Government Actuary's Department","Chancellor's other departments","140","130","76080","72940"
"In post","2023","White","Government Commercial Organisation","Cabinet Office","1210","1195","74750","67200"
"In post","2023","White","Government Internal Audit Agency","HM Treasury","350","325","50780","48780"
"In post","2023","White","Government Legal Department","Attorney General's Departments","1595","1475","57920","54320"
"In post","2023","White","Government Property Agency","Cabinet Office","270","265","52050","51020"
"In post","2023","White","HM Courts and Tribunals Service","Ministry of Justice","10610","9485","27860","21780"
"In post","2023","White","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","15","15","[c]","[c]"
"In post","2023","White","HM Land Registry","HM Land Registry","4875","4365","33110","28080"
"In post","2023","White","HM Prison and Probation Service","Ministry of Justice","48325","45470","32590","30940"
"In post","2023","White","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","42365","39220","36460","34700"
"In post","2023","White","HM Treasury (excl. agencies)","HM Treasury","1490","1460","48510","53550"
"In post","2023","White","Health and Safety Executive","Department for Work and Pensions","2170","2050","43250","40790"
"In post","2023","White","Home Office","Home Office","23580","22035","34250","28730"
"In post","2023","White","Institute for Apprenticeships and Technical Education","Department for Education","210","205","49900","51460"
"In post","2023","White","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","1170","1100","41480","41240"
"In post","2023","White","Legal Aid Agency","Ministry of Justice","850","795","31700","25830"
"In post","2023","White","Maritime and Coastguard Agency","Department for Transport","885","855","35710","31940"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","730","710","52890","54090"
"In post","2023","White","Met Office","Department for Business, Energy and Industrial Strategy","1940","1850","39670","39650"
"In post","2023","White","Ministry of Defence (excl. agencies)","Ministry of Defence","29370","28355","34590","31700"
"In post","2023","White","Ministry of Justice (excl. agencies)","Ministry of Justice","4245","4120","45070","41510"
"In post","2023","White","National Crime Agency","National Crime Agency","4315","4200","42960","40440"
"In post","2023","White","National Infrastructure Commission","HM Treasury","40","35","59500","54620"
"In post","2023","White","National Records of Scotland","Scottish Government","295","275","39320","38330"
"In post","2023","White","National Savings and Investments","Chancellor's other departments","145","145","52460","46620"
"In post","2023","White","Northern Ireland Office","Northern Ireland Office","110","110","46380","41360"
"In post","2023","White","Office for Budget Responsibility","HM Treasury","30","30","53840","54810"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","1695","1640","53440","52750"
"In post","2023","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","1055","1040","46400","43650"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","265","255","46360","42230"
"In post","2023","White","Office of Rail and Road","Office of Rail and Road","270","260","57160","57260"
"In post","2023","White","Office of the Public Guardian","Ministry of Justice","590","550","27010","25830"
"In post","2023","White","Office of the Scottish Charity Regulator","Scottish Government","35","35","40770","32730"
"In post","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","60","60","57510","56080"
"In post","2023","White","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","30","30","52800","52010"
"In post","2023","White","Planning Inspectorate","Department for Levelling Up, Housing and Communities","715","650","47500","48660"
"In post","2023","White","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","30","30","42490","39000"
"In post","2023","White","Registers of Scotland","Scottish Government","935","895","36320","32510"
"In post","2023","White","Revenue Scotland","Scottish Government","65","60","45280","38330"
"In post","2023","White","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","1950","1800","27120","25920"
"In post","2023","White","Scottish Courts and Tribunals Service","Scottish Government","760","710","32210","28540"
"In post","2023","White","Scottish Fiscal Commission","Scottish Government","20","20","[c]","[c]"
"In post","2023","White","Scottish Forestry","Scottish Government","205","195","38140","38210"
"In post","2023","White","Scottish Government (excl. agencies)","Scottish Government","6745","6445","48290","43330"
"In post","2023","White","Scottish Housing Regulator","Scottish Government","40","40","55600","49860"
"In post","2023","White","Scottish Prison Service","Scottish Government","1565","1460","37570","37060"
"In post","2023","White","Scottish Public Pensions Agency","Scottish Government","205","185","34090","29450"
"In post","2023","White","Serious Fraud Office","Attorney General's Departments","290","285","49480","42800"
"In post","2023","White","Social Security Scotland","Scottish Government","2165","2080","33460","29450"
"In post","2023","White","Standards and Testing Agency","Department for Education","95","90","43900","42850"
"In post","2023","White","Student Awards Agency for Scotland","Scottish Government","125","125","36970","34100"
"In post","2023","White","Submarine Delivery Agency","Ministry of Defence","1720","1675","43890","42100"
"In post","2023","White","Teaching Regulation Agency","Department for Education","55","55","34380","30330"
"In post","2023","White","The Insolvency Service","Department for Business, Energy and Industrial Strategy","940","890","37130","34870"
"In post","2023","White","The National Archives","The National Archives","390","365","38220","35000"
"In post","2023","White","Transport Scotland","Scottish Government","375","365","50360","49860"
"In post","2023","White","UK Debt Management Office","HM Treasury","10","10","[c]","[c]"
"In post","2023","White","UK Export Finance","UK Export Finance","320","315","58520","54000"
"In post","2023","White","UK Health Security Agency","Department of Health and Social Care","3115","2940","46900","41280"
"In post","2023","White","UK Hydrographic Office","Ministry of Defence","640","610","38010","34370"
"In post","2023","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","145","140","49010","50490"
"In post","2023","White","UK Statistics Authority","UK Statistics Authority","4660","4185","35910","31660"
"In post","2023","White","UK Supreme Court","UK Supreme Court","40","35","40770","37230"
"In post","2023","White","Valuation Office Agency","HM Revenue and Customs","2465","2305","37070","32970"
"In post","2023","White","Vehicle Certification Agency","Department for Transport","160","150","37430","34970"
"In post","2023","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","115","115","43020","40260"
"In post","2023","White","Water Services Regulation Authority","Water Services Regulation Authority","200","190","60600","55880"
"In post","2023","White","Welsh Government (excl. agencies)","Welsh Government","5400","5100","43830","39690"
"In post","2023","White","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","White","Wilton Park","Foreign, Commonwealth and Development Office","80","75","36230","31620"
"Leaver CS","2023","Asian","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Building Digital UK","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office (excl. agencies)","Cabinet Office","60","[c]","41170","35870"
"Leaver CS","2023","Asian","Central Civil Service Fast Stream","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Competition and Markets Authority","Competition and Markets Authority","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Crown Prosecution Service","Attorney General's Departments","35","[c]","32710","25600"
"Leaver CS","2023","Asian","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Defence Equipment and Support","Ministry of Defence","30","[c]","33200","32230"
"Leaver CS","2023","Asian","Defence Science and Technology Laboratory","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","45","[c]","42390","40050"
"Leaver CS","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education (excl. agencies)","Department for Education","45","[c]","39010","37590"
"Leaver CS","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","35","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for International Trade","Department for International Trade","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Transport (excl. agencies)","Department for Transport","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","645","[c]","28650","28120"
"Leaver CS","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Commercial Organisation","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Internal Audit Agency","HM Treasury","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Legal Department","Attorney General's Departments","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Government Property Agency","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","135","[c]","26770","23720"
"Leaver CS","2023","Asian","HM Land Registry","HM Land Registry","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Prison and Probation Service","Ministry of Justice","185","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","350","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","55","[c]","35970","32320"
"Leaver CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Home Office","215","[c]","33810","29820"
"Leaver CS","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","55","[c]","42830","37180"
"Leaver CS","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","75","[c]","34960","32930"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","40","[c]","41660","35410"
"Leaver CS","2023","Asian","National Crime Agency","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","35","[c]","46880","40700"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Public Guardian","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Serious Fraud Office","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Submarine Delivery Agency","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","UK Export Finance","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","165","[c]","35160","29970"
"Leaver CS","2023","Asian","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","UK Statistics Authority","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","15","[c]","[c]","[c]"
