"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Planning Inspectors","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Policy","London","AA/AO","10","10","27860","28940"
"In post","2023","30-39","Policy","London","EO","145","140","30030","29890"
"In post","2023","30-39","Policy","London","G6/G7","3980","3890","59830","58400"
"In post","2023","30-39","Policy","London","SCS level","325","315","79300","76510"
"In post","2023","30-39","Policy","London","SEO/HEO","1985","1950","40370","41060"
"In post","2023","30-39","Policy","London","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Policy","Outside London","AA/AO","50","50","23180","22500"
"In post","2023","30-39","Policy","Outside London","EO","215","210","27820","27330"
"In post","2023","30-39","Policy","Outside London","G6/G7","1035","1000","54730","51910"
"In post","2023","30-39","Policy","Outside London","SCS level","40","40","77580","74300"
"In post","2023","30-39","Policy","Outside London","SEO/HEO","1500","1450","36690","37470"
"In post","2023","30-39","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Policy","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Policy","Overseas","EO","5","5","[c]","[c]"
"In post","2023","30-39","Policy","Overseas","G6/G7","365","365","57310","55690"
"In post","2023","30-39","Policy","Overseas","SCS level","15","15","75960","74330"
"In post","2023","30-39","Policy","Overseas","SEO/HEO","260","260","37310","35780"
"In post","2023","30-39","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","London","EO","65","60","30040","29890"
"In post","2023","30-39","Project Delivery","London","G6/G7","580","570","60700","59290"
"In post","2023","30-39","Project Delivery","London","SCS level","40","40","83100","77830"
"In post","2023","30-39","Project Delivery","London","SEO/HEO","490","485","40700","42010"
"In post","2023","30-39","Project Delivery","Outside London","AA/AO","30","30","22890","22500"
"In post","2023","30-39","Project Delivery","Outside London","EO","220","210","27130","27140"
"In post","2023","30-39","Project Delivery","Outside London","G6/G7","810","795","55590","54420"
"In post","2023","30-39","Project Delivery","Outside London","SCS level","15","10","83510","77210"
"In post","2023","30-39","Project Delivery","Outside London","SEO/HEO","1885","1825","37500","37880"
"In post","2023","30-39","Project Delivery","Outside London","Unknown","110","105","40960","40270"
"In post","2023","30-39","Project Delivery","Overseas","G6/G7","10","10","65450","57340"
"In post","2023","30-39","Project Delivery","Overseas","SEO/HEO","15","15","55870","60960"
"In post","2023","30-39","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","London","AA/AO","10","10","[c]","[c]"
"In post","2023","30-39","Property","London","EO","25","20","31240","31080"
"In post","2023","30-39","Property","London","G6/G7","25","25","60560","59140"
"In post","2023","30-39","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","London","SEO/HEO","75","75","42970","43650"
"In post","2023","30-39","Property","Outside London","AA/AO","90","85","21480","22150"
"In post","2023","30-39","Property","Outside London","EO","150","145","27130","27140"
"In post","2023","30-39","Property","Outside London","G6/G7","120","115","55560","55110"
"In post","2023","30-39","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Outside London","SEO/HEO","455","445","37210","34440"
"In post","2023","30-39","Property","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Psychology","London","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Psychology","London","SEO/HEO","15","15","43990","42140"
"In post","2023","30-39","Psychology","Outside London","AA/AO","15","15","24960","25340"
"In post","2023","30-39","Psychology","Outside London","EO","155","150","29860","28480"
"In post","2023","30-39","Psychology","Outside London","G6/G7","20","20","56930","57260"
"In post","2023","30-39","Psychology","Outside London","SEO/HEO","415","395","38520","35510"
"In post","2023","30-39","Science and Engineering","London","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Science and Engineering","London","EO","15","15","30250","30110"
"In post","2023","30-39","Science and Engineering","London","G6/G7","105","100","58710","55850"
"In post","2023","30-39","Science and Engineering","London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Science and Engineering","London","SEO/HEO","165","160","40010","41190"
"In post","2023","30-39","Science and Engineering","Outside London","AA/AO","85","80","22870","22360"
"In post","2023","30-39","Science and Engineering","Outside London","EO","225","220","27510","27320"
"In post","2023","30-39","Science and Engineering","Outside London","G6/G7","575","565","53040","49260"
"In post","2023","30-39","Science and Engineering","Outside London","SEO/HEO","1510","1475","38200","39350"
"In post","2023","30-39","Science and Engineering","Outside London","Unknown","185","185","46070","43810"
"In post","2023","30-39","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Science and Engineering","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Science and Engineering","Overseas","SEO/HEO","15","15","59460","58070"
"In post","2023","30-39","Science and Engineering","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","London","AA/AO","50","45","30500","26400"
"In post","2023","30-39","Security","London","EO","30","30","32360","29890"
"In post","2023","30-39","Security","London","G6/G7","95","95","61400","59800"
"In post","2023","30-39","Security","London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Security","London","SEO/HEO","120","120","40550","39620"
"In post","2023","30-39","Security","Outside London","AA/AO","940","930","31030","28450"
"In post","2023","30-39","Security","Outside London","EO","180","180","34160","29530"
"In post","2023","30-39","Security","Outside London","G6/G7","55","50","55940","55720"
"In post","2023","30-39","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Outside London","SEO/HEO","235","235","38020","37490"
"In post","2023","30-39","Security","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Overseas","SEO/HEO","25","25","38100","37170"
"In post","2023","30-39","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Social Research","London","G6/G7","95","95","60840","60960"
"In post","2023","30-39","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Social Research","London","SEO/HEO","70","65","42420","43650"
"In post","2023","30-39","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Social Research","Outside London","G6/G7","95","90","53740","51770"
"In post","2023","30-39","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Social Research","Outside London","SEO/HEO","225","215","38350","39300"
"In post","2023","30-39","Statistics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Statistics","London","EO","10","10","31730","31680"
"In post","2023","30-39","Statistics","London","G6/G7","145","140","60800","60660"
"In post","2023","30-39","Statistics","London","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","Statistics","London","SEO/HEO","150","145","41730","43370"
"In post","2023","30-39","Statistics","Outside London","EO","25","25","27290","27110"
"In post","2023","30-39","Statistics","Outside London","G6/G7","175","165","55480","52890"
"In post","2023","30-39","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Statistics","Outside London","SEO/HEO","340","325","38250","39160"
"In post","2023","30-39","Statistics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Statistics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Tax","London","AA/AO","10","10","[c]","[c]"
"In post","2023","30-39","Tax","London","EO","80","80","32370","32400"
"In post","2023","30-39","Tax","London","G6/G7","135","135","66970","65230"
"In post","2023","30-39","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Tax","London","SEO/HEO","240","235","41150","39790"
"In post","2023","30-39","Tax","Outside London","AA/AO","530","480","22520","22520"
"In post","2023","30-39","Tax","Outside London","EO","1250","1205","28020","28130"
"In post","2023","30-39","Tax","Outside London","G6/G7","730","710","59320","57970"
"In post","2023","30-39","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Tax","Outside London","SEO/HEO","2175","2120","36320","35000"
"In post","2023","30-39","Unknown","London","AA/AO","30","30","27370","26920"
"In post","2023","30-39","Unknown","London","EO","155","145","30540","30770"
"In post","2023","30-39","Unknown","London","G6/G7","915","900","61730","60280"
"In post","2023","30-39","Unknown","London","SCS level","105","100","81030","76950"
"In post","2023","30-39","Unknown","London","SEO/HEO","565","550","39980","41480"
"In post","2023","30-39","Unknown","Outside London","AA/AO","1015","960","24370","23340"
"In post","2023","30-39","Unknown","Outside London","EO","1405","1345","29620","29100"
"In post","2023","30-39","Unknown","Outside London","G6/G7","1135","1100","60420","58850"
"In post","2023","30-39","Unknown","Outside London","SCS level","30","30","86500","83530"
"In post","2023","30-39","Unknown","Outside London","SEO/HEO","3035","2945","39400","38330"
"In post","2023","30-39","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","G6/G7","15","15","64720","57290"
"In post","2023","30-39","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","SEO/HEO","10","10","42890","38600"
"In post","2023","30-39","Unknown","Overseas","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","EO","10","10","25390","24610"
"In post","2023","30-39","Unknown","Unknown","G6/G7","10","10","57940","57580"
"In post","2023","30-39","Unknown","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Veterinarian","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Veterinarian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Veterinarian","Outside London","G6/G7","10","10","51940","49400"
"In post","2023","30-39","Veterinarian","Outside London","SEO/HEO","70","65","37740","37330"
"In post","2023","40-49","Commercial","London","AA/AO","15","10","25440","24560"
"In post","2023","40-49","Commercial","London","EO","25","25","30560","30160"
"In post","2023","40-49","Commercial","London","G6/G7","220","215","67550","66520"
"In post","2023","40-49","Commercial","London","SCS level","65","65","113380","106840"
"In post","2023","40-49","Commercial","London","SEO/HEO","110","105","42140","43210"
"In post","2023","40-49","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Outside London","AA/AO","65","60","23200","22500"
"In post","2023","40-49","Commercial","Outside London","EO","110","100","27600","27140"
"In post","2023","40-49","Commercial","Outside London","G6/G7","535","525","62880","61160"
"In post","2023","40-49","Commercial","Outside London","SCS level","45","40","104920","100060"
"In post","2023","40-49","Commercial","Outside London","SEO/HEO","755","725","38570","38470"
"In post","2023","40-49","Commercial","Outside London","Unknown","45","45","43900","42620"
"In post","2023","40-49","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","London","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Communications","London","EO","20","20","31140","31590"
"In post","2023","40-49","Communications","London","G6/G7","220","205","62600","61600"
"In post","2023","40-49","Communications","London","SCS level","55","55","92050","87640"
"In post","2023","40-49","Communications","London","SEO/HEO","165","160","42720","43150"
"In post","2023","40-49","Communications","Outside London","AA/AO","25","20","22660","22220"
"In post","2023","40-49","Communications","Outside London","EO","65","60","28070","27470"
"In post","2023","40-49","Communications","Outside London","G6/G7","170","165","57230","55910"
"In post","2023","40-49","Communications","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Communications","Outside London","SEO/HEO","345","315","38890","39430"
"In post","2023","40-49","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","London","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Counter Fraud","London","AA/AO","60","50","25290","25610"
"In post","2023","40-49","Counter Fraud","London","EO","150","145","32190","32520"
"In post","2023","40-49","Counter Fraud","London","G6/G7","45","40","65630","65230"
"In post","2023","40-49","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","London","SEO/HEO","170","165","40750","39790"
"In post","2023","40-49","Counter Fraud","Outside London","AA/AO","235","205","22640","21690"
"In post","2023","40-49","Counter Fraud","Outside London","EO","815","765","28320","28120"
"In post","2023","40-49","Counter Fraud","Outside London","G6/G7","50","50","60260","57970"
"In post","2023","40-49","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Outside London","SEO/HEO","535","520","36430","34870"
"In post","2023","40-49","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data and Technology","London","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Digital, Data and Technology","London","EO","70","70","31110","30680"
"In post","2023","40-49","Digital, Data and Technology","London","G6/G7","745","735","63900","62010"
"In post","2023","40-49","Digital, Data and Technology","London","SCS level","75","75","100650","94140"
"In post","2023","40-49","Digital, Data and Technology","London","SEO/HEO","495","485","41860","42420"
"In post","2023","40-49","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data and Technology","Outside London","AA/AO","85","80","22820","22220"
"In post","2023","40-49","Digital, Data and Technology","Outside London","EO","575","555","28360","28120"
"In post","2023","40-49","Digital, Data and Technology","Outside London","G6/G7","1715","1690","58790","57000"
"In post","2023","40-49","Digital, Data and Technology","Outside London","SCS level","85","85","88940","81940"
"In post","2023","40-49","Digital, Data and Technology","Outside London","SEO/HEO","2380","2335","38870","38470"
"In post","2023","40-49","Digital, Data and Technology","Outside London","Unknown","20","15","37170","38540"
"In post","2023","40-49","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data and Technology","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2023","40-49","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data and Technology","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","40-49","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Economics","London","G6/G7","110","105","66340","65460"
"In post","2023","40-49","Economics","London","SCS level","45","40","91140","87280"
"In post","2023","40-49","Economics","London","SEO/HEO","15","15","40130","39700"
"In post","2023","40-49","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Economics","Outside London","G6/G7","55","50","63080","60320"
"In post","2023","40-49","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Economics","Outside London","SEO/HEO","15","15","37890","38000"
"In post","2023","40-49","Finance","London","AA/AO","10","10","24970","24770"
"In post","2023","40-49","Finance","London","EO","50","45","30640","30940"
"In post","2023","40-49","Finance","London","G6/G7","270","260","64810","64110"
"In post","2023","40-49","Finance","London","SCS level","75","70","91700","83460"
"In post","2023","40-49","Finance","London","SEO/HEO","250","245","42170","42130"
"In post","2023","40-49","Finance","Outside London","AA/AO","160","140","22770","22490"
"In post","2023","40-49","Finance","Outside London","EO","255","240","27630","27470"
"In post","2023","40-49","Finance","Outside London","G6/G7","550","535","58040","57180"
"In post","2023","40-49","Finance","Outside London","SCS level","60","60","86290","80040"
"In post","2023","40-49","Finance","Outside London","SEO/HEO","985","945","38500","38470"
"In post","2023","40-49","Finance","Outside London","Unknown","15","15","53890","56240"
"In post","2023","40-49","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Finance","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Geography","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Geography","Outside London","EO","25","25","27990","27610"
"In post","2023","40-49","Geography","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Geography","Outside London","SEO/HEO","60","60","37590","34370"
"In post","2023","40-49","Human Resources","London","AA/AO","15","10","27300","26400"
"In post","2023","40-49","Human Resources","London","EO","80","75","31210","30920"
"In post","2023","40-49","Human Resources","London","G6/G7","285","280","62170","60220"
"In post","2023","40-49","Human Resources","London","SCS level","60","60","92480","82920"
"In post","2023","40-49","Human Resources","London","SEO/HEO","285","270","40940","40800"
"In post","2023","40-49","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Outside London","AA/AO","225","205","22590","22220"
"In post","2023","40-49","Human Resources","Outside London","EO","500","480","28240","27470"
"In post","2023","40-49","Human Resources","Outside London","G6/G7","525","510","56620","55250"
"In post","2023","40-49","Human Resources","Outside London","SCS level","45","45","85910","79220"
"In post","2023","40-49","Human Resources","Outside London","SEO/HEO","1115","1070","37230","36940"
"In post","2023","40-49","Human Resources","Outside London","Unknown","25","20","39250","38290"
"In post","2023","40-49","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Overseas","G6/G7","15","15","84800","84350"
"In post","2023","40-49","Human Resources","Overseas","SEO/HEO","80","80","56930","58220"
"In post","2023","40-49","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Inspector of Education and Training","London","G6/G7","20","20","77410","77470"
"In post","2023","40-49","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Inspector of Education and Training","London","SEO/HEO","10","10","52300","52750"
"In post","2023","40-49","Inspector of Education and Training","Outside London","G6/G7","190","185","77120","77470"
"In post","2023","40-49","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Inspector of Education and Training","Outside London","SEO/HEO","145","145","50940","52750"
"In post","2023","40-49","Intelligence Analysis","London","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","London","EO","95","85","30620","30200"
"In post","2023","40-49","Intelligence Analysis","London","G6/G7","60","60","63900","61440"
"In post","2023","40-49","Intelligence Analysis","London","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","London","SEO/HEO","110","105","41810","42300"
"In post","2023","40-49","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Outside London","AA/AO","15","10","22680","22400"
"In post","2023","40-49","Intelligence Analysis","Outside London","EO","275","260","27650","27370"
"In post","2023","40-49","Intelligence Analysis","Outside London","G6/G7","25","25","57580","56680"
"In post","2023","40-49","Intelligence Analysis","Outside London","SEO/HEO","190","185","36250","34300"
"In post","2023","40-49","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","G6/G7","20","20","61250","60220"
"In post","2023","40-49","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","SEO/HEO","20","20","43720","43160"
"In post","2023","40-49","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Outside London","G6/G7","50","45","57400","56580"
"In post","2023","40-49","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Outside London","SEO/HEO","80","75","40630","41990"
"In post","2023","40-49","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","International Trade","London","EO","10","10","30760","30580"
"In post","2023","40-49","International Trade","London","G6/G7","115","115","61190","61040"
"In post","2023","40-49","International Trade","London","SCS level","30","30","82080","77060"
"In post","2023","40-49","International Trade","London","SEO/HEO","55","55","40140","41550"
"In post","2023","40-49","International Trade","Outside London","EO","10","10","[c]","[c]"
"In post","2023","40-49","International Trade","Outside London","G6/G7","30","30","55330","53340"
"In post","2023","40-49","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","International Trade","Outside London","SEO/HEO","75","70","38760","38700"
"In post","2023","40-49","International Trade","Overseas","G6/G7","30","30","59080","58330"
"In post","2023","40-49","International Trade","Overseas","SCS level","15","15","84590","77140"
"In post","2023","40-49","International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","London","EO","20","20","30830","30560"
"In post","2023","40-49","Knowledge and Information Management","London","G6/G7","60","55","60820","59290"
"In post","2023","40-49","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","London","SEO/HEO","100","95","39530","39060"
"In post","2023","40-49","Knowledge and Information Management","Outside London","AA/AO","60","55","22620","22220"
"In post","2023","40-49","Knowledge and Information Management","Outside London","EO","105","100","27750","27470"
"In post","2023","40-49","Knowledge and Information Management","Outside London","G6/G7","50","50","56690","56010"
"In post","2023","40-49","Knowledge and Information Management","Outside London","SEO/HEO","160","150","36770","34910"
"In post","2023","40-49","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal","London","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Legal","London","EO","65","65","31890","32540"
"In post","2023","40-49","Legal","London","G6/G7","1015","925","63990","65650"
"In post","2023","40-49","Legal","London","SCS level","135","125","86980","81600"
"In post","2023","40-49","Legal","London","SEO/HEO","150","145","41940","40800"
"In post","2023","40-49","Legal","Outside London","AA/AO","40","35","22680","22520"
"In post","2023","40-49","Legal","Outside London","EO","150","145","28380","28130"
"In post","2023","40-49","Legal","Outside London","G6/G7","1170","1080","58970","57570"
"In post","2023","40-49","Legal","Outside London","SCS level","35","35","85790","85000"
"In post","2023","40-49","Legal","Outside London","SEO/HEO","515","475","38820","38760"
"In post","2023","40-49","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","London","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Medicine","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","London","G6/G7","40","35","67240","67600"
"In post","2023","40-49","Medicine","London","SCS level","35","30","102990","101410"
"In post","2023","40-49","Medicine","London","SEO/HEO","20","20","44050","44020"
"In post","2023","40-49","Medicine","Outside London","AA/AO","95","85","23690","24680"
"In post","2023","40-49","Medicine","Outside London","EO","60","55","32940","32930"
"In post","2023","40-49","Medicine","Outside London","G6/G7","210","175","79390","84890"
"In post","2023","40-49","Medicine","Outside London","SCS level","70","55","103220","102410"
"In post","2023","40-49","Medicine","Outside London","SEO/HEO","210","185","42360","41190"
"In post","2023","40-49","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","London","AA/AO","1755","1580","27690","26400"
"In post","2023","40-49","Operational Delivery","London","EO","2435","2270","31730","31450"
"In post","2023","40-49","Operational Delivery","London","G6/G7","740","720","63750","61580"
"In post","2023","40-49","Operational Delivery","London","SCS level","150","145","92920","82930"
"In post","2023","40-49","Operational Delivery","London","SEO/HEO","1865","1810","41060","39790"
"In post","2023","40-49","Operational Delivery","London","Unknown","515","490","37850","36050"
"In post","2023","40-49","Operational Delivery","Outside London","AA/AO","18715","16660","23810","22500"
"In post","2023","40-49","Operational Delivery","Outside London","EO","16690","15455","28530","28120"
"In post","2023","40-49","Operational Delivery","Outside London","G6/G7","2075","2040","58150","55770"
"In post","2023","40-49","Operational Delivery","Outside London","SCS level","145","145","87580","80150"
"In post","2023","40-49","Operational Delivery","Outside London","SEO/HEO","9835","9515","37730","35000"
"In post","2023","40-49","Operational Delivery","Outside London","Unknown","4615","4250","32850","30810"
"In post","2023","40-49","Operational Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Overseas","G6/G7","10","10","66540","63400"
"In post","2023","40-49","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","Overseas","SEO/HEO","50","50","46710","47380"
