"Status","Year","Parent_department","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office","East Anglia","Outside London","Male","125","120","47740","40570"
"In post","2023","Cabinet Office","East Wales","Outside London","Female","120","115","38120","33000"
"In post","2023","Cabinet Office","East Wales","Outside London","Male","105","105","43580","38880"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","155","150","54320","51290"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","170","165","58790","56000"
"In post","2023","Cabinet Office","Greater Manchester","Outside London","Female","260","255","47020","40160"
"In post","2023","Cabinet Office","Greater Manchester","Outside London","Male","250","245","50060","51160"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","Outside London","Female","55","55","49310","41740"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","Outside London","Male","55","55","58240","56220"
"In post","2023","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Highlands and Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inner London - East","London","Female","690","665","52770","56430"
"In post","2023","Cabinet Office","Inner London - East","London","Male","675","665","57030","56430"
"In post","2023","Cabinet Office","Inner London - West","London","Female","2255","2215","47970","41410"
"In post","2023","Cabinet Office","Inner London - West","London","Male","1930","1920","54030","51290"
"In post","2023","Cabinet Office","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lancashire","Outside London","Female","30","30","[c]","[c]"
"In post","2023","Cabinet Office","Lancashire","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Leicestershire, Rutland and Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Merseyside","Outside London","Female","285","275","41900","40450"
"In post","2023","Cabinet Office","Merseyside","Outside London","Male","200","200","44580","40450"
"In post","2023","Cabinet Office","North Yorkshire","Outside London","Female","355","335","34790","33020"
"In post","2023","Cabinet Office","North Yorkshire","Outside London","Male","280","270","36530","33020"
"In post","2023","Cabinet Office","Northern Ireland","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Northumberland, and Tyne and Wear","Outside London","Female","245","225","30320","26300"
"In post","2023","Cabinet Office","Northumberland, and Tyne and Wear","Outside London","Male","155","150","33720","30130"
"In post","2023","Cabinet Office","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Outer London - South","London","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Outer London - South","London","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Outer London - West and North West","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Shropshire and Staffordshire","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Shropshire and Staffordshire","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","South Yorkshire","Outside London","Female","55","50","51630","54350"
"In post","2023","Cabinet Office","South Yorkshire","Outside London","Male","45","45","55160","56000"
"In post","2023","Cabinet Office","Southern Scotland","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Southern Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Surrey, East and West Sussex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Surrey, East and West Sussex","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Tees Valley and Durham","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Tees Valley and Durham","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","Unknown","Female","85","85","47110","38460"
"In post","2023","Cabinet Office","Unknown","Unknown","Male","90","85","38950","33020"
"In post","2023","Cabinet Office","West Central Scotland","Outside London","Female","235","225","37990","33020"
"In post","2023","Cabinet Office","West Central Scotland","Outside London","Male","205","200","41900","33020"
"In post","2023","Cabinet Office","West Midlands","Outside London","Female","145","145","50090","38470"
"In post","2023","Cabinet Office","West Midlands","Outside London","Male","145","145","57830","51290"
"In post","2023","Cabinet Office","West Wales and The Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Wales and The Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Yorkshire","Outside London","Female","155","150","50680","51290"
"In post","2023","Cabinet Office","West Yorkshire","Outside London","Male","135","135","51300","51830"
"In post","2023","Chancellor's other departments","Eastern Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Eastern Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Inner London - West","London","Female","150","140","58000","50010"
"In post","2023","Chancellor's other departments","Inner London - West","London","Male","200","195","65970","58170"
"In post","2023","Chancellor's other departments","Lancashire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Lancashire","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Tees Valley and Durham","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Tees Valley and Durham","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","West Central Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","West Central Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Charity Commission","Dorset and Somerset","Outside London","Female","20","15","[c]","[c]"
"In post","2023","Charity Commission","Dorset and Somerset","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Charity Commission","East Wales","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","East Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Inner London - West","London","Female","50","45","47360","42880"
"In post","2023","Charity Commission","Inner London - West","London","Male","35","30","43320","38800"
"In post","2023","Charity Commission","Merseyside","Outside London","Female","230","215","33770","30170"
"In post","2023","Charity Commission","Merseyside","Outside London","Male","150","150","33910","30170"
"In post","2023","Competition and Markets Authority","East Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","East Wales","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Eastern Scotland","Outside London","Female","35","35","60670","57540"
"In post","2023","Competition and Markets Authority","Eastern Scotland","Outside London","Male","35","35","57440","55130"
"In post","2023","Competition and Markets Authority","Greater Manchester","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Greater Manchester","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Inner London - East","London","Female","395","375","60630","57540"
"In post","2023","Competition and Markets Authority","Inner London - East","London","Male","400","390","65120","60850"
"In post","2023","Competition and Markets Authority","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Tees Valley and Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Tees Valley and Durham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","45","45","39170","37470"
"In post","2023","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","45","40","42720","38700"
"In post","2023","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Outside London","Female","115","110","32690","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Outside London","Male","85","80","34620","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Devon","Outside London","Female","820","765","37810","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","Devon","Outside London","Male","1180","1150","40930","39750"
"In post","2023","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Anglia","Outside London","Female","75","70","33480","31620"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Anglia","Outside London","Male","45","45","34570","32730"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Wales","Outside London","Female","1600","1455","34050","28900"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Wales","Outside London","Male","1475","1435","40620","38480"
"In post","2023","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Outside London","Female","95","90","33510","29240"
"In post","2023","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Outside London","Male","125","125","35970","34450"
"In post","2023","Department for Business, Energy and Industrial Strategy","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","105","100","41510","38740"
"In post","2023","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","100","100","42380","38440"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester","Outside London","Female","405","390","38550","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester","Outside London","Male","345","340","40270","37470"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Outside London","Female","45","40","35020","36570"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Outside London","Male","30","30","36640","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Inner London - East","London","Female","150","140","40530","37440"
"In post","2023","Department for Business, Energy and Industrial Strategy","Inner London - East","London","Male","125","120","46130","43930"
"In post","2023","Department for Business, Energy and Industrial Strategy","Inner London - West","London","Female","2645","2555","50860","54710"
"In post","2023","Department for Business, Energy and Industrial Strategy","Inner London - West","London","Male","2635","2610","52930","55120"
"In post","2023","Department for Business, Energy and Industrial Strategy","Kent","Outside London","Female","35","30","30170","26520"
"In post","2023","Department for Business, Energy and Industrial Strategy","Kent","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lancashire","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lancashire","Outside London","Male","20","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Leicestershire, Rutland and Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lincolnshire","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lincolnshire","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Merseyside","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Merseyside","Outside London","Male","15","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Outside London","Female","65","60","47610","38280"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Outside London","Male","70","70","50160","40040"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Yorkshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","Male","30","30","30960","31380"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Outside London","Female","135","125","32570","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Outside London","Male","90","85","35280","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - South","London","Female","35","30","33760","28590"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - South","London","Male","30","30","41220","39670"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","London","Female","50","50","41980","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","London","Male","65","60","44560","41640"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","Female","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Southern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Southern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Outside London","Female","30","30","40360","37610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Outside London","Male","40","40","45430","40390"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Central Scotland","Outside London","Female","50","45","31570","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Central Scotland","Outside London","Male","45","45","34200","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands","Outside London","Female","465","440","36040","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands","Outside London","Male","375","365","37960","35560"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Yorkshire","Outside London","Female","100","90","35340","33150"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Yorkshire","Outside London","Male","95","90","34890","32110"
"In post","2023","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","East Wales","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","East Wales","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Eastern Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Eastern Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Greater Manchester","Outside London","Female","65","65","39650","35620"
"In post","2023","Department for Digital, Culture, Media and Sport","Greater Manchester","Outside London","Male","85","85","44710","41380"
"In post","2023","Department for Digital, Culture, Media and Sport","Inner London - West","London","Female","920","890","49500","52760"
"In post","2023","Department for Digital, Culture, Media and Sport","Inner London - West","London","Male","725","720","51050","53030"
"In post","2023","Department for Digital, Culture, Media and Sport","Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
