"Status","Year","Parent_department","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Cheshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Female","Heterosexual / straight","155","145","37910","31180"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Female","Unknown","40","35","43570","49050"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Male","Heterosexual / straight","85","85","37200","31180"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Male","Unknown","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Female","Heterosexual / straight","45","40","38610","35000"
"In post","2023","Attorney General's Departments","Devon","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Female","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Male","Heterosexual / straight","40","40","43310","49050"
"In post","2023","Attorney General's Departments","Devon","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Female","Heterosexual / straight","80","70","33720","28480"
"In post","2023","Attorney General's Departments","East Anglia","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Male","Heterosexual / straight","30","30","44000","38940"
"In post","2023","Attorney General's Departments","East Anglia","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Female","Heterosexual / straight","170","155","38710","33810"
"In post","2023","Attorney General's Departments","East Wales","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Female","Unknown","45","40","41310","35000"
"In post","2023","Attorney General's Departments","East Wales","Male","Heterosexual / straight","75","75","47150","50000"
"In post","2023","Attorney General's Departments","East Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","50","45","39550","38760"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Female","Heterosexual / straight","135","125","41660","38460"
"In post","2023","Attorney General's Departments","Essex","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Female","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Male","Heterosexual / straight","40","40","45540","40540"
"In post","2023","Attorney General's Departments","Essex","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","130","115","42710","49050"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","30","30","50490","53830"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","70","70","44420","47140"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Female","Heterosexual / straight","215","200","39110","31740"
"In post","2023","Attorney General's Departments","Greater Manchester","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Female","Unknown","35","30","42660","35000"
"In post","2023","Attorney General's Departments","Greater Manchester","Male","Heterosexual / straight","100","95","43270","38940"
"In post","2023","Attorney General's Departments","Greater Manchester","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Female","Heterosexual / straight","155","150","42460","35000"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Male","Heterosexual / straight","75","75","44680","49980"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","Female","Heterosexual / straight","2170","2025","49860","52020"
"In post","2023","Attorney General's Departments","Inner London - West","Female","LGBO","120","110","50420","52020"
"In post","2023","Attorney General's Departments","Inner London - West","Female","Undeclared","165","155","52330","54270"
"In post","2023","Attorney General's Departments","Inner London - West","Female","Unknown","585","520","54460","55850"
"In post","2023","Attorney General's Departments","Inner London - West","Male","Heterosexual / straight","1120","1095","50950","52020"
"In post","2023","Attorney General's Departments","Inner London - West","Male","LGBO","145","145","53180","52790"
"In post","2023","Attorney General's Departments","Inner London - West","Male","Undeclared","115","110","53260","54100"
"In post","2023","Attorney General's Departments","Inner London - West","Male","Unknown","290","280","56420","62590"
"In post","2023","Attorney General's Departments","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Female","Heterosexual / straight","60","55","37370","29900"
"In post","2023","Attorney General's Departments","Kent","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Male","Heterosexual / straight","35","35","46280","54100"
"In post","2023","Attorney General's Departments","Kent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Female","Heterosexual / straight","95","90","39400","38760"
"In post","2023","Attorney General's Departments","Lancashire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Female","Unknown","30","30","39740","32520"
"In post","2023","Attorney General's Departments","Lancashire","Male","Heterosexual / straight","45","45","42640","49050"
"In post","2023","Attorney General's Departments","Lancashire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","105","90","37100","31180"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","35","35","43310","51270"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Female","Heterosexual / straight","230","215","36070","28850"
"In post","2023","Attorney General's Departments","Merseyside","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Female","Unknown","40","35","38920","28850"
"In post","2023","Attorney General's Departments","Merseyside","Male","Heterosexual / straight","105","105","40120","38760"
"In post","2023","Attorney General's Departments","Merseyside","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","Female","Heterosexual / straight","75","70","40520","33810"
"In post","2023","Attorney General's Departments","North Yorkshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","Male","Heterosexual / straight","55","50","45260","39710"
"In post","2023","Attorney General's Departments","North Yorkshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Female","Heterosexual / straight","135","120","35780","28850"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Female","Unknown","30","30","40320","31570"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Male","Heterosexual / straight","70","70","46070","49050"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","Female","Heterosexual / straight","25","25","[c]","[c]"
