"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","G6/G7","Heterosexual / straight","95","90","62450","55770"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SCS level","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO/HEO","Heterosexual / straight","110","110","39440","41190"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Tax","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Tax","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Commercial","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Met Office","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Commercial","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Met Office","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Communications","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Met Office","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Digital, Data and Technology","EO","Heterosexual / straight","45","45","27330","26650"
"In post","2023","Met Office","Digital, Data and Technology","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Met Office","Digital, Data and Technology","EO","Undeclared","15","10","[c]","[c]"
"In post","2023","Met Office","Digital, Data and Technology","G6/G7","Heterosexual / straight","45","40","55720","54150"
"In post","2023","Met Office","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Digital, Data and Technology","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Met Office","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","155","155","38270","36050"
"In post","2023","Met Office","Digital, Data and Technology","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Met Office","Digital, Data and Technology","SEO/HEO","Undeclared","45","40","38890","35940"
"In post","2023","Met Office","Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Met Office","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Finance","G6/G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Met Office","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Finance","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Met Office","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Human Resources","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Met Office","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Human Resources","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Met Office","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Human Resources","SEO/HEO","Heterosexual / straight","45","45","34160","32820"
"In post","2023","Met Office","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Legal","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Met Office","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Operational Delivery","AA/AO","Heterosexual / straight","40","40","20980","20660"
"In post","2023","Met Office","Operational Delivery","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","Met Office","Operational Delivery","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Met Office","Operational Delivery","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Met Office","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Operational Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Operational Delivery","G6/G7","Heterosexual / straight","60","55","49400","47960"
"In post","2023","Met Office","Operational Delivery","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Met Office","Operational Delivery","G6/G7","Undeclared","15","10","[c]","[c]"
"In post","2023","Met Office","Operational Delivery","SEO/HEO","Heterosexual / straight","255","240","36010","37420"
"In post","2023","Met Office","Operational Delivery","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Met Office","Operational Delivery","SEO/HEO","Undeclared","65","60","36000","37420"
"In post","2023","Met Office","Other","AA/AO","Heterosexual / straight","50","50","19200","19080"
"In post","2023","Met Office","Other","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Met Office","Other","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Met Office","Other","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Met Office","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Other","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Met Office","Other","G6/G7","Heterosexual / straight","75","70","49130","47960"
"In post","2023","Met Office","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Other","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Met Office","Other","SEO/HEO","Heterosexual / straight","85","80","36720","37420"
"In post","2023","Met Office","Other","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Met Office","Other","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Met Office","Policy","G6/G7","Heterosexual / straight","65","65","59510","60490"
"In post","2023","Met Office","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Policy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Policy","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Met Office","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Project Delivery","G6/G7","Heterosexual / straight","55","55","47650","46100"
"In post","2023","Met Office","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Project Delivery","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Met Office","Project Delivery","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Met Office","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Project Delivery","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Met Office","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Property","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Met Office","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Science and Engineering","EO","Heterosexual / straight","45","45","25170","24150"
"In post","2023","Met Office","Science and Engineering","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Met Office","Science and Engineering","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Met Office","Science and Engineering","G6/G7","Heterosexual / straight","180","165","50470","48080"
"In post","2023","Met Office","Science and Engineering","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Met Office","Science and Engineering","G6/G7","Undeclared","40","35","52820","49560"
"In post","2023","Met Office","Science and Engineering","SEO/HEO","Heterosexual / straight","340","320","37550","39650"
"In post","2023","Met Office","Science and Engineering","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Met Office","Science and Engineering","SEO/HEO","Undeclared","95","90","38300","39650"
"In post","2023","Met Office","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Security","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Met Office","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Security","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Met Office","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","EO","Heterosexual / straight","150","145","27700","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","EO","Unknown","50","50","28030","27110"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","G6/G7","Heterosexual / straight","80","75","56520","55520"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","SEO/HEO","Heterosexual / straight","500","480","39300","38540"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","SEO/HEO","Undeclared","60","60","39490","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Commercial","SEO/HEO","Unknown","65","65","37430","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","AA/AO","Heterosexual / straight","55","50","22730","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","EO","Heterosexual / straight","110","105","28400","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","G6/G7","Heterosexual / straight","35","35","59630","60220"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","SEO/HEO","Heterosexual / straight","175","170","38860","36920"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Communications","SEO/HEO","Unknown","45","45","40040","41020"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AA/AO","Heterosexual / straight","100","100","23000","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","Heterosexual / straight","320","310","28700","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","Undeclared","55","55","29220","27740"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","Unknown","50","50","28590","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G6/G7","Heterosexual / straight","175","175","58290","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G6/G7","Undeclared","30","30","59630","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","765","745","37900","36920"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO/HEO","LGBO","30","30","38120","34640"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO/HEO","Undeclared","135","130","38230","37300"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO/HEO","Unknown","105","105","37720","37480"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","AA/AO","Heterosexual / straight","130","120","22620","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","EO","Heterosexual / straight","315","305","28570","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","EO","Undeclared","40","40","28390","27600"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","EO","Unknown","60","60","28310","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","G6/G7","Heterosexual / straight","205","200","61010","59180"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","SCS level","Heterosexual / straight","35","35","92380","89040"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","Heterosexual / straight","670","650","40900","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","Undeclared","105","100","42050","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","Unknown","65","65","40980","39120"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","Heterosexual / straight","410","385","22360","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","Undeclared","60","55","22330","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","Unknown","70","65","22080","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","EO","Heterosexual / straight","1050","1025","29020","27720"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","EO","Undeclared","165","160","29270","27740"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","EO","Unknown","165","165","29360","28490"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","G6/G7","Heterosexual / straight","210","205","60970","60220"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","G6/G7","Unknown","50","45","65930","61440"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","SCS level","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","Heterosexual / straight","1145","1120","38480","36300"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","LGBO","35","35","37460","36920"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","Undeclared","170","165","38910","36800"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","Unknown","295","290","48570","45690"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","Heterosexual / straight","125","120","29480","30080"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","Unknown","45","40","29150","29520"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","G6/G7","Heterosexual / straight","60","60","62430","60960"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","G6/G7","Unknown","5","5","[c]","[c]"
